,Global,Denmark,United States,Germany,Sweden,Italy,United Kingdom,India,Spain,Canada,France,Turkey,Brazil
2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,1.029266442949972,1.0161852168960994,1.0420566126062374,1.0183615650666553,1.0461608955798056,1.0443528317114275,1.0249296293921044,1.0246093456474281,1.0454708721704356,1.0399122424560714,1.0190513257943827,1.0305504984722453,1.059045184990915
2019,1.0601115256382934,1.0330241074642348,1.0869391998154856,1.0375060995791179,1.0956199085064247,1.091791482886829,1.0510919462071517,1.050427375142747,1.0941580411763854,1.0824176701288455,1.0389286477652735,1.062789547360032,1.1230976113050513
2020,1.115564755547483,1.0627599655584787,1.1690379316688624,1.0714148066540323,1.186590126913869,1.1788341059381677,1.0978492512212434,1.0965491870434578,1.1836257261209615,1.1599438218443294,1.0741686246680533,1.1208501504391586,1.242952399151065
2021,1.1575730575531356,1.0848520019703587,1.2324100307220873,1.0966892138426487,1.257230718862976,1.2462474585566865,1.1330432215840835,1.131248321103331,1.2530299727708873,1.2195993192644572,1.1004624017267928,1.1649171320716074,1.3377682612722084
2022,1.1891570980843862,1.1012286593156544,1.2807112017799764,1.1154693312407205,1.3113060931665337,1.2977538845728582,1.1593806532184883,1.1572064692034603,1.3061202237583012,1.2649644033449394,1.120014598796945,1.1980946895646518,1.4113373175337685
2023,1.234811713452115,1.1245640062997517,1.3515045923129805,1.1422936476464758,1.390913057239655,1.3734318673264214,1.1972714661596373,1.19453853366597,1.3842190661511973,1.3313009182221551,1.1479629076482811,1.246119841175752,1.521141144271945
2024,1.2609860748298263,1.1377699930284901,1.3926023498440965,1.157507115758392,1.4373116407708237,1.417463296218239,1.2189019367138259,1.2158432811506248,1.4297082578814042,1.3697310728814853,1.1638247452400101,1.2736880803003083,1.585937199718031
2025,1.29434426899172,1.154425606313077,1.4455109795293495,1.1767281472365028,1.4972366617013873,1.474250741211262,1.2463742099151442,1.2428949560885882,1.4884271047897604,1.4191222648156245,1.1838760245689535,1.3088585173678668,1.6704645543367922
2026,1.326568005146501,1.1703349840461308,1.4971778245462664,1.1951225487273378,1.5559576475451653,1.5298126983122067,1.2728139266174832,1.2689227344814247,1.545932811046867,1.4672670226213336,1.2030763875560562,1.3428701006185393,1.7541889651217546
2027,1.357627759364342,1.1855082841206321,1.5474896990945293,1.21269697516229,1.6133248785176335,1.5840161255021183,1.2982097331396425,1.2939164043374287,1.6020821301222625,1.5140693666376608,1.2214311261076816,1.3756869485817071,1.8368154359491708
2028,1.3875041064074713,1.1999588884554708,1.5963520184323075,1.2294622358811464,1.6692099704824948,1.636748123997505,1.3225577887029096,1.3178730858651997,1.6567526989135664,1.5594504625307573,1.2389500018662323,1.4072840871026167,1.9180775074957963
2029,1.416186989740318,1.213702978017551,1.64368831266437,1.2454328008784772,1.7235056574097984,1.68791558867174,1.3458610985707695,1.34079657123486,1.709842767178909,1.6033480367224637,1.2556467314199762,1.4376467117379916,1.9977387155683355
2030,1.443674885273872,1.2267590992342137,1.689439401180482,1.2606262901018819,1.7761251265982072,1.7374444607763238,1.3681287870056815,1.362696606970015,1.7612704990098014,1.6457155023404817,1.2715384513549088,1.4667693272441449,2.075593162573756
