scenario,year,variable,region,import_region,commodity,sector,subsector,technology,unit,value
tfp2,2017,electicity cost of TnD,Australia_Oceania,,,Power,TnD,,1000 USD/toe,0.8248764434956142
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Coal_Power,,million toe,10.285251987684495
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Coal_Power,,1000 USD/toe,0.9015222870188893
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Oil_Power,,million toe,0.23191659925781485
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Oil_Power,,1000 USD/toe,1.5886867660237296
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Gas_Power,,million toe,4.452109394781234
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Gas_Power,,1000 USD/toe,0.856505390921861
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Nuclear,,million toe,7.897596804411524e-8
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Nuclear,,1000 USD/toe,0.0007446353762499383
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Hydro,,million toe,7.308699267209359
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Hydro,,1000 USD/toe,0.5347789815869526
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Wind,,million toe,4.976098099008685
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Wind,,1000 USD/toe,0.39983080904611507
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Solar,,million toe,1.0589278578667347
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Solar,,1000 USD/toe,0.668519188519225
tfp2,2017,electicity generation by technology,Australia_Oceania,,,Power,Biomass,,million toe,0.5586566634094783
tfp2,2017,electicity cost by technology,Australia_Oceania,,,Power,Biomass,,1000 USD/toe,0.6385713262782534
tfp2,2017,electicity cost of TnD,China,,,Power,TnD,,1000 USD/toe,0.2726569353513815
tfp2,2017,electicity generation by technology,China,,,Power,Coal_Power,,million toe,527.9489016179346
tfp2,2017,electicity cost by technology,China,,,Power,Coal_Power,,1000 USD/toe,0.5430132960129403
tfp2,2017,electicity generation by technology,China,,,Power,Oil_Power,,million toe,1.915920027723427
tfp2,2017,electicity cost by technology,China,,,Power,Oil_Power,,1000 USD/toe,1.013916510765018
tfp2,2017,electicity generation by technology,China,,,Power,Gas_Power,,million toe,9.039497679599254
tfp2,2017,electicity cost by technology,China,,,Power,Gas_Power,,1000 USD/toe,0.8887769408541693
tfp2,2017,electicity generation by technology,China,,,Power,Nuclear,,million toe,11.122803527709667
tfp2,2017,electicity cost by technology,China,,,Power,Nuclear,,1000 USD/toe,0.885338447230055
tfp2,2017,electicity generation by technology,China,,,Power,Hydro,,million toe,196.11024383724998
tfp2,2017,electicity cost by technology,China,,,Power,Hydro,,1000 USD/toe,0.4569062318089644
tfp2,2017,electicity generation by technology,China,,,Power,Wind,,million toe,12.032491397510475
tfp2,2017,electicity cost by technology,China,,,Power,Wind,,1000 USD/toe,0.9431705788479403
tfp2,2017,electicity generation by technology,China,,,Power,Solar,,million toe,1.6657453968252847
tfp2,2017,electicity cost by technology,China,,,Power,Solar,,1000 USD/toe,1.5764180892894293
tfp2,2017,electicity generation by technology,China,,,Power,Biomass,,million toe,0.09415179678980361
tfp2,2017,electicity cost by technology,China,,,Power,Biomass,,1000 USD/toe,5.450612439234899
tfp2,2017,electicity cost of TnD,Japan,,,Power,TnD,,1000 USD/toe,0.5227660197691654
tfp2,2017,electicity generation by technology,Japan,,,Power,Coal_Power,,million toe,26.175772730295854
tfp2,2017,electicity cost by technology,Japan,,,Power,Coal_Power,,1000 USD/toe,1.5080133881739402
tfp2,2017,electicity generation by technology,Japan,,,Power,Oil_Power,,million toe,14.138272908769844
tfp2,2017,electicity cost by technology,Japan,,,Power,Oil_Power,,1000 USD/toe,0.9561324255910966
tfp2,2017,electicity generation by technology,Japan,,,Power,Gas_Power,,million toe,52.50029917578246
tfp2,2017,electicity cost by technology,Japan,,,Power,Gas_Power,,1000 USD/toe,1.190943437190533
tfp2,2017,electicity generation by technology,Japan,,,Power,Nuclear,,million toe,6.814604397865888
tfp2,2017,electicity cost by technology,Japan,,,Power,Nuclear,,1000 USD/toe,0.8605697326182266
tfp2,2017,electicity generation by technology,Japan,,,Power,Hydro,,million toe,4.130316129473108
tfp2,2017,electicity cost by technology,Japan,,,Power,Hydro,,1000 USD/toe,1.8255823920836798
tfp2,2017,electicity generation by technology,Japan,,,Power,Wind,,million toe,0.15206342974828624
tfp2,2017,electicity cost by technology,Japan,,,Power,Wind,,1000 USD/toe,2.5799171682120874
tfp2,2017,electicity generation by technology,Japan,,,Power,Solar,,million toe,1.0329284922475934
tfp2,2017,electicity cost by technology,Japan,,,Power,Solar,,1000 USD/toe,3.0193161351375806
tfp2,2017,electicity generation by technology,Japan,,,Power,Biomass,,million toe,0.022935724723097344
tfp2,2017,electicity cost by technology,Japan,,,Power,Biomass,,1000 USD/toe,14.398712439240077
tfp2,2017,electicity cost of TnD,South Korea,,,Power,TnD,,1000 USD/toe,0.3095454757581318
