,,TnD,Coal_Power,Oil_Power,Gas_Power,Nuclear,Hydro,Wind,Solar,Biomass
2004,Eastern Europe,0,-970757.0,-146268.0,-545653.0,-948373.0,-496776.0,-59686.0,-712.0,-75254.0
2004,Russia,0,111632.0,22501.0,421754.0,144707.0,146697.0,7.0,0.0,1808.0
2004,North Africa,0,-274221.0,-87176.0,-150047.0,-282442.0,-88635.0,-581.0,-1117.0,-9978.0
2004,Sub Saharan,0,-105084.0,-56903.0,-208317.0,0.0,14202.0,0.0,10.0,-1337.0
2004,South Africa,0,65553.0,-23912.0,-422437.0,-131342.0,-173158.0,5.0,0.0,-1566.0
2005,Australia_Oceania,0,-1903041.0,-136244.0,-698487.0,-813339.0,-258957.0,-12792.0,-300.0,-66529.0
2005,China,0,1994267.0,-175322.0,-528647.0,87860.0,242654.0,1973.0,71.0,8524.0
2005,Japan,0,-176651.0,114313.0,167767.0,287431.0,-21772.0,-4460.0,1418.0,8505.0
2005,South Korea,0,-80282.0,25914.0,62154.0,135486.0,990.0,118.0,15.0,27.0
2005,Rest of World,0,849.0,-141298.0,-210386.0,-17678.0,-275975.0,-404.0,-18.0,-8723.0
2005,Southeast Asia,0,-28934.0,42287.0,181601.0,-146779.0,48407.0,-113.0,-11.0,2278.0
2005,"Central, Western and South Asia",0,33308.0,227449.0,550029.0,-86840.0,-199758.0,-1421.0,-3.0,-7864.0
2005,India,0,422207.0,17898.0,5727.0,-71432.0,89719.0,6172.0,3.0,5156.0
2005,Canada,0,89844.0,3971.0,22133.0,82185.0,24574.0,1474.0,17.0,-5674.0
2005,United States,0,2147581.0,129615.0,761225.0,810726.0,227966.0,17880.0,508.0,70257.0
2005,Rest of America,0,35013.0,108165.0,88715.0,17678.0,295874.0,-354.0,16.0,8723.0
2005,Brazil,0,-176712.0,8833.0,-14253.0,9855.0,298520.0,-1406.0,-78.0,9080.0
2005,EUPlus,0,-1131937.0,75240.0,605774.0,927980.0,120030.0,69385.0,1403.0,78418.0
2005,Eastern Europe,0,-941888.0,-141383.0,-598361.0,-932284.0,-506554.0,-71465.0,-1488.0,-86995.0
2005,Russia,0,116858.0,19441.0,438995.0,149446.0,140080.0,7.0,0.0,2638.0
2005,North Africa,0,-287161.0,-98934.0,-121246.0,-304755.0,-71725.0,-993.0,-1419.0,-13661.0
2005,Sub Saharan,0,-113482.0,-56604.0,-222151.0,0.0,16364.0,-16.0,12.0,-1614.0
2005,South Africa,0,63622.0,-21140.0,-439312.0,-138153.0,-170405.0,5.0,0.0,-2371.0
2006,Australia_Oceania,0,-1963127.0,-138208.0,-750494.0,-810726.0,-258326.0,-15546.0,-434.0,-66565.0
2006,China,0,2317545.0,-214708.0,-555158.0,89785.0,279083.0,3878.0,81.0,10295.0
2006,Japan,0,-223422.0,94990.0,188364.0,284624.0,-23293.0,-7595.0,1718.0,5730.0
2006,South Korea,0,-84682.0,23730.0,72656.0,138723.0,-626.0,227.0,31.0,90.0
2006,Rest of World,0,15.0,-134198.0,-230217.0,-18557.0,-296690.0,-531.0,-19.0,-7729.0
2006,Southeast Asia,0,-18919.0,41566.0,179363.0,-148749.0,56289.0,-186.0,-26.0,2188.0
2006,"Central, Western and South Asia",0,43099.0,261213.0,586776.0,-93036.0,-188261.0,-2206.0,-6.0,-7680.0
2006,India,0,445139.0,13717.0,18999.0,-71423.0,101655.0,9727.0,3.0,8167.0
2006,Canada,0,82690.0,-1038.0,25940.0,84210.0,4158.0,2236.0,21.0,-6961.0
2006,United States,0,2123129.0,63597.0,820006.0,816195.0,246323.0,26675.0,715.0,70304.0
2006,Rest of America,0,38358.0,100654.0,97958.0,18557.0,314792.0,-268.0,17.0,7729.0
2006,Brazil,0,-180329.0,9292.0,-14077.0,13754.0,309205.0,-2098.0,-90.0,10073.0
2006,EUPlus,0,-1435048.0,78609.0,608263.0,922983.0,67275.0,79440.0,2427.0,87090.0
2006,Eastern Europe,0,-949536.0,-134064.0,-623714.0,-927471.0,-492082.0,-83549.0,-2523.0,-97465.0
2006,Russia,0,127474.0,22885.0,457631.0,156436.0,142436.0,5.0,-1.0,2740.0
2006,North Africa,0,-278065.0,-76064.0,-135351.0,-303426.0,-82596.0,-1369.0,-1718.0,-13899.0
2006,Sub Saharan,0,-129328.0,-50334.0,-229251.0,0.0,9858.0,-52.0,17.0,-825.0
2006,South Africa,0,58847.0,-24308.0,-457749.0,-146410.0,-169437.0,7.0,0.0,-2483.0
2007,Australia_Oceania,0,-1937411.0,-75727.0,-799113.0,-816195.0,-279534.0,-23135.0,-629.0,-67321.0
2007,China,0,2662242.0,-248063.0,-578347.0,97039.0,339972.0,5634.0,100.0,13081.0
2007,Japan,0,-232131.0,135312.0,197248.0,246875.0,-43990.0,-9182.0,1915.0,4077.0
2007,South Korea,0,-76196.0,24029.0,82360.0,131620.0,1195.0,364.0,70.0,323.0
2007,Rest of World,0,-4505.0,-145886.0,-246020.0,-17638.0,-293689.0,-680.0,-18.0,-9527.0
2007,Southeast Asia,0,-17245.0,35846.0,184116.0,-142937.0,59511.0,-318.0,-65.0,2328.0
2007,"Central, Western and South Asia",0,50885.0,280300.0,625630.0,-87852.0,-214053.0,-2491.0,-10.0,-7778.0
2007,India,0,462844.0,16068.0,35806.0,-75585.0,114671.0,11750.0,57.0,10032.0
2007,Canada,0,91126.0,-626.0,26476.0,81132.0,-6320.0,2362.0,26.0,-10126.0
2007,United States,0,2114210.0,61531.0,892467.0,836634.0,202333.0,34602.0,975.0,70523.0
2007,Rest of America,0,42173.0,113443.0,102684.0,17638.0,306238.0,-430.0,16.0,9527.0
2007,Brazil,0,-180287.0,10439.0,-28165.0,12350.0,335860.0,-2896.0,-108.0,13332.0
2007,EUPlus,0,-1790787.0,69752.0,651700.0,860533.0,34080.0,99939.0,3692.0,93494.0
2007,Eastern Europe,0,-948809.0,-113701.0,-681460.0,-870660.0,-514141.0,-106043.0,-3808.0,-106401.0
2007,Russia,0,119751.0,15181.0,486310.0,160039.0,149366.0,7.0,-1.0,1997.0
2007,North Africa,0,-293011.0,-117879.0,-148810.0,-263832.0,-67167.0,-1504.0,-1969.0,-14404.0
2007,Sub Saharan,0,-149214.0,-44423.0,-243747.0,0.0,8659.0,-57.0,21.0,-1771.0
2007,South Africa,0,77024.0,-16081.0,-486713.0,-148722.0,-175135.0,5.0,0.0,-1747.0
2008,Australia_Oceania,0,-1929289.0,-73945.0,-869677.0,-836634.0,-241143.0,-30452.0,-875.0,-66327.0
2008,China,0,2719369.0,-271896.0,-629489.0,105142.0,463092.0,14329.0,138.0,17922.0
2008,Japan,0,-277595.0,106418.0,206293.0,243201.0,-35250.0,-10952.0,2146.0,6919.0
2008,South Korea,0,-49143.0,15208.0,81332.0,137954.0,1588.0,415.0,285.0,424.0
2008,Rest of World,0,10180.0,-147786.0,-258919.0,-17134.0,-312451.0,-665.0,-21.0,-9346.0
2008,Southeast Asia,0,-41996.0,45877.0,200656.0,-150958.0,64231.0,-374.0,-278.0,3105.0
2008,"Central, Western and South Asia",0,65727.0,295317.0,680480.0,-91941.0,-247694.0,-2728.0,-17.0,-7096.0
2008,India,0,501454.0,21772.0,28013.0,-74914.0,102941.0,13848.0,61.0,9215.0
2008,Canada,0,81860.0,-7036.0,15289.0,82051.0,8005.0,2951.0,35.0,-12543.0
2008,United States,0,2128531.0,41000.0,888262.0,837804.0,206732.0,55693.0,1176.0,71241.0
2008,Rest of America,0,33552.0,106604.0,110387.0,17134.0,327541.0,-546.0,25.0,9346.0
2008,Brazil,0,-177090.0,13363.0,-16741.0,13969.0,335154.0,-3314.0,-126.0,14491.0
2008,EUPlus,0,-1943468.0,74476.0,695679.0,855694.0,-38509.0,105900.0,7321.0,99162.0
2008,Eastern Europe,0,-859872.0,-106380.0,-731846.0,-875074.0,-538637.0,-121243.0,-7477.0,-116965.0
2008,Russia,0,141355.0,14808.0,494301.0,163085.0,135283.0,5.0,-8.0,2544.0
2008,North Africa,0,-287889.0,-87747.0,-144250.0,-258128.0,-67166.0,-1731.0,-2203.0,-16431.0
2008,Sub Saharan,0,-145700.0,-44452.0,-260074.0,0.0,5469.0,-59.0,31.0,-2549.0
2008,South Africa,0,44155.0,-15961.0,-494716.0,-150081.0,-162736.0,16.0,0.0,-2300.0
2009,Australia_Oceania,0,-1943476.0,-54168.0,-861242.0,-837804.0,-245911.0,-50396.0,-1054.0,-68886.0
2009,China,0,2908440.0,-295047.0,-629734.0,106317.0,486973.0,25946.0,240.0,23667.0
2009,Japan,0,-316687.0,68168.0,182488.0,261114.0,-29347.0,-15184.0,2589.0,5454.0
2009,South Korea,0,-23430.0,19762.0,70278.0,134965.0,1499.0,655.0,566.0,479.0
2009,Rest of World,0,-2208.0,-140138.0,-272575.0,-18663.0,-293933.0,-1314.0,-31.0,-11062.0
2009,Southeast Asia,0,-47919.0,35150.0,237942.0,-147771.0,68312.0,-606.0,-551.0,4743.0
2009,"Central, Western and South Asia",0,73429.0,305707.0,702061.0,-84703.0,-233042.0,-4900.0,-60.0,-7645.0
2009,India,0,541720.0,11116.0,73814.0,-64288.0,95520.0,18753.0,69.0,12387.0
2009,Canada,0,68976.0,-3684.0,30001.0,77134.0,-22226.0,5403.0,109.0,-14619.0
2009,United States,0,1888933.0,32732.0,927267.0,830210.0,220639.0,74214.0,1655.0,70558.0
2009,Rest of America,0,43450.0,96300.0,117142.0,18663.0,311056.0,-210.0,34.0,11062.0
2009,Brazil,0,-179338.0,11031.0,-35602.0,12957.0,354904.0,-4062.0,-160.0,19023.0
2009,EUPlus,0,-2212711.0,77453.0,621541.0,809991.0,-80254.0,107149.0,13785.0,104340.0
2009,Eastern Europe,0,-777865.0,-91878.0,-694903.0,-838772.0,-524780.0,-134792.0,-14074.0,-128140.0
2009,Russia,0,112007.0,14886.0,468794.0,163584.0,142874.0,4.0,-8.0,2643.0
2009,North Africa,0,-284221.0,-41501.0,-142927.0,-279750.0,-67711.0,-2089.0,-2653.0,-18046.0
2009,Sub Saharan,0,-157217.0,-37248.0,-285711.0,0.0,3818.0,-67.0,29.0,-3725.0
2009,South Africa,0,68182.0,-15972.0,-469034.0,-150778.0,-171976.0,26.0,0.0,-2407.0
2010,Australia_Oceania,0,-1710387.0,-44345.0,-895348.0,-830210.0,-260137.0,-67537.0,-1309.0,-68744.0
2010,China,0,3225989.0,-303339.0,-640943.0,109599.0,559299.0,42498.0,615.0,36841.0
2010,Japan,0,-340717.0,69729.0,224895.0,261964.0,-34240.0,-15641.0,3417.0,3521.0
2010,South Korea,0,-22725.0,18738.0,103184.0,136497.0,1405.0,783.0,772.0,904.0
2010,Rest of World,0,-9950.0,-143040.0,-285191.0,-13050.0,-288092.0,-2295.0,-38.0,-11908.0
2010,Southeast Asia,0,-34670.0,40860.0,232618.0,-148596.0,73041.0,-701.0,-742.0,4659.0
2010,"Central, Western and South Asia",0,80390.0,321064.0,741766.0,-84748.0,-181333.0,-5573.0,-144.0,-8703.0
2010,India,0,583178.0,19379.0,52108.0,-62886.0,103594.0,19604.0,126.0,16806.0
2010,Canada,0,68203.0,-7727.0,15408.0,76135.0,-51828.0,6547.0,255.0,-22301.0
2010,United States,0,1989512.0,32456.0,988469.0,838931.0,200191.0,95125.0,3012.0,70779.0
2010,Rest of America,0,48816.0,100339.0,97121.0,13050.0,310454.0,139.0,-165.0,11908.0
2010,Brazil,0,-170936.0,9965.0,-17953.0,14523.0,365016.0,-4512.0,-390.0,27916.0
2010,EUPlus,0,-2522190.0,61665.0,617568.0,827440.0,-153837.0,105395.0,21872.0,108264.0
2010,Eastern Europe,0,-788953.0,-86025.0,-714993.0,-853797.0,-554263.0,-150991.0,-22598.0,-145283.0
2010,Russia,0,116362.0,8343.0,520123.0,170415.0,129184.0,3.0,-9.0,2774.0
2010,North Africa,0,-306372.0,-47141.0,-143808.0,-288230.0,-73830.0,-1859.0,-3331.0,-20608.0
2010,Sub Saharan,0,-179924.0,-44165.0,-306402.0,0.0,6629.0,-93.0,21.0,-3939.0
2010,South Africa,0,75907.0,-9115.0,-520529.0,-158316.0,-163330.0,30.0,0.0,-2571.0
2011,Australia_Oceania,0,-1819397.0,-42275.0,-960524.0,-838931.0,-244418.0,-87106.0,-1671.0,-69748.0
2011,China,0,3686522.0,-351213.0,-623949.0,120326.0,539634.0,66779.0,2441.0,41246.0
2011,Japan,0,-414660.0,137338.0,299530.0,69474.0,-50510.0,-19855.0,3345.0,1626.0
2011,South Korea,0,-19052.0,16434.0,115717.0,141221.0,2812.0,826.0,917.0,1426.0
2011,Rest of World,0,-8959.0,-150598.0,-304007.0,-16460.0,-314872.0,-3065.0,-51.0,-13956.0
2011,Southeast Asia,0,-8471.0,51807.0,189645.0,-154723.0,91568.0,-678.0,-806.0,5329.0
2011,"Central, Western and South Asia",0,101636.0,365806.0,736075.0,-85449.0,-209584.0,-5142.0,-335.0,-8780.0
2011,India,0,637172.0,11861.0,54484.0,-57961.0,126642.0,24440.0,1464.0,19750.0
2011,Canada,0,62789.0,-7475.0,34052.0,77930.0,-52536.0,7482.0,572.0,-23156.0
2011,United States,0,1869617.0,23829.0,1012099.0,821405.0,256221.0,120801.0,5263.0,72639.0
2011,Rest of America,0,51508.0,116256.0,110457.0,16460.0,328817.0,849.0,-167.0,13956.0
2011,Brazil,0,-162418.0,8785.0,-32250.0,15659.0,386418.0,-5337.0,-1392.0,29576.0
2011,EUPlus,0,-2976534.0,56577.0,538071.0,804993.0,-196207.0,110839.0,43062.0,113765.0
2011,Eastern Europe,0,-806604.0,-77242.0,-653840.0,-843211.0,-494063.0,-182572.0,-45710.0,-155270.0
2011,Russia,0,110120.0,26333.0,518564.0,172941.0,138088.0,4.0,-12.0,2777.0
2011,North Africa,0,-291021.0,-114877.0,-215330.0,-101761.0,-76134.0,-2459.0,-4609.0,-21615.0
2011,Sub Saharan,0,-210251.0,-52743.0,-272207.0,0.0,-11059.0,-132.0,-52.0,-5298.0
2011,South Africa,0,79222.0,-27165.0,-519202.0,-159439.0,-162589.0,32.0,0.0,-2564.0
2012,Australia_Oceania,0,-1699716.0,-35730.0,-987870.0,-821405.0,-307584.0,-111805.0,-2995.0,-70470.0
2012,China,0,3739269.0,-397644.0,-648279.0,129105.0,707538.0,91162.0,6110.0,43692.0
2012,Japan,0,-473557.0,165504.0,347508.0,-16927.0,-42658.0,-25277.0,4342.0,868.0
2012,South Korea,0,-1957.0,20974.0,111937.0,138373.0,3441.0,880.0,1103.0,1445.0
2012,Rest of World,0,-20797.0,-160885.0,-319050.0,-15165.0,-308031.0,-6561.0,-149.0,-15510.0
2012,Southeast Asia,0,5051.0,28530.0,218126.0,-150327.0,107360.0,-609.0,-540.0,5340.0
2012,"Central, Western and South Asia",0,117482.0,409725.0,763545.0,-86151.0,-207165.0,-5079.0,-465.0,-9084.0
2012,India,0,718237.0,13825.0,31370.0,-57271.0,110149.0,29821.0,1938.0,21399.0
2012,Canada,0,50365.0,-11899.0,13658.0,78824.0,-35002.0,6260.0,881.0,-25885.0
2012,United States,0,1637736.0,14122.0,1229478.0,801129.0,208379.0,141709.0,9081.0,74198.0
2012,Rest of America,0,59662.0,115398.0,112454.0,15165.0,322671.0,4711.0,-82.0,15516.0
2012,Brazil,0,-161658.0,15390.0,-10624.0,16038.0,378365.0,-3999.0,-2327.0,31866.0
2012,EUPlus,0,-2985823.0,56931.0,411745.0,769991.0,-317432.0,111549.0,61532.0,126779.0
2012,Eastern Europe,0,-849061.0,-74943.0,-536086.0,-817670.0,-547127.0,-208648.0,-67725.0,-170946.0
2012,Russia,0,118206.0,27073.0,524550.0,177534.0,137120.0,4.0,-14.0,3027.0
2012,North Africa,0,-319095.0,-134207.0,-222798.0,-15939.0,-68086.0,-2987.0,-6368.0,-22528.0
2012,Sub Saharan,0,-238704.0,-30750.0,-294989.0,0.0,-25104.0,-95.0,-458.0,-5346.0
2012,South Africa,0,72377.0,-27868.0,-525377.0,-165580.0,-163108.0,32.0,0.0,-2814.0
2013,Australia_Oceania,0,-1481989.0,-26656.0,-1204866.0,-801129.0,-256990.0,-131940.0,-5707.0,-71901.0
2013,China,0,4063570.0,-413959.0,-673352.0,141256.0,747080.0,134239.0,15040.0,51688.0
2013,Japan,0,-509915.0,131608.0,380914.0,-24925.0,-63446.0,-27981.0,8768.0,143.0
2013,South Korea,0,-14651.0,21226.0,144835.0,124678.0,4395.0,1139.0,1586.0,1509.0
2013,Rest of World,0,-25723.0,-151186.0,-328916.0,-18007.0,-307993.0,-7781.0,-346.0,-16741.0
2013,Southeast Asia,0,39741.0,20326.0,202259.0,-138784.0,112073.0,-691.0,-355.0,7909.0
2013,"Central, Western and South Asia",0,114608.0,423136.0,800612.0,-91443.0,-210040.0,-9493.0,-747.0,-8859.0
2013,India,0,776309.0,15797.0,11565.0,-48981.0,126305.0,32520.0,3541.0,23539.0
2013,Canada,0,43754.0,-18399.0,-11644.0,87989.0,869.0,11513.0,1494.0,-30861.0
2013,United States,0,1705308.0,16584.0,1121300.0,822004.0,194807.0,169335.0,14705.0,76439.0
2013,Rest of America,0,65090.0,101276.0,119365.0,18007.0,327458.0,5147.0,246.0,16762.0
2013,Brazil,0,-140005.0,19779.0,9316.0,15450.0,349695.0,-3403.0,-3474.0,36887.0
2013,EUPlus,0,-3333821.0,48934.0,329122.0,749568.0,-343115.0,97008.0,66053.0,128202.0
2013,Eastern Europe,0,-822144.0,-65305.0,-464572.0,-819611.0,-563760.0,-239198.0,-81275.0,-180757.0
2013,Russia,0,110368.0,7698.0,529273.0,172508.0,146517.0,-49.0,-22.0,2904.0
2013,North Africa,0,-341656.0,-97087.0,-231395.0,-9303.0,-68213.0,-2499.0,-12757.0,-23937.0
2013,Sub Saharan,0,-255483.0,-21470.0,-309940.0,0.0,-25161.0,-80.0,-1097.0,-7940.0
2013,South Africa,0,75617.0,-8514.0,-529974.0,-158402.0,-178655.0,5.0,19.0,-2671.0
2014,Australia_Oceania,0,-1558600.0,-31842.0,-1097060.0,-822004.0,-247376.0,-157250.0,-10832.0,-73858.0
2014,China,0,4218232.0,-435524.0,-740889.0,162186.0,923575.0,151478.0,22736.0,59549.0
2014,Japan,0,-612218.0,90180.0,394520.0,-36102.0,-56460.0,-31207.0,17140.0,-2830.0
2014,South Korea,0,-785.0,17206.0,130458.0,142613.0,3800.0,89.0,1549.0,1933.0
2014,Rest of World,0,-28881.0,-132903.0,-339031.0,-15191.0,-298145.0,-12003.0,-982.0,-17343.0
2014,Southeast Asia,0,50828.0,21156.0,236396.0,-156407.0,121037.0,-602.0,-876.0,8353.0
2014,"Central, Western and South Asia",0,116582.0,445488.0,878213.0,-94539.0,-225828.0,-12536.0,-801.0,-7442.0
2014,India,0,887907.0,16150.0,7424.0,-52287.0,128765.0,35282.0,5381.0,27343.0
2014,Canada,0,39572.0,-26978.0,-21653.0,91902.0,9135.0,10327.0,2104.0,-38042.0
2014,United States,0,1703894.0,17820.0,1119479.0,830584.0,180379.0,183370.0,22846.0,79987.0
2014,Rest of America,0,58362.0,79224.0,124715.0,15191.0,315613.0,8832.0,765.0,17368.0
2014,Brazil,0,-127446.0,29713.0,19681.0,15378.0,330702.0,-252.0,-4010.0,42595.0
2014,EUPlus,0,-3558033.0,45166.0,263888.0,728928.0,-484179.0,95164.0,69556.0,131203.0
2014,Eastern Europe,0,-766930.0,-62257.0,-408846.0,-815466.0,-581505.0,-255502.0,-93180.0,-191878.0
2014,Russia,0,112863.0,9670.0,533031.0,180757.0,143564.0,-101.0,125.0,3078.0
2014,North Africa,0,-335519.0,-52242.0,-238954.0,0.0,-70833.0,-1849.0,-22700.0,-24811.0
2014,Sub Saharan,0,-273645.0,-16494.0,-325000.0,0.0,-27709.0,-22.0,-1451.0,-8729.0
2014,South Africa,0,73986.0,-10514.0,-533493.0,-166963.0,-173121.0,961.0,848.0,-2878.0
2015,Australia_Oceania,0,-1552091.0,-33076.0,-1102069.0,-830584.0,-243555.0,-170061.0,-18020.0,-77345.0
2015,China,0,4072040.0,-413072.0,-758943.0,196953.0,951875.0,173998.0,38210.0,65285.0
2015,Japan,0,-678909.0,78794.0,357894.0,-27977.0,-45225.0,-29495.0,24383.0,-1304.0
2015,South Korea,0,8014.0,12335.0,122856.0,152525.0,2067.0,-1158.0,2029.0,2852.0
2015,Rest of World,0,-29666.0,-138915.0,-368795.0,-18616.0,-308521.0,-17677.0,-2479.0,-18376.0
2015,Southeast Asia,0,90918.0,17736.0,258303.0,-164762.0,116021.0,-137.0,-1099.0,8122.0
2015,"Central, Western and South Asia",0,116907.0,427058.0,931509.0,-91502.0,-196366.0,-13669.0,-726.0,-7105.0
2015,India,0,969996.0,11533.0,17191.0,-50213.0,123114.0,33963.0,9933.0,26109.0
2015,Canada,0,35009.0,-20786.0,-14851.0,87075.0,22523.0,5338.0,2836.0,-40452.0
2015,United States,0,1461412.0,14662.0,1325360.0,830288.0,171766.0,192167.0,31822.0,78529.0
2015,Rest of America,0,61651.0,81579.0,143389.0,18616.0,322299.0,13356.0,2297.0,18423.0
2015,Brazil,0,-133440.0,21895.0,20226.0,14734.0,321771.0,7795.0,-4997.0,45280.0
2015,EUPlus,0,-3422876.0,43994.0,261871.0,672850.0,-573384.0,118822.0,63537.0,138148.0
2015,Eastern Europe,0,-766062.0,-64759.0,-449862.0,-792483.0,-551010.0,-305003.0,-103429.0,-205234.0
2015,Russia,0,109452.0,8841.0,529315.0,195470.0,140165.0,-127.0,282.0,2772.0
2015,North Africa,0,-336038.0,-32861.0,-198459.0,-9437.0,-75299.0,-984.0,-34568.0,-25151.0
2015,Sub Saharan,0,-317919.0,-6079.0,-333949.0,0.0,-22454.0,-380.0,-2607.0,-9335.0
2015,South Africa,0,70022.0,-9919.0,-529749.0,-183233.0,-166185.0,2352.0,1611.0,-2521.0
2016,Australia_Oceania,0,-1306819.0,-33259.0,-1316449.0,-830288.0,-229879.0,-178452.0,-25829.0,-75930.0
2016,China,0,4198729.0,-387459.0,-804308.0,228949.0,1003618.0,220367.0,63208.0,77042.0
2016,Japan,0,-736387.0,62706.0,368862.0,-19856.0,-52091.0,-42115.0,26983.0,7599.0
2016,South Korea,0,8154.0,17574.0,126559.0,146969.0,2659.0,-2017.0,2614.0,6157.0
2016,Rest of World,0,-30415.0,-136615.0,-379136.0,-18852.0,-300955.0,-21251.0,-4847.0,-19389.0
2016,Southeast Asia,0,129970.0,7739.0,255738.0,-161995.0,137910.0,-156.0,-156.0,17715.0
2016,"Central, Western and South Asia",0,126862.0,402119.0,1009323.0,-85430.0,-195219.0,-12768.0,398.0,-9247.0
2016,India,0,1014641.0,8718.0,22511.0,-43034.0,120054.0,47249.0,18257.0,25897.0
2016,Canada,0,36908.0,-7026.0,5311.0,85565.0,4594.0,-2558.0,3945.0,-39390.0
2016,United States,0,1344639.0,6717.0,1368445.0,839918.0,193006.0,228612.0,46260.0,77222.0
2016,Rest of America,0,64451.0,96076.0,137361.0,18852.0,320011.0,16311.0,4252.0,19463.0
2016,Brazil,0,-138889.0,9407.0,363.0,15864.0,339661.0,18948.0,-6177.0,46864.0
2016,EUPlus,0,-3650143.0,41711.0,345972.0,615882.0,-619287.0,67677.0,39548.0,130341.0
2016,Eastern Europe,0,-670677.0,-62101.0,-564834.0,-779880.0,-556914.0,-305174.0,-106663.0,-209820.0
2016,Russia,0,120422.0,9621.0,520821.0,196614.0,152854.0,-141.0,381.0,2390.0
2016,North Africa,0,-328237.0,-31767.0,-196579.0,-18060.0,-70936.0,-937.0,-45085.0,-33822.0
2016,Sub Saharan,0,-355274.0,2546.0,-332642.0,0.0,-45437.0,-668.0,-4594.0,-22258.0
2016,South Africa,0,55102.0,-10785.0,-521788.0,-181588.0,-182665.0,3552.0,2047.0,-2153.0
2017,Australia_Oceania,0,-1190992.0,-29479.0,-1360656.0,-839918.0,-250655.0,-214783.0,-38487.0,-74844.0
2017,China,0,4508536.0,-353148.0,-897962.0,250502.0,1028670.0,277152.0,111848.0,93040.0
2017,Japan,0,-781555.0,51141.0,351037.0,-5434.0,-50661.0,-48504.0,29034.0,3723.0
2017,South Korea,0,29238.0,11612.0,125947.0,134234.0,1717.0,-2755.0,3807.0,6573.0
2017,Rest of World,0,-21667.0,-119299.0,-377653.0,-16997.0,-328568.0,-23167.0,-7302.0,-20281.0
2017,Southeast Asia,0,131294.0,14280.0,235769.0,-148427.0,172405.0,391.0,-759.0,14168.0
2017,"Central, Western and South Asia",0,150377.0,370280.0,1131542.0,-81285.0,-216684.0,-9710.0,3758.0,-8146.0
2017,India,0,1075437.0,8130.0,28750.0,-47230.0,125852.0,53907.0,25203.0,33022.0
2017,Canada,0,37682.0,-9777.0,-11345.0,85560.0,23753.0,-10862.0,3060.0,-43841.0
2017,United States,0,1311290.0,4527.0,1288953.0,838861.0,220631.0,256633.0,66819.0,76607.0
2017,Rest of America,0,55021.0,84257.0,116363.0,16997.0,342078.0,18181.0,6283.0,20418.0
2017,Brazil,0,-140620.0,10354.0,8149.0,15739.0,329448.0,27685.0,-7314.0,51077.0
2017,EUPlus,0,-4008819.0,37830.0,377019.0,579578.0,-681222.0,65994.0,-4310.0,117646.0
2017,Eastern Europe,0,-655176.0,-59281.0,-619328.0,-764518.0,-509510.0,-363860.0,-114356.0,-213651.0
2017,Russia,0,123856.0,5717.0,517071.0,203143.0,159274.0,-251.0,459.0,2541.0
2017,North Africa,0,-331359.0,-24508.0,-162614.0,-32912.0,-76757.0,-1113.0,-53951.0,-37173.0
2017,Sub Saharan,0,-376672.0,1810.0,-312966.0,0.0,-74928.0,-1944.0,-5723.0,-19168.0
2017,South Africa,0,51516.0,-6793.0,-518473.0,-188950.0,-181842.0,4784.0,2691.0,-2340.0
