idx1,idx2,Oceania,China,Japan,SKorea,ROW,SEA,CWS,India,Canada,US,RAM,Brazil,EUPlus,EEuro,Russia,NAF,SSAF,SAfrica
d_C15Transpo,M1Trans_pvst,3342.643798828125,44593.015625,33450.59765625,19245.978515625,545.8714599609375,46301.27734375,24238.984375,12699.359375,5301.54248046875,31138.078125,10441.34375,4985.9765625,299484.78125,7407.25537109375,7976.4921875,6475.08251953125,5875.306640625,2685.099609375
