region,year,GDP_target,population_multiplier
North Africa,2042,1722.8422507409443,1.3790326233564125
North Africa,2043,1781.1229494842,1.3867473742944114
North Africa,2044,1841.3751809342612,1.3945052840243253
North Africa,2045,1903.6656385470717,1.4023065939902828
North Africa,2046,1963.0613161916997,1.4083611950845125
North Africa,2047,2024.3101798430662,1.4144419375336836
North Africa,2048,2087.4700501795737,1.4205489342057502
North Africa,2049,2152.600551924571,1.4266822984559853
North Africa,2050,2219.7631701337973,1.4328421441290846
Sub Saharan,2017,1295.5042162508312,1.0
Sub Saharan,2018,1354.1646471626689,1.0185
Sub Saharan,2019,1405.8937366842829,1.0392774
Sub Saharan,2020,1447.648780663806,1.06432398534
Sub Saharan,2021,1461.531732470372,1.0926350033500438
Sub Saharan,2022,1475.8985894005557,1.1098986364029746
Sub Saharan,2023,1490.6575752945612,1.1413087678131788
Sub Saharan,2024,1505.5641510475068,1.1748632455868864
Sub Saharan,2025,1524.6697601242995,1.2102266292790518
Sub Saharan,2026,1550.8940799984375,1.247017518809135
Sub Saharan,2027,1581.0744787952074,1.2854256583884562
Sub Saharan,2028,1614.450961042574,1.3250167686668206
Sub Saharan,2029,1652.245258040581,1.365694783464892
Sub Saharan,2030,1694.3940345731958,1.4072119048822247
Sub Saharan,2031,1786.6985234526132,1.4494282620286916
Sub Saharan,2032,1884.031428682326,1.4921863957585382
Sub Saharan,2033,1986.6666802878274,1.5354598012355356
Sub Saharan,2034,2094.893131016526,1.5792204055707484
Sub Saharan,2035,2209.0153692739277,1.6232806548861722
Sub Saharan,2036,2326.3981494622512,1.6502023352189237
Sub Saharan,2037,2450.0184222802745,1.6775705044996936
Sub Saharan,2038,2580.207635954417,1.7053925676295965
Sub Saharan,2039,2717.314851225183,1.7336760523180734
Sub Saharan,2040,2861.7076772419036,1.762428611119636
Sub Saharan,2041,3009.71814872947,1.7887123803496325
Sub Saharan,2042,3165.3838744011696,1.8153881294422898
Sub Saharan,2043,3329.1007918959726,1.8424617041426141
Sub Saharan,2044,3501.285317155749,1.8699390373754345
Sub Saharan,2045,3682.375403584206,1.8978261505455474
Sub Saharan,2046,3866.3546117356204,1.923158914663517
Sub Saharan,2047,4059.525807482616,1.9488298282677672
Sub Saharan,2048,4262.348241828643,1.9748434050811012
Sub Saharan,2049,4475.304110921709,2.0012042190768753
Sub Saharan,2050,4698.8997024419905,2.027916905283242
South Africa,2017,366.5371813024315,1.0
South Africa,2018,370.7816818619136,1.0117
South Africa,2019,376.55475264850367,1.02464976
South Africa,2020,377.5337950053898,1.0379702068799999
South Africa,2021,355.0214548092184,1.049803067238432
South Africa,2022,371.7181138288959,1.0588313736166823
South Africa,2023,378.8179298030278,1.0675137908803392
South Africa,2024,381.098413740442,1.0771214149982622
South Africa,2025,384.4482687972205,1.0888620384217431
South Africa,2026,389.1116262977308,1.1001862036213292
South Africa,2027,394.4619111593246,1.1111880656575426
South Africa,2028,399.9843779155551,1.121855471087855
South Africa,2029,405.5841592063729,1.1321765414218634
South Africa,2030,411.2623374352621,1.1422529126405179
South Africa,2031,424.9538795982998,1.1520762876892263
South Africa,2032,439.101233805716,1.1617537285058157
South Africa,2033,453.71957472646517,1.1712801090795635
South Africa,2034,468.8245822170692,1.180533221941292
South Africa,2035,484.4324581400717,1.1896233277502402
South Africa,2036,499.38116939768736,1.1944437834917216
South Africa,2037,514.7911709022892,1.199283772133251
South Africa,2038,530.6766972382703,1.2041433728238142
South Africa,2039,547.0524222436048,1.209022665033116
South Africa,2040,563.9334725644203,1.2139217285528787
South Africa,2041,579.4102297097862,1.217845503072459
South Africa,2042,595.3117355593696,1.2217819604579265
South Africa,2043,611.6496470423347,1.2257311417042684
South Africa,2044,628.43594100406,1.2296930879389807
South Africa,2045,645.6829229860141,1.2336678404224963
South Africa,2046,661.3493898936905,1.2368014037677963
South Africa,2047,677.3959786485334,1.2399429264834532
South Africa,2048,693.8319123012501,1.2430924287865706
South Africa,2049,710.6666376851717,1.2462499309456052
South Africa,2050,727.9098308459819,1.249415453280496
