target,target_name,iso3,country_name,start_year,end_year,scope,method,excluded_target_receiver,TIC0,TIC1,actual_TIC_decline,X0,X1,B0,B1,direct_price_effect,target_share_effect,spillover_other_origins,three_effects_net,spillover_inclusive,direct_spillover_overlap,remaining_other_price,remaining_other_mix,tariff_effect,SDA_interaction,unattributed_balance_change,all_other_net,full_reconciliation_error,balance_status,direct_price_effect_pct,target_share_effect_pct,spillover_other_origins_pct,three_effects_net_pct,all_other_net_pct
CHN,中国,AUS,Australia,2010,2024,2010-2024,Shapley,False,4143.084429461239,1380.5779985677066,2762.5064308935325,1295.3389832043724,364.3836903060437,2847.7454462568667,1016.1943082616629,653.8197895305243,69.85557410226619,0.1907739893239264,723.8661376221145,84.6119700318882,84.42119604256429,199.1339514315808,1.5934258576580005,6.361777986975544,0.0,1831.5511379952038,2038.6402932714182,0.0,Accounting residual; fourth effect excluded by design,23.66762959241497,2.5287026781570754,0.006905829691126568,26.203238100263174,73.79676189973684
CHN,中国,AUS,Australia,2010,2024,2010-2024,SDA,False,4143.084429461239,1380.5779985677066,2762.5064308935325,1295.3389832043724,364.3836903060437,2847.7454462568667,1016.1943082616629,597.0879961478352,81.9940765358562,0.3219981022130923,679.4040707859044,77.41798630051001,77.09598819829691,271.9372139627888,2.990569409511193,9.194495417957414,-32.57105667783294,1831.5511379952038,2083.102360107628,0.0,Accounting residual; fourth effect excluded by design,21.613994793659433,2.9681044582884546,0.011656012764789909,24.59375526471268,75.40624473528732
CHN,中国,BRA,Brazil,2010,2024,2010-2024,Shapley,False,3106.241515833783,1307.044736135391,1799.196779698392,1889.528704711341,398.9197531891877,1216.7128111224415,908.1249829462032,408.0222024547836,390.39522540069447,12.702593643064004,811.1200214985421,65.38641094979911,52.6838173067351,587.2317872824542,70.67102960667917,21.58611313447804,0.0,308.5878281762383,988.0767581998498,-2.2737367544323206e-13,Accounting residual; fourth effect excluded by design,22.678019828558295,21.698306144486224,0.7060146942455844,45.0823406672901,54.917659332709896
CHN,中国,BRA,Brazil,2010,2024,2010-2024,SDA,False,3106.241515833783,1307.044736135391,1799.196779698392,1889.528704711341,398.9197531891877,1216.7128111224415,908.1249829462032,36.09813083581048,525.0643575852088,24.057293482878663,585.2197819038979,28.718283298204245,4.6609898153255855,1046.6642397030885,197.79371768412477,35.90959529315677,-374.97838306211446,308.5878281762383,1213.9769977944939,-2.2737367544323206e-13,Accounting residual; fourth effect excluded by design,2.006347012351911,29.18326463841425,1.3371129692057087,32.526724619971866,67.47327538002811
CHN,中国,CAN,Canada,2010,2024,2010-2024,Shapley,False,3207.7690771495986,1237.5279556276118,1970.2411215219868,1846.25426498737,560.342131184351,1361.5148121622285,677.1858244432608,195.7548373783916,297.92039017442573,90.09293192675436,583.7681594795716,115.36879198364846,25.275860056894118,661.064222132271,41.079752191176055,0.0,0.0,684.3289877189677,1386.4729620424148,-4.547473508864641e-13,Accounting residual; fourth effect excluded by design,9.935577693514661,15.121011683295187,4.572685593789591,29.629274970599436,70.37072502940055
CHN,中国,CAN,Canada,2010,2024,2010-2024,SDA,False,3207.7690771495986,1237.5279556276118,1970.2411215219868,1846.25426498737,560.342131184351,1361.5148121622285,677.1858244432608,0.9223486896245,351.079026366895,137.3247063489011,489.3260814054206,137.44379999028857,0.1190936413874895,835.7817522621477,29.07683637826333,0.0,-68.27253624281298,684.3289877189677,1480.9150401165657,-4.547473508864641e-13,Accounting residual; fourth effect excluded by design,0.04681400055806353,17.81908937600951,6.969944178346022,24.8358475549136,75.16415244508637
CHN,中国,CHN,China,2010,2024,2010-2024,Shapley,True,1765.1775585802086,855.9662826565387,909.21127592367,1119.112956086978,311.13156825430923,646.0646024932305,544.8347144022296,807.9813878326688,0.0,0.0,807.9813878326688,104.3265380357234,104.3265380357234,0.0,0.0,0.0,0.0,101.22988809100093,101.22988809100093,-2.2737367544323206e-13,Accounting residual; fourth effect excluded by design,88.86618646604867,0.0,0.0,88.86618646604867,11.133813533951308
CHN,中国,CHN,China,2010,2024,2010-2024,SDA,True,1765.1775585802086,855.9662826565387,909.21127592367,1119.112956086978,311.13156825430923,646.0646024932305,544.8347144022296,807.9813878326688,-0.0,0.0,807.9813878326688,104.3265380357234,104.3265380357234,0.0,-0.0,0.0,0.0,101.22988809100093,101.22988809100093,-2.2737367544323206e-13,Accounting residual; fourth effect excluded by design,88.86618646604867,-0.0,0.0,88.86618646604867,11.133813533951308
CHN,中国,DEU,Germany,2010,2024,2010-2024,Shapley,False,2704.819128610142,1669.527372030262,1035.2917565798798,2111.750189365818,875.5377300046706,593.0689392443232,793.9896420255915,8.594821462017432,13.754141332085483,207.86717669094773,230.21613948505063,208.97693983855265,1.1097631476049683,1003.2331809184616,7.811076791973023,-5.047937834337323,0.0,-200.92070278126823,805.0756170948291,0.0,Accounting residual; fourth effect excluded by design,0.8301835117871222,1.328528044840494,20.07812535643515,22.236836913062767,77.76316308693723
CHN,中国,DEU,Germany,2010,2024,2010-2024,SDA,False,2704.819128610142,1669.527372030262,1035.2917565798798,2111.750189365818,875.5377300046706,593.0689392443232,793.9896420255915,1.1360960868938763,17.4429981022871,214.19108205967188,232.7701762488529,214.3377747600316,0.1466927003597225,996.2479896643516,-2.5680459969123404,-7.056163291572049,16.81850273642813,-200.92070278126823,802.5215803310272,2.2737367544323206e-13,Accounting residual; fourth effect excluded by design,0.10973680411085343,1.6848388863744665,20.6889585180567,22.48353420854202,77.516465791458
CHN,中国,ESP,Spain,2010,2024,2010-2024,Shapley,False,2917.3316496399493,1398.8328190572436,1518.4988305827058,1778.076924623156,704.3477312453122,1139.2547250167934,694.4850878119314,35.373414943846214,40.59406538071378,31.94014206951004,107.90762239407005,36.50755658569302,4.567414516182976,933.0457950201612,37.20735751974017,-4.431581556127187,0.0,444.76963720486197,1410.5912081886363,6.821210263296962e-13,Accounting residual; fourth effect excluded by design,2.3294989914659396,2.673302380162933,2.103402480544117,7.10620385217299,92.89379614782705
CHN,中国,ESP,Spain,2010,2024,2010-2024,SDA,False,2917.3316496399493,1398.8328190572436,1518.4988305827058,1778.076924623156,704.3477312453122,1139.2547250167934,694.4850878119314,2.2272478732286154,51.18979445063317,43.598448886891816,97.0154912107536,43.88603108056667,0.2875821936748506,986.7834883161634,66.43567699237562,-5.781228200621608,-70.724234940827,444.76963720486197,1421.4833393719523,2.2737367544323206e-13,Accounting residual; fourth effect excluded by design,0.1466743225856773,3.371078951110532,2.871154590890362,6.38890786458657,93.61109213541343
CHN,中国,FRA,France,2010,2024,2010-2024,Shapley,False,2950.0624683907927,1860.4830152221043,1089.5794531686884,1968.84348906625,685.4288185538263,981.2189793245428,1175.054196668278,64.72033005430355,86.18964609122969,75.01851907990284,225.92849522543605,83.37520659371621,8.35668751381338,922.6010308738308,148.59247670910992,-13.707332295953076,0.0,-193.83521734373528,863.6509579432524,0.0,Accounting residual; fourth effect excluded by design,5.939936722015587,7.910358977546344,6.885089367437668,20.735385066999594,79.26461493300042
CHN,中国,FRA,France,2010,2024,2010-2024,SDA,False,2950.0624683907927,1860.4830152221043,1089.5794531686884,1968.84348906625,685.4288185538263,981.2189793245428,1175.054196668278,3.609068094527688,122.56350175036852,128.86693424132935,255.0395040862256,129.33293702989266,0.4660027885632872,1015.8647310973832,238.88404618312956,-19.74496281983721,-206.62864803447724,-193.83521734373528,834.5399490824631,2.2737367544323206e-13,Accounting residual; fourth effect excluded by design,0.3312349626300206,11.24869796268022,11.827217727588536,23.407150652898782,76.59284934710125
CHN,中国,GBR,United Kingdom,2010,2024,2010-2024,Shapley,False,2646.677480945218,1925.620884875948,721.0565960692702,1954.516173855145,796.6747553890768,692.161307090073,1128.946129486871,5.178172520574774,2.3292730908034947,127.67697158423958,135.18441719561784,128.34557709985967,0.6686055156200708,988.3595797364444,20.377832721926733,13.919588812079398,0.0,-436.78482239679806,585.8721788736525,1.1368683772161603e-13,Accounting residual; fourth effect excluded by design,0.7181367660739517,0.3230360977905439,17.706927900008274,18.74810076387277,81.25189923612726
