model_id,iso3,role,spec,n,df_resid,first_year,last_year,years,difference,term,coefficient,SE_HAC,p_HAC_raw,CI95_low,CI95_high,stars,p_BH_within_role_spec,p_BH_all_specs_within_role
KOR__annual_difference__D,KOR,annual_difference,D,5,2,2011,2017,"2011,2012,2013,2016,2017",True,logQ,-0.8192333360431596,2.8211946367084617,0.7988629881571762,-12.957854140680938,11.319387468594618,,0.9895674246247996,0.8787492869728938
KOR__annual_difference__D,KOR,annual_difference,D,5,2,2011,2017,"2011,2012,2013,2016,2017",True,logG,0.24199326678427635,14.533966446033201,0.988227355394822,-62.29261713555261,62.776603669121165,,0.9895674246247996,0.9895674246247996
USA__updated_main__A,USA,updated_main,A,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,const,-26.31830758388422,8.50650274069734,0.010214640328220009,-45.040993880364,-7.595621287404445,**,,
USA__updated_main__A,USA,updated_main,A,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logQ,-1.1243745960432832,0.21333721988276141,0.0002641515218091187,-1.593926651098594,-0.6548225409879722,***,0.0013207576090455936,0.0013208686712479917
USA__updated_main__A,USA,updated_main,A,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logG,2.9755746476904243,0.8996288598161085,0.006983712900437425,0.9955048776528259,4.955644417728022,***,0.017459282251093562,0.017460119918946727
USA__updated_main__A,USA,updated_main,A,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logM,0.06361172995942144,0.12153801532280706,0.6110845724365535,-0.20389163815201095,0.3311150980708538,,0.6547334704677358,0.6944177447537067
USA__updated_main__B,USA,updated_main,B,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,const,-28.582453397517504,7.7810660583174815,0.0031874629786283475,-45.535939953838195,-11.628966841196817,***,,
USA__updated_main__B,USA,updated_main,B,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logQ,-1.208244878868738,0.16963695211569732,1.2093242796217594e-05,-1.5778520465234183,-0.838637711214058,***,0.00012093242796217594,0.00015117830677347494
USA__updated_main__B,USA,updated_main,B,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logG,3.2471109069738144,0.8033122336434464,0.0016331670958148227,1.4968439060858965,4.997377907861733,***,0.005443890319382742,0.006805143248028401
USA__updated_main__C,USA,updated_main,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,const,-26.3178601611712,8.506434750626912,0.010215148353441068,-45.040396812514935,-7.595323509827466,**,,
USA__updated_main__C,USA,updated_main,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logQ,-1.124379397877795,0.213340343185525,0.00026417373424959833,-1.593938327276139,-0.654820468479451,***,0.0013208686712479917,0.0013208686712479917
USA__updated_main__C,USA,updated_main,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logG,2.9755414804378053,0.8996261882258114,0.006984047967578692,0.9954775905308046,4.955605370344806,***,0.017460119918946727,0.017460119918946727
USA__updated_main__C,USA,updated_main,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logM,0.06361140832833626,0.12153845082495575,0.6110876153832618,-0.2038929183168626,0.3311157349735351,,0.6547367307677805,0.6944177447537067
USA__updated_main__D,USA,updated_main,D,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,const,-28.581967274679034,7.7809898152744665,0.0031876174204717154,-45.53528771167943,-11.628646837678641,***,,
USA__updated_main__D,USA,updated_main,D,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logQ,-1.208249949877605,0.16963911701422707,1.2094264541877995e-05,-1.5778618344409767,-0.8386380653142332,***,0.00012094264541877994,0.00015117830677347494
USA__updated_main__D,USA,updated_main,D,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logG,3.2470747172458765,0.8033078418612589,0.0016332343795268163,1.4968172852293335,4.997332149262419,***,0.005444114598422721,0.006805143248028401
USA__new_source_old_years__A,USA,new_source_old_years,A,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,const,-11.92345259760096,25.050645208049815,0.6509287176257759,-73.22017323600599,49.373268040804064,,,
USA__new_source_old_years__A,USA,new_source_old_years,A,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logQ,-0.511240080935252,0.4390510340124234,0.28845434523441005,-1.5855592593177037,0.5630790974471998,,0.5769086904688201,0.5769121934173679
USA__new_source_old_years__A,USA,new_source_old_years,A,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logG,1.1845703341503007,2.5499331195214205,0.6586330763494999,-5.054891235633724,7.424031903934326,,0.7903596916193998,0.8232923924706461
USA__new_source_old_years__A,USA,new_source_old_years,A,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logM,0.5581868608844007,0.10385703894257999,0.0017043998494871214,0.3040578414709772,0.8123158802978243,***,0.010226399096922729,0.01704399849487121
USA__new_source_old_years__B,USA,new_source_old_years,B,10,7,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,const,-31.74665191994885,30.15584731560963,0.32743169982576814,-103.05389980976855,39.56059596987086,,,
USA__new_source_old_years__B,USA,new_source_old_years,B,10,7,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logQ,-1.2593923366095134,0.48529249049791146,0.03567774799192453,-2.4069267287567357,-0.11185794446229114,**,0.14271099196769813,0.11892848338841001
USA__new_source_old_years__B,USA,new_source_old_years,B,10,7,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logG,3.5666370055634222,3.0398858025355313,0.27905575290220375,-3.621550685184689,10.754824696311534,,0.5581115058044075,0.5769121934173679
USA__new_source_old_years__C,USA,new_source_old_years,C,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,const,-11.923190826832176,25.050148030771236,0.6509293920381019,-73.21869491626214,49.37231326259778,,,
USA__new_source_old_years__C,USA,new_source_old_years,C,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logQ,-0.511240553394543,0.43905320001188103,0.28845609670868394,-1.5855650317867371,0.5630839249976511,,0.5769121934173679,0.5769121934173679
USA__new_source_old_years__C,USA,new_source_old_years,C,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logG,1.1845485231238948,2.5498929657538247,0.6586339139765169,-5.0548147939303325,7.423911840178122,,0.7903606967718203,0.8232923924706461
USA__new_source_old_years__C,USA,new_source_old_years,C,10,6,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logM,0.5581871059732828,0.10385694289691758,0.0017043880111516547,0.30405832157512885,0.8123158903714367,***,0.010226328066909929,0.01704399849487121
USA__new_source_old_years__D,USA,new_source_old_years,D,10,7,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,const,-31.74579887250885,30.155266444236915,0.32743512570843913,-103.05167321979357,39.560075474775864,,,
USA__new_source_old_years__D,USA,new_source_old_years,D,10,7,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logQ,-1.2593933662522507,0.4852957561410865,0.035678545016523004,-2.4069354804185217,-0.11185125208597957,**,0.14271418006609202,0.11892848338841001
USA__new_source_old_years__D,USA,new_source_old_years,D,10,7,2010,2019,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",False,logG,3.5665653299638116,3.0398395342741984,0.279057901003815,-3.6215129537314734,10.754643613659097,,0.55811580200763,0.5769121934173679
USA__annual_difference__C,USA,annual_difference,C,14,10,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",True,const,-0.07714011025140746,0.14067428035697194,0.5954738634226391,-0.39058193978698486,0.2363017192841699,,,
USA__annual_difference__C,USA,annual_difference,C,14,10,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",True,logQ,-0.8072218521061222,0.5142688702892667,0.1475691797991986,-1.953084302353755,0.3386405981415105,,0.2529757367986261,0.2951383595983972
USA__annual_difference__C,USA,annual_difference,C,14,10,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",True,logG,3.1118613385618445,2.311444916098268,0.20793332760866517,-2.0383588831735446,8.262081560297233,,0.2772444368115536,0.3049688804927089
USA__annual_difference__C,USA,annual_difference,C,14,10,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",True,logM,0.10629796294809155,0.14343012566947738,0.4756680614835568,-0.21328427259828467,0.4258801984944678,,0.5265952894563288,0.6436164648910685
USA__annual_difference__D,USA,annual_difference,D,14,11,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",True,const,-0.07888536843478847,0.1649833329357049,0.6419107880078023,-0.4420112358872994,0.2842404990177224,,,
USA__annual_difference__D,USA,annual_difference,D,14,11,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",True,logQ,-1.0112974621650608,0.570566014060888,0.10397867778610932,-2.2671047919607545,0.24450986763063298,,0.33273618325443866,0.2823717815046675
USA__annual_difference__D,USA,annual_difference,D,14,11,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",True,logG,3.7865572778236047,2.41594592015164,0.14533762197626596,-1.5309038399930999,9.10401839564031,,0.33273618325443866,0.2951383595983972
USA__2020_revised_vintage__C,USA,2020_revised_vintage,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,const,-25.844052119619217,8.231243906881373,0.00941258977884375,-43.96089780768831,-7.7272064315501225,***,,
USA__2020_revised_vintage__C,USA,2020_revised_vintage,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logQ,-1.1140242448629913,0.2090195120819026,0.00024115841518778598,-1.5740730891230377,-0.6539754006029451,***,0.000723475245563358,0.0006028960379694649
USA__2020_revised_vintage__C,USA,2020_revised_vintage,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logG,2.9281181517292967,0.8701403827936326,0.006306577662294281,1.012952082011615,4.843284221446979,***,0.009459866493441422,0.00788322207786785
USA__2020_revised_vintage__C,USA,2020_revised_vintage,C,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logM,0.059311205246358994,0.12259129364489041,0.6380067232137063,-0.2105104128214159,0.32913282331413385,,0.6380067232137063,0.6380067232137063
USA__2020_revised_vintage__D,USA,2020_revised_vintage,D,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,const,-27.955103033881155,7.776963372337581,0.003682197290827328,-44.899650605352754,-11.010555462409556,***,,
USA__2020_revised_vintage__D,USA,2020_revised_vintage,D,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logQ,-1.192225052776413,0.17131215606715997,1.5184923951348645e-05,-1.5654821762928428,-0.8189679292599833,***,3.036984790269729e-05,7.592461975674323e-05
USA__2020_revised_vintage__D,USA,2020_revised_vintage,D,15,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",False,logG,3.181295434904767,0.8038432063052245,0.0019015149735826797,1.429871543969166,4.932719325840368,***,0.0019015149735826797,0.0031691916226378
