technology,iso3,country,year,tic,logC,logQ,logK,logM,source_sheet,source_cell,model_id,fitted_log_cost,residual
wind,FRA,France,2021,2020.280869555222,7.610991825063751,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.6,N13,wind_FRA_2022,7.5874958970029285,0.023495928060822457
wind,FRA,France,2022,2035.8130904453128,7.618650571121013,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.6,O13,wind_FRA_2022,7.569036411476804,0.04961415964420901
wind,GBR,United Kingdom,2010,2646.677480945218,7.881060351564177,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.6,C21,wind_GBR_2022,8.019430383947345,-0.13837003238316825
wind,GBR,United Kingdom,2011,2809.9113674102177,7.94090821998344,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.6,D21,wind_GBR_2022,7.966046958504793,-0.02513873852135351
wind,GBR,United Kingdom,2012,2747.880979690672,7.918585340792428,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.6,E21,wind_GBR_2022,7.91450467323343,0.004080667558998385
wind,GBR,United Kingdom,2013,2761.2528998111115,7.92343980491435,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.6,F21,wind_GBR_2022,7.884095164733507,0.03934464018084327
wind,GBR,United Kingdom,2014,2697.606225405735,7.900120075562041,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.6,G21,wind_GBR_2022,7.842443117278346,0.0576769582836949
wind,GBR,United Kingdom,2015,2657.2208697143733,7.885036069784921,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.6,H21,wind_GBR_2022,7.7958751143264875,0.08916095545843383
wind,GBR,United Kingdom,2016,2491.129940503493,7.820491677893454,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.6,I21,wind_GBR_2022,7.765209965623567,0.05528171226988654
wind,GBR,United Kingdom,2017,2516.6323084024853,7.830676901191364,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.6,J21,wind_GBR_2022,7.740409416526744,0.09026748466461942
wind,GBR,United Kingdom,2018,2198.396210530895,7.695483378286959,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.6,K21,wind_GBR_2022,7.7173980340953054,-0.021914655808346062
wind,GBR,United Kingdom,2019,2258.591645264536,7.722496732205661,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.6,L21,wind_GBR_2022,7.691077784736593,0.03141894746906804
wind,GBR,United Kingdom,2020,2047.40763272174,7.624329702485823,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.6,M21,wind_GBR_2022,7.647173931634723,-0.02284422914889994
wind,GBR,United Kingdom,2021,2203.410301410913,7.69776157612918,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.6,N21,wind_GBR_2022,7.620857026723244,0.07690454940593572
wind,GBR,United Kingdom,2022,1573.6200074383676,7.361133981431215,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.6,O21,wind_GBR_2022,7.597002240861018,-0.23586825942980294
wind,GRC,Greece,2010,3004.097116805965,8.007732341524553,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.7,C18,wind_GRC_2022,7.897791668356825,0.1099406731677286
wind,GRC,Greece,2011,1926.802072054809,7.56361695014204,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D18,wind_GRC_2022,7.8572499400177644,-0.29363298987572417
wind,GRC,Greece,2012,2703.561658071505,7.902325315320453,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E18,wind_GRC_2022,7.818106454748264,0.08421886057218853
wind,GRC,Greece,2014,2429.43308064844,7.795413208971207,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G18,wind_GRC_2022,7.763379730095405,0.032033478875802324
wind,GRC,Greece,2015,2414.343434184785,7.789182659220571,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H18,wind_GRC_2022,7.72801393426429,0.06116872495628112
wind,GRC,Greece,2016,2054.6866274333765,7.627878622568986,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I18,wind_GRC_2022,7.704725467518585,-0.07684684494959892
wind,GRC,Greece,2017,2279.9391883381822,7.731904049811289,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J18,wind_GRC_2022,7.685890836435854,0.046013213375435846
wind,GRC,Greece,2018,2511.1647367498217,7.828501963038985,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K18,wind_GRC_2022,7.668414977449518,0.16008698558946666
wind,GRC,Greece,2019,2192.378913089225,7.692742494939803,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L18,wind_GRC_2022,7.648426218944959,0.04431627599484411
wind,GRC,Greece,2020,2202.5787219674644,7.697384099268066,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M18,wind_GRC_2022,7.6150836960413,0.0823004032267658
wind,GRC,Greece,2021,1540.4361586828409,7.339820875232406,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N18,wind_GRC_2022,7.595097477457515,-0.2552766022251092
wind,GRC,Greece,2022,1963.843736777833,7.582658921990307,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.7,O18,wind_GRC_2022,7.576981100698336,0.005677821291970808
wind,HRV,Croatia,2011,2428.2141588364498,7.794911352093801,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D12,wind_HRV_2022,7.823412711300935,-0.028501359207133703
wind,HRV,Croatia,2012,2020.581135988339,7.611140440103442,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E12,wind_HRV_2022,7.790121534303431,-0.17898109419998853
wind,HRV,Croatia,2014,2959.7675959303,7.992866029347239,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G12,wind_HRV_2022,7.743576954423325,0.2492890749239134
wind,HRV,Croatia,2015,2107.1047714082165,7.6530701379633745,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H12,wind_HRV_2022,7.7134986678179,-0.060428529854525515
wind,HRV,Croatia,2016,2337.545701855688,7.756856812567729,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I12,wind_HRV_2022,7.693692039381678,0.06316477318605074
wind,HRV,Croatia,2017,2337.545701855687,7.756856812567728,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J12,wind_HRV_2022,7.677673357531024,0.07918345503670388
wind,HRV,Croatia,2020,1968.6195563914648,7.585087843307845,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M12,wind_HRV_2022,7.617452530812793,-0.032364687504948364
wind,HRV,Croatia,2021,1824.5575566674672,7.509092801921791,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N12,wind_HRV_2022,7.600454434301902,-0.09136163238011097
wind,IDN,Indonesia,2017,3097.299637410054,8.038285926152053,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J19,wind_IDN_2022,7.943143243477608,0.09514268267444503
wind,IDN,Indonesia,2018,2381.944059822307,7.775672265098047,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K19,wind_IDN_2022,7.910133064378531,-0.13446079928048427
wind,IDN,Indonesia,2019,2658.183405648922,7.885398238265513,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L19,wind_IDN_2022,7.8723762652009,0.013021973064612169
wind,IDN,Indonesia,2020,2529.284313808457,7.835691661785889,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M19,wind_IDN_2022,7.809395518244459,0.02629614354142973
wind,IND,India,2010,1607.2867942080602,7.382302815407491,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.6,C15,wind_IND_2022,7.484037954745126,-0.10173513933763534
wind,IND,India,2011,1439.2246792330563,7.271859830372191,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.6,D15,wind_IND_2022,7.432343774116938,-0.1604839437447474
wind,IND,India,2012,1727.3567208366633,7.454347612020716,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.6,E15,wind_IND_2022,7.382432473320499,0.07191513870021726
wind,IND,India,2013,1775.4884766427886,7.481830862158076,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.6,F15,wind_IND_2022,7.352985231743596,0.12884563041447983
wind,IND,India,2014,1697.2585891987796,7.436769633825177,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.6,G15,wind_IND_2022,7.312651205838907,0.1241184279862706
wind,IND,India,2015,1517.2250364441445,7.324638311421371,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.6,H15,wind_IND_2022,7.267556783063845,0.05708152835752589
wind,IND,India,2016,1395.643984213105,7.241111225162439,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.6,I15,wind_IND_2022,7.237861990665315,0.0032492344971242204
wind,IND,India,2017,1379.8823534779967,7.229753523414268,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.6,J15,wind_IND_2022,7.213846220713101,0.015907302701166692
wind,IND,India,2018,1381.2400608612577,7.230736969483618,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.6,K15,wind_IND_2022,7.191563001716688,0.039173967766930495
wind,IND,India,2019,1255.719701089365,7.1354641541999975,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.6,L15,wind_IND_2022,7.16607562031977,-0.0306114661197725
wind,IND,India,2020,1222.0443385764129,7.108280422687392,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.6,M15,wind_IND_2022,7.123561044049952,-0.015280621362559366
wind,IND,India,2021,1051.781225948876,6.958240411546307,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.6,N15,wind_IND_2022,7.0980769012698515,-0.13983648972354423
wind,IND,India,2022,1191.1010340630933,7.082633397044562,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.6,O15,wind_IND_2022,7.074976967180089,0.007656429864472791
wind,IRL,Ireland,2010,4238.2409612573065,8.351903594516626,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.7,C20,wind_IRL_2022,8.035482991463775,0.31642060305285113
wind,IRL,Ireland,2011,2580.440328439444,7.855715333290975,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D20,wind_IRL_2022,7.992421583006205,-0.13670624971523004
wind,IRL,Ireland,2012,2580.440328439444,7.855715333290975,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E20,wind_IRL_2022,7.950845318828567,-0.095129985537592
wind,IRL,Ireland,2013,2580.440328439444,7.855715333290975,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.7,F20,wind_IRL_2022,7.926315677733911,-0.07060034444293617
wind,IRL,Ireland,2014,2613.199770395157,7.868330715103112,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G20,wind_IRL_2022,7.892717312441844,-0.024386597338732052
wind,IRL,Ireland,2015,2308.9361491467293,7.744542155939111,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H20,wind_IRL_2022,7.855153522191603,-0.1106113662524919
wind,IRL,Ireland,2016,2181.839458688478,7.687923588383049,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I20,wind_IRL_2022,7.830417670515514,-0.1424940821324654
wind,IRL,Ireland,2017,2407.8265834464555,7.786479786994201,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J20,wind_IRL_2022,7.810412461674437,-0.02393267468023552
wind,IRL,Ireland,2018,2414.507673472744,7.7892506833879604,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K20,wind_IRL_2022,7.791850473007751,-0.0025997896197909043
wind,IRL,Ireland,2019,2805.127758790899,7.939204363725597,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L20,wind_IRL_2022,7.770619407392445,0.1685849563331523
wind,IRL,Ireland,2020,2634.9848509409,7.876632711790397,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M20,wind_IRL_2022,7.735204637066113,0.14142807472428398
wind,IRL,Ireland,2022,2153.309866272955,7.674761410033498,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.7,O20,wind_IRL_2022,7.694733954424395,-0.019972544390896907
wind,ITA,Italy,2010,3042.576771339253,8.020460057522548,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.6,C16,wind_ITA_2022,8.18607177716578,-0.1656117196432323
wind,ITA,Italy,2011,3732.377300030415,8.22480065547191,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.6,D16,wind_ITA_2022,8.091850560154683,0.13295009531722712
wind,ITA,Italy,2012,3492.0935581917875,8.15825670875173,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.6,E16,wind_ITA_2022,8.000878937304678,0.15737777144705234
wind,ITA,Italy,2013,2409.1721620428693,7.7870384662476155,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.6,F16,wind_ITA_2022,7.94720645608379,-0.1601679898361743
wind,ITA,Italy,2014,2361.529671561993,7.767064853966952,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.6,G16,wind_ITA_2022,7.873691004992091,-0.10662615102513939
wind,ITA,Italy,2015,2527.535652399827,7.835000056591314,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.6,H16,wind_ITA_2022,7.79149894115343,0.04350111543788415
wind,ITA,Italy,2016,2129.873112690811,7.663817685422357,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.6,I16,wind_ITA_2022,7.737375257506999,-0.07355757208464198
wind,ITA,Italy,2017,3047.6230662438456,8.022117243228779,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.6,J16,wind_ITA_2022,7.6936025340619505,0.32851470916682857
wind,ITA,Italy,2018,2093.797504944295,7.646734684244605,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.6,K16,wind_ITA_2022,7.65298767205518,-0.006252987810574595
wind,ITA,Italy,2019,1988.9232899516264,7.595348710966765,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.6,L16,wind_ITA_2022,7.60653269270429,-0.011183981737524995
wind,ITA,Italy,2020,2037.3177709416573,7.619389403540593,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.6,M16,wind_ITA_2022,7.529042826955857,0.09034657658473577
wind,ITA,Italy,2021,1564.420272621896,7.3552706015176055,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.6,N16,wind_ITA_2022,7.4825937505212,-0.12732314900359487
wind,ITA,Italy,2022,1538.4390431300335,7.338523573002211,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.6,O16,wind_ITA_2022,7.44049028981509,-0.10196671681287839
wind,JPN,Japan,2010,3269.423400458563,8.092368918208317,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.7,C21,wind_JPN_2022,8.080245021084263,0.01212389712405404
wind,JPN,Japan,2011,2779.0098903897792,7.929849988710543,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D21,wind_JPN_2022,8.08458799035315,-0.15473800164260698
wind,JPN,Japan,2012,4129.473858593708,8.325905282826014,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E21,wind_JPN_2022,8.0887811750191,0.2371241078069133
wind,JPN,Japan,2013,3679.0938721614425,8.210421770452385,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.7,F21,wind_JPN_2022,8.091255118191578,0.11916665226080703
wind,JPN,Japan,2014,3476.629347013712,8.153818524948974,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G21,wind_JPN_2022,8.094643689842504,0.059174835106469814
wind,JPN,Japan,2015,2766.4351850034004,7.925314833545151,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H21,wind_JPN_2022,8.098432195433082,-0.1731173618879307
wind,JPN,Japan,2016,3269.842615986735,8.092497133065365,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I21,wind_JPN_2022,8.100926936026038,-0.008429802960673527
wind,JPN,Japan,2017,2942.611902077537,7.987052868004371,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J21,wind_JPN_2022,8.10294456643634,-0.11589169843196956
wind,JPN,Japan,2018,3109.3264626590585,8.042161410226024,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K21,wind_JPN_2022,8.104816640510004,-0.06265523028397979
wind,JPN,Japan,2019,2694.574217673985,7.898995481130045,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L21,wind_JPN_2022,8.106957905016106,-0.20796242388606068
wind,JPN,Japan,2020,3752.849810309514,8.230270779764982,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M21,wind_JPN_2022,8.11052967065734,0.11974110910764146
wind,JPN,Japan,2021,3556.955248637961,8.176660190659854,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N21,wind_JPN_2022,8.1126706630784,0.06398952758145349
wind,JPN,Japan,2022,3737.176810014049,8.226085741722958,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.7,O21,wind_JPN_2022,8.11461135161715,0.1114743901058084
wind,KOR,Republic of Korea,2010,2887.8821309725517,7.968278685804673,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.7,C32,wind_KOR_2022,7.95277458265576,0.015504103148913373
wind,KOR,Republic of Korea,2011,2678.6654025797284,7.893073965357592,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D32,wind_KOR_2022,7.945611096091309,-0.05253713073371635
wind,KOR,Republic of Korea,2012,2881.842191778824,7.966185018564379,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E32,wind_KOR_2022,7.9386946709091175,0.02749034765526126
wind,KOR,Republic of Korea,2015,2866.191290118574,7.960739350793932,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H32,wind_KOR_2022,7.922775848834068,0.03796350195986431
wind,KOR,Republic of Korea,2016,2782.6874761523745,7.931172457754149,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I32,wind_KOR_2022,7.918660912804595,0.012511544949554754
wind,KOR,Republic of Korea,2017,2724.3724308195046,7.909993379957389,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J32,wind_KOR_2022,7.915332943518748,-0.005339563561358673
wind,KOR,Republic of Korea,2018,2687.7918823873456,7.8964752739385045,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K32,wind_KOR_2022,7.91224506132478,-0.01576978738627588
wind,KOR,Republic of Korea,2019,2629.416450157404,7.874517218482914,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L32,wind_KOR_2022,7.908713164465576,-0.03419594598266151
wind,KOR,Republic of Korea,2021,2733.811884161581,7.913452208830906,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N32,wind_KOR_2022,7.899290287375841,0.014161921455064785
wind,KOR,Republic of Korea,2022,2687.3214631918813,7.8963002379285,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.7,O32,wind_KOR_2022,7.896089229433131,0.0002110084953690361
wind,MAR,Morocco,2011,2468.0406830333195,7.811179869100647,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D23,wind_MAR_2022,7.935528123166133,-0.12434825406548633
wind,MAR,Morocco,2012,2893.797635819946,7.9703249793214965,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E23,wind_MAR_2022,7.8495101921711115,0.12081478715038507
wind,MAR,Morocco,2013,2389.425398268113,7.778808196885563,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.7,F23,wind_MAR_2022,7.798760346874823,-0.019952149989260093
wind,MAR,Morocco,2014,2510.7245011094856,7.828326636335981,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G23,wind_MAR_2022,7.729248044016378,0.0990785923196027
wind,MAR,Morocco,2016,1753.004591585226,7.469086504190608,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I23,wind_MAR_2022,7.600355119021066,-0.13126861483045804
wind,MAR,Morocco,2017,1744.0910783356032,7.463988826921595,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J23,wind_MAR_2022,7.558965958458672,-0.09497713153707732
wind,MAR,Morocco,2018,2485.014729965892,7.818033866064828,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K23,wind_MAR_2022,7.5205627038170455,0.29747116224778214
wind,MAR,Morocco,2020,1581.6979014412022,7.366254170194334,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M23,wind_MAR_2022,7.403367046545755,-0.03711287635142124
wind,MAR,Morocco,2021,1063.3299688864265,6.969160743049123,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N23,wind_MAR_2022,7.359447268857205,-0.3902865258080821
wind,MAR,Morocco,2022,1998.630520549542,7.600217485275535,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.7,O23,wind_MAR_2022,7.319636474411542,0.280581010863993
wind,MEX,Mexico,2010,3341.0880308776045,8.114051790670997,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.7,C22,wind_MEX_2022,8.169016605492406,-0.05496481482140858
wind,MEX,Mexico,2011,3049.896202763099,8.022862837141409,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D22,wind_MEX_2022,8.075916696067118,-0.05305385892570946
wind,MEX,Mexico,2012,2645.815352357348,7.8807345585503175,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E22,wind_MEX_2022,7.986027708042171,-0.1052931494918532
wind,MEX,Mexico,2013,2964.005064940783,7.994296695233945,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.7,F22,wind_MEX_2022,7.932993972129944,0.06130272310400109
wind,MEX,Mexico,2014,3016.5842014860027,8.011880411128235,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G22,wind_MEX_2022,7.860353413505129,0.1515269976231064
wind,MEX,Mexico,2015,2583.2227154219413,7.85679301292582,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H22,wind_MEX_2022,7.779139500741134,0.07765351218468641
wind,MEX,Mexico,2016,2419.2764969037926,7.791223806229251,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I22,wind_MEX_2022,7.725659932071883,0.06556387415736786
wind,MEX,Mexico,2017,2322.045285768722,7.750203664982697,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J22,wind_MEX_2022,7.682408138926904,0.06779552605579298
wind,MEX,Mexico,2018,1799.024840899802,7.495000042026297,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K22,wind_MEX_2022,7.642276626151968,-0.14727658412567113
wind,MEX,Mexico,2019,2106.486838393085,7.652776833307022,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L22,wind_MEX_2022,7.596374498084444,0.05640233522257798
wind,MEX,Mexico,2020,1805.008890626959,7.498320796309953,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M22,wind_MEX_2022,7.519806823505301,-0.021486027195348534
wind,MEX,Mexico,2021,1671.399215696986,7.421416408318085,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N22,wind_MEX_2022,7.473910528104602,-0.05249411978651697
wind,MEX,Mexico,2022,1614.2596639523192,7.38663171814024,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.7,O22,wind_MEX_2022,7.432308132141405,-0.04567641400116518
wind,NLD,Netherlands,2010,2158.92562733493,7.677365982184059,5.180162236673185,4.822296444001899,5.619538317103914,Fig 2.7,C24,wind_NLD_2022,7.802518743780674,-0.12515276159661415
wind,NLD,Netherlands,2012,2634.4007784464197,7.876411026554982,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E24,wind_NLD_2022,7.804999900712177,0.07141112584280496
wind,NLD,Netherlands,2013,2047.711158514466,7.624477940331295,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.7,F24,wind_NLD_2022,7.805718988172103,-0.18124104784080775
wind,NLD,Netherlands,2014,2464.6422557303017,7.809801946423307,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G24,wind_NLD_2022,7.806703925663129,0.0030980207601780663
wind,NLD,Netherlands,2015,3128.7477408195973,8.04838812067448,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H24,wind_NLD_2022,7.807805109753511,0.24058301092096812
wind,NLD,Netherlands,2016,2206.684379051889,7.699246386991405,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I24,wind_NLD_2022,7.808530242285301,-0.10928385529389661
wind,NLD,Netherlands,2017,3123.1643487174047,8.046601981168159,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J24,wind_NLD_2022,7.809116695823504,0.23748528534465496
wind,NLD,Netherlands,2018,2832.847309479256,7.949037601265151,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K24,wind_NLD_2022,7.809660841301622,0.13937675996352894
wind,NLD,Netherlands,2019,2525.561275193945,7.834218604212842,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L24,wind_NLD_2022,7.810283230882697,0.023935373330145282
wind,NLD,Netherlands,2020,2425.633757502371,7.793848112527319,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M24,wind_NLD_2022,7.811321416363665,-0.017473303836346155
wind,NLD,Netherlands,2021,2448.47367719408,7.803220120500177,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N24,wind_NLD_2022,7.811943726859277,-0.008723606359099634
wind,NLD,Netherlands,2022,1878.9958952870404,7.538492814891144,6.733146895042726,5.411217480302619,6.013632913023564,Fig 2.7,O24,wind_NLD_2022,7.81250781612671,-0.27401500123556666
wind,NOR,Norway,2012,2640.6881311396087,7.878794817910258,5.56590362647905,5.137394768957262,5.649587532329162,Fig 2.7,E26,wind_NOR_2022,7.894138673186684,-0.015343855276426233
wind,NOR,Norway,2013,2509.3957579474786,7.827797269259309,5.677698971893068,5.271086410766464,5.570291277483226,Fig 2.7,F26,wind_NOR_2022,7.849855388034994,-0.022058118775684754
wind,NOR,Norway,2015,2047.0572518825315,7.624158553947521,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H26,wind_NOR_2022,7.721386568873366,-0.09722801492584487
wind,NOR,Norway,2016,2198.6991750939587,7.695621180420855,6.114760027948734,5.503732268414333,5.390606073342965,Fig 2.7,I26,wind_NOR_2022,7.676731012397212,0.01889016802364285
wind,NOR,Norway,2017,2272.3747551959104,7.728580711307722,6.2059349955659755,5.541918527785211,5.479810592208201,Fig 2.7,J26,wind_NOR_2022,7.640615670790297,0.08796504051742549
wind,NOR,Norway,2018,2302.9466061248804,7.741944715064244,6.290532398624406,5.540715306018656,5.574854860972366,Fig 2.7,K26,wind_NOR_2022,7.607105770097604,0.13483894496664028
wind,NOR,Norway,2019,2117.2171994664586,7.657857863636108,6.38729428375806,5.505334054872469,5.522971247577784,Fig 2.7,L26,wind_NOR_2022,7.568777393050061,0.08908047058604751
wind,NOR,Norway,2020,1491.7999285427406,7.307738675621035,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M26,wind_NOR_2022,7.504843217784684,-0.1971045421636486
wind,NOR,Norway,2021,1750.1899748354551,7.467479618074501,6.645448863841342,5.445506338822339,6.006814707669157,Fig 2.7,N26,wind_NOR_2022,7.4665197110266615,0.0009599070478394367
wind,NZL,New Zealand,2011,2300.4809656889506,7.740873495572574,5.376417249698097,4.998697446862276,5.708815243916515,Fig 2.7,D25,wind_NZL_2022,8.056201561761064,-0.3153280661884903
wind,NZL,New Zealand,2014,3476.1093814487704,8.153668953510662,5.830825584658366,5.389968287621304,5.580565173034719,Fig 2.7,G25,wind_NZL_2022,7.836289592796762,0.3173793607139004
wind,NZL,New Zealand,2015,2958.7542129979165,7.992523584738601,6.002024865148459,5.479418664657636,5.457078829862897,Fig 2.7,H25,wind_NZL_2022,7.7534373034320865,0.23908628130651444
wind,NZL,New Zealand,2020,1575.923354808352,7.362596636499397,6.5486992739946635,5.468373269138832,5.409727586029495,Fig 2.7,M25,wind_NZL_2022,7.488872953743657,-0.12627631724426003
