model_id,technology,iso3,country,fit_end,n,df_resid,first_year,last_year,observed_years,source_sheet,term,coefficient,SE_HAC,p_HAC_raw,CI95_low,CI95_high,stars,p_BH_technology_window
wind_BRA_2022,wind,BRA,Brazil,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,11.525978947135322,0.6867965849207455,3.477022783546341e-09,10.014349855729112,13.037608038541531,***,
wind_BRA_2022,wind,BRA,Brazil,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.6342511004930087,0.11423702802212929,0.00017222521807784671,-0.8856851039016953,-0.38281709708432216,***,0.0007045577103184638
wind_CAN_2022,wind,CAN,Canada,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,10.446873905346564,0.6167741911631367,3.1521737630621073e-09,9.089363063474336,11.804384747218792,***,
wind_CAN_2022,wind,CAN,Canada,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.432077532676167,0.10394161782664911,0.001597631975981684,-0.660851491027635,-0.203303574324699,***,0.004229025818775046
wind_CHL_2022,wind,CHL,Chile,2022,12,10,2011,2022,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.7,const,10.35575024074766,0.658605056812632,2.221221357324365e-08,8.88828672556286,11.82321375593246,***,
wind_CHL_2022,wind,CHL,Chile,2022,12,10,2011,2022,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.7,logQ,-0.42955630355206664,0.11067119902950094,0.003052099138145616,-0.6761471019032421,-0.1829655052008912,***,0.006867223060827637
wind_CHN_2022,wind,CHN,China,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,8.544428325589285,0.23749628608394965,9.206590517042517e-13,8.021702524343697,9.067154126834874,***,
wind_CHN_2022,wind,CHN,China,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.20069036672814455,0.041317996566090975,0.0005049087333630916,-0.291630664014469,-0.10975006944182007,***,0.00162292092866708
wind_CRI_2022,wind,CRI,Costa Rica,2022,6,4,2011,2017,"2011,2012,2014,2015,2016,2017",Fig 2.7,const,8.758764124949979,1.3743394746214308,0.003109090462271984,4.9429860177571925,12.574542232142765,***,
wind_CRI_2022,wind,CRI,Costa Rica,2022,6,4,2011,2017,"2011,2012,2014,2015,2016,2017",Fig 2.7,logQ,-0.12590505334655688,0.23117670342085708,0.6149507450253151,-0.7677544799951588,0.515944373302045,,0.6749459396619312
wind_CYP_2022,wind,CYP,Cyprus,2022,5,3,2010,2016,"2010,2011,2012,2013,2016",Fig 2.7,const,7.59317767011316,0.719325020261756,0.0018160155193181755,5.303964417082607,9.882390923143713,***,
wind_CYP_2022,wind,CYP,Cyprus,2022,5,3,2010,2016,"2010,2011,2012,2013,2016",Fig 2.7,logQ,0.036329538395080574,0.13080734944230918,0.799257477669933,-0.37995782754162377,0.4526169043317849,,0.8174224203442497
wind_DEU_2022,wind,DEU,Germany,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,8.960096551803337,0.07459881986927479,1.6671628037212866e-18,8.795905656311362,9.124287447295313,***,
wind_DEU_2022,wind,DEU,Germany,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.2017048069016365,0.012712994950253454,6.303355485364084e-09,-0.2296859201273538,-0.1737236936759192,***,2.8365099684138376e-07
wind_DNK_2022,wind,DNK,Denmark,2022,10,8,2010,2020,"2010,2011,2012,2013,2015,2016,2017,2018,2019,2020",Fig 2.7,const,9.127805384646166,0.24449692660489966,2.9075380909733096e-10,8.563994460850559,9.691616308441773,***,
wind_DNK_2022,wind,DNK,Denmark,2022,10,8,2010,2020,"2010,2011,2012,2013,2015,2016,2017,2018,2019,2020",Fig 2.7,logQ,-0.2249167039562716,0.04234151694129607,0.0007179516559139803,-0.32255641711371763,-0.12727699079882562,***,0.002039884758604247
wind_DOM_2022,wind,DOM,Dominican Republic,2022,9,7,2011,2020,"2011,2012,2013,2014,2016,2017,2018,2019,2020",Fig 2.7,const,7.425314007029668,1.1247854316040091,0.0003038718941334013,4.76561909762057,10.085008916438765,***,
wind_DOM_2022,wind,DOM,Dominican Republic,2022,9,7,2011,2020,"2011,2012,2013,2014,2016,2017,2018,2019,2020",Fig 2.7,logQ,0.062438432764914786,0.18320905361821835,0.7432508411024552,-0.3707821385320871,0.49565900406191665,,0.7963401868954877
