model_id,technology,iso3,country,fit_end,n,df_resid,first_year,last_year,observed_years,source_sheet,R2,adjusted_R2,RMSE_log,max_VIF,joint_F_HAC,joint_p_HAC,small_sample,outcome,inference,Q_definition,K_definition,imputed_observations
pv_ITA_2024,pv,ITA,Italy,2024,13,9,2010,2024,"2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",Figure 3.3,0.9673001016047701,0.9564001354730268,0.1289553404975978,3.0240057869759,128.71792653961018,1.0407294519928279e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,GLOBAL citation-weighted patent index; fixed 2010-2012 weights,0
pv_JPN_2024,pv,JPN,Japan,2024,14,10,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Figure 3.3,0.9701080856968007,0.961140511405841,0.06274117681257187,4.382522099975087,310.6974165936973,3.6315887001976625e-10,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,GLOBAL citation-weighted patent index; fixed 2010-2012 weights,0
pv_KOR_2024,pv,KOR,Republic of Korea,2024,14,10,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Figure 3.3,0.9386812018904962,0.920285562457645,0.12812358497107743,4.382522099975087,72.01565403146058,4.501332583592443e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,GLOBAL citation-weighted patent index; fixed 2010-2012 weights,0
pv_NLD_2024,pv,NLD,Netherlands,2024,9,5,2016,2024,"2016,2017,2018,2019,2020,2021,2022,2023,2024",Figure 3.3,0.8255801918117324,0.7209283068987717,0.12718308148726504,66.59686233600576,46.639883129369686,0.0004448518376878217,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,GLOBAL citation-weighted patent index; fixed 2010-2012 weights,0
pv_TUR_2024,pv,TUR,Türkiye,2024,9,5,2016,2024,"2016,2017,2018,2019,2020,2021,2022,2023,2024",Figure 3.3,0.8769389045972096,0.8031022473555354,0.1062579241510164,66.59686233600576,77.1646938342588,0.0001314011039192208,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,GLOBAL citation-weighted patent index; fixed 2010-2012 weights,0
pv_USA_2024,pv,USA,United States,2024,15,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Figure 3.3,0.9685978927562346,0.9600336816897532,0.10511607537996212,3.059873062411847,95.45446744665874,3.7003230366813366e-08,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,GLOBAL citation-weighted patent index; fixed 2010-2012 weights,0
wind_ARG_2024,wind,ARG,Argentina,2024,12,10,2012,2024,"2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.7,0.8092168318125815,0.7901385149938397,0.090170395640552,1.0,165.61937436227575,1.5094066893237823e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_AUS_2024,wind,AUS,Australia,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.9271649137287835,0.9215622147848438,0.10139422625598624,1.0,244.31566457954995,8.297638752048116e-10,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_AUT_2024,wind,AUT,Austria,2024,10,8,2012,2024,"2012,2013,2014,2015,2016,2017,2018,2022,2023,2024",Fig 2.7,0.8284687673827166,0.8070273633055561,0.0905925862626792,1.0,44.88582367149512,0.00015275520080904924,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_BRA_2024,wind,BRA,Brazil,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.8918008827718432,0.8834778737542927,0.12005924444470283,1.0,55.58114931469095,4.7974076575182505e-06,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_CAN_2024,wind,CAN,Canada,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.7685486065315456,0.7507446531878184,0.15285107683871055,1.0,31.24388831641136,8.777251648367527e-05,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_CHL_2024,wind,CHL,Chile,2024,14,12,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.7,0.7227707218571153,0.6996682820118749,0.1423934178577323,1.0,41.855078928382405,3.0707542921594735e-05,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_CHN_2024,wind,CHN,China,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.7184235986016223,0.6967638754171317,0.1051565508580071,1.0,15.580040384826061,0.0016704835452446096,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_CRI_2024,wind,CRI,Costa Rica,2024,6,4,2011,2017,"2011,2012,2014,2015,2016,2017",Fig 2.7,0.06178422143331519,-0.17276972320835604,0.14516614670822722,1.0,0.29661846967540056,0.6149507450253148,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_CYP_2024,wind,CYP,Cyprus,2024,5,3,2010,2016,"2010,2011,2012,2013,2016",Fig 2.7,0.025078707733625305,-0.2998950563551661,0.07141313665338032,1.0,0.07713570766778674,0.799257477669933,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_DEU_2024,wind,DEU,Germany,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.9109562714983619,0.9041067539213128,0.040021963666612995,1.0,88.58622303006238,3.617444008707569e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_DNK_2024,wind,DNK,Denmark,2024,10,8,2010,2020,"2010,2011,2012,2013,2015,2016,2017,2018,2019,2020",Fig 2.7,0.733890863201156,0.7006272211013005,0.05906714595418639,1.0,28.2169841841535,0.0007179516559139804,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_DOM_2024,wind,DOM,Dominican Republic,2024,10,8,2011,2024,"2011,2012,2013,2014,2016,2017,2018,2019,2020,2024",Fig 2.7,0.003449659388787385,-0.12111913318761425,0.1651221843035522,1.0,0.022691055136272856,0.8839921492621213,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_EGY_2024,wind,EGY,Egypt,2024,7,5,2010,2024,"2010,2015,2018,2020,2021,2022,2024",Fig 2.7,0.3471692848054172,0.21660314176650064,0.12401247538195552,1.0,2.043635190383789,0.2122310951469744,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_ESP_2024,wind,ESP,Spain,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.7778085613662798,0.7607169122406091,0.14210204427466544,1.0,83.78323368979508,4.97142454823805e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_ETH_2024,wind,ETH,Ethiopia,2024,6,4,2011,2022,"2011,2012,2015,2016,2019,2022",Fig 2.7,0.6865619387468878,0.6082024234336096,0.07715000130357215,1.0,27.784592338199104,0.006207467739756794,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_FIN_2024,wind,FIN,Finland,2024,12,10,2013,2024,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.5986941769480519,0.5585635946428571,0.14550464366062696,1.0,12.586652452842797,0.005287874047407083,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_FRA_2024,wind,FRA,France,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.7605604194461881,0.742141990172818,0.06479429531396996,1.0,45.70523321381771,1.3405739573313106e-05,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_GBR_2024,wind,GBR,United Kingdom,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.6591279113955302,0.6329069815028787,0.12610806268964708,1.0,15.284109132645215,0.001793688664319804,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_GRC_2024,wind,GRC,Greece,2024,14,12,2010,2024,"2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.7,0.4461293961191579,0.3999735124624211,0.13327272884761276,1.0,13.210991480453666,0.0034211674809649572,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_HRV_2024,wind,HRV,Croatia,2024,9,7,2011,2023,"2011,2012,2014,2015,2016,2017,2020,2021,2023",Fig 2.7,0.46352856420223043,0.38688978765969195,0.1276045996565187,1.0,5.56600771484001,0.050397695476598614,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_IDN_2024,wind,IDN,Indonesia,2024,4,2,2017,2020,"2017,2018,2019,2020",Fig 2.7,0.26090329127421885,-0.10864506308867172,0.08365538768854607,1.0,1.6765505787703725,0.32471351577128515,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_IND_2024,wind,IND,India,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.7183355994100526,0.6966691070569797,0.08326283601717503,1.0,19.102098826271455,0.0007576352343625229,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_IRL_2024,wind,IRL,Ireland,2024,14,12,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024",Fig 2.7,0.5748489050431707,0.5394196471301016,0.1384825606459528,1.0,11.481222808654115,0.005383949316222122,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_ITA_2024,wind,ITA,Italy,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.8047576883985573,0.7897390490446002,0.13510060591568246,1.0,68.24694840212976,1.5703665549855189e-06,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_JPN_2024,wind,JPN,Japan,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.7,0.04596757811610841,-0.027419531259575525,0.14153766296807224,1.0,0.6129673442740803,0.44770105297317364,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_KOR_2024,wind,KOR,Republic of Korea,2024,12,10,2010,2024,"2010,2011,2012,2015,2016,2017,2018,2019,2021,2022,2023,2024",Fig 2.7,0.3305298759539739,0.2635828635493712,0.0660289138793921,1.0,5.282491189347228,0.044377457423017866,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_MAR_2024,wind,MAR,Morocco,2024,12,10,2011,2024,"2011,2012,2013,2014,2016,2017,2018,2020,2021,2022,2023,2024",Fig 2.7,0.6034290804160591,0.5637719884576651,0.18680806476108547,1.0,30.482568850524135,0.00025416144453668777,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_MEX_2024,wind,MEX,Mexico,2024,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.7,0.8804099596762168,0.8695381378286002,0.08262105353741801,1.0,108.89245842206596,4.822444610720138e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_NLD_2024,wind,NLD,Netherlands,2024,14,12,2010,2024,"2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.7,0.13321597471471203,0.0609839726076048,0.1761812066626285,1.0,1.3455275920434195,0.26862053544995257,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_NOR_2024,wind,NOR,Norway,2024,9,7,2012,2021,"2012,2013,2015,2016,2017,2018,2019,2020,2021",Fig 2.7,0.6685653037702712,0.6212174900231672,0.09616996612994363,1.0,23.425596540745524,0.0018777577070056587,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_NZL_2024,wind,NZL,New Zealand,2024,7,5,2011,2024,"2011,2014,2015,2020,2021,2023,2024",Fig 2.7,0.6266837468272243,0.5520204961926691,0.22219999812599864,1.0,5.542543486490103,0.06521407951717298,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_PAK_2024,wind,PAK,Pakistan,2024,8,6,2012,2022,"2012,2014,2015,2016,2017,2018,2021,2022",Fig 2.7,0.3640163277054437,0.2580190489896842,0.24562492662248944,1.0,4.258187267791933,0.08464102360235078,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_PAN_2024,wind,PAN,Panama,2024,4,2,2013,2016,"2013,2014,2015,2016",Fig 2.7,0.5013168634221414,0.25197529513321215,0.05560193814121946,1.0,4.934832920765165,0.15643563468657518,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_PER_2024,wind,PER,Peru,2024,6,4,2013,2024,"2013,2014,2015,2018,2023,2024",Fig 2.7,0.7269838359576659,0.6587297949470824,0.22242100322231695,1.0,17.866949743513953,0.013402941482178621,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_PHL_2024,wind,PHL,Philippines,2024,8,6,2013,2024,"2013,2014,2015,2016,2017,2019,2023,2024",Fig 2.7,0.7418914739307082,0.698873386252493,0.1372537302700896,1.0,27.730743838583525,0.0018904700923640346,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_POL_2024,wind,POL,Poland,2024,13,11,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2020,2021,2022,2023,2024",Fig 2.6,0.8526142651889393,0.8392155620242975,0.07944900928643449,1.0,134.6682644159722,1.6401957617751672e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_PRT_2024,wind,PRT,Portugal,2024,9,7,2010,2018,"2010,2011,2012,2013,2014,2015,2016,2017,2018",Fig 2.7,0.5682078128507477,0.5065232146865688,0.07493331515268545,1.0,8.040893399214408,0.025201339260651316,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_RUS_2024,wind,RUS,Russian Federation,2024,8,6,2015,2024,"2015,2018,2019,2020,2021,2022,2023,2024",Fig 2.7,0.8432281422857895,0.8170994993334211,0.08179927381366037,1.0,53.88692335103715,0.0003268442138711267,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_SWE_2024,wind,SWE,Sweden,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.7904521672831336,0.7743331032279901,0.11148723197119266,1.0,38.605854677182585,3.150797549985101e-05,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_TUR_2024,wind,TUR,Turkey,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.8125972860789574,0.7981816927004157,0.09323088305845278,1.0,82.00922780759521,5.613594438479873e-07,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_UKR_2024,wind,UKR,Ukraine,2024,9,7,2011,2023,"2011,2012,2013,2014,2017,2019,2020,2021,2023",Fig 2.7,0.17406384595417723,0.05607296680477403,0.2601074097245705,1.0,1.0919510331661404,0.3307763161869183,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_URY_2024,wind,URY,Uruguay,2024,6,4,2011,2017,"2011,2012,2013,2014,2015,2017",Fig 2.7,0.6699902020372728,0.5874877525465909,0.108407200483135,1.0,8.634162865402649,0.04245697804866926,True,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_USA_2024,wind,USA,United States,2024,15,13,2010,2024,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",Fig 2.6,0.9211586596661081,0.9150939411788857,0.06475876787681445,1.0,119.48863718855114,6.344818382832404e-08,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_VNM_2024,wind,VNM,Viet Nam,2024,12,10,2011,2024,"2011,2012,2013,2015,2016,2017,2019,2020,2021,2022,2023,2024",Fig 2.7,0.6173245350865442,0.5790569885951986,0.1401371696371913,1.0,14.286692253802315,0.0036032929178301696,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
wind_ZAF_2024,wind,ZAF,South Africa,2024,11,9,2012,2023,"2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",Fig 2.7,0.8653631110217384,0.8504034566908204,0.06285367647383269,1.0,56.67167847327185,3.585759214652531e-05,False,ln IRENA total installed cost (2024 USD/kW),calendar-year HAC(1); n/df correction; two-sided Student t,global cumulative installed capacity,excluded,0
