technology,iso3,year,supplier,price_model_supplier,trade_import_value,preborder_expenditure_share,quantity_share,baseline_price_usd_kw,duty_rate,policy_rent_rate,landed_expenditure_share,beta,price_basis,domestic
pv,AUS,2020,DNK,OTHER,108480.728,6.733155256515292e-05,4.160108025748258e-05,490.50298705672094,0.0,0.0,6.73315525651529e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,DOM,OTHER,208660.96,0.00012951117360251557,8.001901815743128e-05,490.50298705672094,0.0,0.0,0.00012951117360251557,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,ESP,OTHER,200133.628,0.00012421845006180967,7.674888686817406e-05,490.50298705672094,0.0,0.0,0.00012421845006180967,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,FIN,OTHER,100037.329,6.20909243533192e-05,3.836313628419962e-05,490.50298705672094,0.0,0.0,6.20909243533192e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,FJI,OTHER,7130.167,4.425534590428069e-06,2.734334983595002e-06,490.50298705672094,0.0,0.0,4.425534590428068e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,FRA,OTHER,6101375.344,0.0037869867050879667,0.002339805512429539,490.50298705672094,0.0,0.0,0.003786986705087967,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,GBR,OTHER,718632.612,0.0004460391295485328,0.00027558713440286226,490.50298705672094,0.0,0.0,0.00044603912954853267,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,GRC,OTHER,11788.16,7.316646277359357e-06,4.520620383816432e-06,490.50298705672094,0.0,0.0,7.316646277359357e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,HKG,OTHER,3806117.111,0.002362371446552465,0.001459601039956966,490.50298705672094,0.0,0.0,0.002362371446552465,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,HUN,OTHER,195240.164,0.00012118118681131155,7.487230111553143e-05,490.50298705672094,0.0,0.0,0.00012118118681131154,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,IDN,OTHER,62728.835,3.8934379672980294e-05,2.405576868264917e-05,490.50298705672094,0.0,0.0,3.8934379672980294e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,IND,OTHER,136596.596,8.478244065429719e-05,5.2383184164240894e-05,490.50298705672094,0.0,0.0,8.478244065429718e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,IRL,OTHER,20878.914,1.2959073205097841e-05,8.006817367625673e-06,490.50298705672094,0.0,0.0,1.2959073205097841e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,ISL,OTHER,1064.755,6.608695256129679e-07,4.083209896006217e-07,490.50298705672094,0.0,0.0,6.608695256129679e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,ISR,OTHER,153764.915,9.543843084274629e-05,5.8967032095322846e-05,490.50298705672094,0.0,0.0,9.543843084274628e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,ITA,OTHER,1176077.714,0.0007299650350880378,0.0004510119379835896,490.50298705672094,0.0,0.0,0.0007299650350880377,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,JPN,JPN,1525493.664,0.0009468396711480747,0.00023667102164316218,1212.4364834179496,0.0,0.0,0.0009468396711480747,-0.5739927583121232,approved national/OEM proxy equation,False
pv,AUS,2020,KHM,OTHER,1937.774,1.2027328203437816e-06,7.431134836674682e-07,490.50298705672094,0.0,0.0,1.2027328203437814e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,KOR,KOR,81644676.198,0.05067501765927056,0.03958517513699328,387.96180731061975,0.0,0.0,0.05067501765927056,-0.6035999212061967,approved national/OEM proxy equation,False
pv,AUS,2020,LKA,OTHER,2040.424,1.2664453709344538e-06,7.82478548478156e-07,490.50298705672094,0.0,0.0,1.2664453709344536e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,LVA,OTHER,2392.365,1.484887248844164e-06,9.174437727795515e-07,490.50298705672094,0.0,0.0,1.484887248844164e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,MDA,OTHER,1794.313,1.1136897982269924e-06,6.880978814969269e-07,490.50298705672094,0.0,0.0,1.1136897982269922e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,MEX,OTHER,11282437.398,0.007002755611360611,0.004326681728151944,490.50298705672094,0.0,0.0,0.007002755611360609,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,MYS,OTHER,8182033.432,0.005078404471221345,0.003137713359317036,490.50298705672094,0.0,0.0,0.005078404471221344,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,NLD,OTHER,21893.802,1.3588991403284557e-05,8.396014950631903e-06,490.50298705672094,0.0,0.0,1.3588991403284555e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,NZL,OTHER,753994.42,0.0004679874099301951,0.00028914797087381305,490.50298705672094,0.0,0.0,0.0004679874099301951,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,PHL,OTHER,573286.747,0.00035582621403993547,0.0002198487087263842,490.50298705672094,0.0,0.0,0.0003558262140399354,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,POL,OTHER,651741.213,0.0004045211398469415,0.00024993507150064526,490.50298705672094,0.0,0.0,0.0004045211398469415,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,ROU,OTHER,6478.898,4.0213065425894275e-06,2.4845810002127145e-06,490.50298705672094,0.0,0.0,4.0213065425894275e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,RUS,OTHER,3649.717,2.2652974087105337e-06,1.3996234412632129e-06,490.50298705672094,0.0,0.0,2.2652974087105332e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,S19,OTHER,6750921.662,0.0041901455228820226,0.002588898867574337,490.50298705672094,0.0,0.0,0.004190145522882022,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,SGP,OTHER,24719772.452,0.015343007822094051,0.009479741302274068,490.50298705672094,0.0,0.0,0.01534300782209405,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,SRB,OTHER,1297126.715,0.0008050974325567454,0.0004974328027632682,490.50298705672094,0.0,0.0,0.0008050974325567453,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,SUR,OTHER,2864.223,1.7777589166143869e-06,1.0983957528228196e-06,490.50298705672094,0.0,0.0,1.7777589166143867e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,SVK,OTHER,1506.98,9.353486555200308e-07,5.779090635013171e-07,490.50298705672094,0.0,0.0,9.353486555200308e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,SWE,OTHER,143496.309,8.906493762043085e-05,5.5029142755766915e-05,490.50298705672094,0.0,0.0,8.906493762043085e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,THA,OTHER,378233.566,0.00023476108337910706,0.00014504811338692192,490.50298705672094,0.0,0.0,0.00023476108337910706,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,TUR,OTHER,3737.696,2.3199039989532686e-06,1.433362350537246e-06,490.50298705672094,0.0,0.0,2.3199039989532686e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,USA,USA,3427220.524,0.0021271988409229422,0.0014250105221659574,452.3948500366057,0.0,0.0,0.002127198840922942,-0.4906304306778069,approved national/OEM proxy equation,False
pv,AUS,2020,VNM,OTHER,1879921.598,0.0011668251331619316,0.0007209277695497481,490.50298705672094,0.0,0.0,0.0011668251331619314,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2020,ZAF,OTHER,22614.889,1.4036553916365667e-05,8.672543313896825e-06,490.50298705672094,0.0,0.0,1.4036553916365664e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,ARE,OTHER,1732126.742,0.0009027445911839779,0.0006334830513326146,528.8413639391802,0.0,0.0,0.0009027445911839782,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,AUS,OTHER,0.0,0.25,0.17543252474705542,528.8413639391802,0.0,0.0,0.25000000000000006,0.0,assumed geometric mean of approved fitted prices; baseline only,True
pv,AUS,2021,AUT,OTHER,2203160.456,0.00114823652157691,0.0008057521279480566,528.8413639391802,0.0,0.0,0.0011482365215769105,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,BEL,OTHER,35204.173,1.8347604705969626e-05,1.287506646651683e-05,528.8413639391802,0.0,0.0,1.8347604705969633e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,BGR,OTHER,97760.951,5.0950757588529804e-05,3.575368016612391e-05,528.8413639391802,0.0,0.0,5.0950757588529824e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,BLR,OTHER,2337.405,1.2182016881281925e-06,8.548487911978155e-07,528.8413639391802,0.0,0.0,1.218201688128193e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,CAN,OTHER,235684.368,0.00012283326807422168,8.619580136477036e-05,528.8413639391802,0.0,0.0,0.0001228332680742217,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,CHE,OTHER,602314.877,0.00031391265097239227,0.00022028195564051194,528.8413639391802,0.0,0.0,0.0003139126509723924,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,CHN,CHN,1307923131.929,0.6816594331139961,0.772982038613002,327.2604837903864,0.0,0.0,0.6816594331139963,-0.5094069001785779,approved national/OEM proxy equation,False
pv,AUS,2021,CYM,OTHER,1866.718,9.728904570920672e-07,6.827065167599126e-07,528.8413639391802,0.0,0.0,9.728904570920674e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,CZE,OTHER,13510.008,7.041105222340751e-06,4.940955464659661e-06,528.8413639391802,0.0,0.0,7.041105222340754e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,DEU,DEU,3718636.159,0.001938067577689077,0.001150582000472623,625.0962047169435,0.0,0.0,0.0019380675776890775,-0.3874765003794204,approved national/OEM proxy equation,False
pv,AUS,2021,DNK,OTHER,162629.255,8.475862462005098e-05,5.9477678044733905e-05,528.8413639391802,0.0,0.0,8.475862462005101e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,DOM,OTHER,204554.294,0.0001066089899973135,7.481073710384915e-05,528.8413639391802,0.0,0.0,0.00010660898999731353,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,ECU,OTHER,2392.444,1.2468867481468402e-06,8.749779612041842e-07,528.8413639391802,0.0,0.0,1.2468867481468407e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,ESP,OTHER,488433.79,0.00025456044952280453,0.00017863272944212386,528.8413639391802,0.0,0.0,0.00025456044952280464,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,FIN,OTHER,154853.502,8.070608112370874e-05,5.663388629589159e-05,528.8413639391802,0.0,0.0,8.070608112370875e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,FJI,OTHER,11857.033,6.179612697325319e-06,4.336420229802968e-06,528.8413639391802,0.0,0.0,6.17961269732532e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,FRA,OTHER,3228848.151,0.0016828013409134457,0.0011808723515367046,528.8413639391802,0.0,0.0,0.0016828013409134462,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,GBR,OTHER,773706.036,0.0004032377782926673,0.000282964086077104,528.8413639391802,0.0,0.0,0.00040323777829266743,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,GRC,OTHER,5740.43,2.9917799938742837e-06,2.0994220712523827e-06,528.8413639391802,0.0,0.0,2.9917799938742846e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,HKG,OTHER,8408770.12,0.004382457449721338,0.0030753023000046243,528.8413639391802,0.0,0.0,0.004382457449721339,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,HUN,OTHER,186505.31,9.720227495315181e-05,6.820976202475556e-05,528.8413639391802,0.0,0.0,9.720227495315184e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,IDN,OTHER,147941.729,7.710382411794428e-05,5.410607413065548e-05,528.8413639391802,0.0,0.0,7.710382411794431e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,IND,OTHER,248090.586,0.00012929910335346786,9.073307259531732e-05,528.8413639391802,0.0,0.0,0.00012929910335346788,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,IRL,OTHER,43777.582,2.2815868150607353e-05,1.6010581415827912e-05,528.8413639391802,0.0,0.0,2.281586815060736e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,ISR,OTHER,4391670.442,0.0022888375553860303,0.0016061462043089987,528.8413639391802,0.0,0.0,0.002288837555386031,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,ITA,OTHER,1264640.492,0.0006591015173791738,0.0004625113730337748,528.8413639391802,0.0,0.0,0.0006591015173791739,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,JPN,JPN,1976421.162,0.0010300652201910595,0.00033964259321621565,1125.4808167424942,0.0,0.0,0.0010300652201910598,-0.5739927583121232,approved national/OEM proxy equation,False
pv,AUS,2021,KHM,OTHER,16216.576,8.45170616938833e-06,5.9308166068642365e-06,528.8413639391802,0.0,0.0,8.451706169388331e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,KOR,KOR,25976756.597,0.013538487655566988,0.013586696862096338,369.7871275242852,0.0,0.0,0.013538487655566993,-0.6035999212061967,approved national/OEM proxy equation,False
pv,AUS,2021,LTU,OTHER,33972.232,1.770554541120713e-05,1.2424514134046836e-05,528.8413639391802,0.0,0.0,1.770554541120714e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,LUX,OTHER,2765.199,1.4411580747925112e-06,1.011303998481824e-06,528.8413639391802,0.0,0.0,1.4411580747925116e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,LVA,OTHER,8700.255,4.534372660341595e-06,3.1819057757909944e-06,528.8413639391802,0.0,0.0,4.534372660341597e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,MEX,OTHER,11987575.534,0.006247648461470313,0.004384162973311174,528.8413639391802,0.0,0.0,0.006247648461470316,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,MNE,OTHER,1288.911,6.717507475371177e-07,4.7138771856463356e-07,528.8413639391802,0.0,0.0,6.717507475371178e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,MYS,OTHER,10807893.893,0.00563282554181367,0.00395272322504029,528.8413639391802,0.0,0.0,0.005632825541813671,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,NLD,OTHER,55182.017,2.8759597187358894e-05,2.0181474981146742e-05,528.8413639391802,0.0,0.0,2.8759597187358904e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,NOR,OTHER,2226.492,1.1603963853093134e-06,8.142850703286793e-07,528.8413639391802,0.0,0.0,1.1603963853093138e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,NZL,OTHER,249839.301,0.00013021049336292496,9.137262239687054e-05,528.8413639391802,0.0,0.0,0.00013021049336292502,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,PHL,OTHER,501364.986,0.0002612998912527215,0.00018336199855438384,528.8413639391802,0.0,0.0,0.0002612998912527216,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,POL,OTHER,869323.9,0.00045307160826223267,0.00031793398451460933,528.8413639391802,0.0,0.0,0.0004530716082622328,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,ROU,OTHER,13854.322,7.220553754386405e-06,5.066879900815348e-06,528.8413639391802,0.0,0.0,7.220553754386407e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,S19,OTHER,7691256.667,0.004008505952355974,0.002812889278741634,528.8413639391802,0.0,0.0,0.004008505952355976,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,SGP,OTHER,20286216.863,0.010572709320054165,0.007419188357735304,528.8413639391802,0.0,0.0,0.010572709320054169,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,SRB,OTHER,1849875.632,0.0009641126025355498,0.0006765468320130635,528.8413639391802,0.0,0.0,0.0009641126025355501,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,SUR,OTHER,5859.14,3.053648913636883e-06,2.142837354441686e-06,528.8413639391802,0.0,0.0,3.0536489136368842e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,SWE,OTHER,95720.573,4.988735953640806e-05,3.500746174574464e-05,528.8413639391802,0.0,0.0,4.988735953640807e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,THA,OTHER,569994.897,0.00029706822127524124,0.00020846171232173,528.8413639391802,0.0,0.0,0.00029706822127524134,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,TUN,OTHER,21873.309,1.1399865213238434e-05,7.999628544538192e-06,528.8413639391802,0.0,0.0,1.1399865213238437e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,TUR,OTHER,4425.776,2.3066125872397972e-06,1.6186194791712613e-06,528.8413639391802,0.0,0.0,2.306612587239798e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,USA,USA,4173237.901,0.00217499554247499,0.001661334660409028,485.8439141305412,0.0,0.0,0.002174995542474991,-0.4906304306778069,approved national/OEM proxy equation,False
pv,AUS,2021,VNM,OTHER,15527957.06,0.008092813827160497,0.005678971048026586,528.8413639391802,0.0,0.0,0.008092813827160499,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2021,ZAF,OTHER,30557.135,1.5925675456911006e-05,1.1175525814832454e-05,528.8413639391802,0.0,0.0,1.5925675456911012e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,ARE,OTHER,536276.596,0.0002633631536076274,0.00018912447105239337,492.7726862899613,0.0,0.0,0.00026336315360762734,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,AUS,OTHER,0.0,0.25,0.17952821841410777,492.7726862899613,0.0,0.0,0.25,0.0,assumed geometric mean of approved fitted prices; baseline only,True
pv,AUS,2022,BGR,OTHER,2493.347,1.2244720986446273e-06,8.793091774698142e-07,492.7726862899613,0.0,0.0,1.2244720986446271e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,BRA,OTHER,1215.761,5.970550521529055e-07,4.2875291923261327e-07,492.7726862899613,0.0,0.0,5.970550521529055e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,CAN,OTHER,91759.777,4.5062835904650657e-05,3.236020258659688e-05,492.7726862899613,0.0,0.0,4.506283590465065e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,CHE,OTHER,24902.355,1.2229440542388816e-05,8.782118691105294e-06,492.7726862899613,0.0,0.0,1.2229440542388814e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,CHN,CHN,1415914882.964,0.6953497721115797,0.7789766058639112,315.87717213559927,0.0,0.0,0.6953497721115797,-0.5094069001785779,approved national/OEM proxy equation,False
pv,AUS,2022,DEU,DEU,828199.163,0.0004067250836784185,0.00023752083545486153,605.952504611942,0.0,0.0,0.0004067250836784184,-0.3874765003794204,approved national/OEM proxy equation,False
pv,AUS,2022,DNK,OTHER,21054.088,1.0339572999028478e-05,7.424980478712783e-06,492.7726862899613,0.0,0.0,1.0339572999028476e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,ESP,OTHER,91231.485,4.48033939521518e-05,3.217389398054089e-05,492.7726862899613,0.0,0.0,4.4803393952151796e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,FJI,OTHER,1060.718,5.209140948011376e-07,3.7407511754578345e-07,492.7726862899613,0.0,0.0,5.209140948011375e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,FRA,OTHER,260374.872,0.00012786899134062214,9.182436882316346e-05,492.7726862899613,0.0,0.0,0.00012786899134062214,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,GBR,OTHER,32404.683,1.5913801889156976e-05,1.1427906005421656e-05,492.7726862899613,0.0,0.0,1.5913801889156973e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,HKG,OTHER,3305148.445,0.0016231443328109467,0.0011656008411940193,492.7726862899613,0.0,0.0,0.0016231443328109465,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,IDN,OTHER,8507.368,4.177932212765469e-06,3.0002269072507827e-06,492.7726862899613,0.0,0.0,4.177932212765469e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,IND,OTHER,360821.498,0.00017719790181316847,0.00012724809447694452,492.7726862899613,0.0,0.0,0.00017719790181316847,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,IRL,OTHER,4114.244,2.020487715916022e-06,1.4509382398639732e-06,492.7726862899613,0.0,0.0,2.0204877159160216e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,ITA,OTHER,264698.927,0.00012999251634556724,9.334929946674588e-05,492.7726862899613,0.0,0.0,0.00012999251634556724,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,JPN,JPN,366639.065,0.00018005488420410554,6.316899075917247e-05,1008.649571198117,0.0,0.0,0.00018005488420410552,-0.5739927583121232,approved national/OEM proxy equation,False
pv,AUS,2022,KOR,KOR,13709240.001,0.006732549410429973,0.007187638896512388,331.4611547751219,0.0,0.0,0.006732549410429973,-0.6035999212061967,approved national/OEM proxy equation,False
pv,AUS,2022,MEX,OTHER,2008750.024,0.0009864885864421299,0.0007084101536392284,492.7726862899613,0.0,0.0,0.0009864885864421297,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,MYS,OTHER,31971653.429,0.015701142910050755,0.011275192854826846,492.7726862899613,0.0,0.0,0.015701142910050755,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,NLD,OTHER,20751.701,1.0191072030453768e-05,7.318340021428834e-06,492.7726862899613,0.0,0.0,1.0191072030453765e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,NZL,OTHER,250851.179,0.00012319194624639453,8.846572253032696e-05,492.7726862899613,0.0,0.0,0.00012319194624639453,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,PHL,OTHER,10662.717,5.236414932315376e-06,3.76033697470244e-06,492.7726862899613,0.0,0.0,5.236414932315375e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,PYF,OTHER,1678.615,8.243606813918604e-07,5.919840178436825e-07,492.7726862899613,0.0,0.0,8.243606813918603e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,S19,OTHER,4015779.628,0.001972132281945313,0.0014162135802183637,492.7726862899613,0.0,0.0,0.001972132281945313,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,SGP,OTHER,34662917.569,0.01702281127370524,0.012224299921471561,492.7726862899613,0.0,0.0,0.01702281127370524,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,SWE,OTHER,2756.279,1.3535968846615069e-06,9.720353486166672e-07,492.7726862899613,0.0,0.0,1.3535968846615067e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,THA,OTHER,33854.5,1.662580084663889e-05,1.1939201622819377e-05,492.7726862899613,0.0,0.0,1.6625800846638886e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,TUR,OTHER,1061.225,5.211630803430668e-07,3.7425391726879715e-07,492.7726862899613,0.0,0.0,5.211630803430668e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,USA,USA,595799.524,0.0002925946101861273,0.00022803541375744345,454.0496694376206,0.0,0.0,0.0002925946101861273,-0.4906304306778069,approved national/OEM proxy equation,False
pv,AUS,2022,VNM,OTHER,17759457.4,0.008721593935127302,0.0062630888836187676,492.7726862899613,0.0,0.0,0.008721593935127302,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2022,ZAF,OTHER,36110.587,1.7733755569192493e-05,1.2734838172513558e-05,492.7726862899613,0.0,0.0,1.773375556919249e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,ARE,OTHER,5149.931,2.8745343389357707e-06,1.7894830075137234e-06,360.6548905127667,0.0,0.0,2.8745343389357702e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,AUS,OTHER,0.0,0.25,0.15563242568327065,360.6548905127667,0.0,0.0,0.24999999999999997,0.0,assumed geometric mean of approved fitted prices; baseline only,True
pv,AUS,2023,AUT,OTHER,1090.692,6.087909929671939e-07,3.789904758784454e-07,360.6548905127667,0.0,0.0,6.087909929671938e-07,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,BGR,OTHER,6728.847,3.7558370710102605e-06,2.338120135329909e-06,360.6548905127667,0.0,0.0,3.75583707101026e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,CAN,OTHER,77828.006,4.344121810134916e-05,2.7043448590995898e-05,360.6548905127667,0.0,0.0,4.344121810134915e-05,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,CHE,OTHER,3116.687,1.7396395806496652e-06,1.0829773110045405e-06,360.6548905127667,0.0,0.0,1.739639580649665e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,CHN,CHN,1288209082.81,0.7190390015451273,0.8250060113187699,195.68035971721693,0.0,0.0,0.7190390015451272,-0.5094069001785779,approved national/OEM proxy equation,False
pv,AUS,2023,DEU,DEU,227285.079,0.00012686359570899676,6.630165316452193e-05,429.6002868090761,0.0,0.0,0.00012686359570899673,-0.3874765003794204,approved national/OEM proxy equation,False
pv,AUS,2023,DNK,OTHER,15186.916,8.476873096849857e-06,5.277105289088007e-06,360.6548905127667,0.0,0.0,8.476873096849855e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,ESP,OTHER,1689479.148,0.0009430157075584021,0.0005870552880989597,360.6548905127667,0.0,0.0,0.0009430157075584021,0.0,assumed geometric mean of approved fitted prices; baseline only,False
pv,AUS,2023,FJI,OTHER,6227.937,3.4762443938042335e-06,2.1640653891024942e-06,360.6548905127667,0.0,0.0,3.476244393804233e-06,0.0,assumed geometric mean of approved fitted prices; baseline only,False
