typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,destination,reporterDesc,flowCode,flowDesc,partnerCode,supplier,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,requested_reporter_iso3,technology,year
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,598.0,False,-1,,,False,108338.0,False,,False,,19191691.0,19191691.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,208,DNK,Denmark,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,740.0,False,-1,,,False,7659.0,False,,False,,43403.0,43403.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,251,FRA,France,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1.0,False,-1,,,False,44.0,False,,False,,3741.0,3741.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,15.0,False,-1,,,False,266.0,False,,False,,18354.0,18354.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,392,JPN,Japan,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,6.0,False,-1,,,False,210.0,False,,False,,40876.0,40876.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,410,KOR,Rep. of Korea,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1.0,False,-1,,,False,40.0,False,,False,,3339.0,3339.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,490,S19,"Other Asia, nes",0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,43.0,False,-1,,,False,1184.0,False,,False,,15953.0,15953.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,520,NRU,Nauru,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,10.0,False,-1,,,False,17319.0,False,,False,,112726.0,112726.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3.0,False,-1,,,False,2125.0,False,,False,,56619.0,56619.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,554,NZL,New Zealand,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1.0,False,-1,,,False,27.0,False,,False,,2415.0,2415.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,699,IND,India,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,28.0,False,-1,,,False,288100.0,False,,False,,1914114.0,1914114.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,702,SGP,Singapore,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,340.0,False,-1,,,False,72811.0,False,,False,,843928.0,843928.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,710,ZAF,South Africa,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4.0,False,-1,,,False,711.0,False,,False,,11784.0,11784.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,780,TTO,Trinidad and Tobago,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4.0,False,-1,,,False,63.0,False,,False,,5781.0,5781.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,72.0,False,-1,,,False,16133.0,False,,False,,380933.0,380933.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,842,USA,USA,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,6.0,False,-1,,,False,222.0,False,,False,,13305.0,13305.0,0,True,False,AUS,wind,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,36,AUS,Australia,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,6520.0,False,-1,,,False,105431.0,False,,False,,2683158.0,2683158.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,40,AUT,Austria,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,15162.0,False,-1,,,False,58.0,False,,False,,273422.0,273422.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,56,BEL,Belgium,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,330373.0,False,-1,,,False,79780.0,False,,False,,488086.0,488086.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,92,VGB,Br. Virgin Isds,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1000.0,False,-1,,,False,68.0,False,,False,,14044.0,14044.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,100,BGR,Bulgaria,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,15.0,False,-1,,,False,4.0,False,,False,,4021.0,4021.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,124,CAN,Canada,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,9161.0,False,-1,,,False,89649.0,False,,False,,2619007.0,2619007.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,17488954.0,False,-1,,,False,44906601.0,False,,False,,782470421.0,782470421.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,188,CRI,Costa Rica,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4200.0,False,-1,,,False,3.0,False,,False,,1191.0,1191.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,191,HRV,Croatia,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,10.0,False,-1,,,False,156.0,False,,False,,1382.0,1382.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,203,CZE,Czechia,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,17286.0,False,-1,,,False,295576.0,False,,False,,6935911.0,6935911.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,208,DNK,Denmark,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,998.0,False,-1,,,False,13822.0,False,,False,,85748.0,85748.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,214,DOM,Dominican Rep.,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,289.0,False,-1,,,False,599.0,True,,False,,10458.0,10458.0,4,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,242,FJI,Fiji,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2350.0,False,-1,,,False,129.0,True,,False,,2257.0,2257.0,4,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,246,FIN,Finland,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,48.0,False,-1,,,False,11468.0,False,,False,,20270.0,20270.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,251,FRA,France,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,60336.0,False,-1,,,False,346.0,False,,False,,65647.0,65647.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3013461.0,False,-1,,,False,1708050.0,False,,False,,23942956.0,23942956.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1382339.0,False,-1,,,False,281647.0,False,,False,,5665870.0,5665870.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,348,HUN,Hungary,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3705.0,False,-1,,,False,20.0,False,,False,,18247.0,18247.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,360,IDN,Indonesia,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,61792.0,False,-1,,,False,208021.0,False,,False,,603384.0,603384.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,372,IRL,Ireland,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,188.0,False,-1,,,False,67.0,False,,False,,10399.0,10399.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,376,ISR,Israel,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,19237.0,False,-1,,,False,1933678.0,False,,False,,8348983.0,8348983.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4802.0,False,-1,,,False,6475.0,False,,False,,278507.0,278507.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,392,JPN,Japan,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,13672851.0,False,-1,,,False,6924328.0,False,,False,,121385160.0,121385160.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,400,JOR,Jordan,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2.0,False,-1,,,False,45.0,False,,False,,1499.0,1499.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,410,KOR,Rep. of Korea,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3794663.0,False,-1,,,False,1048047.0,False,,False,,23835541.0,23835541.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,442,LUX,Luxembourg,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3.0,False,-1,,,False,156.0,True,,False,,2716.0,2716.0,4,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,446,MAC,"China, Macao SAR",0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,295.0,False,-1,,,False,84.0,False,,False,,7664.0,7664.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,458,MYS,Malaysia,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,18724830.0,False,-1,,,False,267399.0,False,,False,,7373551.0,7373551.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,470,MLT,Malta,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,600.0,False,-1,,,False,22.0,False,,False,,2677.0,2677.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,484,MEX,Mexico,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,70111.0,False,-1,,,False,585585.0,False,,False,,13642201.0,13642201.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,490,S19,"Other Asia, nes",0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,7523834.0,False,-1,,,False,605260.0,False,,False,,8470837.0,8470837.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,504,MAR,Morocco,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,30000.0,False,-1,,,False,14.0,False,,False,,2451.0,2451.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,119255.0,False,-1,,,False,71090.0,False,,False,,1233182.0,1233182.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,554,NZL,New Zealand,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,28274.0,False,-1,,,False,10909.0,False,,False,,571434.0,571434.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,579,NOR,Norway,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4.0,False,-1,,,False,4.0,False,,False,,12881.0,12881.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,608,PHL,Philippines,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,435495.0,False,-1,,,False,166661.0,False,,False,,5435896.0,5435896.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,616,POL,Poland,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2402.0,False,-1,,,False,42929.0,False,,False,,995626.0,995626.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,620,PRT,Portugal,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,193.0,False,-1,,,False,810.0,False,,False,,140716.0,140716.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,643,RUS,Russian Federation,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,128.0,False,-1,,,False,1846.0,False,,False,,41374.0,41374.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,699,IND,India,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,84569.0,False,-1,,,False,1565439.0,False,,False,,29380387.0,29380387.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,702,SGP,Singapore,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,518764.0,False,-1,,,False,876260.0,False,,False,,18697474.0,18697474.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,703,SVK,Slovakia,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,5.0,False,-1,,,False,10.0,False,,False,,3048.0,3048.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,705,SVN,Slovenia,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,195022.0,False,-1,,,False,482.0,False,,False,,146686.0,146686.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,710,ZAF,South Africa,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2029.0,False,-1,,,False,531.0,False,,False,,31288.0,31288.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,117.0,False,-1,,,False,1412.0,False,,False,,34285.0,34285.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,752,SWE,Sweden,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,217.0,False,-1,,,False,57.0,False,,False,,71199.0,71199.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,757,CHE,Switzerland,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,126089.0,False,-1,,,False,533132.0,False,,False,,16306675.0,16306675.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,764,THA,Thailand,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1394580.0,False,-1,,,False,21482.0,False,,False,,982398.0,982398.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,784,ARE,United Arab Emirates,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,868.0,False,-1,,,False,19365.0,False,,False,,492263.0,492263.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,792,TUR,Türkiye,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,30.0,False,-1,,,False,1642.0,False,,False,,19226.0,19226.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,465810.0,False,-1,,,False,12722.0,False,,False,,1898819.0,1898819.0,0,True,False,AUS,pv,2010
C,A,20100101,2010,52,2010,36,AUS,Australia,M,Import,842,USA,USA,0,W00,World,H3,HS,True,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,524197.0,False,-1,,,False,311200.0,False,,False,,9661831.0,9661831.0,0,True,False,AUS,pv,2010
C,A,20110101,2011,52,2011,36,AUS,Australia,M,Import,124,CAN,Canada,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1.0,False,-1,,,False,44.0,False,,False,,1912.0,1912.0,0,True,False,AUS,wind,2011
C,A,20110101,2011,52,2011,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H3,HS,True,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1100.0,False,-1,,,False,50017.0,False,,False,,29995790.0,29995790.0,0,True,False,AUS,wind,2011
