technology,iso3,country,country_cn,spec,Q_scope,H_scope,first_year,last_year,N,p_mean,df_resid,R2,adj_R2,RMSE_log,AIC,AICc,BIC,VIF,correlation_logQ_logH,condition_standardized,a,b,g,p_HAC_b,p_HAC_g,covariance_HAC,rolling_RMSE_log,rolling_MAE_log,rolling_test_N
pv,BRA,Brazil,巴西,DG,domestic,global,2010,2024,15,3,12,0.9566979794581059,0.9494809760344568,0.17519596890297837,-1.6873472825355371,2.312652717464463,1.1448535218733031,16.234248509237915,0.9687114276031066,7.932282213674112,17.22916709951346,-0.18200987407731384,-0.8879652481699418,5.5520307050116104e-05,0.053625977374014415,"[[20.567634345125896, 0.12708123253012626, -1.882036293700784], [0.12708123252530124, 0.0008979423975679583, -0.011649543422450198], [-1.882036293643079, -0.011649543422568923, 0.17223153000034075]]",0.13947365185245894,0.12528096658083207,7
pv,BRA,Brazil,巴西,GG,global,global,2010,2024,15,3,12,0.9470786528605276,0.9382584283372822,0.19368031100137742,1.321765177987718,5.321765177987718,4.153965982396558,24.27058139257344,0.9791822381801047,9.75047728088076,19.28486532039541,-0.5965106053168867,-0.7437543095796464,0.017349701963937418,0.4809016310951154,"[[97.77806767099264, 2.0460430142703956, -10.103502038643839], [2.04604301430086, 0.04678540740170878, -0.2136874468034522], [-10.103502038821262, -0.21368744680385854, 1.0453216769116924]]",0.2725131856124061,0.23012670302119112,7
pv,CHN,China,中国,G0,global,none,2010,2024,15,2,13,0.9742059750411496,0.9722218192750842,0.10418178085966062,-19.280384386254582,-17.098566204436402,-17.15623378294795,1.0,,1.0,10.63565459743868,-0.5797183904254224,,2.055690405140585e-10,,"[[0.03623049381187599, -0.00621419622719669], [-0.006214196227196672, 0.0010993023082460608]]",0.13242443580026192,0.12008504345307942,7
pv,CHN,China,中国,D0,domestic,none,2010,2024,15,2,13,0.9606467087410904,0.957619532490405,0.12868346574421197,-12.943833321734147,-10.762015139915965,-10.819682718427517,1.0,,1.0000000000000002,8.600189713928405,-0.32255290669026027,,8.110622753449676e-09,,"[[0.015151459626681142, -0.0028920962322167704], [-0.002892096232216772, 0.0006175832257492719]]",0.18141744034742016,0.14806023203295013,7
pv,CHN,China,中国,GD,global,domestic,2010,2024,15,3,12,0.9748932939185724,0.9707088429050011,0.10278437235373175,-17.68550272653789,-13.68550272653789,-14.85330192212905,29.02848871810798,0.982624589020562,10.682003137485653,9.347270717439592,-0.6612396084764613,0.17563850703253792,0.0007701403349202225,0.5692159038236047,"[[4.715618242819453, 0.3050571278348002, -0.6490097123886773], [0.3050571278351977, 0.02191556656426688, -0.04324590479606011], [-0.6490097123896321, -0.04324590479606455, 0.09006229679163813]]",0.1443951573868523,0.11324582817600959,7
pv,CHN,China,中国,DD,domestic,domestic,2010,2024,15,3,12,0.9770521131453003,0.9732274653361837,0.09826606581856402,-19.034139658425218,-15.034139658425218,-16.201938854016376,8.58791996785148,0.9399773234070942,5.685133242566409,12.803000399047637,-0.20644175003160214,-0.46673014540382907,0.0003409204394048541,0.010100959044052222,"[[1.877980460150468, 0.051014061818341616, -0.20945712589017895], [0.05101406181841489, 0.001744956082632902, -0.005835924439887858], [-0.2094571258904282, -0.005835924439886696, 0.023430345589543072]]",0.14203384131543628,0.11537970216485949,7
pv,CHN,China,中国,DG,domestic,global,2010,2024,15,3,12,0.9701005330416103,0.9651172885485453,0.1121666997576895,-15.0649177103286,-11.0649177103286,-12.23271690591976,7.861128458992185,0.9342332685991107,5.423145986254466,17.00490686591162,-0.23873811905893738,-0.8056239994763787,0.00037346735725588394,0.048347513277906116,"[[14.372254241625413, 0.16678292632339442, -1.3893823821220863], [0.16678292632285263, 0.0023855570439678623, -0.01630067313756811], [-1.3893823821174234, -0.016300673137574495, 0.13439438746241983]]",0.23747843051722126,0.1973257326690106,7
pv,CHN,China,中国,GG,global,global,2010,2024,15,3,12,0.9805178324692417,0.9772708045474487,0.09054216101921288,-21.490034078157947,-17.490034078157947,-18.657833273749105,24.27058139257344,0.9791822381801047,9.75047728088076,-0.6203090881078452,-0.80481755877216,1.1566577325977168,5.370333395085448e-05,0.06806784822954187,"[[30.35676616540144, 0.7119808494050561, -3.17753220356499], [0.7119808494041502, 0.017431475751826728, -0.07493146432642483], [-3.17753220355538, -0.07493146432632464, 0.33283331381813497]]",0.24186056487594454,0.1815301408510425,7
pv,DEU,Germany,德国,G0,global,none,2010,2024,15,2,13,0.9611172535599857,0.9581262730646,0.11283529670472371,-16.886626248357814,-14.704808066539632,-14.762475645051184,1.0,,1.0,10.240637710083517,-0.5079420409552607,,9.362520198065122e-11,,"[[0.02225097506153829, -0.003976415887689477], [-0.003976415887689471, 0.000744401993124848]]",0.17619943164739021,0.12921804389939354,7
pv,DEU,Germany,德国,D0,domestic,none,2010,2024,15,2,13,0.9115228532086589,0.9047169188400942,0.17020882087647088,-4.553721133346475,-2.371902951528293,-2.429570530039845,1.0,,1.0000000000000004,12.551808544313818,-1.395197497801831,,1.4982423521408456e-08,,"[[0.190362448114388, -0.04888412652111072], [-0.04888412652111033, 0.012789771521352406]]",0.1896339849587474,0.1734434905869069,7
