technology,iso3,country,country_cn,spec,Q_scope,H_scope,first_year,last_year,N,p_mean,df_resid,year,actual_log,fitted_log,residual_log
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2011,7.992479853891423,8.259993910146056,-0.2675140562546332
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2012,8.078117777454098,8.146052286775365,-0.0679345093212671
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2013,8.042026200774057,7.9862135809622705,0.05581261981178631
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2014,7.975812415292794,7.834930209192442,0.1408822061003523
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2015,8.008271386398194,7.73350428719143,0.27476709920676434
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2016,7.942761616224381,7.687900238612267,0.254861377612114
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2017,7.812547471561847,7.671973686424605,0.14057378513724217
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2018,7.701071236286506,7.640521110358416,0.06055012592808939
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2019,7.970509191204135,7.618909209867691,0.3515999813364443
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2020,7.413759721736146,7.6026661057766045,-0.18890638404045834
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2021,7.348568602533549,7.585085204729902,-0.23651660219635318
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2022,7.506590549287155,7.520031900161063,-0.013441350873907965
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2023,7.282182345930029,7.480070307964878,-0.19788796203484882
wind,CAN,Canada,加拿大,D0,domestic,none,2011,2024,14,2,12,2024,7.120871084593835,7.427717415005117,-0.3068463304112816
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2011,7.992479853891423,7.996152224269556,-0.003672370378133394
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2012,8.078117777454098,8.033768930586794,0.04434884686730456
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2013,8.042026200774057,8.056228893972502,-0.01420269319844536
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2014,7.975812415292794,8.047613614717381,-0.07180119942458685
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2015,8.008271386398194,7.997617103024085,0.010654283374108786
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2016,7.942761616224381,7.934012342635213,0.008749273589168105
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2017,7.812547471561847,7.8420703842422075,-0.02952291268036067
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2018,7.701071236286506,7.794222507065836,-0.09315127077933028
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2019,7.970509191204135,7.6882277159421,0.2822814752620353
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2020,7.413759721736146,7.534804413243901,-0.12104469150775454
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2021,7.348568602533549,7.44373591718432,-0.09516731465077122
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2022,7.506590549287155,7.381823924577396,0.12476662470975963
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2023,7.282182345930029,7.281968282588211,0.00021406334181861553
wind,CAN,Canada,加拿大,GD,global,domestic,2011,2024,14,3,11,2024,7.120871084593835,7.163323199118606,-0.042452114524770934
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2011,7.992479853891423,7.959935285131316,0.03254456876010714
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2012,8.078117777454098,8.096056046543364,-0.017938269089265546
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2013,8.042026200774057,8.049143267857659,-0.007117067083601825
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2014,7.975812415292794,8.004518767505473,-0.028706352212679143
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2015,8.008271386398194,7.971476523620318,0.03679486277787625
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2016,7.942761616224381,7.923199451367981,0.019562164856400166
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2017,7.812547471561847,7.837213214118417,-0.024665742556570613
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2018,7.701071236286506,7.804507103136954,-0.10343586685044848
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2019,7.970509191204135,7.690771293620583,0.2797378975835523
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2020,7.413759721736146,7.573648212396634,-0.15988849066048783
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2021,7.348568602533549,7.494352132174049,-0.14578352964050012
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2022,7.506590549287155,7.391123736898147,0.11546681238900813
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2023,7.282182345930029,7.283513909904091,-0.0013315639740616447
wind,CAN,Canada,加拿大,DD,domestic,domestic,2011,2024,14,3,11,2024,7.120871084593835,7.116110508893266,0.004760575700569092
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2011,7.992479853891423,7.993865642512009,-0.001385788620586581
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2012,8.078117777454098,8.135343837766696,-0.05722606031259758
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2013,8.042026200774057,8.002056808470202,0.039969392303854434
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2014,7.975812415292794,7.957492341658112,0.018320073634682466
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2015,8.008271386398194,7.855606905669111,0.1526644807290829
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2016,7.942761616224381,7.837112942286386,0.10564867393799471
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2017,7.812547471561847,7.884248381633177,-0.07170091007133017
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2018,7.701071236286506,7.8250676853304695,-0.12399644904396379
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2019,7.970509191204135,7.728678673665193,0.2418305175389417
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2020,7.413759721736146,7.634238009799203,-0.22047828806305692
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2021,7.348568602533549,7.570871594644047,-0.22230299211049864
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2022,7.506590549287155,7.416143278605782,0.09044727068137348
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2023,7.282182345930029,7.259689551517859,0.022492794412170447
wind,CAN,Canada,加拿大,DG,domestic,global,2011,2024,14,3,11,2024,7.120871084593835,7.095153799609738,0.025717284984096977
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2011,7.992479853891423,8.011625741868125,-0.019145887976701914
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2012,8.078117777454098,8.045061884662932,0.033055892791166386
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2013,8.042026200774057,8.039188962393045,0.0028372383810122415
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2014,7.975812415292794,8.039475874387831,-0.06366345909503668
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2015,8.008271386398194,7.9543994920581005,0.05387189434009354
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2016,7.942761616224381,7.902498277554958,0.040263338669422666
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2017,7.812547471561847,7.872548146950453,-0.060000675388605984
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2018,7.701071236286506,7.808719850512397,-0.10764861422589167
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2019,7.970509191204135,7.7085440818550826,0.2619651093490525
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2020,7.413759721736146,7.556050549985293,-0.14229082824914663
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2021,7.348568602533549,7.468206110519691,-0.11963750798614203
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2022,7.506590549287155,7.385286589255781,0.12130396003137456
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2023,7.282182345930029,7.259252467803853,0.02292987812617664
wind,CAN,Canada,加拿大,GG,global,global,2011,2024,14,3,11,2024,7.120871084593835,7.144711423360188,-0.02384033876635261
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2011,7.448482861141216,7.548652505422347,-0.10016964428113084
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2012,7.426507638597574,7.482711815611358,-0.05620417701378422
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2013,7.37514678872347,7.443204307681381,-0.06805751895791179
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2014,7.390324011635333,7.389397469621921,0.000926542013412579
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2015,7.3607446963661545,7.329845210365466,0.03089948600068837
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2016,7.357187237739791,7.290177600198188,0.06700963754160316
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2017,7.303257499998392,7.25811877172051,0.04513872827788212
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2018,7.338759061220362,7.228391794668939,0.11036726655142282
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2019,7.283301834457161,7.1943788290619395,0.08892300539522147
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2020,7.304996767213877,7.137400077552391,0.16759668966148666
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2021,7.181427242789888,7.103182845873199,0.07824439691668861
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2022,7.065421758302971,7.072566544436521,-0.00714478613354963
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2023,6.9175684868199685,7.032608410788988,-0.11503992396901985
wind,CHN,China,中国,G0,global,none,2011,2024,14,2,12,2024,6.752230985946027,6.994720687948988,-0.2424897020029606
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2011,7.448482861141216,7.557839295038153,-0.10935643389693706
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2012,7.426507638597574,7.489877504637541,-0.06336986603996753
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2013,7.37514678872347,7.437452710398906,-0.06230592167543669
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2014,7.390324011635333,7.381541550183134,0.008782461452199186
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2015,7.3607446963661545,7.308951990058162,0.051792706307992376
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2016,7.357187237739791,7.2803883480208595,0.07679888971893156
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2017,7.303257499998392,7.257796521613206,0.04546097838518648
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2018,7.338759061220362,7.23185103777606,0.10690802344430139
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2019,7.283301834457161,7.2023808398756834,0.0809209945814775
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2020,7.304996767213877,7.132137903520081,0.17285886369379622
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2021,7.181427242789888,7.107501203090199,0.07392603969968903
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2022,7.065421758302971,7.082767274563691,-0.017345516260720117
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2023,6.9175684868199685,7.0379003001027804,-0.12033181328281195
wind,CHN,China,中国,D0,domestic,none,2011,2024,14,2,12,2024,6.752230985946027,6.996970392073776,-0.24473940612774925
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2011,7.448482861141216,7.377642429267679,0.07084043187353739
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2012,7.426507638597574,7.442260945098754,-0.01575330650118012
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2013,7.37514678872347,7.428051977093255,-0.05290518836978553
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2014,7.390324011635333,7.453782668800067,-0.06345865716473398
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2015,7.3607446963661545,7.355029583525986,0.005715112840168679
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2016,7.357187237739791,7.344996416745136,0.01219082099465485
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2017,7.303257499998392,7.355771122366804,-0.052513622368411284
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2018,7.338759061220362,7.324277459183791,0.014481602036570784
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2019,7.283301834457161,7.2593521663686955,0.023949668088465437
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2020,7.304996767213877,7.1764719440642235,0.12852482314965386
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2021,7.181427242789888,7.171259649316752,0.010167593473135561
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2022,7.065421758302971,7.085185984742329,-0.01976422643935738
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2023,6.9175684868199685,6.9316478020838,-0.01407931526383166
wind,CHN,China,中国,GD,global,domestic,2011,2024,14,3,11,2024,6.752230985946027,6.799626722294798,-0.047395736348771145
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2011,7.448482861141216,7.391935099055512,0.056547762085704
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2012,7.426507638597574,7.45739200724387,-0.030884368646296068
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2013,7.37514678872347,7.419690730997493,-0.04454394227402325
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2014,7.390324011635333,7.4441025562959044,-0.05377854466057119
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2015,7.3607446963661545,7.31855897667535,0.042185719690804646
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2016,7.357187237739791,7.329793819218348,0.02739341852144328
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2017,7.303257499998392,7.359482019300483,-0.05622451930209049
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2018,7.338759061220362,7.334473258464518,0.004285802755843449
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2019,7.283301834457161,7.276129158649067,0.007172675808093665
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2020,7.304996767213877,7.166647591919364,0.13834917529451296
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2021,7.181427242789888,7.179932955381513,0.0014942874083745394
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2022,7.065421758302971,7.101925423194796,-0.03650366489182488
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2023,6.9175684868199685,6.933790460168868,-0.016221973348899077
wind,CHN,China,中国,DD,domestic,domestic,2011,2024,14,3,11,2024,6.752230985946027,6.791502814386936,-0.03927182844090904
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2011,7.448482861141216,7.388877264946929,0.05960559619428718
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2012,7.426507638597574,7.435987203137495,-0.00947956453992127
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2013,7.37514678872347,7.427330332417566,-0.05218354369409628
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2014,7.390324011635333,7.443316632325319,-0.05299262068998534
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2015,7.3607446963661545,7.377370216639271,-0.01662552027311648
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2016,7.357187237739791,7.364225650807869,-0.007038413068078064
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2017,7.303257499998392,7.363975584612368,-0.060718084613975876
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2018,7.338759061220362,7.327780811674064,0.010978249546298002
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2019,7.283301834457161,7.264706083082389,0.018595751374771652
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2020,7.304996767213877,7.143031689876546,0.16196507733733156
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2021,7.181427242789888,7.0968564563435015,0.08457078644638649
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2022,7.065421758302971,7.04838657771827,0.017035180584700882
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2023,6.9175684868199685,6.953593149317169,-0.03602466249720049
wind,CHN,China,中国,DG,domestic,global,2011,2024,14,3,11,2024,6.752230985946027,6.869919218053591,-0.11768823210756363
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2011,7.448482861141216,7.3849311610165,0.06355170012471678
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2012,7.426507638597574,7.426990103289038,-0.0004824646914638464
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2013,7.37514678872347,7.432829330982726,-0.05768254225925595
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2014,7.390324011635333,7.44697389429478,-0.05664988265944704
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2015,7.3607446963661545,7.398812354378007,-0.038067658011852856
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2016,7.357187237739791,7.370295249561355,-0.01310801182156407
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2017,7.303257499998392,7.356212738677627,-0.05295523867923446
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2018,7.338759061220362,7.316208759831279,0.022550301389082428
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2019,7.283301834457161,7.250151259811131,0.03315057464603033
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2020,7.304996767213877,7.150941395311657,0.15405537190222063
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2021,7.181427242789888,7.094152205148253,0.08727503764163469
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2022,7.065421758302971,7.040111244830269,0.025310513472701857
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2023,6.9175684868199685,6.956268481700581,-0.03869999488061282
wind,CHN,China,中国,GG,global,global,2011,2024,14,3,11,2024,6.752230985946027,6.880478692118995,-0.1282477061729681
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2011,7.902790323466473,7.905162394497932,-0.0023720710314591997
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2012,7.80682771568095,7.857343065377245,-0.0505153496962949
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2013,7.794635981702214,7.828692735363154,-0.03405675366093952
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2014,7.781093079761682,7.789672717442746,-0.008579637681063623
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2015,7.762292260005773,7.746486194926412,0.015806065079360998
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2016,7.743043335304642,7.7177197608557755,0.02532357444886646
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2017,7.742887623071207,7.694471116132888,0.04841650693831845
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2018,7.726294081527121,7.672913499682912,0.05338058184420902
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2019,7.64902565918817,7.648247740173968,0.0007779190142018777
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2020,7.644494798911768,7.606927491945887,0.0375673069658804
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2021,7.572627455231146,7.58211360134274,-0.009486146111593818
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2022,7.606755013034698,7.559911058435542,0.046843954599156135
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2023,7.490990392769712,7.530933940522206,-0.03994354775249409
wind,DEU,Germany,德国,G0,global,none,2011,2024,14,2,12,2024,7.420295854595374,7.503458257551456,-0.08316240295608157
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2011,7.902790323466473,7.90122708519902,0.00156323826745286
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2012,7.80682771568095,7.868498090231364,-0.06167037455041413
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2013,7.794635981702214,7.837066393635569,-0.042430411933354506
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2014,7.781093079761682,7.778600338897462,0.002492740864219911
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2015,7.762292260005773,7.73728584275344,0.025006417252332547
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2016,7.743043335304642,7.696464089254139,0.04657924605050301
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2017,7.742887623071207,7.651024416617296,0.09186320645391088
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2018,7.726294081527121,7.632401738911307,0.09389234261581425
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2019,7.64902565918817,7.625188116883499,0.023837542304670833
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2020,7.644494798911768,7.615083684823006,0.02941111408876207
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2021,7.572627455231146,7.6031154217513075,-0.030487966520161613
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2022,7.606755013034698,7.586915670521685,0.01983934251301367
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2023,7.490990392769712,7.564720522063608,-0.07373012929389589
wind,DEU,Germany,德国,D0,domestic,none,2011,2024,14,2,12,2024,7.420295854595374,7.546462162708216,-0.12616630811284146
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2011,7.902790323466473,7.859208497252084,0.043581826214389
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2012,7.80682771568095,7.842809402461097,-0.035981686780147015
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2013,7.794635981702214,7.827297577849631,-0.032661596147416816
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2014,7.781093079761682,7.804207527793487,-0.023114448031805068
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2015,7.762292260005773,7.764714508883647,-0.0024222488778740114
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2016,7.743043335304642,7.725001013931046,0.018042321373595627
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2017,7.742887623071207,7.735369955378711,0.007517667692495955
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2018,7.726294081527121,7.692300076292724,0.03399400523439766
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2019,7.64902565918817,7.655845711664246,-0.006820052476076199
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2020,7.644494798911768,7.6292504775410785,0.015244321370689207
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2021,7.572627455231146,7.594687147333778,-0.0220596921026317
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2022,7.606755013034698,7.539285562499295,0.06746945053540365
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2023,7.490990392769712,7.515461801421035,-0.02447140865132269
wind,DEU,Germany,德国,GD,global,domestic,2011,2024,14,3,11,2024,7.420295854595374,7.458614313948964,-0.03831845935358924
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2011,7.902790323466473,7.844411613842456,0.0583787096240167
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2012,7.80682771568095,7.838663017942603,-0.0318353022616531
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2013,7.794635981702214,7.826861501459456,-0.03222551975724208
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2014,7.781093079761682,7.806896051135958,-0.025802971374275785
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2015,7.762292260005773,7.768867961286923,-0.006575701281150259
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2016,7.743043335304642,7.725100002049988,0.017943333254653915
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2017,7.742887623071207,7.743379695669153,-0.0004920725979467022
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2018,7.726294081527121,7.694466583039906,0.03182749848721489
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2019,7.64902565918817,7.656257426228241,-0.007231767040071446
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2020,7.644494798911768,7.636855284197644,0.0076395147141239406
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2021,7.572627455231146,7.600726704815745,-0.028099249584599306
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2022,7.606755013034698,7.536375351689695,0.07037966134500362
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2023,7.490990392769712,7.514787834105979,-0.023797441336267156
wind,DEU,Germany,德国,DD,domestic,domestic,2011,2024,14,3,11,2024,7.420295854595374,7.450404546787149,-0.030108692191774367
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2011,7.902790323466473,7.818539404491019,0.08425091897545389
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2012,7.80682771568095,7.852769661135547,-0.0459419454545964
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2013,7.794635981702214,7.845524072589873,-0.05088809088765878
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2014,7.781093079761682,7.818263089535918,-0.037170009774236235
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2015,7.762292260005773,7.780883176403108,-0.018590916397335455
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2016,7.743043335304642,7.74017584887557,0.002867486429072308
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2017,7.742887623071207,7.695908373216016,0.046979249855191085
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2018,7.726294081527121,7.670241592496383,0.056052489030737895
wind,DEU,Germany,德国,DG,domestic,global,2011,2024,14,3,11,2019,7.64902565918817,7.64757965216022,0.001446007027949392
