technology,iso3,country,country_cn,spec,Q_scope,H_scope,first_year,last_year,N,p_mean,df_resid,year,actual_log,fitted_log,residual_log
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2013,8.115754115959215,7.869883753573134,0.2458703623860803
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2014,7.72812328178937,7.596890238321196,0.13123304346817388
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2015,7.3445663117647735,7.4408278854081695,-0.09626157364339605
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2016,7.194621836926571,7.223515027258589,-0.02889319033201776
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2017,7.191754211715143,6.998053753865804,0.19370045784933865
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2018,6.849900846815524,6.846612227108519,0.0032886197070052248
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2019,6.6016943170406694,6.75153304984251,-0.14983873280184046
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2020,6.552938055395479,6.706124100236224,-0.15318604484074516
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2021,6.506813999862362,6.618770179930998,-0.11195618006863572
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2022,6.521950916571065,6.529897473129547,-0.00794655655848242
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2023,6.590742001491029,6.474440163556363,0.11630183793466653
pv,IND,India,印度,DD,domestic,domestic,2010,2024,15,3,12,2024,6.263717107518741,6.368141294522478,-0.10442418700373679
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2010,8.702146710960637,8.932666473433262,-0.23051976247262473
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2011,8.217744237088093,8.15540593650433,0.062338300583762773
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2012,8.086838207821536,7.972150718081281,0.11468748974025544
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2013,8.115754115959215,7.8619103274727875,0.2538437884864271
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2014,7.72812328178937,7.5896576525394215,0.1384656292499482
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2015,7.3445663117647735,7.450672096897654,-0.10610578513288083
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2016,7.194621836926571,7.256845478112027,-0.062223641185455314
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2017,7.191754211715143,7.048377075047966,0.14337713666717633
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2018,6.849900846815524,6.884097068899896,-0.0341962220843719
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2019,6.6016943170406694,6.793555835741312,-0.19186151870064272
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2020,6.552938055395479,6.725940113729482,-0.17300205833400373
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2021,6.506813999862362,6.620328776742417,-0.11351477688005485
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2022,6.521950916571065,6.495945681765203,0.026005234805861477
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2023,6.590742001491029,6.390354281991299,0.2003877194997301
pv,IND,India,印度,DG,domestic,global,2010,2024,15,3,12,2024,6.263717107518741,6.291398641761765,-0.027681534243023442
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2010,8.702146710960637,8.767412139751764,-0.06526542879112718
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2011,8.217744237088093,8.359834046297822,-0.1420898092097289
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2012,8.086838207821536,8.100068874749159,-0.013230666927622536
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2013,8.115754115959215,7.824698195388724,0.291055920570491
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2014,7.72812328178937,7.611659122821022,0.1164641589683475
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2015,7.3445663117647735,7.397325453006719,-0.05275914124194525
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2016,7.194621836926571,7.189692241892172,0.00492959503439927
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2017,7.191754211715143,7.006382283530808,0.18537192818433468
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2018,6.849900846815524,6.923378788327809,-0.0734779415122846
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2019,6.6016943170406694,6.777194380955168,-0.17550006391449813
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2020,6.552938055395479,6.669952998488038,-0.11701494309255978
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2021,6.506813999862362,6.600474746772839,-0.09366074691047732
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2022,6.521950916571065,6.568781184115498,-0.046830267544433646
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2023,6.590742001491029,6.455560455896631,0.13518154559439832
pv,IND,India,印度,GG,global,global,2010,2024,15,3,12,2024,6.263717107518741,6.216891246725568,0.04682586079317286
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2010,8.712574809413928,8.600584973828859,0.11198983558506903
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2011,8.654007455277643,8.27332547291751,0.38068198236013373
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2012,8.02127883908276,8.06935203198724,-0.04807319290448042
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2013,7.793261615770672,7.893659297549954,-0.10039768177928199
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2014,7.714820044872638,7.747543357908951,-0.03272331303631315
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2015,7.539124195496667,7.607092500727699,-0.06796830523103203
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2016,7.325837612979232,7.444152510043756,-0.1183148970645247
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2017,7.054370937648804,7.280391744327321,-0.22602080667851698
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2018,6.943552785892716,7.149331215371372,-0.20577842947865665
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2019,6.896346097416841,7.035274005040905,-0.1389279076240637
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2020,6.823077998187712,6.917109681303785,-0.09403168311607324
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2021,6.792908744053099,6.80945543952861,-0.01654669547551091
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2022,6.707458256809958,6.692997872302786,0.014460384507172463
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2023,6.734546207295405,6.52230895031594,0.21223725697946438
pv,ITA,Italy,意大利,G0,global,none,2010,2024,15,2,13,2024,6.689798531094353,6.3603850781377655,0.3294134529565875
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2010,8.712574809413928,9.139123491479326,-0.4265486820653983
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2011,8.654007455277643,7.733206928860611,0.9208005264170325
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2012,8.02127883908276,7.466155506868825,0.5551233322139346
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2013,7.793261615770672,7.379755283684107,0.4135063320865653
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2014,7.714820044872638,7.355287309308272,0.3595327355643656
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2015,7.539124195496667,7.337624602201544,0.20149959329512335
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2016,7.325837612979232,7.316069420157556,0.00976819282167618
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2017,7.054370937648804,7.294132448438363,-0.23976151078955876
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2018,6.943552785892716,7.27131211748645,-0.32775933159373416
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2019,6.896346097416841,7.233169824681099,-0.3368237272642576
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2020,6.823077998187712,7.19503431777505,-0.37195631958733877
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2021,6.792908744053099,7.148692089259203,-0.35578334520610433
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2022,6.707458256809958,7.042689448018523,-0.3352311912085648
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2023,6.734546207295405,6.848104518962608,-0.11355831166720343
pv,ITA,Italy,意大利,D0,domestic,none,2010,2024,15,2,13,2024,6.689798531094353,6.642606824110864,0.04719170698348929
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2010,8.712574809413928,8.858550705588524,-0.14597589617459583
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2011,8.654007455277643,8.284366452170055,0.3696410031075885
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2012,8.02127883908276,7.966989238166313,0.05428960091644619
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2013,7.793261615770672,7.792391644794327,0.0008699709763453356
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2014,7.714820044872638,7.693664404183769,0.021155640688868438
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2015,7.539124195496667,7.564819412159009,-0.02569521666234209
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2016,7.325837612979232,7.368130710531054,-0.042293097551822534
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2017,7.054370937648804,7.2173309127789995,-0.1629599751301951
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2018,6.943552785892716,7.09931440382355,-0.15576161793083454
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2019,6.896346097416841,7.007183876664824,-0.11083777924798266
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2020,6.823077998187712,6.91246219390999,-0.08938419572227829
pv,ITA,Italy,意大利,GD,global,domestic,2010,2024,15,3,12,2021,6.792908744053099,6.866168318666497,-0.07325957461339794
