technology,iso3,country,country_cn,spec,Q_scope,H_scope,first_year,last_year,N,p_mean,df_resid,term,coefficient,se_OLS,p_OLS,se_HAC,t_HAC,p_HAC,CI_HAC_lower,CI_HAC_upper,q_BH_within_technology_spec,q_BH_all_explored_slopes_technology
pv,AUS,Australia,澳大利亚,DG,domestic,global,2010,2024,15,3,12,a,-2.600252360151188,5.327972106886122,0.6343185696324105,4.386650871707195,-0.5927648304363969,0.5643424775165581,-12.157943558681039,6.957438838378662,,
pv,AUS,Australia,澳大利亚,DG,domestic,global,2010,2024,15,3,12,b,-0.8621573974338452,0.10151194566181516,2.027479985772925e-06,0.09047180330650026,-9.529570163568305,6.012417606602473e-07,-1.0592785232008333,-0.6650362716668572,7.005594783723203e-06,2.5437151412548926e-06
pv,AUS,Australia,澳大利亚,DG,domestic,global,2010,2024,15,3,12,g,1.1151417260703145,0.5090141052240568,0.048938742155903714,0.4198589757045819,2.6559911555992133,0.020945967191040724,0.20034760315583022,2.029935848984799,0.03497469622449213,0.028800704887680995
pv,AUS,Australia,澳大利亚,GG,global,global,2010,2024,15,3,12,a,-0.35901701911474504,7.589890974722372,0.9630506559161636,7.031130493480191,-0.05106106613263023,0.9601169711862092,-15.678534345347062,14.960500307117572,,
pv,AUS,Australia,澳大利亚,GG,global,global,2010,2024,15,3,12,b,-0.8754387498977181,0.1549641579888365,0.00010739896605341598,0.15006711679954193,-5.833648094053276,8.04001049291856e-05,-1.2024069092911587,-0.5484705905042775,0.0001965335898268981,0.00018049003147368195
pv,AUS,Australia,澳大利亚,GG,global,global,2010,2024,15,3,12,g,1.2155308296564247,0.7796968200257717,0.1449724446929482,0.7261678853827267,1.6738978053481108,0.11999497831858699,-0.3666530755050146,2.797714734817864,0.13199447615044568,0.14347225668526706
pv,BRA,Brazil,巴西,G0,global,none,2010,2024,15,2,13,a,12.04705307597683,0.29346490707681294,3.835205030778203e-15,0.3693824002027583,32.61404189632225,7.430005501787504e-14,11.249050916330454,12.845055235623207,,
pv,BRA,Brazil,巴西,G0,global,none,2010,2024,15,2,13,b,-0.7412539220495534,0.04934453004481196,1.3557776221399994e-09,0.05820555965723545,-12.73510514141082,1.0209607018281018e-08,-0.8669993887648165,-0.6155084553342903,1.8717612866848533e-08,9.358806433424267e-08
pv,BRA,Brazil,巴西,D0,domestic,none,2010,2024,15,2,13,a,7.5372060683857365,0.05157837538216181,2.716424064958749e-22,0.047815573365528434,157.63077880018722,1.0151849098825228e-22,7.4339068023961365,7.640505334375336,,
pv,BRA,Brazil,巴西,D0,domestic,none,2010,2024,15,2,13,b,-0.23627931207922911,0.014488606899720948,4.901222501276583e-10,0.010687403208578876,-22.10820603171082,1.0687923098157627e-11,-0.25936804299000377,-0.21319058116845446,5.878357703986695e-11,5.878357703986695e-10
pv,BRA,Brazil,巴西,GD,global,domestic,2010,2024,15,3,12,a,13.1778970892824,0.8897351080323809,4.492375318434085e-09,0.9226660795407226,14.282412003096495,6.798827198677546e-09,11.167580397683826,15.188213780880973,,
pv,BRA,Brazil,巴西,GD,global,domestic,2010,2024,15,3,12,b,-0.6466654419633047,0.08523287936088747,6.441194376397686e-06,0.07594889172664956,-8.514481610748737,1.9752410313495807e-06,-0.8121438616560466,-0.48118702227056276,6.207900384241539e-06,6.5841367711652695e-06
pv,BRA,Brazil,巴西,GD,global,domestic,2010,2024,15,3,12,g,-0.41288410609023307,0.30775641528388087,0.20456484799772587,0.2818649180021569,-1.4648297099785705,0.16867039343582718,-1.0270150056653597,0.2012467934848936,0.19530256082043146,0.19530256082043146
pv,BRA,Brazil,巴西,DD,domestic,domestic,2010,2024,15,3,12,a,7.203125760454586,1.486350465332233,0.00040082714927577146,1.167420938309875,6.170118698472941,4.79806608241385e-05,4.6595340424473255,9.746717478461846,,
pv,BRA,Brazil,巴西,DD,domestic,domestic,2010,2024,15,3,12,b,-0.24252216244341468,0.03157378757674293,5.687754622659187e-06,0.023061070728310717,-10.516517871205544,2.0728771383703813e-07,-0.29276791921203354,-0.1922764056747958,1.1400824261037097e-06,9.91376022698878e-07
pv,BRA,Brazil,巴西,DD,domestic,domestic,2010,2024,15,3,12,g,0.08077540183635534,0.3591428323829422,0.8258323929266024,0.2883109815403494,0.28016762110412624,0.7841201080244623,-0.5474002636766108,0.7089510673493215,0.8214591607875319,0.798640850765656
pv,BRA,Brazil,巴西,DG,domestic,global,2010,2024,15,3,12,a,17.22916709951346,10.132693383828586,0.11481181657380221,4.535155382688216,3.799024652006711,0.0025343027446979452,7.347912367195269,27.11042183183165,,
pv,BRA,Brazil,巴西,DG,domestic,global,2010,2024,15,3,12,b,-0.18200987407731384,0.0585690903953221,0.009060988950148103,0.02996568700310337,-6.07394297545937,5.5520307050116104e-05,-0.2472994973693538,-0.11672025078527389,0.00030536168877563855,0.0001272340369898494
pv,BRA,Brazil,巴西,DG,domestic,global,2010,2024,15,3,12,g,-0.8879652481699418,0.9283324840506798,0.35768542778306145,0.41500786739571666,-2.1396347344983044,0.053625977374014415,-1.7921897140629837,0.016259217723100017,0.07373571888926982,0.06939832366048924
pv,BRA,Brazil,巴西,GG,global,global,2010,2024,15,3,12,a,19.28486532039541,12.215146546464304,0.14037382108187843,9.888279307897438,1.9502751408926358,0.07489183940673347,-2.2598444989468263,40.82957513973765,,
pv,BRA,Brazil,巴西,GG,global,global,2010,2024,15,3,12,b,-0.5965106053168867,0.2493988260947747,0.034023855689978316,0.21629934674360157,-2.757801233787278,0.017349701963937418,-1.067786397049662,-0.12523481358411143,0.022452555482742543,0.02511141073727784
pv,BRA,Brazil,巴西,GG,global,global,2010,2024,15,3,12,g,-0.7437543095796464,1.254841597876231,0.5643794698981515,1.0224097402273182,-0.7274522926730757,0.4809016310951154,-2.9713937687597696,1.4838851496004768,0.5038017087663114,0.5086459559659875
pv,CHN,China,中国,G0,global,none,2010,2024,15,2,13,a,10.63565459743868,0.15559538911896878,5.2234622356441586e-18,0.1903430949939503,55.87623022404209,7.117974554693873e-17,10.224443341039969,11.046865853837392,,
pv,CHN,China,中国,G0,global,none,2010,2024,15,2,13,b,-0.5797183904254224,0.026162519497452356,1.0385081385409671e-11,0.0331557281362672,-17.484712989647807,2.055690405140585e-10,-0.6513469862731566,-0.5080897945776882,1.1306297228273218e-09,5.653148614136609e-09
pv,CHN,China,中国,D0,domestic,none,2010,2024,15,2,13,a,8.600189713928405,0.0838834726627833,2.7113704981133424e-20,0.12309126543618415,69.86839954445928,3.931868854938815e-18,8.33426720219595,8.86611222566086,,
pv,CHN,China,中国,D0,domestic,none,2010,2024,15,2,13,b,-0.32255290669026027,0.01810664405003079,1.6275734632187805e-10,0.0248512218160249,-12.979358080586096,8.110622753449676e-09,-0.3762407073763606,-0.2688651060041599,2.230421257198661e-08,8.921685028794644e-08
pv,CHN,China,中国,GD,global,domestic,2010,2024,15,3,12,a,9.347270717439592,2.2535371089916056,0.0013518268530861419,2.171547430478886,4.304428531583241,0.0010238572804287852,4.615875315689566,14.078666119189618,,
pv,CHN,China,中国,GD,global,domestic,2010,2024,15,3,12,b,-0.6612396084764613,0.1447465237846876,0.0006454218937214937,0.14803907107337197,-4.466656023184136,0.0007701403349202225,-0.9837890358225787,-0.33869018113034394,0.001540280669840445,0.0013887776531348274
pv,CHN,China,中国,GD,global,domestic,2010,2024,15,3,12,g,0.17563850703253792,0.306439571919034,0.577120256118579,0.30010381002519465,0.5852591708775458,0.5692159038236047,-0.4782315244812292,0.829508538546305,0.5963214230533,0.5963214230533
pv,CHN,China,中国,DD,domestic,domestic,2010,2024,15,3,12,a,12.803000399047637,1.436466053885975,1.2234382532356833e-06,1.3703942717884032,9.342567071839376,7.428975716814061e-07,9.817167777977808,15.788833020117465,,
pv,CHN,China,中国,DD,domestic,domestic,2010,2024,15,3,12,b,-0.20644175003160214,0.04217390656285379,0.0003690395428606115,0.04177267148068103,-4.942028908231954,0.0003409204394048541,-0.2974565825830251,-0.11542691748017916,0.0008333610741007544,0.0006818408788097082
pv,CHN,China,中国,DD,domestic,domestic,2010,2024,15,3,12,g,-0.46673014540382907,0.1593503819956732,0.012628467258926147,0.15306974093380793,-3.0491339604844407,0.010100959044052222,-0.8002404607836654,-0.13321983002399274,0.018518424914095742,0.01543202076174645
