group,model_id,term,coefficient_error,SE_error
TIC_Country_Regression_0915,wind_GBR_2024,logQ,6.661338147750939e-16,1.817990202823694e-15
TIC_Country_Regression_0915,wind_GRC_2024,const,3.552713678800501e-15,1.559863349598345e-14
TIC_Country_Regression_0915,wind_GRC_2024,logQ,1.942890293094024e-16,1.672273430841642e-15
TIC_Country_Regression_0915,wind_HRV_2024,const,1.2434497875801753e-14,4.3298697960381105e-15
TIC_Country_Regression_0915,wind_HRV_2024,logQ,1.9984014443252818e-15,1.4710455076283324e-15
TIC_Country_Regression_0915,wind_IDN_2024,const,2.842170943040401e-14,8.195666367782906e-13
TIC_Country_Regression_0915,wind_IDN_2024,logQ,3.497202527569243e-15,1.1862733018119798e-13
TIC_Country_Regression_0915,wind_IND_2024,const,3.552713678800501e-15,3.219646771412954e-15
TIC_Country_Regression_0915,wind_IND_2024,logQ,2.7755575615628914e-16,4.85722573273506e-17
TIC_Country_Regression_0915,wind_IRL_2024,const,1.7763568394002505e-15,1.1102230246251565e-14
TIC_Country_Regression_0915,wind_IRL_2024,logQ,1.0547118733938987e-15,1.9012569296705806e-15
TIC_Country_Regression_0915,wind_ITA_2024,const,3.552713678800501e-15,4.773959005888173e-15
TIC_Country_Regression_0915,wind_ITA_2024,logQ,6.661338147750939e-16,4.440892098500626e-16
TIC_Country_Regression_0915,wind_JPN_2024,const,1.7763568394002505e-15,1.709743457922741e-14
TIC_Country_Regression_0915,wind_JPN_2024,logQ,1.124100812432971e-15,1.0408340855860843e-15
TIC_Country_Regression_0915,wind_KOR_2024,const,7.105427357601002e-15,7.521760991835436e-15
TIC_Country_Regression_0915,wind_KOR_2024,logQ,5.828670879282072e-16,1.7555401576885288e-15
TIC_Country_Regression_0915,wind_MAR_2024,const,8.881784197001252e-15,2.1649348980190553e-15
TIC_Country_Regression_0915,wind_MAR_2024,logQ,2.220446049250313e-15,7.494005416219807e-16
TIC_Country_Regression_0915,wind_MEX_2024,const,1.4210854715202004e-14,2.015054789694659e-14
TIC_Country_Regression_0915,wind_MEX_2024,logQ,1.1102230246251565e-15,2.5049406993105094e-15
TIC_Country_Regression_0915,wind_NLD_2024,const,1.0658141036401503e-14,1.2212453270876722e-14
TIC_Country_Regression_0915,wind_NLD_2024,logQ,6.661338147750939e-16,2.3869795029440866e-15
TIC_Country_Regression_0915,wind_NOR_2024,const,1.7763568394002505e-15,4.218847493575595e-14
TIC_Country_Regression_0915,wind_NOR_2024,logQ,8.326672684688674e-16,1.6930901125533637e-15
TIC_Country_Regression_0915,wind_NZL_2024,const,2.6645352591003757e-14,1.687538997430238e-14
TIC_Country_Regression_0915,wind_NZL_2024,logQ,3.9968028886505635e-15,4.579669976578771e-15
TIC_Country_Regression_0915,wind_PAK_2024,const,3.552713678800501e-15,1.021405182655144e-13
TIC_Country_Regression_0915,wind_PAK_2024,logQ,1.1102230246251565e-15,2.4674706722294104e-14
TIC_Country_Regression_0915,wind_PAN_2024,const,0.0,1.1102230246251565e-16
TIC_Country_Regression_0915,wind_PAN_2024,logQ,0.0,8.326672684688674e-17
TIC_Country_Regression_0915,wind_PER_2024,const,0.0,1.3766765505351941e-14
TIC_Country_Regression_0915,wind_PER_2024,logQ,0.0,5.051514762044462e-15
TIC_Country_Regression_0915,wind_PHL_2024,const,1.7763568394002505e-15,2.2870594307278225e-14
TIC_Country_Regression_0915,wind_PHL_2024,logQ,0.0,5.6343818499726694e-15
TIC_Country_Regression_0915,wind_POL_2024,const,1.0658141036401503e-14,2.8255175976710234e-14
TIC_Country_Regression_0915,wind_POL_2024,logQ,4.440892098500626e-16,4.53109771925142e-15
TIC_Country_Regression_0915,wind_PRT_2024,const,1.7763568394002505e-15,2.609024107869118e-14
TIC_Country_Regression_0915,wind_PRT_2024,logQ,4.440892098500626e-16,4.468647674116255e-15
TIC_Country_Regression_0915,wind_RUS_2024,const,7.105427357601002e-15,9.769962616701378e-15
TIC_Country_Regression_0915,wind_RUS_2024,logQ,0.0,4.3021142204224816e-16
TIC_Country_Regression_0915,wind_SWE_2024,const,7.105427357601002e-15,3.7470027081099033e-14
TIC_Country_Regression_0915,wind_SWE_2024,logQ,1.609823385706477e-15,5.9119376061289586e-15
TIC_Country_Regression_0915,wind_TUR_2024,const,7.105427357601002e-15,4.218847493575595e-14
TIC_Country_Regression_0915,wind_TUR_2024,logQ,2.220446049250313e-16,6.078471059822732e-15
TIC_Country_Regression_0915,wind_UKR_2024,const,1.5987211554602254e-14,5.10702591327572e-15
TIC_Country_Regression_0915,wind_UKR_2024,logQ,2.220446049250313e-15,4.385380947269368e-15
TIC_Country_Regression_0915,wind_URY_2024,const,2.842170943040401e-14,2.0938806244430452e-13
TIC_Country_Regression_0915,wind_URY_2024,logQ,3.552713678800501e-15,3.81084053202585e-14
TIC_Country_Regression_0915,wind_USA_2024,const,1.7763568394002505e-15,1.7735812818386876e-14
TIC_Country_Regression_0915,wind_USA_2024,logQ,0.0,2.2273849431542203e-15
TIC_Country_Regression_0915,wind_VNM_2024,const,1.4210854715202004e-14,1.2212453270876722e-15
TIC_Country_Regression_0915,wind_VNM_2024,logQ,2.6645352591003757e-15,7.355227538141662e-16
TIC_Country_Regression_0915,wind_ZAF_2024,const,1.5987211554602254e-14,1.1435297153639112e-14
TIC_Country_Regression_0915,wind_ZAF_2024,logQ,2.220446049250313e-15,1.9220736113823023e-15
US_Wind_Regression_Replacement_0915,wind__USA_WM_only__main_level,const,0.0,3.9968028886505635e-15
US_Wind_Regression_Replacement_0915,wind__USA_WM_only__main_level,logQ,6.938893903907228e-17,3.0531133177191805e-16
US_Wind_Regression_Replacement_0915,wind__USA_WM_only__annual_difference,const,3.191891195797325e-16,6.106226635438361e-16
US_Wind_Regression_Replacement_0915,wind__USA_WM_only__annual_difference,logQ,1.9984014443252818e-15,4.718447854656915e-15
US_Wind_Regression_Replacement_0915,wind__USA_overlap_calibrated__main_level,const,0.0,1.9872992140790302e-14
US_Wind_Regression_Replacement_0915,wind__USA_overlap_calibrated__main_level,logQ,0.0,1.4710455076283324e-15
US_Wind_Regression_Replacement_0915,wind__USA_overlap_calibrated__annual_difference,const,2.1510571102112408e-16,6.522560269672795e-16
US_Wind_Regression_Replacement_0915,wind__USA_overlap_calibrated__annual_difference,logQ,1.7763568394002505e-15,4.6629367034256575e-15
US_Wind_Regression_Replacement_0915,wind__USA_unscaled_switch__main_level,const,1.7763568394002505e-15,1.887379141862766e-14
US_Wind_Regression_Replacement_0915,wind__USA_unscaled_switch__main_level,logQ,0.0,2.858824288409778e-15
US_Wind_Regression_Replacement_0915,wind__USA_unscaled_switch__annual_difference,const,1.5785983631388945e-16,6.661338147750939e-16
US_Wind_Regression_Replacement_0915,wind__USA_unscaled_switch__annual_difference,logQ,1.7763568394002505e-15,6.772360450213455e-15
Wind_Turbine_GlobalG_Trial_0915,china_domestic__experience_only,const,0.0,5.773159728050814e-15
Wind_Turbine_GlobalG_Trial_0915,china_domestic__experience_only,logQ,0.0,2.498001805406602e-16
Wind_Turbine_GlobalG_Trial_0915,china_domestic__experience_plus_lnG,const,0.0,1.6067147612375265e-12
Wind_Turbine_GlobalG_Trial_0915,china_domestic__experience_plus_lnG,logQ,0.0,5.948019854429276e-14
Wind_Turbine_GlobalG_Trial_0915,china_domestic__experience_plus_lnG,logG,0.0,1.1524114995609125e-13
Wind_Turbine_GlobalG_Trial_0915,china_domestic__difference_plus_lnG,const,2.3592239273284576e-16,1.582067810090848e-15
Wind_Turbine_GlobalG_Trial_0915,china_domestic__difference_plus_lnG,logQ,2.3869795029440866e-15,1.2656542480726785e-14
Wind_Turbine_GlobalG_Trial_0915,china_domestic__difference_plus_lnG,logG,1.1102230246251565e-15,3.6637359812630166e-15
Wind_Turbine_GlobalG_Trial_0915,nordex_global__experience_only,const,0.0,2.55351295663786e-15
Wind_Turbine_GlobalG_Trial_0915,nordex_global__experience_only,logQ,0.0,4.551914400963142e-15
Wind_Turbine_GlobalG_Trial_0915,nordex_global__experience_plus_lnG,const,0.0,4.289431032589164e-10
Wind_Turbine_GlobalG_Trial_0915,nordex_global__experience_plus_lnG,logQ,0.0,2.132113929853574e-11
Wind_Turbine_GlobalG_Trial_0915,nordex_global__experience_plus_lnG,logG,0.0,7.852329897417576e-11
Wind_Turbine_GlobalG_Trial_0915,nordex_global__difference_plus_lnG,const,3.608224830031759e-16,8.326672684688674e-16
Wind_Turbine_GlobalG_Trial_0915,nordex_global__difference_plus_lnG,logQ,2.914335439641036e-15,1.2545520178264269e-14
Wind_Turbine_GlobalG_Trial_0915,nordex_global__difference_plus_lnG,logG,3.1086244689504383e-15,5.551115123125783e-16
Wind_Turbine_GlobalG_Trial_0915,sgre_global__experience_only,const,0.0,5.773159728050814e-15
Wind_Turbine_GlobalG_Trial_0915,sgre_global__experience_only,logQ,5.551115123125783e-17,5.828670879282072e-16
Wind_Turbine_GlobalG_Trial_0915,sgre_global__experience_plus_lnG,const,3.552713678800501e-15,1.473111410632555e-09
Wind_Turbine_GlobalG_Trial_0915,sgre_global__experience_plus_lnG,logQ,0.0,1.8701040715995987e-11
Wind_Turbine_GlobalG_Trial_0915,sgre_global__experience_plus_lnG,logG,0.0,1.41282319177094e-10
Wind_Turbine_GlobalG_Trial_0915,sgre_global__difference_plus_lnG,const,2.0816681711721685e-17,5.134781488891349e-16
Wind_Turbine_GlobalG_Trial_0915,sgre_global__difference_plus_lnG,logQ,1.1102230246251565e-16,6.661338147750939e-15
Wind_Turbine_GlobalG_Trial_0915,sgre_global__difference_plus_lnG,logG,2.6645352591003757e-15,8.326672684688674e-16
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__experience_only,const,0.0,6.328271240363392e-15
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__experience_only,logQ,0.0,5.551115123125783e-16
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__experience_plus_lnG,const,0.0,6.280487241383526e-11
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__experience_plus_lnG,logQ,5.551115123125783e-17,1.3329226611347167e-11
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__experience_plus_lnG,logG,0.0,1.945715810691695e-11
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__difference_plus_lnG,const,4.718447854656915e-16,4.690692279041286e-15
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__difference_plus_lnG,logQ,6.439293542825908e-15,6.461498003318411e-14
Wind_Turbine_GlobalG_Trial_0915,us_project_5_100mw__difference_plus_lnG,logG,3.885780586188048e-15,2.864375403532904e-14
Wind_Turbine_GlobalG_Trial_0915,us_project_gt100mw__experience_only,const,0.0,3.885780586188048e-15
Wind_Turbine_GlobalG_Trial_0915,us_project_gt100mw__experience_only,logQ,0.0,2.3314683517128287e-15
Wind_Turbine_GlobalG_Trial_0915,us_project_gt100mw__experience_plus_lnG,const,1.7763568394002505e-15,2.396483012034878e-11
Wind_Turbine_GlobalG_Trial_0915,us_project_gt100mw__experience_plus_lnG,logQ,0.0,4.285682919658029e-12
Wind_Turbine_GlobalG_Trial_0915,us_project_gt100mw__experience_plus_lnG,logG,6.245004513516506e-17,8.591349853759311e-12
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__experience_only,const,1.7763568394002505e-15,8.770761894538737e-15
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__experience_only,logQ,5.551115123125783e-17,1.0547118733938987e-15
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__experience_plus_lnG,const,1.7763568394002505e-15,7.93942689369942e-12
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__experience_plus_lnG,logQ,5.551115123125783e-17,1.1575462810498038e-13
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__experience_plus_lnG,logG,0.0,8.693601394327288e-13
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__difference_plus_lnG,const,4.163336342344337e-17,2.7755575615628914e-16
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__difference_plus_lnG,logQ,2.220446049250313e-16,1.7763568394002505e-15
Wind_Turbine_GlobalG_Trial_0915,vestas_asp__difference_plus_lnG,logG,5.551115123125783e-16,2.220446049250313e-16
Wind_Turbine_Patent_Count_0915,china_domestic__experience_only,const,0.0,5.773159728050814e-15
Wind_Turbine_Patent_Count_0915,china_domestic__experience_only,logQ,0.0,2.498001805406602e-16
Wind_Turbine_Patent_Count_0915,china_domestic__experience_plus_lnG,const,1.7763568394002505e-15,9.54458734270247e-13
Wind_Turbine_Patent_Count_0915,china_domestic__experience_plus_lnG,logQ,4.440892098500626e-16,4.428124533717437e-13
Wind_Turbine_Patent_Count_0915,china_domestic__experience_plus_lnG,logG,3.1086244689504383e-15,3.8469227803261674e-13
Wind_Turbine_Patent_Count_0915,china_domestic__difference_plus_lnG,const,2.7755575615628914e-16,1.6653345369377348e-16
Wind_Turbine_Patent_Count_0915,china_domestic__difference_plus_lnG,logQ,3.0808688933348094e-15,3.552713678800501e-15
Wind_Turbine_Patent_Count_0915,china_domestic__difference_plus_lnG,logG,7.771561172376096e-16,7.216449660063518e-16
Wind_Turbine_Patent_Count_0915,nordex_global__experience_only,const,0.0,2.55351295663786e-15
Wind_Turbine_Patent_Count_0915,nordex_global__experience_only,logQ,0.0,4.551914400963142e-15
Wind_Turbine_Patent_Count_0915,nordex_global__experience_plus_lnG,const,0.0,8.990586053414518e-12
Wind_Turbine_Patent_Count_0915,nordex_global__experience_plus_lnG,logQ,0.0,6.409317521161029e-13
Wind_Turbine_Patent_Count_0915,nordex_global__experience_plus_lnG,logG,4.440892098500626e-16,1.4833689832016717e-12
Wind_Turbine_Patent_Count_0915,nordex_global__difference_plus_lnG,const,3.469446951953614e-16,6.522560269672795e-16
Wind_Turbine_Patent_Count_0915,nordex_global__difference_plus_lnG,logQ,2.491062911502695e-15,5.051514762044462e-15
Wind_Turbine_Patent_Count_0915,nordex_global__difference_plus_lnG,logG,2.4424906541753444e-15,6.050715484207103e-15
Wind_Turbine_Patent_Count_0915,sgre_global__experience_only,const,0.0,5.773159728050814e-15
Wind_Turbine_Patent_Count_0915,sgre_global__experience_only,logQ,5.551115123125783e-17,5.828670879282072e-16
Wind_Turbine_Patent_Count_0915,sgre_global__experience_plus_lnG,const,0.0,7.244316257981609e-12
Wind_Turbine_Patent_Count_0915,sgre_global__experience_plus_lnG,logQ,0.0,5.469194541696254e-12
Wind_Turbine_Patent_Count_0915,sgre_global__experience_plus_lnG,logG,0.0,1.5053791546648654e-12
Wind_Turbine_Patent_Count_0915,sgre_global__difference_plus_lnG,const,1.3877787807814457e-16,1.8041124150158794e-16
Wind_Turbine_Patent_Count_0915,sgre_global__difference_plus_lnG,logQ,1.2212453270876722e-15,1.7208456881689926e-15
Wind_Turbine_Patent_Count_0915,sgre_global__difference_plus_lnG,logG,4.440892098500626e-16,6.661338147750939e-16
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__experience_only,const,0.0,6.328271240363392e-15
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__experience_only,logQ,0.0,5.551115123125783e-16
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__experience_plus_lnG,const,3.197442310920451e-14,1.1213252548714081e-13
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__experience_plus_lnG,logQ,1.0658141036401503e-14,4.753419879932608e-13
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__experience_plus_lnG,logG,5.329070518200751e-15,3.595179709492413e-13
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__difference_plus_lnG,const,1.6653345369377348e-16,3.219646771412954e-15
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__difference_plus_lnG,logQ,4.440892098500626e-15,3.1530333899354446e-14
Wind_Turbine_Patent_Count_0915,us_project_5_100mw__difference_plus_lnG,logG,2.220446049250313e-16,4.6629367034256575e-15
Wind_Turbine_Patent_Count_0915,us_project_gt100mw__experience_only,const,0.0,3.885780586188048e-15
Wind_Turbine_Patent_Count_0915,us_project_gt100mw__experience_only,logQ,0.0,2.3314683517128287e-15
Wind_Turbine_Patent_Count_0915,us_project_gt100mw__experience_plus_lnG,const,8.881784197001252e-15,1.588507103633674e-12
Wind_Turbine_Patent_Count_0915,us_project_gt100mw__experience_plus_lnG,logQ,1.7763568394002505e-15,1.7215118219837677e-12
Wind_Turbine_Patent_Count_0915,us_project_gt100mw__experience_plus_lnG,logG,1.3877787807814457e-17,1.5167866962428889e-12
Wind_Turbine_Patent_Count_0915,vestas_asp__experience_only,const,1.7763568394002505e-15,8.770761894538737e-15
Wind_Turbine_Patent_Count_0915,vestas_asp__experience_only,logQ,5.551115123125783e-17,1.0547118733938987e-15
Wind_Turbine_Patent_Count_0915,vestas_asp__experience_plus_lnG,const,1.4210854715202004e-14,8.404388296412435e-14
Wind_Turbine_Patent_Count_0915,vestas_asp__experience_plus_lnG,logQ,8.530502693115949e-16,2.0872192862952943e-14
Wind_Turbine_Patent_Count_0915,vestas_asp__experience_plus_lnG,logG,1.27675647831893e-15,4.6906922790412864e-14
Wind_Turbine_Patent_Count_0915,vestas_asp__difference_plus_lnG,const,1.6653345369377348e-16,1.0547118733938987e-15
Wind_Turbine_Patent_Count_0915,vestas_asp__difference_plus_lnG,logQ,7.771561172376096e-16,1.021405182655144e-14
Wind_Turbine_Patent_Count_0915,vestas_asp__difference_plus_lnG,logG,0.0,1.609823385706477e-15
