group,model_id,term,n,coefficient,SE_HAC,p_HAC_raw,R2
PV_Module_Price_Updated_0915,KOR__updated_main__A,const,8,13.289822920064207,40.300899429464714,0.7581240558479806,0.9248866111509108
PV_Module_Price_Updated_0915,KOR__updated_main__A,logQ,8,-0.4419875962142673,0.648607040340182,0.533002051202118,0.9248866111509108
PV_Module_Price_Updated_0915,KOR__updated_main__A,logG,8,-1.0540530529595769,4.073027116739591,0.8085698119172268,0.9248866111509108
PV_Module_Price_Updated_0915,KOR__updated_main__A,logM,8,0.07709378437517561,0.07516731743570015,0.36303827918200077,0.9248866111509108
PV_Module_Price_Updated_0915,KOR__updated_main__B,const,8,12.347882945140014,35.72639213078324,0.7436922901921332,0.9235959595865575
PV_Module_Price_Updated_0915,KOR__updated_main__B,logQ,8,-0.5218440446247992,0.5446502976930149,0.3820017302552492,0.9235959595865575
PV_Module_Price_Updated_0915,KOR__updated_main__B,logG,8,-0.9039034581732215,3.5881174242412226,0.8111332391609566,0.9235959595865575
PV_Module_Price_Updated_0915,KOR__updated_main__C,const,8,13.289811683852676,40.30010838980146,0.7581197116208614,0.9248866557568977
PV_Module_Price_Updated_0915,KOR__updated_main__C,logQ,8,-0.4419837169933152,0.6486101229420862,0.5330073055588558,0.9248866557568977
PV_Module_Price_Updated_0915,KOR__updated_main__C,logG,8,-1.0540560486333121,4.072962986047581,0.8085663509248169,0.9248866557568977
PV_Module_Price_Updated_0915,KOR__updated_main__C,logM,8,0.07709380512796754,0.07516662205667611,0.3630341939882807,0.9248866557568977
PV_Module_Price_Updated_0915,KOR__updated_main__D,const,8,12.347926065202483,35.72571634317107,0.7436868123249383,0.9235960026915568
PV_Module_Price_Updated_0915,KOR__updated_main__D,logQ,8,-0.5218399597224458,0.5446539958333075,0.3820081431069179,0.9235960026915568
PV_Module_Price_Updated_0915,KOR__updated_main__D,logG,8,-0.9039113038656035,3.588063608689698,0.8111288786342783,0.9235960026915568
PV_Module_Price_Updated_0915,KOR__annual_difference__D,const,5,-0.03950280970365516,0.5091637977605464,0.9452224096893905,0.07923174758149543
PV_Module_Price_Updated_0915,KOR__annual_difference__D,logQ,5,-0.8192333360431565,2.8211946367084,0.7988629881571726,0.07923174758149543
PV_Module_Price_Updated_0915,KOR__annual_difference__D,logG,5,0.24199326678426214,14.533966446032917,0.9882273553948224,0.07923174758149543
PV_Module_Price_Updated_0915,USA__updated_main__A,const,15,-26.318307583884312,8.506502740454438,0.010214640326609419,0.9441010940977018
PV_Module_Price_Updated_0915,USA__updated_main__A,logQ,15,-1.124374596043285,0.2133372198783074,0.00026415152176439434,0.9441010940977018
PV_Module_Price_Updated_0915,USA__updated_main__A,logG,15,2.9755746476904346,0.8996288597933257,0.006983712899399574,0.9441010940977018
