technology,sample,n,coverage_pct,total_decline,total_decline_pct,P_direct,P_direct_pct,S_share,S_share_pct,T_cn_tariff,T_cn_tariff_pct,K_spillover,K_spillover_pct,G_other,G_other_pct,cn_related_net,cn_related_net_pct,remainder,remainder_pct
pv,main,10,68.14102283543158,5150.693417276401,100.0,1021.2839021893934,19.82808564695025,128.32202365961993,2.491354333558343,-107.44349520941098,-2.0860005926391416,18.558732331580828,0.3603152202639614,252.58731085724412,4.903947690033704,1313.3084738284274,25.497702298167116,3837.3849434479735,74.50229770183287
wind,main,13,81.7550614434021,1414.8741325256879,99.99999999999999,188.40731835172852,13.316189335895425,124.72276854723586,8.815114057148929,1.2328435603424528,0.08713450419379053,64.23632409044282,4.540073396901726,0.0,0.0,378.5992545497498,26.75851129413988,1036.2748779759388,73.24148870586018
wind,without_India,12,70.59415698193236,1559.9869076404882,99.99999999999999,182.9041640073668,11.724724298104082,119.93164318058871,7.687990366661971,1.427755572627576,0.09152356123213143,73.34014900898437,4.701331059240288,0.0,0.0,377.60371176956755,24.205569285238475,1182.3831958709206,75.79443071476152
