model_id,year,logp,logQ,logG,fitted,residual
us_project_5_100mw__difference_plus_lnG,2015,0.012258585166287084,0.17119928049009303,0.13183783857969011,0.06916133513378983,-0.05690274996750275
us_project_gt100mw__experience_only,2010,7.537239649359366,5.180162236673185,6.721425700790643,7.542519238849118,-0.005279589489751935
us_project_gt100mw__experience_only,2011,7.432396369984271,5.376417249698097,7.188412736496954,7.461020999134455,-0.028624629150184155
us_project_gt100mw__experience_only,2013,7.443176206169008,5.677698971893068,7.751475318021456,7.3359086280482915,0.10726757812071686
us_project_gt100mw__experience_only,2014,7.113041672851738,5.830825584658366,7.9658927350845286,7.272320191750582,-0.15927851889884437
us_project_gt100mw__experience_only,2015,7.4177630940418045,6.002024865148459,8.097730573664219,7.201226772095673,0.2165363219461316
us_project_gt100mw__experience_only,2016,7.023790411420235,6.114760027948734,8.211482916445066,7.154411573948341,-0.13062116252810618
us_project_gt100mw__experience_plus_lnG,2010,7.537239649359366,5.180162236673185,6.721425700790643,7.537570868060202,-0.0003312187008361889
us_project_gt100mw__experience_plus_lnG,2011,7.432396369984271,5.376417249698097,7.188412736496954,7.462753723952407,-0.030357353968136103
us_project_gt100mw__experience_plus_lnG,2013,7.443176206169008,5.677698971893068,7.751475318021456,7.341306224657965,0.10186998151104376
us_project_gt100mw__experience_plus_lnG,2014,7.113041672851738,5.830825584658366,7.9658927350845286,7.276505647695651,-0.16346397484391328
us_project_gt100mw__experience_plus_lnG,2015,7.4177630940418045,6.002024865148459,8.097730573664219,7.199434227344522,0.21832886669728246
us_project_gt100mw__experience_plus_lnG,2016,7.023790411420235,6.114760027948734,8.211482916445066,7.149836712115755,-0.12604630069552059
vestas_asp__experience_only,2010,7.519976983896885,5.180162236673185,6.721425700790643,7.526175295096393,-0.006198311199508311
vestas_asp__experience_only,2011,7.544080932704994,5.376417249698097,7.188412736496954,7.451688004852714,0.09239292785228059
vestas_asp__experience_only,2012,7.475406322541961,5.56590362647905,7.547501682814967,7.3797697056614755,0.09563661688048519
vestas_asp__experience_only,2013,7.447343924302284,5.677698971893068,7.751475318021456,7.337338522817298,0.11000540148498583
vestas_asp__experience_only,2014,7.337950736153582,5.830825584658366,7.9658927350845286,7.279220331219142,0.058730404934439484
vestas_asp__experience_only,2015,7.180166664019038,6.002024865148459,8.097730573664219,7.214242778295406,-0.034076114276368585
vestas_asp__experience_only,2016,7.1525449693183685,6.114760027948734,8.211482916445066,7.171454893987418,-0.018909924669049616
vestas_asp__experience_only,2017,7.02696687700858,6.205934995565976,8.32069157104845,7.136850038951173,-0.10988316194259262
