model_id,year,logp,logQ,logG,fitted,residual
sgre_global__experience_plus_lnG,2022,6.819708171121091,6.733146895042726,8.003413013798346,6.7933526541902545,0.026355516930836487
sgre_global__experience_plus_lnG,2023,6.8169215586185805,6.849202095255681,7.965557544473859,6.786421224309159,0.030500334309421895
sgre_global__experience_plus_lnG,2024,6.775707709540408,6.955776347473294,7.934166351320825,6.77289173132597,0.0028159782144383527
sgre_global__difference_plus_lnG,2017,-0.09098210788055194,0.09117496761724198,0.03420610391749612,-0.09811074521716204,0.007128637336610094
sgre_global__difference_plus_lnG,2018,-0.07723591736654889,0.08459740305842978,-0.0009991597122933626,-0.0459094587920175,-0.03132645857453139
sgre_global__difference_plus_lnG,2019,-0.06571024174462181,0.09676188513365425,-0.02577397435021389,-0.023807643730402145,-0.041902598014219666
sgre_global__difference_plus_lnG,2020,-0.07498501581227668,0.16140499023660393,-0.0292744259522717,-0.07551663792950908,0.0005316221172323998
sgre_global__difference_plus_lnG,2021,-0.04955603635518813,0.09674958984667725,-0.014193848353496463,-0.03908226962874933,-0.010473766726438793
sgre_global__difference_plus_lnG,2022,0.042434292584576205,0.0876980312013842,-0.016619801898457354,-0.02799264773931873,0.07042694032389493
sgre_global__difference_plus_lnG,2023,-0.002786612502510444,0.1160552002129549,-0.03785546932448636,-0.024672548715492647,0.021885936212982203
sgre_global__difference_plus_lnG,2024,-0.04121384907817216,0.10657425221761319,-0.03139119315303418,-0.024943536402642227,-0.016270312675529933
us_project_5_100mw__experience_only,2010,7.633860269553674,5.180162236673185,7.500529485395295,7.554993408971466,0.07886686058220782
us_project_5_100mw__experience_only,2011,7.413724155178598,5.376417249698097,7.660161443417004,7.489813794863569,-0.0760896396849704
us_project_5_100mw__experience_only,2012,7.445354232123956,5.56590362647905,7.81677564568493,7.426882159503415,0.018472072620540736
us_project_5_100mw__experience_only,2013,7.316295554413122,5.677698971893068,7.887096300125977,7.389753031636399,-0.07345747722327722
us_project_5_100mw__experience_only,2014,7.33044279859622,5.830825584658366,7.990384143902638,7.338897089788817,-0.008454291192596664
us_project_5_100mw__experience_only,2015,7.342701383762507,6.002024865148459,8.027211420656602,7.2820389088644015,0.0606624748981055
us_project_5_100mw__experience_plus_lnG,2010,7.633860269553674,5.180162236673185,7.500529485395295,7.59185998051918,0.04200028903449393
us_project_5_100mw__experience_plus_lnG,2011,7.413724155178598,5.376417249698097,7.660161443417004,7.491263871129734,-0.07753971595113551
us_project_5_100mw__experience_plus_lnG,2012,7.445354232123956,5.56590362647905,7.81677564568493,7.391112157346464,0.05424207477749121
us_project_5_100mw__experience_plus_lnG,2013,7.316295554413122,5.677698971893068,7.887096300125977,7.358872466184,-0.04257691177087786
us_project_5_100mw__experience_plus_lnG,2014,7.33044279859622,5.830825584658366,7.990384143902638,7.306239174920787,0.02420362367543305
us_project_5_100mw__experience_plus_lnG,2015,7.342701383762507,6.002024865148459,8.027211420656602,7.343030743527846,-0.00032935976533909894
us_project_5_100mw__difference_plus_lnG,2011,-0.22013611437507574,0.19625501302491166,0.15963195802170915,-0.07811492002071085,-0.1420211943543649
us_project_5_100mw__difference_plus_lnG,2012,0.031630076945357466,0.1894863767809527,0.15661420226792622,-0.08228449761735596,0.11391457456271342
us_project_5_100mw__difference_plus_lnG,2013,-0.1290586777108338,0.11179534541401814,0.07032065444104685,-0.0792066292781916,-0.049852048432642196
us_project_5_100mw__difference_plus_lnG,2014,0.014147244183098096,0.15312661276529838,0.10328784377666089,-0.06808353685457577,0.08223078103767387
us_project_5_100mw__difference_plus_lnG,2015,0.012258585166287084,0.17119928049009303,0.036827276753964355,0.016530697979667427,-0.004272112813380344
us_project_gt100mw__experience_only,2010,7.537239649359366,5.180162236673185,7.500529485395295,7.542519238849118,-0.005279589489751935
us_project_gt100mw__experience_only,2011,7.432396369984271,5.376417249698097,7.660161443417004,7.461020999134455,-0.028624629150184155
us_project_gt100mw__experience_only,2013,7.443176206169008,5.677698971893068,7.887096300125977,7.3359086280482915,0.10726757812071686
us_project_gt100mw__experience_only,2014,7.113041672851738,5.830825584658366,7.990384143902638,7.272320191750582,-0.15927851889884437
us_project_gt100mw__experience_only,2015,7.4177630940418045,6.002024865148459,8.027211420656602,7.201226772095673,0.2165363219461316
us_project_gt100mw__experience_only,2016,7.023790411420235,6.114760027948734,8.056068120147582,7.154411573948341,-0.13062116252810618
us_project_gt100mw__experience_plus_lnG,2010,7.537239649359366,5.180162236673185,7.500529485395295,7.541090168804086,-0.0038505194447200353
