,Oceania,China,Japan,SKorea,ROW,SEA,CWS,India,Canada,US,RAM,Brazil,EUPlus,EEuro,Russia,NAF,SSAF,SAfrica
Coal,0.06816025078296661,159.41946411132812,0.07289546728134155,1.285313606262207,1.7474217414855957,5.9073333740234375,32.28346633911133,10.029716491699219,0.08588911592960358,0.3931901156902313,0.39235958456993103,0.03459513187408447,38.36262512207031,3.5222995281219482,5.941410541534424,0.05597231909632683,0.057230181992053986,20.677831649780273
Oil,9.26240488752228e-07,2.1429770640679635e-05,2.5591587018425344e-06,4.2452759885236446e-07,8.24555890233114e-09,3.3350163448631065e-06,0.0001639294350752607,4.466098175726074e-07,0.0003520360041875392,4.278923734091222e-05,3.202154039172456e-05,6.175610906211659e-06,3.0351822715601884e-05,0.0001111015590140596,1.6174448319361545e-05,0.0002543749287724495,2.5223667762475088e-05,1.0062941413480075e-07
Gas,9.257280349731445,156.36672973632812,3.9133946895599365,0.23710662126541138,0.009339612908661366,0.9433705806732178,158.87808227539062,2.197423219680786,32.92387771606445,281.062255859375,33.2362060546875,1.3007951974868774,101.31268310546875,11.964981079101562,130.2210235595703,26.183391571044922,0.10306458920240402,0.0004200846888124943
Oil_pcts,20.225406646728516,338.887451171875,93.33142852783203,36.803775787353516,0.4005993604660034,100.1294937133789,214.62680053710938,139.36915588378906,61.86818313598633,601.2238159179688,135.7577667236328,76.26679992675781,292.80633544921875,5.747490882873535,98.84941864013672,49.30241394042969,16.747753143310547,14.76042366027832
