,,Oceania,China,Japan,SKorea,ROW,SEA,CWS,India,Canada,US,RAM,Brazil,EUPlus,EEuro,Russia,NAF,SSAF,SAfrica
Coal,Rice,1.5710542356828228e-05,0.9840832948684692,3.097949502262054e-06,4.582988140100497e-07,6.602293183277652e-07,0.00018301242380402982,0.00025300352717749774,1.7396427210769616e-05,1.063665308720374e-06,5.500175461747858e-07,6.218048838491086e-06,6.589891086150601e-07,0.00020751540432684124,0.00020553935610223562,0.0022072335705161095,1.3854031749360729e-05,8.786100806901231e-06,3.369919068063609e-05
Coal,Crop,0.045055143535137177,7.1530232429504395,1.0682126230676658e-05,1.715570306259906e-06,0.0002019692910835147,0.009722892194986343,0.1093391627073288,8.530684135621414e-05,5.204457920626737e-05,5.18942360940855e-05,0.0020692760590463877,2.5985200409195386e-05,0.5787668824195862,0.007507638074457645,0.019919592887163162,0.0005210384260863066,0.005026392173022032,0.027679940685629845
Coal,Cattle,0.0049097477458417416,0.19483642280101776,6.7983328335685655e-06,2.514798893571424e-07,0.0008955586818046868,4.826855001738295e-05,0.003841433906927705,2.4031082830333617e-06,3.345581035318901e-06,1.4791881767450832e-05,1.893857552204281e-05,2.15123945963569e-05,0.040099237114191055,0.0004352487449068576,0.004778378643095493,8.660862658871338e-05,0.0006964235217310488,0.008264894597232342
Coal,AnimalOth,0.009087279438972473,2.8675873279571533,1.726855589367915e-05,8.379563496418996e-07,0.0009688916616141796,0.0007626263541169465,0.004216019529849291,3.229883805033751e-05,9.13612893782556e-06,0.016061710193753242,7.231615018099546e-05,2.1315614503691904e-05,0.18073654174804688,0.003389175282791257,0.02589247189462185,3.0900748242856935e-05,0.001342428964562714,0.4340655207633972
Coal,Forestry,0.00011170635116286576,0.7930377125740051,6.1694058786088135e-06,6.085280546130889e-08,6.6934539972862694e-06,0.00017638328426983207,0.00010361337626818568,3.820605797955068e-06,1.344076736131683e-05,0.00022771157091483474,7.164977432694286e-06,8.144854291458614e-06,0.1114998534321785,0.001978226937353611,0.001031337189488113,5.3669922635890543e-05,0.0001171961339423433,0.0009549891110509634
Coal,Coal,0.06341606378555298,19.446975708007812,7.407928205793723e-05,5.026802796237462e-07,0.0018043392337858677,0.02335834689438343,1.8029963970184326,0.07363800704479218,6.172429857542738e-05,0.11960312724113464,0.00791105069220066,0.0004751174710690975,0.31261003017425537,0.013538743369281292,0.38715997338294983,0.035301245748996735,0.02170667238533497,7.732959784334525e-05
Coal,Oil,3.0562908648334997e-08,0.0001981679379241541,7.86302052802057e-07,2.531725495913406e-09,7.849914982216433e-05,3.949560414184816e-05,9.549667447572574e-05,2.6428890009810857e-07,0.00029360808548517525,0.0008881011162884533,0.012014328502118587,8.500639523845166e-06,0.0005403150571510196,4.300457294448279e-05,2.7645570298773237e-05,0.02541045844554901,1.2431509048838052e-06,1.4354379906933445e-08
Coal,Gas,0.00012376673112157732,11.862796783447266,5.3450825362233445e-05,5.6700105233176146e-06,0.0008853328181430697,0.003956562373787165,0.0023918680381029844,0.05693966895341873,0.0003277554060332477,1.9236332178115845,0.0028202643152326345,0.00012151343980804086,0.4267048239707947,0.0004299820866435766,0.00017543208377901465,0.06491819769144058,0.0018925092881545424,1.7717137336730957
Coal,Mine,0.07166986167430878,4.196089744567871,8.586698822909966e-05,0.00044505047844722867,0.019103463739156723,0.05449951812624931,0.9440674781799316,0.12063664942979813,0.009164275601506233,0.025964725762605667,0.05814053863286972,0.05158907175064087,0.059072524309158325,0.010673990473151207,0.016791855916380882,8.105530287139118e-05,0.04440978169441223,0.07789786159992218
Coal,Manufac,2.617833137512207,331.45220947265625,0.43658581376075745,0.026126371696591377,2.235128164291382,23.812183380126953,8.070823669433594,51.181373596191406,0.8942077159881592,12.42671012878418,4.337552070617676,0.20541837811470032,5.23480749130249,1.7458966970443726,3.1065688133239746,0.007356774527579546,0.5951827168464661,7.654881477355957
Coal,Oil_pcts,3.412135124206543,373.29290771484375,0.03434484452009201,0.7580174803733826,0.03383182734251022,0.023331984877586365,3.721726179122925,21.91935920715332,1.987547755241394,12.957980155944824,2.908770799636841,1.2508010864257812,14.94236946105957,2.4419264793395996,42.76005935668945,0.012628796510398388,0.1599854975938797,22.17509651184082
Coal,Electricity,39.74631118774414,980.4183959960938,0.26309365034103394,0.022681087255477905,3.6009252071380615,58.48509216308594,28.911287307739258,184.35516357421875,11.903339385986328,301.6097106933594,4.643192291259766,0.48032307624816895,93.74481964111328,22.09612464904785,53.645111083984375,0.04081437364220619,2.785339593887329,56.915122985839844
Coal,WatWaste,0.0011052106274291873,0.060960181057453156,0.0033663026988506317,0.0023045234847813845,0.036076903343200684,0.034014832228422165,0.14080846309661865,2.336995840072632,0.0009921080200001597,0.013238802552223206,0.015209218487143517,0.00011634586553554982,0.01091729011386633,0.017308808863162994,0.12691694498062134,7.530250877607614e-05,0.003353056265041232,0.0032655801624059677
Coal,OthServ,0.044309183955192566,37.52725601196289,0.043698232620954514,0.0013917958131060004,1.2937127351760864,0.5214745998382568,5.493197917938232,5.4324493408203125,0.026192067191004753,0.6837503910064697,0.18147478997707367,0.0014367005787789822,0.8198164701461792,0.272203654050827,0.7807850241661072,0.038464974611997604,0.05877166986465454,3.4498393535614014
Coal,Transport,0.00216900953091681,0.7145277261734009,0.004292725119739771,0.00019882431661244482,0.026594767346978188,0.02311861515045166,0.2751685380935669,0.1650785207748413,0.0004162490658927709,0.024629930034279823,0.0016076730098575354,0.0003683087707031518,0.047190044075250626,0.030220162123441696,0.04104867950081825,0.007964027114212513,0.010109394788742065,0.11857355386018753
Oil,Rice,5.52049828073109e-09,2.3144968963606516e-06,1.1351148998528515e-07,3.4829522377322064e-08,6.424100140733913e-10,5.816550401505083e-05,1.4453917174250819e-06,9.615966973797185e-07,8.092982170637697e-06,6.248064465808056e-08,9.73977421381278e-07,7.498994136767578e-08,8.123112706925895e-07,1.0102598935191054e-05,0.003761187195777893,3.1261661206372082e-06,1.0833237865881529e-05,5.711497941263133e-11
Oil,Crop,9.666029654908925e-06,4.087796332896687e-05,1.2447328572307015e-06,1.8170702276165684e-07,3.341916965382552e-08,7.260734491865151e-06,0.0008299151668325067,1.2267792044440284e-05,0.0003631952276919037,1.2685008186963387e-05,3.6717312468681484e-05,1.2171163689345121e-05,0.00017462285177316517,0.0020072045736014843,0.05217839777469635,0.00045537628466263413,9.570965630700812e-05,1.6174041661543015e-07
Oil,Cattle,3.7781398987135617e-07,2.2707110929331975e-06,5.780987066827947e-08,2.294879664077598e-08,2.1039463504735068e-08,2.070434703682622e-07,2.390633562754374e-05,1.599285326392419e-07,3.49139045283664e-05,2.007505372603191e-06,2.802570179483155e-06,6.851652756267868e-07,1.6218447854043916e-05,9.031019726535305e-05,0.007741493638604879,5.4477375670103356e-05,2.796173794195056e-05,5.071997222216851e-08
Oil,AnimalOth,8.486383649142226e-07,1.4641789675806649e-05,3.599517867769464e-06,1.2705649510280637e-07,4.442734535814452e-08,9.835161108640023e-06,0.00011732636630767956,2.487682650098577e-06,8.859989611664787e-05,2.0772431525983848e-06,1.1377308510418516e-05,3.450655867709429e-06,7.019341137493029e-05,0.0004448895633686334,0.03658108040690422,0.0002396945928921923,0.0001319540897384286,1.430477141184383e-07
Oil,Forestry,4.638026780412474e-07,4.493477263167733e-06,3.840508725261316e-06,2.2106506847308083e-08,1.2129808268923625e-08,3.276676807217882e-06,0.0001957935164682567,1.0119845228473423e-06,2.4729493816266768e-05,1.9519554825819796e-06,3.20248454954708e-06,1.600520045030862e-05,9.850667993305251e-05,5.495136065292172e-05,0.003200825536623597,2.3216985937324353e-05,0.0001318221038673073,2.362321005477952e-08
Oil,Coal,0.00016080666682682931,0.0010301966685801744,4.420746790856356e-06,1.568715902067197e-06,1.4694759556732606e-05,0.0001919443457154557,0.0010249193292111158,9.837289690040052e-05,0.00016420897736679763,0.00016271126514766365,0.00033271341817453504,7.939068382256664e-06,0.0021886571776121855,3.995486622443423e-05,0.0001312552485615015,0.004382021725177765,3.0009905458427966e-05,1.8262873709318228e-05
Oil,Oil,0.03281434252858162,0.8794000744819641,3.075901258853264e-05,2.3342106942436658e-05,1.7748579921317287e-05,0.03762092441320419,4.900790214538574,0.0009002498118206859,0.01775057055056095,0.03243410214781761,0.31505465507507324,0.008887454867362976,0.008369545452296734,0.0019160096999257803,0.2791816294193268,0.046516016125679016,0.16434143483638763,4.003051435574889e-05
Oil,Gas,0.000866247690282762,0.07565613836050034,5.291517300065607e-05,3.7013563996879384e-05,0.00010823804041137919,0.014404361136257648,0.04152345657348633,0.002040389459580183,0.007390590850263834,0.029050476849079132,0.031579889357089996,0.037602152675390244,0.209770068526268,0.0012478084536269307,0.004660111851990223,0.01264065783470869,0.001887326710857451,1.38599421006802e-06
Oil,Mine,0.0010736287804320455,0.012923205271363258,7.887159881647676e-05,3.606015525292605e-05,0.0003402825095690787,0.000728882267139852,0.010053828358650208,0.0004818191227968782,0.0007850117981433868,0.012086452916264534,0.000789320794865489,0.0008341558859683573,0.001379170105792582,0.0006277036154642701,0.0025133760645985603,0.0001417466119164601,0.0003526207583490759,0.0003086065989919007
Oil,Manufac,0.010852949693799019,0.4612177312374115,0.005164074711501598,0.00046948454109951854,0.00016162058454938233,1.2579456567764282,1.4448206424713135,0.027200618758797646,0.013412917964160442,0.028978729620575905,1.1482195854187012,0.006323409732431173,0.05468745902180672,0.007944970391690731,0.2097908854484558,0.005227028392255306,0.003390669357031584,9.411083738086745e-05
Oil,Oil_pcts,11.47066593170166,185.8455047607422,0.5967711806297302,0.5823110938072205,0.0019042941275984049,70.93413543701172,370.8592529296875,36.78791427612305,51.650146484375,448.8111267089844,129.0850372314453,84.19659423828125,62.22320556640625,4.4119343757629395,255.0895233154297,54.104366302490234,16.130027770996094,0.06998404860496521
Oil,Electricity,0.019918110221624374,0.15881864726543427,0.00168179243337363,8.55252510518767e-05,2.389548171777278e-06,0.0020396197214722633,30.464630126953125,0.00022509029076900333,0.0050504570826888084,0.06754854321479797,1.6244184970855713,0.016236530616879463,2.553405284881592,0.00486837700009346,6.048356533050537,0.0015183067880570889,0.6361832022666931,1.9359578800504096e-05
Oil,WatWaste,0.00032227090559899807,0.010354082100093365,7.607651787111536e-05,2.567352021287661e-05,1.581943365636107e-06,0.00017404105165041983,0.10784650593996048,4.9294605560135096e-05,8.664110646350309e-05,0.004052264150232077,0.0017232190584763885,0.0008030346943996847,0.002527091419324279,7.052916043903679e-05,0.0016655512154102325,0.0005654318374581635,0.00030638457974419,4.225497832521796e-06
Oil,OthServ,0.008859243243932724,0.018838638439774513,0.0001135236889240332,4.82963296235539e-05,6.601394852623343e-05,0.006659640930593014,0.0670420303940773,0.0009049645741470158,0.03603518754243851,0.017890790477395058,0.0061399429105222225,0.00034854697878472507,0.005276535637676716,0.004072741139680147,0.016542041674256325,0.012115255929529667,0.0009339003590866923,7.686762728553731e-06
Oil,Transport,0.00033547915518283844,0.0026289315428584814,0.0004632710770238191,8.311406418215483e-05,5.842724476678995e-06,0.00041723757749423385,0.008665422908961773,0.0006004289607517421,0.0009709176374599338,0.003505412954837084,0.006778746843338013,0.00026429659919813275,0.0032690386287868023,0.006168514024466276,0.003727588104084134,0.004688756074756384,0.0011228588409721851,2.9661348889931105e-05
Gas,Rice,0.0001691588113317266,0.005397357512265444,7.67314759286819e-07,6.841690947112511e-08,7.845318350518937e-08,5.820181831950322e-05,0.023451142013072968,0.003082960844039917,0.01015674788504839,0.09174387902021408,0.00010362945613451302,1.5009858543635346e-05,0.0013780739391222596,0.0008789997664280236,0.02657170221209526,0.0011009336449205875,2.7634006983134896e-05,3.157880401616353e-09
Gas,Crop,0.021782241761684418,0.07415039092302322,4.880868800682947e-06,3.102328207660321e-07,9.968287486117333e-06,0.002050339477136731,1.0294170379638672,0.011854096315801144,0.5951588749885559,0.9999796748161316,0.003682479029521346,0.0006503393524326384,1.1867932081222534,0.037302903831005096,1.2163790464401245,0.04222823306918144,0.0003769444883801043,1.9294504909339594e-06
Gas,Cattle,0.007353896275162697,0.00605148496106267,5.762806836173695e-07,4.089510241556127e-08,1.8920999309557374e-06,4.9180621317646e-06,0.2566879093647003,1.9816681742668152e-05,0.05373551696538925,0.2620812952518463,0.000734134460799396,0.00023768417304381728,0.010787422768771648,0.00604634266346693,0.034010063856840134,0.007020721677690744,2.360553844482638e-05,1.0775431746878894e-06
Gas,AnimalOth,0.026290226727724075,0.029830683022737503,1.6710964700905606e-05,6.4681898948038e-07,2.318822680535959e-06,0.0022203398402780294,0.5203356742858887,0.00039201724575832486,0.1271279901266098,0.373837947845459,0.0030890055932104588,0.0005623463657684624,0.9071677923202515,0.045171789824962616,0.1861143559217453,0.004453170113265514,0.0011525362497195601,2.0421493900357746e-06
Gas,Forestry,0.0014426619745790958,0.007983867079019547,1.0474578630237374e-05,6.238104077738171e-08,3.864812242682092e-06,1.1092599379480816e-05,0.1099429577589035,0.0005025159916840494,0.03884268179535866,0.08525187522172928,0.0002648758527357131,0.00026718518347479403,0.04190920665860176,0.0007590550230816007,0.027758406475186348,0.002719854237511754,2.7249730919720605e-05,3.4517901781327964e-07
Gas,Coal,0.0009862411534413695,0.0003193993179593235,3.2600951271888334e-07,1.0254639359885687e-09,0.00015220840577967465,0.0001089393044821918,0.00048269701073877513,0.00032351852860301733,0.10015363991260529,0.030321547761559486,0.002994879148900509,3.5256880437373184e-06,0.011502278968691826,2.344353197258897e-05,2.876285361708142e-05,0.020990518853068352,4.86143326270394e-05,7.658363188056683e-07
Gas,Oil,0.000931448710616678,0.004600241780281067,3.9653917838222696e-07,1.4379166260458653e-11,0.006759551353752613,0.026622289791703224,0.10869549959897995,2.5442718651902396e-06,0.1279500424861908,0.09297506511211395,0.021576393395662308,0.00807031150907278,0.012079658918082714,0.0011486433213576674,0.00014390406431630254,0.020462384447455406,0.010060276836156845,5.321498974808492e-07
Gas,Gas,1.7913734912872314,0.598483681678772,1.5882760635577142e-05,2.61532662193531e-08,0.00013225313159637153,15.852129936218262,19.756330490112305,0.024135876446962357,23.135696411132812,19.197158813476562,11.579042434692383,1.3573366403579712,6.357923984527588,0.2538124620914459,10.25096607208252,6.080140590667725,2.5386545658111572,6.360959105222719e-06
Gas,Mine,0.15091697871685028,0.0752011239528656,8.372031152248383e-05,3.671523154480383e-05,0.0004684324376285076,0.16630348563194275,1.3038606643676758,0.00606366666033864,0.8414440155029297,1.8109904527664185,0.25557997822761536,0.3399597704410553,0.1140228882431984,0.18404139578342438,1.640777349472046,0.10762996971607208,0.03961924836039543,0.0017606710316613317
Gas,Manufac,9.49190616607666,7.095465660095215,0.3842895030975342,0.2612479329109192,0.008463500998914242,33.36625289916992,129.07379150390625,16.200634002685547,14.767257690429688,143.1495819091797,39.36300277709961,7.121203899383545,16.382644653320312,2.4881789684295654,70.31267547607422,17.75288200378418,5.183270454406738,0.9295804500579834
Gas,Oil_pcts,6.790485858917236,1.068967580795288,0.0001368453522445634,7.595615170430392e-05,2.2983735107118264e-05,10.010068893432617,182.12843322753906,4.422231674194336,15.163026809692383,138.43927001953125,39.50187301635742,5.551504135131836,14.891011238098145,0.9147886037826538,31.106481552124023,20.83188819885254,4.902824401855469,0.3022308945655823
Gas,Electricity,13.426737785339355,1.965919017791748,0.004105802625417709,0.007613759953528643,0.006506683770567179,53.35300064086914,226.33370971679688,7.198105335235596,13.41469955444336,173.3394775390625,31.37427520751953,11.206931114196777,10.332673072814941,5.08915901184082,207.8719482421875,46.80031967163086,10.746225357055664,1.1354991329426412e-06
Gas,WatWaste,0.011102267540991306,0.026585519313812256,0.051161617040634155,0.0012935022823512554,0.000367972650565207,0.12932133674621582,9.37454605102539,0.0685020238161087,0.04004479944705963,1.8186936378479004,0.16231811046600342,0.03187353536486626,0.13535873591899872,0.005978364031761885,0.3333548605442047,0.014699306339025497,0.009972043335437775,0.0002917794627137482
