,,Oceania,China,Japan,SKorea,ROW,SEA,CWS,India,Canada,US,RAM,Brazil,EUPlus,EEuro,Russia,NAF,SSAF,SAfrica
Coal,Rice,1.1846431334561203e-05,0.3405987322330475,7.764446309010964e-06,1.3585603255705792e-06,2.0828834212949232e-09,5.054965731687844e-05,2.2325768441078253e-05,1.0221629054285586e-06,4.22102441888228e-09,1.938923865907327e-08,1.5392060959129594e-06,3.29681824950967e-06,0.0004610545001924038,8.498576789861545e-05,0.000589513685554266,1.1785375136241782e-05,3.758748562177061e-06,8.708215659680718e-08
Coal,Crop,0.022359879687428474,2.38316011428833,0.0001137324288720265,4.300638829590753e-05,3.944890920593025e-07,0.01313288975507021,8.750070992391557e-05,5.0230678425577935e-06,4.394520374262356e-07,1.9027287407880067e-06,0.00024025278980843723,0.00011925787111977115,0.35162144899368286,0.002704373560845852,0.005320610944181681,0.000437448761658743,0.00017104159633163363,7.037217437755316e-05
Coal,Cattle,0.0026642614975571632,0.057205889374017715,2.2796180928708054e-05,7.556298555755347e-07,2.315633906846415e-07,4.6863380703143775e-05,2.6864403480431065e-05,1.4431795136715664e-07,2.0393931876583338e-08,5.264280389383202e-07,0.0001010346386465244,0.00013932281581219286,0.02789517119526863,0.00011425492994021624,0.0012770474422723055,8.72798336786218e-05,1.552171670482494e-05,2.1648274923791178e-05
Coal,AnimalOth,0.004853456746786833,0.9437828660011292,4.485926547204144e-05,2.622438842081465e-06,2.2862015214286657e-07,0.0009039550204761326,3.3272357541136444e-05,1.8925775293610059e-06,4.6822091093190465e-08,0.0005863955011591315,8.151437941705808e-05,0.00010185944847762585,0.1279619038105011,0.0006016652914695442,0.006884752307087183,5.199318547965959e-05,0.001062953844666481,0.005588970147073269
Coal,Forestry,6.083243351895362e-05,0.26494497060775757,1.96416222024709e-05,2.785233164104284e-07,9.703685854844935e-09,0.00014539975381921977,1.472221720177913e-05,3.4672359561227495e-07,1.6162497118443753e-08,8.373227501579095e-06,1.437486571376212e-05,5.1036324293818325e-05,0.012404315173625946,1.8071465092361905e-05,0.0003155813319608569,2.793240491882898e-05,8.218130460591055e-06,3.814310503003071e-06
Coal,Coal,0.03515085205435753,6.585014820098877,0.0008735535084269941,2.2903815988684073e-05,0.00015122920740395784,0.0018757141660898924,0.001955824438482523,0.11745288223028183,1.2857329238613602e-05,0.004482627846300602,0.010951997712254524,0.0015974420821294188,0.23424643278121948,0.0071308971382677555,0.09501563012599945,0.039115071296691895,0.008709926158189774,5.03446472066571e-06
Coal,Oil,5.1585931082342995e-09,0.0012205485254526138,2.1682099031750113e-06,3.362469414014413e-08,7.547512836936221e-07,3.449701762292534e-05,1.0994133845088072e-05,6.98019988476517e-08,6.678411779148519e-08,2.6476018319954164e-05,0.0001629297767067328,4.585251372191124e-05,0.00038170951302163303,8.42432928038761e-05,6.264701823965879e-06,0.0035423035733401775,6.345103884086711e-06,1.8778940902297592e-10
Coal,Gas,9.304095982543004e-08,0.0015502586029469967,4.7567988076480106e-05,6.855231760027891e-08,1.5782277706932746e-09,1.1429992810008116e-06,2.148458179362933e-06,0.0,1.100165958334287e-09,0.0,2.0987604330002796e-06,3.7594688251374464e-07,2.552837486291537e-06,8.084272451469587e-08,3.525189384845362e-08,3.5083151033177273e-06,7.765149945271332e-08,0.0
Coal,Mine,0.00038550570025108755,1.3391202688217163,0.0002912550116889179,0.00011166727199451998,0.01885109208524227,0.05181410163640976,0.044848065823316574,0.20246288180351257,1.706181683402974e-05,0.0009421677677892148,0.03034313954412937,0.9956666231155396,0.513800859451294,0.002589079551398754,0.004717552103102207,6.963945634197444e-05,0.06067059561610222,1.348812111245934e-05
Coal,Manufac,0.5632311105728149,132.6916961669922,37.94133377075195,16.56490707397461,0.7736648917198181,51.78582763671875,58.0017204284668,92.25727844238281,0.5905296206474304,0.6054179072380066,6.148947238922119,12.710000038146973,33.9201545715332,2.6789681911468506,0.949176013469696,5.4818315505981445,8.274209976196289,0.14175643026828766
Coal,Oil_pcts,7.862911843403708e-06,4.289158344268799,0.4422535002231598,0.0,1.6126008972605632e-07,0.0003282141115050763,0.004241031128913164,0.007074568886309862,0.0,0.0,0.0005155902472324669,0.0,0.8158432841300964,0.04024716094136238,0.0,0.0002993315865751356,0.0002202782779932022,0.18868201971054077
Coal,Electricity,3.3135483264923096,461.60540771484375,263.4529724121094,218.78790283203125,0.017097262665629387,156.6118621826172,104.34710693359375,325.91998291015625,8.418950080871582,13.351434707641602,52.82170867919922,13.559626579284668,266.28302001953125,20.363121032714844,18.483078002929688,17.748695373535156,2.4287450313568115,0.7525897026062012
