technology,iso3,country,country_cn,spec,year,H,H2009,F_used,flow_year,delta,lag,early_missing_count
pv,FRA,France,法国,pre2009_mean_lag2,2015,519.985675,555.0,28.0,2013,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2016,497.98710750000004,555.0,30.0,2014,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2017,479.18839675000004,555.0,31.0,2015,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2018,460.269557075,555.0,29.0,2016,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2019,439.2426013675,555.0,25.0,2017,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2020,434.31834123075004,555.0,39.0,2018,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2021,420.886507107675,555.0,30.0,2019,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2022,408.79785639690755,555.0,30.0,2020,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2023,373.9180707572168,555.0,6.0,2021,0.1,2,0
pv,FRA,France,法国,pre2009_mean_lag2,2024,336.52626368149515,555.0,0.0,2022,0.1,2,0
pv,FRA,France,法国,pre2008_flow_lag0,2010,461.5,415.0,88.0,2010,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2011,460.35,415.0,45.0,2011,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2012,443.31500000000005,415.0,29.0,2012,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2013,426.98350000000005,415.0,28.0,2013,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2014,414.28515000000004,415.0,30.0,2014,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2015,403.85663500000004,415.0,31.0,2015,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2016,392.4709715,415.0,29.0,2016,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2017,378.22387435,415.0,25.0,2017,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2018,379.401486915,415.0,39.0,2018,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2019,371.46133822350004,415.0,30.0,2019,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2020,364.31520440115,415.0,30.0,2020,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2021,333.88368396103505,415.0,6.0,2021,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2022,300.49531556493156,415.0,0.0,2022,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2023,289.4457840084384,415.0,19.0,2023,0.1,0,0
pv,FRA,France,法国,pre2008_flow_lag0,2024,268.50120560759456,415.0,8.0,2024,0.1,0,0
pv,IND,India,印度,pre2009_mean_lag0,2010,0.0,0.0,0.0,2010,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2011,0.0,0.0,0.0,2011,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2012,0.0,0.0,0.0,2012,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2013,2.0,0.0,2.0,2013,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2014,5.8,0.0,4.0,2014,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2015,6.22,0.0,1.0,2015,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2016,5.598,0.0,0.0,2016,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2017,5.0382,0.0,0.0,2017,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2018,4.53438,0.0,0.0,2018,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2019,4.080941999999999,0.0,0.0,2019,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2020,3.6728477999999996,0.0,0.0,2020,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2021,3.3055630199999997,0.0,0.0,2021,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2022,2.975006718,0.0,0.0,2022,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2023,2.6775060462,0.0,0.0,2023,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag0,2024,2.40975544158,0.0,0.0,2024,0.1,0,2
pv,IND,India,印度,pre2009_mean_lag2,2010,0.0,0.0,0.0,2008,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2011,0.0,0.0,0.0,2009,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2012,0.0,0.0,0.0,2010,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2013,0.0,0.0,0.0,2011,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2014,0.0,0.0,0.0,2012,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2015,2.0,0.0,2.0,2013,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2016,5.8,0.0,4.0,2014,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2017,6.22,0.0,1.0,2015,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2018,5.598,0.0,0.0,2016,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2019,5.0382,0.0,0.0,2017,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2020,4.53438,0.0,0.0,2018,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2021,4.080941999999999,0.0,0.0,2019,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2022,3.6728477999999996,0.0,0.0,2020,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2023,3.3055630199999997,0.0,0.0,2021,0.1,2,2
pv,IND,India,印度,pre2009_mean_lag2,2024,2.975006718,0.0,0.0,2022,0.1,2,2
pv,IND,India,印度,pre2008_flow_lag0,2010,0.0,0.0,0.0,2010,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2011,0.0,0.0,0.0,2011,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2012,0.0,0.0,0.0,2012,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2013,2.0,0.0,2.0,2013,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2014,5.8,0.0,4.0,2014,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2015,6.22,0.0,1.0,2015,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2016,5.598,0.0,0.0,2016,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2017,5.0382,0.0,0.0,2017,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2018,4.53438,0.0,0.0,2018,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2019,4.080941999999999,0.0,0.0,2019,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2020,3.6728477999999996,0.0,0.0,2020,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2021,3.3055630199999997,0.0,0.0,2021,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2022,2.975006718,0.0,0.0,2022,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2023,2.6775060462,0.0,0.0,2023,0.1,0,2
pv,IND,India,印度,pre2008_flow_lag0,2024,2.40975544158,0.0,0.0,2024,0.1,0,2
pv,ITA,Italy,意大利,pre2009_mean_lag0,2010,322.0,300.0,52.0,2010,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2011,349.8,300.0,60.0,2011,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2012,354.82,300.0,40.0,2012,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2013,329.338,300.0,10.0,2013,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2014,296.4042,300.0,0.0,2014,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2015,275.76378,300.0,9.0,2015,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2016,265.187402,300.0,17.0,2016,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2017,244.66866180000002,300.0,6.0,2017,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2018,228.20179562,300.0,8.0,2018,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2019,212.38161605800002,300.0,7.0,2019,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2020,197.14345445220002,300.0,6.0,2020,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2021,177.42910900698,300.0,0.0,2021,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2022,163.686198106282,300.0,4.0,2022,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2023,160.31757829565382,300.0,13.0,2023,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag0,2024,144.28582046608844,300.0,0.0,2024,0.1,0,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2010,290.0,300.0,20.0,2008,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2011,301.0,300.0,40.0,2009,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2012,322.90000000000003,300.0,52.0,2010,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2013,350.61,300.0,60.0,2011,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2014,355.54900000000004,300.0,40.0,2012,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2015,329.99410000000006,300.0,10.0,2013,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2016,296.99469000000005,300.0,0.0,2014,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2017,276.295221,300.0,9.0,2015,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2018,265.66569890000005,300.0,17.0,2016,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2019,245.09912901000004,300.0,6.0,2017,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2020,228.58921610900003,300.0,8.0,2018,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2021,212.73029449810002,300.0,7.0,2019,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2022,197.45726504829003,300.0,6.0,2020,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2023,177.71153854346102,300.0,0.0,2021,0.1,2,0
pv,ITA,Italy,意大利,pre2009_mean_lag2,2024,163.94038468911492,300.0,4.0,2022,0.1,2,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2010,250.0,220.0,52.0,2010,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2011,285.0,220.0,60.0,2011,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2012,296.5,220.0,40.0,2012,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2013,276.85,220.0,10.0,2013,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2014,249.16500000000002,220.0,0.0,2014,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2015,233.24850000000004,220.0,9.0,2015,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2016,226.92365000000004,220.0,17.0,2016,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2017,210.23128500000004,220.0,6.0,2017,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2018,197.20815650000003,220.0,8.0,2018,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2019,184.48734085000004,220.0,7.0,2019,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2020,172.03860676500003,220.0,6.0,2020,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2021,154.83474608850003,220.0,0.0,2021,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2022,143.35127147965002,220.0,4.0,2022,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2023,142.016144331685,220.0,13.0,2023,0.1,0,0
pv,ITA,Italy,意大利,pre2008_flow_lag0,2024,127.81452989851651,220.0,0.0,2024,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2010,8627.0,8240.0,1211.0,2010,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2011,9229.3,8240.0,1465.0,2011,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2012,9864.369999999999,8240.0,1558.0,2012,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2013,10017.932999999999,8240.0,1140.0,2013,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2014,9919.1397,8240.0,903.0,2014,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2015,9591.22573,8240.0,664.0,2015,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2016,9196.103157,8240.0,564.0,2016,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2017,8636.4928413,8240.0,360.0,2017,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2018,8105.84355717,8240.0,333.0,2018,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2019,7617.259201453,8240.0,322.0,2019,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2020,7121.5332813077,8240.0,266.0,2020,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2021,6631.37995317693,8240.0,222.0,2021,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2022,6111.241957859237,8240.0,143.0,2022,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2023,5648.117762073313,8240.0,148.0,2023,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag0,2024,5292.305985865982,8240.0,209.0,2024,0.1,0,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2010,8030.0,8240.0,614.0,2008,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2011,8261.0,8240.0,1034.0,2009,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2012,8645.900000000001,8240.0,1211.0,2010,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2013,9246.310000000001,8240.0,1465.0,2011,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2014,9879.679000000002,8240.0,1558.0,2012,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2015,10031.711100000002,8240.0,1140.0,2013,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2016,9931.539990000003,8240.0,903.0,2014,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2017,9602.385991000003,8240.0,664.0,2015,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2018,9206.147391900004,8240.0,564.0,2016,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2019,8645.532652710004,8240.0,360.0,2017,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2020,8113.979387439004,8240.0,333.0,2018,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2021,7624.581448695104,8240.0,322.0,2019,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2022,7128.123303825594,8240.0,266.0,2020,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2023,6637.3109734430345,8240.0,222.0,2021,0.1,2,0
pv,JPN,Japan,日本,pre2009_mean_lag2,2024,6116.579876098731,8240.0,143.0,2022,0.1,2,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2010,7115.0,6560.0,1211.0,2010,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2011,7868.5,6560.0,1465.0,2011,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2012,8639.650000000001,6560.0,1558.0,2012,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2013,8915.685000000001,6560.0,1140.0,2013,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2014,8927.1165,6560.0,903.0,2014,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2015,8698.404849999999,6560.0,664.0,2015,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2016,8392.564364999998,6560.0,564.0,2016,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2017,7913.3079284999985,6560.0,360.0,2017,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2018,7454.977135649999,6560.0,333.0,2018,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2019,7031.479422084999,6560.0,322.0,2019,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2020,6594.3314798764995,6560.0,266.0,2020,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2021,6156.8983318888495,6560.0,222.0,2021,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2022,5684.208498699964,6560.0,143.0,2022,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2023,5263.787648829968,6560.0,148.0,2023,0.1,0,0
pv,JPN,Japan,日本,pre2008_flow_lag0,2024,4946.408883946971,6560.0,209.0,2024,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2010,10856.0,10370.0,1523.0,2010,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2011,11565.4,10370.0,1795.0,2011,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2012,11668.86,10370.0,1260.0,2012,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2013,11511.974,10370.0,1010.0,2013,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2014,11403.776600000001,10370.0,1043.0,2014,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2015,11320.398940000001,10370.0,1057.0,2015,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2016,11335.359046000001,10370.0,1147.0,2016,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2017,11230.823141400002,10370.0,1029.0,2017,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2018,11413.740827260002,10370.0,1306.0,2018,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2019,11575.366744534002,10370.0,1303.0,2019,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2020,11610.830070080601,10370.0,1193.0,2020,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2021,11632.747063072542,10370.0,1183.0,2021,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2022,11383.472356765287,10370.0,914.0,2022,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2023,11083.125121088759,10370.0,838.0,2023,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag0,2024,10830.812608979882,10370.0,856.0,2024,0.1,0,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2010,10061.0,10370.0,728.0,2008,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2011,10400.9,10370.0,1346.0,2009,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2012,10883.81,10370.0,1523.0,2010,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2013,11590.429,10370.0,1795.0,2011,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2014,11691.3861,10370.0,1260.0,2012,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2015,11532.24749,10370.0,1010.0,2013,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2016,11422.022741,10370.0,1043.0,2014,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2017,11336.8204669,10370.0,1057.0,2015,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2018,11350.138420210002,10370.0,1147.0,2016,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2019,11244.124578189001,10370.0,1029.0,2017,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2020,11425.7121203701,10370.0,1306.0,2018,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2021,11586.140908333091,10370.0,1303.0,2019,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2022,11620.526817499782,10370.0,1193.0,2020,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2023,11641.474135749804,10370.0,1183.0,2021,0.1,2,0
pv,KOR,South Korea,韩国,pre2009_mean_lag2,2024,11391.326722174825,10370.0,914.0,2022,0.1,2,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2010,8631.2,7898.0,1523.0,2010,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2011,9563.080000000002,7898.0,1795.0,2011,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2012,9866.772000000003,7898.0,1260.0,2012,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2013,9890.094800000003,7898.0,1010.0,2013,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2014,9944.085320000002,7898.0,1043.0,2014,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2015,10006.676788000002,7898.0,1057.0,2015,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2016,10153.009109200002,7898.0,1147.0,2016,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2017,10166.708198280003,7898.0,1029.0,2017,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2018,10456.037378452003,7898.0,1306.0,2018,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2019,10713.433640606803,7898.0,1303.0,2019,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2020,10835.090276546123,7898.0,1193.0,2020,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2021,10934.58124889151,7898.0,1183.0,2021,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2022,10755.12312400236,7898.0,914.0,2022,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2023,10517.610811602124,7898.0,838.0,2023,0.1,0,0
pv,KOR,South Korea,韩国,pre2008_flow_lag0,2024,10321.849730441912,7898.0,856.0,2024,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2010,5684.5,5545.0,694.0,2010,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2011,5898.05,5545.0,782.0,2011,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2012,6000.245,5545.0,692.0,2012,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2013,6018.2205,5545.0,618.0,2013,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2014,6030.398450000001,5545.0,614.0,2014,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2015,6013.358605,5545.0,586.0,2015,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2016,6010.0227445,5545.0,598.0,2016,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2017,5915.02047005,5545.0,506.0,2017,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2018,5823.518423045,5545.0,500.0,2018,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2019,5667.166580740501,5545.0,426.0,2019,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2020,5472.449922666451,5545.0,372.0,2020,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2021,5258.2049303998065,5545.0,333.0,2021,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2022,4988.384437359826,5545.0,256.0,2022,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2023,4809.545993623843,5545.0,320.0,2023,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag0,2024,4630.591394261459,5545.0,302.0,2024,0.1,0,0
pv,USA,United States,美国,pre2009_mean_lag2,2010,5480.5,5545.0,490.0,2008,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2011,5551.45,5545.0,619.0,2009,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2012,5690.305,5545.0,694.0,2010,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2013,5903.2745,5545.0,782.0,2011,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2014,6004.947050000001,5545.0,692.0,2012,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2015,6022.452345000001,5545.0,618.0,2013,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2016,6034.2071105,5545.0,614.0,2014,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2017,6016.78639945,5545.0,586.0,2015,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2018,6013.107759505,5545.0,598.0,2016,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2019,5917.7969835545,5545.0,506.0,2017,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2020,5826.01728519905,5545.0,500.0,2018,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2021,5669.415556679145,5545.0,426.0,2019,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2022,5474.474001011231,5545.0,372.0,2020,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2023,5260.026600910108,5545.0,333.0,2021,0.1,2,0
pv,USA,United States,美国,pre2009_mean_lag2,2024,4990.023940819097,5545.0,256.0,2022,0.1,2,0
pv,USA,United States,美国,pre2008_flow_lag0,2010,5220.1,5029.0,694.0,2010,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2011,5480.09,5029.0,782.0,2011,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2012,5624.081,5029.0,692.0,2012,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2013,5679.6729000000005,5029.0,618.0,2013,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2014,5725.705610000001,5029.0,614.0,2014,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2015,5739.135049000001,5029.0,586.0,2015,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2016,5763.221544100002,5029.0,598.0,2016,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2017,5692.899389690002,5029.0,506.0,2017,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2018,5623.609450721002,5029.0,500.0,2018,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2019,5487.248505648902,5029.0,426.0,2019,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2020,5310.523655084012,5029.0,372.0,2020,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2021,5112.471289575611,5029.0,333.0,2021,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2022,4857.2241606180505,5029.0,256.0,2022,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2023,4691.501744556245,5029.0,320.0,2023,0.1,0,0
pv,USA,United States,美国,pre2008_flow_lag0,2024,4524.351570100621,5029.0,302.0,2024,0.1,0,0
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2010,21.5,5.0,17.0,2010,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2011,29.35,5.0,10.0,2011,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2012,43.415000000000006,5.0,17.0,2012,0.1,0,1
