year,scenario,region,CO2_Mt,CO2_Gt
2040,S1_NO_CN,"Central, Western and South Asia",5353.9997948121445,5.353999794812145
2040,S1_NO_CN,India,3920.855486317007,3.920855486317007
2040,S1_NO_CN,Canada,933.069047864272,0.9330690478642719
2040,S1_NO_CN,United States,6860.125125586082,6.860125125586082
2040,S1_NO_CN,Rest of America,2184.068802434034,2.184068802434034
2040,S1_NO_CN,Brazil,1068.344942985059,1.068344942985059
2040,S1_NO_CN,"EU, UK and EFTA",3163.562956982678,3.1635629569826778
2040,S1_NO_CN,Eastern Europe,600.1672395902301,0.6001672395902301
2040,S1_NO_CN,Russia,2499.4254146519943,2.499425414651994
2040,S1_NO_CN,North Africa,1058.8230861341392,1.0588230861341392
2040,S1_NO_CN,Sub Saharan,850.5258993345647,0.8505258993345647
2040,S1_NO_CN,South Africa,586.6498055169068,0.5866498055169068
2045,S1_NO_CN,Australia_Oceania,663.5233171988004,0.6635233171988004
2045,S1_NO_CN,China,11828.326424402052,11.828326424402052
2045,S1_NO_CN,Japan,1900.9850888424285,1.9009850888424284
2045,S1_NO_CN,South Korea,885.6823655369299,0.8856823655369299
2045,S1_NO_CN,Rest of World,89.35761302203768,0.08935761302203768
2045,S1_NO_CN,Southeast Asia,2608.3187125937293,2.6083187125937295
2045,S1_NO_CN,"Central, Western and South Asia",5926.132141819138,5.926132141819139
2045,S1_NO_CN,India,3715.4010979064888,3.7154010979064886
2045,S1_NO_CN,Canada,1036.2606324584967,1.0362606324584966
2045,S1_NO_CN,United States,7527.322917018702,7.527322917018703
2045,S1_NO_CN,Rest of America,2505.016831649765,2.5050168316497654
2045,S1_NO_CN,Brazil,1278.0245611282448,1.2780245611282448
2045,S1_NO_CN,"EU, UK and EFTA",3600.610737358726,3.600610737358726
2045,S1_NO_CN,Eastern Europe,679.1480382309816,0.6791480382309816
2045,S1_NO_CN,Russia,2656.296547657198,2.656296547657198
2045,S1_NO_CN,North Africa,1150.0731171361824,1.1500731171361824
2045,S1_NO_CN,Sub Saharan,1063.2291284783307,1.0632291284783306
2045,S1_NO_CN,South Africa,663.8265268510663,0.6638265268510664
2050,S1_NO_CN,Australia_Oceania,768.8928495007892,0.7688928495007892
2050,S1_NO_CN,China,11402.813793037589,11.40281379303759
2050,S1_NO_CN,Japan,2206.9961011578825,2.2069961011578827
2050,S1_NO_CN,South Korea,1005.0685874262358,1.0050685874262357
2050,S1_NO_CN,Rest of World,99.22784615567453,0.09922784615567452
2050,S1_NO_CN,Southeast Asia,2549.166723274337,2.549166723274337
2050,S1_NO_CN,"Central, Western and South Asia",6494.114601476945,6.494114601476944
2050,S1_NO_CN,India,2944.5087122960167,2.9445087122960167
2050,S1_NO_CN,Canada,1149.1281189058943,1.1491281189058944
2050,S1_NO_CN,United States,8303.630810523047,8.303630810523048
2050,S1_NO_CN,Rest of America,2877.9686983022125,2.8779686983022126
2050,S1_NO_CN,Brazil,1539.0585668920216,1.5390585668920216
2050,S1_NO_CN,"EU, UK and EFTA",4100.594355335037,4.100594355335037
2050,S1_NO_CN,Eastern Europe,778.9063934955838,0.7789063934955838
2050,S1_NO_CN,Russia,2826.504913690239,2.826504913690239
2050,S1_NO_CN,North Africa,1190.6006754045618,1.1906006754045617
2050,S1_NO_CN,Sub Saharan,1290.674530147718,1.290674530147718
2050,S1_NO_CN,South Africa,756.8719887520886,0.7568719887520886
2025,S2_CAPACITY,Australia_Oceania,361.24563808593257,0.3612456380859326
2025,S2_CAPACITY,China,8351.193650865738,8.351193650865739
2025,S2_CAPACITY,Japan,1200.6814572100436,1.2006814572100437
2025,S2_CAPACITY,South Korea,513.4105410342338,0.5134105410342338
2025,S2_CAPACITY,Rest of World,37.72012910583449,0.037720129105834485
