technology,iso3,year,weight,observed,procurement_model,other_cost_fitted,other_cost_observed,model_factual,Q,Q_ratio,beta_B,G_level_gap,G_anchor,B_fit_outside_year_range,P_direct,S_share,T_cn_tariff,K_spillover,G_other,china_contribution_since_2010,model_without_china_contribution,observed_completed,observation_imputed,completion_method,region,country_name,cost_actual,cost_cf,capacity_weight_MW,tfp_start_year,alpha,annual_cost_reduction_actual,tfp_growth_factor_actual,tfp_growth_rate_actual,tfp_raw_actual,annual_cost_reduction_cf,tfp_growth_factor_cf,tfp_growth_rate_cf,tfp_raw_cf,tfp_actual,tfp_cf,tfp_multiplier,target,target_name,excluded_target_receiver,TIC,X,B,Q_global,Q_cf,p_beta_B,B_fitted,B_cf,B_deployment_gap,B_cf_fitted,B_fitted_gap,X_cf,equipment_gap_inclusive,equipment_gap_target_origin,equipment_gap_other_origins,TIC_cf,total_deployment_gap,deployment_gap_pct_of_TIC,balance_gap_pct_of_TIC,cf_Q_below_balance_fit_range,annual_cost_interpolated,B_cf_fixed,TIC_cf_equipment_only,scenario_scope
pv,AUS,2020,0.0437210408679616,1248.0457552893834,303.05931400195163,1065.1397478855254,944.9864412874316,1368.199061887477,710.6335,0.6443652037231569,-0.6311445523247294,302.0835395777804,observed_residual_preserved,False,1417.401454268666,82.31413818328907,0.0,8.63367157608569,250.2409310200057,1758.5901950480463,3126.789256935524,1248.0457552893834,False,reported,Australia_Oceania,Australia,1368.199061887477,3126.789256935524,19769.63,2010,1.0,0.1154265830978716,1.13048841497194,0.1304884149719398,6.754419535459025,0.0711034550222154,1.0765461508137226,0.0765461508137226,2.955552713222096,1.5185646951817762,0.6644831552860846,0.4375731619432547,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,AUS,2021,0.0437210408679616,1162.0471230412904,371.103902666107,947.8416555023392,790.9432203751835,1318.945558168446,854.92824,0.6424191111057461,-0.6311445523247294,254.8351250677683,observed_residual_preserved,False,1363.8172970027913,80.9692232222608,0.0,7.149750548785686,202.9925165099937,1654.9287872838315,2973.8743454522773,1162.0471230412904,False,reported,Australia_Oceania,Australia,1318.945558168446,2973.8743454522773,24393.62,2010,1.0,0.035998784892517,1.0373430907849046,0.0373430907849046,7.006650437371005,0.0489047706506176,1.051419425880279,0.0514194258802789,3.1075255368948764,1.5752725944567003,0.6986504976380113,0.4435108565314504,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,AUS,2022,0.0437210408679616,979.5214615557928,353.86640981108314,834.6094605210275,625.6550517447097,1188.4758703321106,1045.85862,0.625421646378934,-0.6311445523247294,215.70001410587884,observed_residual_preserved,False,1377.6648283337963,82.98081215298961,0.0,6.45636672192969,163.85740554810425,1630.95941275682,2819.43528308893,979.5214615557928,False,reported,Australia_Oceania,Australia,1188.4758703321106,2819.43528308893,28884.09,2010,1.0,0.0989196915887204,1.1097789960177118,0.1097789960177118,7.775833487832655,0.0519319394242461,1.0547765941958938,0.0547765941958937,3.277745202182744,1.7482044383303728,0.7369201924318879,0.4215297572037315,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,AUS,2023,0.0437210408679616,1012.2454310798984,224.51838178014515,691.6230844303054,787.7270492997532,916.1414662104504,1408.5874199999998,0.5679103821614423,-0.6311445523247294,338.0715892812261,observed_residual_preserved,False,1510.1312268991765,108.35263868175662,0.0,6.055906567097996,286.2289807234516,1910.7687528714823,2826.910219081933,1012.2454310798984,False,reported,Australia_Oceania,Australia,916.1414662104504,2826.910219081933,30671.94,2010,1.0,0.2291459262404364,1.2972623925081688,0.2972623925081687,10.087296354170928,-0.0026512174398318,0.9973557929280716,-0.0026442070719283,3.269078165139153,2.2678798722618585,0.7349716228476127,0.3240787273774746,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,AUS,2024,0.0437210408679616,943.9690385525072,129.51154301459258,579.5357096998207,814.4574955379146,709.0472527144133,1864.01976,0.5250071812543446,-0.6311445523247294,408.7062675536061,observed_residual_preserved,False,1610.212914959786,124.9650521365189,0.0,5.45108392536501,356.86365899583154,2097.4927100175014,2806.539962731915,943.9690385525072,False,reported,Australia_Oceania,Australia,709.0472527144133,2806.539962731915,35994.94,2010,1.0,0.2260504748820797,1.292073924133022,0.2920739241330219,13.033532584226355,0.0072058377420396,1.0072581387119068,0.0072581387119068,3.292805587921799,2.9302684460156763,0.7403061488355559,0.252641067695405,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2010,0.1277286019878905,,2841.544742567657,10215.554287664529,,13057.099030232186,39.73239,0.9854023379917494,-0.8431480181598846,58.39927829809899,2011_TIC_carried_to_2010,True,0.0,0.0,0.0,0.0,0.0,0.0,13057.099030232186,7522.515553575554,True,2011_value_carried_to_2010_per_user,Brazil,Brazil,13057.099030232186,13057.099030232186,7.46,2010,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1524325518955996,0.1524325518955996,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2011,0.1277286019878905,7522.515553575554,2145.844033503496,6316.597124754594,5376.671520072058,8462.44115825809,70.26885,0.962344623542295,-0.8431480181598846,176.8473996689854,observed_residual_preserved,False,196.8607088740331,-5.031377709695237,0.0,4.177689087085612,118.4481213708864,314.45514162230984,8776.8962998804,7522.515553575554,False,reported,Brazil,Brazil,8462.44115825809,8776.8962998804,7.46,2010,1.0,0.3518896396003202,1.5429470983665734,0.5429470983665734,1.5429470983665734,0.327806561047096,1.4876670048397531,0.4876670048397531,1.4876670048397531,0.2351953636439275,0.2267688779186069,0.9641723986614046,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2012,0.1277286019878905,,1420.2575738767985,4718.466739838976,,6138.724313715774,99.31435,0.9374108575447556,-0.8431480181598846,264.27158600651273,fitted_for_missing_observation,False,482.9448816275012,19.87246495916699,0.0,6.007318377772983,205.87230770841376,714.696972672855,6853.421286388629,6319.899096442668,True,internal_linear_interpolation,Brazil,Brazil,6138.724313715774,6853.421286388629,8.47,2010,1.0,0.2745917875334014,1.3785341588561697,0.3785341588561695,2.1270052804063315,0.2191520724151636,1.2806590946498395,0.2806590946498395,1.9051942795585168,0.3242248427877526,0.2904136258900031,0.8957167606065174,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2013,0.1277286019878905,5117.282639309783,1076.9540102485794,3655.0409002931688,4040.328629061204,4731.994910541748,134.44763,0.8723220334936361,-0.8431480181598846,493.18466682083294,observed_residual_preserved,False,585.9993362745598,12.747304782407696,3.684934347232127,13.83398617026497,434.785388522734,1051.050950097199,5783.045860638947,5117.282639309783,False,reported,Brazil,Brazil,4731.994910541748,5783.045860638947,9.4,2010,1.0,0.2291566343891621,1.2972804133918594,0.2972804133918594,2.7593222894521934,0.1561811803216478,1.185088524549833,0.185088524549833,2.257823877742785,0.4206105380836062,0.344165855415151,0.8182530494439014,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2014,0.1277286019878905,6068.722799156141,1009.5977421492224,2960.126634866061,5059.125057006919,3969.724377015284,172.65223999999998,0.8391796133082317,-0.8431480181598846,805.9960507667244,observed_residual_preserved,False,586.741880252292,3.525076635034208,0.0,16.507106114230695,747.5967724686253,1354.3708354701823,5324.095212485466,6068.722799156141,False,reported,Brazil,Brazil,3969.724377015284,5324.095212485466,22.01,2010,1.0,0.161088620748156,1.1920210224014576,0.1920210224014575,3.2891701766079344,0.0793614056006765,1.086202562094908,0.086202562094908,2.4524540807632733,0.5013766036392476,0.3738338339375228,0.7456148356824905,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2015,0.1277286019878905,2497.658976411624,821.9244308268568,2414.3384512008897,1675.7345455847671,3236.2628820277464,219.86211,0.8048958958867447,-0.8431480181598846,336.50925016254325,observed_residual_preserved,False,735.7614337565642,85.21696066236764,0.0,15.784576841212292,278.1099718644443,1114.8729431245883,4351.135825152334,2497.658976411624,False,reported,Brazil,Brazil,3236.2628820277464,4351.135825152334,45.87,2010,1.0,0.1847638337901447,1.226638416508356,0.2266384165083561,4.034622497060867,0.1827464289240089,1.2236104379249222,0.2236104379249222,3.0008484117535112,0.6150078031623843,0.4574269812554448,0.7437742722992208,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2016,0.1277286019878905,2460.5928028234507,568.3766487495783,1904.422571565128,1892.2161540738723,2472.799220314706,291.30835,0.735208414039625,-0.8431480181598846,560.2696058819768,observed_residual_preserved,False,1027.7753609485335,235.14852548021187,0.0,14.45107689527594,501.8703275838778,1779.2452909078993,4252.044511222605,2460.5928028234507,False,reported,Brazil,Brazil,2472.799220314706,4252.044511222605,131.13,2010,1.0,0.2359090375361214,1.308744703347115,0.3087447033471147,5.28029082303352,0.02277366598324,1.0233043924324388,0.0233043924324387,3.070781360771276,0.8048882049059155,0.4680870391358075,0.5815553467956744,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2017,0.1277286019878905,1975.0868857598143,482.78243735120384,1507.5444881806472,1492.3044484086104,1990.326925531851,384.35013,0.6614012072794148,-0.8431480181598846,622.3140502327582,observed_residual_preserved,False,1078.7696691204862,231.9042924321955,0.0,16.535301086908675,563.9147719346591,1891.1240345742488,3881.450960106101,1975.0868857598143,False,reported,Brazil,Brazil,1990.326925531851,3881.450960106101,1202.53,2010,1.0,0.1951117950940846,1.2424085654440562,0.2424085654440562,6.56027854657249,0.0871565549557115,1.0954780969605176,0.0954780969605175,3.363973721279545,1.0,0.5127790988443778,0.5127790988443778,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2018,0.1277286019878905,1809.6190475909184,434.6277856666832,1253.2751396165838,1374.9912619242352,1687.902925283267,478.49221,0.6356344860870359,-0.8431480181598846,639.7773917626174,observed_residual_preserved,False,1117.8977849574894,235.89153130093567,0.0,16.085256259543605,581.3781134645184,1951.252685982487,3639.155611265754,1809.6190475909184,False,reported,Brazil,Brazil,1687.902925283267,3639.155611265754,2450.44,2010,1.0,0.1519468969489879,1.1791714415080066,0.1791714415080065,7.735693110455933,0.0624239108855632,1.0665801011889329,0.0665801011889328,3.5879474320392486,1.1791714415080066,0.5469199831330062,0.4638171888165531,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2019,0.1277286019878905,1495.162848478625,339.1556423527974,1065.4487732773468,1156.0072061258277,1404.604415630144,580.10487,0.6485187238645316,-0.8431480181598846,509.4661767893433,observed_residual_preserved,False,1223.9092335389237,248.27466204016704,-17.45836846825805,12.389465708931084,451.0668984912443,1918.181891311008,3322.7863069411524,1495.162848478625,False,reported,Brazil,Brazil,1404.604415630144,3322.7863069411524,4662.13,2010,1.0,0.1678405229409618,1.2016927374715871,0.2016927374715873,9.295926230143888,0.0869348107415949,1.0952120525065727,0.0952120525065727,3.929563271329392,1.417001757494074,0.5989933572839599,0.4227188527579966,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2020,0.1277286019878905,1298.4074341474254,304.6098542145941,897.8798206178218,993.7975799328312,1202.489674832416,710.6335,0.6443652037231569,-0.8431480181598846,445.7560309611377,observed_residual_preserved,False,1241.6007308970898,241.95920036787632,-17.208605884613192,10.95145152926148,387.3567526630387,1864.659529572653,3067.1492044050688,1298.4074341474254,False,reported,Brazil,Brazil,1202.489674832416,3067.1492044050688,8378.37,2010,1.0,0.143894422193635,1.1680802297332786,0.1680802297332786,10.858387646490083,0.076934560011298,1.0833468101809116,0.0833468101809116,4.257079835398765,1.6551717384261375,0.6489175429331331,0.3920545088270858,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv,BRA,2021,0.1277286019878905,915.5422974243716,376.4771235260486,768.2930901527423,539.0651738983229,1144.770213678791,854.92824,0.6424191111057461,-0.8431480181598846,243.78520572086856,observed_residual_preserved,False,1186.685043153147,227.7557828091293,-17.724163467912767,10.945954398925648,185.3859274227696,1593.0485443160587,2737.81875799485,915.5422974243716,False,reported,Brazil,Brazil,1144.770213678791,2737.81875799485,14302.79,2010,1.0,0.0479999640426593,1.050420128392527,0.0504201283925269,11.405868945761942,0.1073734678238774,1.1202893527734528,0.1202893527734527,4.7691612135038,1.7386257099892657,0.726975414175899,0.4181322121253961,,,,,,,,,,,,,,,,,,,,,,,,,,,
