scenario,year,fuel,household_Mtoe,nonenergy_industries_Mtoe,energy_industries_Mtoe,power_sector_Mtoe,modeled_final_demand_Mtoe,group,final_energy_share_pct
S2_CAPACITY,2025,Gas,452.969002248798,771.555166183998,589.2378086963334,1374.136734046257,1224.524168432796,GLOBAL,14.732033081814077
S2_CAPACITY,2025,Oil,0.14853326869355352,7.550609095042076,4043.2985064182863,53.49513466527739,7.699142363735629,GLOBAL,0.09262701621423687
S2_CAPACITY,2025,Oil_pct,1126.1474382587462,3772.899639907713,894.0507404079033,336.5246799985073,4899.04707816646,GLOBAL,58.93956647444795
S2_CAPACITY,2030,Coal,74.96776796520459,247.37729985553608,1107.0883371436546,1959.2768736951894,322.34506782074067,GLOBAL,3.504802632577771
S2_CAPACITY,2030,Electricity,677.1293876874653,1222.75972755373,48.55700964181287,132.56541953115146,1899.8891152411952,GLOBAL,20.657168473898235
S2_CAPACITY,2030,Gas,485.2286019076378,820.9236749307181,646.479892168573,1393.0393046732668,1306.1522768383559,GLOBAL,14.201569669917465
S2_CAPACITY,2030,Oil,0.16313284122711938,7.501206021938812,4171.8036833272845,57.608668491561346,7.664338863165932,GLOBAL,0.08333304184300504
S2_CAPACITY,2030,Oil_pct,1296.8053153520536,4364.382692557517,1083.67757016859,354.02887100170244,5661.188007909571,GLOBAL,61.55312618176352
S2_CAPACITY,2035,Coal,75.82853305565918,217.871675156025,1148.1868022723227,1972.8104684377165,293.7002082116842,GLOBAL,2.9150640958508864
S2_CAPACITY,2035,Electricity,746.5778122038232,1284.355132248782,48.97205298880646,139.4723215203491,2030.932944452605,GLOBAL,20.1576285679289
S2_CAPACITY,2035,Gas,519.1922879018872,827.0411541663391,677.5666758291346,1497.401573914651,1346.2334420682264,GLOBAL,13.361777288146707
S2_CAPACITY,2035,Oil,0.18127328001082335,7.2840607732754625,4266.443112590492,65.70649615915933,7.465334053286287,GLOBAL,0.07409571615483136
S2_CAPACITY,2035,Oil_pct,1488.832206697104,4908.093167768781,1255.264218882019,402.5114604830284,6396.925374465885,GLOBAL,63.491434331918676
S2_CAPACITY,2040,Coal,77.33681944447221,203.9213152175054,1177.3935677826912,2024.8124070967724,281.2581346619776,GLOBAL,2.5313292540637677
S2_CAPACITY,2040,Electricity,828.4017825282634,1321.4841140727078,50.699385781529614,145.77270806737764,2149.885896600971,GLOBAL,19.34901925416505
S2_CAPACITY,2040,Gas,567.151650605978,849.0759995560616,711.6321769578946,1607.9453322036882,1416.2276501620395,GLOBAL,12.746079275458534
S2_CAPACITY,2040,Oil,0.20069309998088355,6.850673012433495,4361.57245368808,74.55628567036779,7.051366112414379,GLOBAL,0.06346244649215266
S2_CAPACITY,2040,Oil_pct,1733.7578392570397,5522.9037028712,1486.0996415982095,455.63902199074903,7256.6615421282395,GLOBAL,65.31010976982049
S2_CAPACITY,2045,Coal,78.69654411301424,180.5420867416946,1175.2088036850691,1993.5492009384088,259.23863085470884,GLOBAL,2.1423736972546363
S2_CAPACITY,2045,Electricity,913.4280702541192,1312.2996433730912,50.22029151099987,148.54268938464364,2225.7277136272105,GLOBAL,18.393634062965205
S2_CAPACITY,2045,Gas,617.7480076040893,856.2377045125804,731.0278598315507,1699.4948158177374,1473.98571211667,GLOBAL,12.181163777005573
S2_CAPACITY,2045,Oil,0.2223519357197041,6.373274444419988,4426.1503139418455,83.71507567729519,6.595626380139693,GLOBAL,0.05450690904801708
S2_CAPACITY,2045,Oil_pct,2012.7873112478298,6122.197755354546,1690.4238726017684,504.5903011334131,8134.985066602376,GLOBAL,67.22832155372656
S2_CAPACITY,2050,Coal,80.00318113139409,148.85329927971776,1123.3326976197507,1851.7670478661848,228.85648041111185,GLOBAL,1.763611470417063
S2_CAPACITY,2050,Electricity,1008.2417041236921,1237.185620004606,47.34031458925105,146.7224824162183,2245.427324128298,GLOBAL,17.30368909679467
S2_CAPACITY,2050,Gas,672.2879398307961,846.0015159028743,733.0765647015538,1766.549105919847,1518.2894557336704,GLOBAL,11.700226686764905
S2_CAPACITY,2050,Oil,0.24712988457582366,5.857754013579562,4454.444001008658,92.64390523840564,6.104883898155387,GLOBAL,0.047045393903683015
S2_CAPACITY,2050,Oil_pct,2341.9291691622493,6635.97422120322,1829.9459252817633,543.9154615152369,8977.903390365469,GLOBAL,69.18542735211967
S0_BASELINE,2017,Coal,32.08996607719895,233.43407549815012,283.42339579210926,1193.1804696941313,265.5240415753491,ROW_EX_CHINA,3.8965323501825737
S0_BASELINE,2017,Electricity,545.9159516590829,1138.4986224806867,62.15329687760544,85.30434798188993,1684.4145741397695,ROW_EX_CHINA,24.718574786351667
S0_BASELINE,2017,Gas,438.7274861776935,990.8010013039261,673.435390574799,1201.59009978571,1429.5284874816195,ROW_EX_CHINA,20.97815310407216
