run_id,additional_price_2024USD_t,capacity_GW,gap_GW
B,0.0,9046.506861735164,-1953.4931382648372
trial_5p0,5.0,9181.04504337082,-1818.954956629179
trial_10p0,10.0,9322.52392729612,-1677.4760727038793
trial_20p0,20.0,9623.593267070131,-1376.4067329298668
trial_40p0,40.0,10278.04499824161,-721.9550017583897
trial_80p0,80.0,11667.902172142129,667.9021721421286
trial_59p616895796,59.61689579620288,10955.359334870229,-44.64066512977115
trial_60p893893166,60.893893166004126,10999.95662974231,-0.0433702576901851
