group,year,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
CHINA,2045,S2_CAPACITY,government_income,7886.577491389161,8184.074519660873,297.4970282717122,3.772194321256969
CHINA,2050,S1_NO_CN,government_income,8197.442819224105,8197.911176472016,0.4683572479116265,0.005713455503626885
CHINA,2050,S2_CAPACITY,government_income,8197.442819224105,8460.860537123986,263.4177178998816,3.213413301061786
GLOBAL,2025,S1_NO_CN,exports_FOB,35834.18624239274,35842.248828312,8.062585919258709,0.02249970423416639
GLOBAL,2025,S2_CAPACITY,exports_FOB,35834.18624239274,34515.3214192648,-1318.8648231279367,-3.6804653919214347
GLOBAL,2030,S1_NO_CN,exports_FOB,43391.817339948786,43395.77980067137,3.9624607225850923,0.00913181554840535
GLOBAL,2030,S2_CAPACITY,exports_FOB,43391.817339948786,41591.4296325881,-1800.3877073606855,-4.1491410540741605
GLOBAL,2035,S1_NO_CN,exports_FOB,52016.06370610067,52016.62545554937,0.5617494487014483,0.0010799537848066036
GLOBAL,2035,S2_CAPACITY,exports_FOB,52016.06370610067,49830.59382004018,-2185.4698860604913,-4.201528778511108
GLOBAL,2040,S1_NO_CN,exports_FOB,62454.16263579825,62450.81921565349,-3.3434201447598753,-0.005353398402372386
GLOBAL,2040,S2_CAPACITY,exports_FOB,62454.16263579825,59635.022473026176,-2819.140162772077,-4.5139347703881745
GLOBAL,2045,S1_NO_CN,exports_FOB,74596.24779092357,74588.28358335368,-7.964207569893915,-0.010676418460370539
GLOBAL,2045,S2_CAPACITY,exports_FOB,74596.24779092357,71099.50526335205,-3496.7425275715214,-4.68755819645527
GLOBAL,2050,S1_NO_CN,exports_FOB,87924.98079669142,87918.03025830805,-6.950538383374806,-0.007905078079512474
GLOBAL,2050,S2_CAPACITY,exports_FOB,87924.98079669142,83858.53620718361,-4066.4445895078097,-4.624902448270797
ROW_EX_CHINA,2025,S1_NO_CN,exports_FOB,30306.67033035057,30315.369790799454,8.699460448882746,0.02870477143828857
ROW_EX_CHINA,2025,S2_CAPACITY,exports_FOB,30306.67033035057,29172.19747133088,-1134.47285901969,-3.7433107848986427
ROW_EX_CHINA,2030,S1_NO_CN,exports_FOB,36512.757030349756,36518.54474963392,5.787719284162449,0.015851225037188076
ROW_EX_CHINA,2030,S2_CAPACITY,exports_FOB,36512.757030349756,34970.852120160074,-1541.9049101896817,-4.222921070868561
ROW_EX_CHINA,2035,S1_NO_CN,exports_FOB,43741.7720057243,43744.862670681985,3.0906649576863856,0.007065705882427268
ROW_EX_CHINA,2035,S2_CAPACITY,exports_FOB,43741.7720057243,41864.42113017624,-1877.350875548058,-4.291894885516703
ROW_EX_CHINA,2040,S1_NO_CN,exports_FOB,52574.77956174142,52575.19736934105,0.41780759962421143,0.0007946920616824599
ROW_EX_CHINA,2040,S2_CAPACITY,exports_FOB,52574.77956174142,50149.29674773608,-2425.4828140053432,-4.613396069796102
ROW_EX_CHINA,2045,S1_NO_CN,exports_FOB,62926.27891950262,62923.193808051,-3.0851114516190137,-0.0049027393715201095
ROW_EX_CHINA,2045,S2_CAPACITY,exports_FOB,62926.27891950262,59911.520687607335,-3014.7582318952846,-4.790936765467831
ROW_EX_CHINA,2050,S1_NO_CN,exports_FOB,74375.6644402775,74373.57750089312,-2.0869393843750004,-0.0028059438528455502
ROW_EX_CHINA,2050,S2_CAPACITY,exports_FOB,74375.6644402775,70859.33124348671,-3516.333196790787,-4.727800717147674
CHINA,2025,S1_NO_CN,exports_FOB,5527.515912042169,5526.8790375125445,-0.6368745296240377,-0.011521894097790869
CHINA,2025,S2_CAPACITY,exports_FOB,5527.515912042169,5343.123947933923,-184.3919641082457,-3.335892054268572
CHINA,2030,S1_NO_CN,exports_FOB,6879.060309599026,6877.235051037454,-1.8252585615728094,-0.026533544981802926
CHINA,2030,S2_CAPACITY,exports_FOB,6879.060309599026,6620.5775124280235,-258.48279717100286,-3.75753061519633
CHINA,2035,S1_NO_CN,exports_FOB,8274.291700376376,8271.762784867386,-2.5289155089903943,-0.030563528584269764
CHINA,2035,S2_CAPACITY,exports_FOB,8274.291700376376,7966.172689863935,-308.1190105124406,-3.7238113142472975
CHINA,2040,S1_NO_CN,exports_FOB,9879.383074056832,9875.621846312446,-3.7612277443859057,-0.038071483980238144
CHINA,2040,S2_CAPACITY,exports_FOB,9879.383074056832,9485.725725290098,-393.6573487667338,-3.98463492928495
CHINA,2045,S1_NO_CN,exports_FOB,11669.968871420964,11665.089775302678,-4.8790961182858155,-0.04180898999854594
CHINA,2045,S2_CAPACITY,exports_FOB,11669.968871420964,11187.984575744713,-481.98429567625135,-4.130124947090486
CHINA,2050,S1_NO_CN,exports_FOB,13549.316356413927,13544.45275741492,-4.863598999007081,-0.035895530601473984
CHINA,2050,S2_CAPACITY,exports_FOB,13549.316356413927,12999.204963696893,-550.1113927170336,-4.060067521093962
GLOBAL,2025,S1_NO_CN,imports_CIF,36821.95500912989,36830.668137333145,8.713128203256929,0.02366286146701482
GLOBAL,2025,S2_CAPACITY,imports_CIF,36821.95500912989,35483.07216870388,-1338.8828404260057,-3.6360992785256347
GLOBAL,2030,S1_NO_CN,imports_CIF,44552.34608210075,44557.138462752664,4.792380651917483,0.010756741391544495
GLOBAL,2030,S2_CAPACITY,imports_CIF,44552.34608210075,42728.34431073055,-1824.0017713701964,-4.094064469711514
GLOBAL,2035,S1_NO_CN,imports_CIF,53304.80992041595,53306.412878755706,1.6029583397539682,0.0030071551556926737
GLOBAL,2035,S2_CAPACITY,imports_CIF,53304.80992041595,51101.03920544957,-2203.770714966384,-4.134281161975086
GLOBAL,2040,S1_NO_CN,imports_CIF,63822.920946603015,63820.96223772418,-1.9587088788321125,-0.0030689740453447
GLOBAL,2040,S2_CAPACITY,imports_CIF,63822.920946603015,60992.68107668097,-2830.239869922043,-4.434519492283882
GLOBAL,2045,S1_NO_CN,imports_CIF,75972.90997890042,75966.76104312333,-6.148935777091538,-0.008093589910929106
GLOBAL,2045,S2_CAPACITY,imports_CIF,75972.90997890042,72476.89561784058,-3496.014361059846,-4.601659146702129
GLOBAL,2050,S1_NO_CN,imports_CIF,89199.29397503745,89194.18235151736,-5.111623520089779,-0.005730564999225526
GLOBAL,2050,S2_CAPACITY,imports_CIF,89199.29397503745,85136.23259649967,-4063.061378537779,-4.555037598924081
ROW_EX_CHINA,2025,S1_NO_CN,imports_CIF,31669.645472069664,31679.087039975355,9.441567905691045,0.02981267319211964
ROW_EX_CHINA,2025,S2_CAPACITY,imports_CIF,31669.645472069664,30518.80945611017,-1150.8360159594922,-3.6338771678844535
ROW_EX_CHINA,2030,S1_NO_CN,imports_CIF,38145.11196322215,38151.86440488489,6.752441662734782,0.01770198412117702
ROW_EX_CHINA,2030,S2_CAPACITY,imports_CIF,38145.11196322215,36584.12934616252,-1560.9826170596352,-4.092221877772089
ROW_EX_CHINA,2035,S1_NO_CN,imports_CIF,45603.10096362846,45607.29322477788,4.192261149422848,0.009192930000015696
ROW_EX_CHINA,2035,S2_CAPACITY,imports_CIF,45603.10096362846,43710.3905254479,-1892.7104381805548,-4.15039854348966
ROW_EX_CHINA,2040,S1_NO_CN,imports_CIF,54643.502462317,54645.29794712967,1.7954848126682919,0.003285815754410116
ROW_EX_CHINA,2040,S2_CAPACITY,imports_CIF,54643.502462317,52208.10032299799,-2435.4021393190123,-4.456892456698768
ROW_EX_CHINA,2045,S1_NO_CN,imports_CIF,65161.751947097175,65160.395536020435,-1.3564110767401871,-0.0020816062125545913
ROW_EX_CHINA,2045,S2_CAPACITY,imports_CIF,65161.751947097175,62146.39793434463,-3015.354012752541,-4.627490702215334
ROW_EX_CHINA,2050,S1_NO_CN,imports_CIF,76699.86370617856,76699.52244331007,-0.3412628684891388,-0.0004449328225620411
ROW_EX_CHINA,2050,S2_CAPACITY,imports_CIF,76699.86370617856,73184.93607093781,-3514.927635240747,-4.5827038868096475
CHINA,2025,S1_NO_CN,imports_CIF,5152.309537060229,5151.581097357788,-0.7284397024404825,-0.014138119947974067
CHINA,2025,S2_CAPACITY,imports_CIF,5152.309537060229,4964.262712593712,-188.04682446651623,-3.649757902041941
CHINA,2030,S1_NO_CN,imports_CIF,6407.234118878595,6405.274057867777,-1.9600610108182082,-0.030591374912350814
CHINA,2030,S2_CAPACITY,imports_CIF,6407.234118878595,6144.214964568032,-263.01915431056295,-4.105034238339913
CHINA,2035,S1_NO_CN,imports_CIF,7701.708956787488,7699.119653977822,-2.589302809666151,-0.03361984754544909
CHINA,2035,S2_CAPACITY,imports_CIF,7701.708956787488,7390.6486800016655,-311.0602767858227,-4.038847462700942
CHINA,2040,S1_NO_CN,imports_CIF,9179.418484286007,9175.664290594514,-3.7541936914931284,-0.040897946835301485
CHINA,2040,S2_CAPACITY,imports_CIF,9179.418484286007,8784.580753682985,-394.83773060302155,-4.301337075751949
CHINA,2045,S1_NO_CN,imports_CIF,10811.158031803248,10806.365507102904,-4.7925247003440745,-0.04432942970813927
CHINA,2045,S2_CAPACITY,imports_CIF,10811.158031803248,10330.497683495938,-480.6603483073104,-4.445965426583803
CHINA,2050,S1_NO_CN,imports_CIF,12499.430268858885,12494.659908207288,-4.770360651597002,-0.03816462469879041
CHINA,2050,S2_CAPACITY,imports_CIF,12499.430268858885,11951.296525561858,-548.1337432970267,-4.385269820358522
GLOBAL,2025,S1_NO_CN,CO2_Mt,38168.84566252689,38280.6025114443,111.7568489174082,0.2927959883972283
GLOBAL,2025,S2_CAPACITY,CO2_Mt,38168.84566252689,30363.33945876789,-7805.506203759,-20.44994043773828
GLOBAL,2030,S1_NO_CN,CO2_Mt,40786.22494482815,40938.303116572395,152.07817174424417,0.37286650566450197
GLOBAL,2030,S2_CAPACITY,CO2_Mt,40786.22494482815,32970.79991950125,-7815.425025326898,-19.161923016653013
GLOBAL,2035,S1_NO_CN,CO2_Mt,43012.65142229727,43173.79276959319,161.1413472959175,0.37463709389555017
GLOBAL,2035,S2_CAPACITY,CO2_Mt,43012.65142229727,35423.24431006914,-7589.407112228131,-17.64459260536045
GLOBAL,2040,S1_NO_CN,CO2_Mt,46476.731363013416,46641.13449756962,164.40313455620344,0.3537321359200335
GLOBAL,2040,S2_CAPACITY,CO2_Mt,46476.731363013416,38557.668352659966,-7919.0630103534495,-17.038769246702035
GLOBAL,2045,S1_NO_CN,CO2_Mt,49603.84815631456,49777.5357992893,173.68764297473535,0.3501495336156192
GLOBAL,2045,S2_CAPACITY,CO2_Mt,49603.84815631456,41173.13341810109,-8430.714738213472,-16.99609012519776
GLOBAL,2050,S1_NO_CN,CO2_Mt,52095.81936032495,52284.728265773876,188.90890544892318,0.36261816738560043
GLOBAL,2050,S2_CAPACITY,CO2_Mt,52095.81936032495,42925.01047050999,-9170.808889814965,-17.60373289531032
ROW_EX_CHINA,2025,S1_NO_CN,CO2_Mt,26571.584747643537,26706.33352325744,134.74877561390167,0.5071160673841694
ROW_EX_CHINA,2025,S2_CAPACITY,CO2_Mt,26571.584747643537,22012.14580790215,-4559.438939741387,-17.15907795129056
ROW_EX_CHINA,2030,S1_NO_CN,CO2_Mt,28531.94084132506,28725.438946702063,193.4981053770025,0.6781806623429695
ROW_EX_CHINA,2030,S2_CAPACITY,CO2_Mt,28531.94084132506,24068.979691477296,-4462.961149847764,-15.64198234767018
ROW_EX_CHINA,2035,S1_NO_CN,CO2_Mt,31279.87694193325,31475.179793900556,195.3028519673062,0.624372187684302
ROW_EX_CHINA,2035,S2_CAPACITY,CO2_Mt,31279.87694193325,26666.755028174182,-4613.121913759067,-14.747890224512991
ROW_EX_CHINA,2040,S1_NO_CN,CO2_Mt,34509.596750842036,34707.599562565476,198.00281172343966,0.5737615920377521
ROW_EX_CHINA,2040,S2_CAPACITY,CO2_Mt,34509.596750842036,29641.166947555263,-4868.429803286774,-14.10746650688691
ROW_EX_CHINA,2045,S1_NO_CN,CO2_Mt,37745.69686817344,37949.20937488725,203.51250671380694,0.5391674378792709
ROW_EX_CHINA,2045,S2_CAPACITY,CO2_Mt,37745.69686817344,32463.132781386827,-5282.564086786617,-13.995142559523888
ROW_EX_CHINA,2050,S1_NO_CN,CO2_Mt,40669.77389062761,40881.91447273629,212.1405821086737,0.5216173138291327
ROW_EX_CHINA,2050,S2_CAPACITY,CO2_Mt,40669.77389062761,34763.02605809996,-5906.747832527653,-14.523680039167536
CHINA,2025,S1_NO_CN,CO2_Mt,11597.26091488335,11574.26898818686,-22.991926696491646,-0.1982530777330787
CHINA,2025,S2_CAPACITY,CO2_Mt,11597.26091488335,8351.193650865738,-3246.0672640176126,-27.989947694043607
CHINA,2030,S1_NO_CN,CO2_Mt,12254.284103503089,12212.864169870332,-41.41993363275651,-0.3380036996279199
CHINA,2030,S2_CAPACITY,CO2_Mt,12254.284103503089,8901.820228023955,-3352.463875479134,-27.357484510423397
CHINA,2035,S1_NO_CN,CO2_Mt,11732.774480364022,11698.61297569263,-34.16150467139232,-0.29116305549522864
CHINA,2035,S2_CAPACITY,CO2_Mt,11732.774480364022,8756.489281894956,-2976.285198469066,-25.36727526341002
CHINA,2040,S1_NO_CN,CO2_Mt,11967.13461217138,11933.534935004142,-33.59967716723804,-0.28076626741596866
CHINA,2040,S2_CAPACITY,CO2_Mt,11967.13461217138,8916.501405104707,-3050.633207066672,-25.49175977317054
CHINA,2045,S1_NO_CN,CO2_Mt,11858.151288141114,11828.326424402052,-29.824863739062494,-0.25151360456068056
CHINA,2045,S2_CAPACITY,CO2_Mt,11858.151288141114,8710.000636714263,-3148.1506514268513,-26.548410244817816
CHINA,2050,S1_NO_CN,CO2_Mt,11426.04546969734,11402.813793037589,-23.23167665975052,-0.20332210931036926
CHINA,2050,S2_CAPACITY,CO2_Mt,11426.04546969734,8161.98441241003,-3264.0610572873093,-28.56684813607494
GLOBAL,2025,S1_NO_CN,power_CO2_Mt,16193.776582845554,16331.832278829246,138.0556959836922,0.852523160841541
GLOBAL,2025,S2_CAPACITY,power_CO2_Mt,16193.776582845554,12272.958916203657,-3920.8176666418967,-24.21187946235661
GLOBAL,2030,S1_NO_CN,power_CO2_Mt,16139.429516520453,16329.286275542812,189.85675902235926,1.1763535930933637
GLOBAL,2030,S2_CAPACITY,power_CO2_Mt,16139.429516520453,12428.76013988311,-3710.669376637343,-22.99132923402944
GLOBAL,2035,S1_NO_CN,power_CO2_Mt,16375.75435066312,16570.56644491026,194.8120942471396,1.189637375326474
GLOBAL,2035,S2_CAPACITY,power_CO2_Mt,16375.75435066312,12902.770870192795,-3472.983480470324,-21.20808242540405
GLOBAL,2040,S1_NO_CN,power_CO2_Mt,17010.218823705472,17212.27105718717,202.05223348169602,1.1878285375148476
GLOBAL,2040,S2_CAPACITY,power_CO2_Mt,17010.218823705472,13566.763448497622,-3443.45537520785,-20.24345136823898
GLOBAL,2045,S1_NO_CN,power_CO2_Mt,17284.762853193457,17496.96223103547,212.19937784201466,1.227667279234957
GLOBAL,2045,S2_CAPACITY,power_CO2_Mt,17284.762853193457,13846.86448879264,-3437.8983644008167,-19.889762987206073
GLOBAL,2050,S1_NO_CN,power_CO2_Mt,17082.502138457276,17306.67208666812,224.16994821084518,1.3122781802917427
GLOBAL,2050,S2_CAPACITY,power_CO2_Mt,17082.502138457276,13607.524630774857,-3474.977507682419,-20.34232151424302
ROW_EX_CHINA,2025,S1_NO_CN,power_CO2_Mt,10390.025807698183,10533.19684048041,143.17103278222748,1.3779660939451097
ROW_EX_CHINA,2025,S2_CAPACITY,power_CO2_Mt,10390.025807698183,8356.657722137084,-2033.3680855610983,-19.57038532141599
ROW_EX_CHINA,2030,S1_NO_CN,power_CO2_Mt,10603.245970716678,10802.489657110342,199.24368639366367,1.8790819994548962
ROW_EX_CHINA,2030,S2_CAPACITY,power_CO2_Mt,10603.245970716678,8740.318335743681,-1862.927634972997,-17.56940884063148
ROW_EX_CHINA,2035,S1_NO_CN,power_CO2_Mt,11289.491970825335,11491.12514401534,201.63317319000453,1.7860252145186994
ROW_EX_CHINA,2035,S2_CAPACITY,power_CO2_Mt,11289.491970825335,9447.882314137236,-1841.6096566880988,-16.31259990659673
ROW_EX_CHINA,2040,S1_NO_CN,power_CO2_Mt,11990.856844495367,12199.436044093043,208.57919959767605,1.7394853620775927
ROW_EX_CHINA,2040,S2_CAPACITY,power_CO2_Mt,11990.856844495367,10168.28666524895,-1822.570179246417,-15.199665902800788
ROW_EX_CHINA,2045,S1_NO_CN,power_CO2_Mt,12495.065453788015,12712.364776562375,217.29932277436092,1.7390811082825042
ROW_EX_CHINA,2045,S2_CAPACITY,power_CO2_Mt,12495.065453788015,10662.779618310276,-1832.2858354777381,-14.664075528490017
ROW_EX_CHINA,2050,S1_NO_CN,power_CO2_Mt,12655.709092964564,12882.656915848373,226.94782288380884,1.7932446235665407
ROW_EX_CHINA,2050,S2_CAPACITY,power_CO2_Mt,12655.709092964564,10764.244942571222,-1891.4641503933417,-14.945540676538034
CHINA,2025,S1_NO_CN,power_CO2_Mt,5803.75077514737,5798.635438348837,-5.115336798533463,-0.0881384641883347
CHINA,2025,S2_CAPACITY,power_CO2_Mt,5803.75077514737,3916.301194066572,-1887.4495810807985,-32.52120317025281
CHINA,2030,S1_NO_CN,power_CO2_Mt,5536.183545803775,5526.796618432471,-9.3869273713035,-0.16955592771880637
CHINA,2030,S2_CAPACITY,power_CO2_Mt,5536.183545803775,3688.441804139429,-1847.7417416643457,-33.37573124837717
CHINA,2035,S1_NO_CN,power_CO2_Mt,5086.2623798377845,5079.44130089492,-6.821078942864915,-0.1341078857808051
CHINA,2035,S2_CAPACITY,power_CO2_Mt,5086.2623798377845,3454.888556055558,-1631.3738237822263,-32.074118516753664
CHINA,2040,S1_NO_CN,power_CO2_Mt,5019.361979210104,5012.835013094126,-6.526966115978212,-0.13003577233545843
CHINA,2040,S2_CAPACITY,power_CO2_Mt,5019.361979210104,3398.4767832486714,-1620.885195961433,-32.292653980227804
CHINA,2045,S1_NO_CN,power_CO2_Mt,4789.697399405442,4784.597454473096,-5.099944932346261,-0.10647739318520061
CHINA,2045,S2_CAPACITY,power_CO2_Mt,4789.697399405442,3184.0848704823634,-1605.612528923079,-33.522212261726345
CHINA,2050,S1_NO_CN,power_CO2_Mt,4426.793045492711,4424.015170819749,-2.7778746729618433,-0.06275140139632754
CHINA,2050,S2_CAPACITY,power_CO2_Mt,4426.793045492711,2843.2796882036346,-1583.5133572890763,-35.7711178502321
GLOBAL,2025,S1_NO_CN,EV,0.0,-111.41723393365463,-111.41723393365463,
GLOBAL,2025,S2_CAPACITY,EV,0.0,-1707.6323384727834,-1707.6323384727834,
GLOBAL,2030,S1_NO_CN,EV,0.0,-249.27672561522255,-249.27672561522255,
GLOBAL,2030,S2_CAPACITY,EV,0.0,-2047.728246961863,-2047.728246961863,
GLOBAL,2035,S1_NO_CN,EV,0.0,-289.20512494777876,-289.20512494777876,
GLOBAL,2035,S2_CAPACITY,EV,0.0,-2282.150735736518,-2282.150735736518,
GLOBAL,2040,S1_NO_CN,EV,0.0,-321.4291110304975,-321.4291110304975,
GLOBAL,2040,S2_CAPACITY,EV,0.0,-2524.0290565917726,-2524.0290565917726,
GLOBAL,2045,S1_NO_CN,EV,0.0,-352.0837618809423,-352.0837618809423,
GLOBAL,2045,S2_CAPACITY,EV,0.0,-2710.369351622928,-2710.369351622928,
GLOBAL,2050,S1_NO_CN,EV,0.0,-379.4498327016314,-379.4498327016314,
GLOBAL,2050,S2_CAPACITY,EV,0.0,-2832.053235222311,-2832.053235222311,
ROW_EX_CHINA,2025,S1_NO_CN,EV,0.0,-108.77134284438542,-108.77134284438542,
ROW_EX_CHINA,2025,S2_CAPACITY,EV,0.0,-1391.5767730429782,-1391.5767730429782,
ROW_EX_CHINA,2030,S1_NO_CN,EV,0.0,-244.17908827613073,-244.17908827613073,
ROW_EX_CHINA,2030,S2_CAPACITY,EV,0.0,-1706.6638154222405,-1706.6638154222405,
ROW_EX_CHINA,2035,S1_NO_CN,EV,0.0,-284.18982246857803,-284.18982246857803,
ROW_EX_CHINA,2035,S2_CAPACITY,EV,0.0,-1952.3889818802397,-1952.3889818802397,
ROW_EX_CHINA,2040,S1_NO_CN,EV,0.0,-317.0027093100806,-317.0027093100806,
ROW_EX_CHINA,2040,S2_CAPACITY,EV,0.0,-2212.0360401330704,-2212.0360401330704,
ROW_EX_CHINA,2045,S1_NO_CN,EV,0.0,-348.6713743231598,-348.6713743231598,
ROW_EX_CHINA,2045,S2_CAPACITY,EV,0.0,-2436.6638766409246,-2436.6638766409246,
ROW_EX_CHINA,2050,S1_NO_CN,EV,0.0,-376.65554840970475,-376.65554840970475,
ROW_EX_CHINA,2050,S2_CAPACITY,EV,0.0,-2602.507671531245,-2602.507671531245,
CHINA,2025,S1_NO_CN,EV,0.0,-2.6458910892692153,-2.6458910892692153,
CHINA,2025,S2_CAPACITY,EV,0.0,-316.05556542980537,-316.05556542980537,
CHINA,2030,S1_NO_CN,EV,0.0,-5.097637339091807,-5.097637339091807,
CHINA,2030,S2_CAPACITY,EV,0.0,-341.0644315396225,-341.0644315396225,
CHINA,2035,S1_NO_CN,EV,0.0,-5.015302479200702,-5.015302479200702,
CHINA,2035,S2_CAPACITY,EV,0.0,-329.76175385627823,-329.76175385627823,
CHINA,2040,S1_NO_CN,EV,0.0,-4.426401720416869,-4.426401720416869,
CHINA,2040,S2_CAPACITY,EV,0.0,-311.9930164587023,-311.9930164587023,
CHINA,2045,S1_NO_CN,EV,0.0,-3.4123875577824374,-3.4123875577824374,
CHINA,2045,S2_CAPACITY,EV,0.0,-273.7054749820038,-273.7054749820038,
CHINA,2050,S1_NO_CN,EV,0.0,-2.794284291926657,-2.794284291926657,
CHINA,2050,S2_CAPACITY,EV,0.0,-229.54556369106598,-229.54556369106598,
GLOBAL,2025,S1_NO_CN,renewable_capacity_GW,5547.783741708053,4433.975867216528,-1113.8078744915247,-20.076627466891946
GLOBAL,2025,S2_CAPACITY,renewable_capacity_GW,5547.783741708053,5717.222379041056,169.4386373330035,3.054168028561919
GLOBAL,2030,S1_NO_CN,renewable_capacity_GW,11000.000000052425,9046.506861735163,-1953.4931383172625,-17.759028530072296
GLOBAL,2030,S2_CAPACITY,renewable_capacity_GW,11000.000000052425,10999.956629742312,-0.04337031011345971,-0.0003942755464841183
GLOBAL,2035,S1_NO_CN,renewable_capacity_GW,12565.385880310452,10534.771940097555,-2030.6139402128974,-16.16037867483881
GLOBAL,2035,S2_CAPACITY,renewable_capacity_GW,12565.385880310452,12628.362781279751,62.976900969299095,0.5011935293446247
GLOBAL,2040,S1_NO_CN,renewable_capacity_GW,13498.284872459191,11452.900720510372,-2045.3841519488196,-15.152918843208415
GLOBAL,2040,S2_CAPACITY,renewable_capacity_GW,13498.284872459191,13739.846296981694,241.56142452250242,1.7895712440872011
GLOBAL,2045,S1_NO_CN,renewable_capacity_GW,14099.305917986201,12062.715480503062,-2036.5904374831389,-14.444614857849857
GLOBAL,2045,S2_CAPACITY,renewable_capacity_GW,14099.305917986201,14645.762833056226,546.4569150700245,3.875771745422733
GLOBAL,2050,S1_NO_CN,renewable_capacity_GW,14358.168863542243,12429.25696314408,-1928.9119003981632,-13.43424721306899
GLOBAL,2050,S2_CAPACITY,renewable_capacity_GW,14358.168863542243,15464.146161119415,1105.977297577172,7.702773996379375
ROW_EX_CHINA,2025,S1_NO_CN,renewable_capacity_GW,2550.6448599162145,1428.3954335976548,-1122.2494263185597,-43.99865476981473
ROW_EX_CHINA,2025,S2_CAPACITY,renewable_capacity_GW,2550.6448599162145,1659.0776797625515,-891.567180153663,-34.95457929736835
ROW_EX_CHINA,2030,S1_NO_CN,renewable_capacity_GW,4737.238274106429,2759.4700865050604,-1977.768187601369,-41.749392223139324
ROW_EX_CHINA,2030,S2_CAPACITY,renewable_capacity_GW,4737.238274106429,3100.1950298311594,-1637.04324427527,-34.556911634006006
ROW_EX_CHINA,2035,S1_NO_CN,renewable_capacity_GW,4896.403459279727,2840.7407159766976,-2055.6627433030294,-41.9831159829591
ROW_EX_CHINA,2035,S2_CAPACITY,renewable_capacity_GW,4896.403459279727,3153.4345320271896,-1742.9689272525375,-35.59692214393077
ROW_EX_CHINA,2040,S1_NO_CN,renewable_capacity_GW,5006.127486791596,2933.7567168068767,-2072.3707699847196,-41.39668387296489
ROW_EX_CHINA,2040,S2_CAPACITY,renewable_capacity_GW,5006.127486791596,3230.146809945104,-1775.9806768464923,-35.47613762398828
ROW_EX_CHINA,2045,S1_NO_CN,renewable_capacity_GW,5163.517351935847,3099.831862636761,-2063.685489299086,-39.96666126289655
ROW_EX_CHINA,2045,S2_CAPACITY,renewable_capacity_GW,5163.517351935847,3408.957703546878,-1754.559648388969,-33.97993129104465
ROW_EX_CHINA,2050,S1_NO_CN,renewable_capacity_GW,5304.398886373754,3350.7094394208702,-1953.6894469528838,-36.83149568505555
ROW_EX_CHINA,2050,S2_CAPACITY,renewable_capacity_GW,5304.398886373754,3733.350126883154,-1571.0487594905999,-29.617847246111157
CHINA,2025,S1_NO_CN,renewable_capacity_GW,2997.1388817918382,3005.580433618873,8.4415518270348,0.2816536757211605
CHINA,2025,S2_CAPACITY,renewable_capacity_GW,2997.1388817918382,4058.144699278505,1061.0058174866667,35.40062237130449
CHINA,2030,S1_NO_CN,renewable_capacity_GW,6262.761725945997,6287.036775230102,24.27504928410508,0.38760933828179944
CHINA,2030,S2_CAPACITY,renewable_capacity_GW,6262.761725945997,7899.761599911152,1636.9998739651555,26.138626146085496
CHINA,2035,S1_NO_CN,renewable_capacity_GW,7668.982421030725,7694.031224120858,25.048803090132424,0.3266248599219741
CHINA,2035,S2_CAPACITY,renewable_capacity_GW,7668.982421030725,9474.928249252562,1805.9458282218366,23.548702149445198
CHINA,2040,S1_NO_CN,renewable_capacity_GW,8492.157385667595,8519.144003703494,26.986618035898573,0.31778282961929666
CHINA,2040,S2_CAPACITY,renewable_capacity_GW,8492.157385667595,10509.699487036589,2017.5421013689938,23.757709728437735
CHINA,2045,S1_NO_CN,renewable_capacity_GW,8935.788566050354,8962.8836178663,27.095051815946135,0.30321948214943306
CHINA,2045,S2_CAPACITY,renewable_capacity_GW,8935.788566050354,11236.805129509348,2301.016563458994,25.75057082484272
CHINA,2050,S1_NO_CN,renewable_capacity_GW,9053.76997716849,9078.547523723211,24.777546554721994,0.2736710410934365
CHINA,2050,S2_CAPACITY,renewable_capacity_GW,9053.76997716849,11730.79603423626,2677.026057067771,29.568081184065978
GLOBAL,2025,S1_NO_CN,total_generation_TWh,34608.94508811923,33772.57968658595,-836.3654015332795,-2.416616280570748
GLOBAL,2025,S2_CAPACITY,total_generation_TWh,34608.94508811923,32191.629812335355,-2417.315275783876,-6.9846546019506
GLOBAL,2030,S1_NO_CN,total_generation_TWh,42228.70638777963,40676.54986191627,-1552.1565258633636,-3.6755957229903093
GLOBAL,2030,S2_CAPACITY,total_generation_TWh,42228.70638777963,39851.132147454235,-2377.574240325397,-5.630232237029719
GLOBAL,2035,S1_NO_CN,total_generation_TWh,45715.935985729484,44107.581858753016,-1608.3541269764683,-3.5181476487291565
GLOBAL,2035,S2_CAPACITY,total_generation_TWh,45715.935985729484,43668.803371698385,-2047.1326140310994,-4.47794094092293
GLOBAL,2040,S1_NO_CN,total_generation_TWh,48486.502156813665,46862.69593315743,-1623.8062236562328,-3.348986112474282
GLOBAL,2040,S2_CAPACITY,total_generation_TWh,48486.502156813665,46687.32534557335,-1799.1768112403151,-3.7106756132283345
GLOBAL,2045,S1_NO_CN,total_generation_TWh,50313.19595141037,48713.10478384013,-1600.0911675702446,-3.1802614350229743
GLOBAL,2045,S2_CAPACITY,total_generation_TWh,50313.19595141037,48933.957323370785,-1379.2386280395876,-2.741305937654165
