scenario,year,region,technology,CO2_Mt,CO2_Mt_S0,CO2_Mt_gap,CO2_Mt_pct
S2_CAPACITY,2030,Australia_Oceania,Biomass,0.4652170535931083,0.3705946286802932,0.09462242491281508,25.53259480575055
S1_NO_CN,2030,China,TnD,1.5523864646628476,1.553849788996096,-0.0014633243332484724,-0.09417411796245055
S2_CAPACITY,2030,China,TnD,1.2750229318211554,1.553849788996096,-0.2788268571749406,-17.944260709723025
S1_NO_CN,2030,China,Coal_Power,5087.659664579383,5094.857737138243,-7.198072558859167,-0.14128112952771651
S2_CAPACITY,2030,China,Coal_Power,3297.2928503156154,5094.857737138243,-1797.5648868226272,-35.28194465018195
S1_NO_CN,2030,China,Oil_Power,167.76161387521205,168.45498945360538,-0.6933755783933293,-0.4116088105447857
S2_CAPACITY,2030,China,Oil_Power,133.25123127245078,168.45498945360538,-35.2037581811546,-20.89802047142697
S1_NO_CN,2030,China,Gas_Power,230.82976552811036,232.32011051606344,-1.4903449879530797,-0.6415049410240496
S2_CAPACITY,2030,China,Gas_Power,217.8916983882611,232.32011051606344,-14.428412127802346,-6.210573891236469
S1_NO_CN,2030,China,Nuclear,0.0002935698765387,0.0002927354171863,8.344593523999886e-07,0.28505582290677506
S2_CAPACITY,2030,China,Nuclear,0.0003460683097353,0.0002927354171863,5.3332892549e-05,18.218804223152254
S1_NO_CN,2030,China,Hydro,9.657371150033392e-05,9.631189423810008e-05,2.6181726223384284e-07,0.2718431241592904
S2_CAPACITY,2030,China,Hydro,0.0001118388716591,9.631189423810008e-05,1.5526977420999918e-05,16.121557512527453
S1_NO_CN,2030,China,Wind,0.0011249334980815,0.0011218452919374,3.088206144099886e-06,0.2752791464468891
S2_CAPACITY,2030,China,Wind,0.001310435906031,0.0011218452919374,0.00018859061409359995,16.810750595379194
S1_NO_CN,2030,China,Solar,0.0027864519894323,0.0027789777680754,7.474221356900193e-06,0.2689557808904861
S2_CAPACITY,2030,China,Solar,0.0032273993010787,0.0027789777680754,0.0004484215330033,16.136204404177633
S1_NO_CN,2030,China,Biomass,38.98888645602806,38.99256903649564,-0.0036825804675757468,-0.00944431351555468
S2_CAPACITY,2030,China,Biomass,38.72600548889206,38.99256903649564,-0.2665635476035746,-0.6836265324146268
S1_NO_CN,2030,Japan,TnD,0.1181855448305808,0.1223397632280238,-0.004154218397442996,-3.3956403771193573
S2_CAPACITY,2030,Japan,TnD,0.1061041547432767,0.1223397632280238,-0.016235608484747102,-13.270917039855842
S1_NO_CN,2030,Japan,Coal_Power,310.6115213729996,300.3387447440246,10.27277662897501,3.4203967382664473
S2_CAPACITY,2030,Japan,Coal_Power,256.81649239086573,300.3387447440246,-43.522252353158876,-14.491054888789792
S1_NO_CN,2030,Japan,Oil_Power,94.907513410982,91.6370374112962,3.2704759996858,3.5689455836583437
S2_CAPACITY,2030,Japan,Oil_Power,77.82042447185256,91.6370374112962,-13.816612939443644,-15.077542148629583
S1_NO_CN,2030,Japan,Gas_Power,223.3064467669136,217.49731136342027,5.809135403493343,2.6708998686364227
S2_CAPACITY,2030,Japan,Gas_Power,220.5703557499301,217.49731136342027,3.073044386509821,1.4129114365809399
S1_NO_CN,2030,Japan,Nuclear,0.0001051518418065,0.0001006979209756,4.453920830900008e-06,4.4230514272278105
S2_CAPACITY,2030,Japan,Nuclear,0.0001105317120444,0.0001006979209756,9.833791068799996e-06,9.765634656134372
S1_NO_CN,2030,Japan,Hydro,2.727841625903579e-05,2.608601973015574e-05,1.192396528880052e-06,4.571017507518127
S2_CAPACITY,2030,Japan,Hydro,2.880995575243217e-05,2.608601973015574e-05,2.7239360222764325e-06,10.44212973253076
S1_NO_CN,2030,Japan,Wind,0.0001727194917693,0.0001652492215467,7.470270222600001e-06,4.520608419622041
S2_CAPACITY,2030,Japan,Wind,0.0001820915788623,0.0001652492215467,1.68423573156e-05,10.192094799575374
S1_NO_CN,2030,Japan,Solar,7.297720223256932e-05,0.0001697952420883,-9.681803985573067e-05,-57.02046692532268
S2_CAPACITY,2030,Japan,Solar,7.71728279351568e-05,0.0001697952420883,-9.262241415314319e-05,-54.549475600132546
S1_NO_CN,2030,Japan,Biomass,11.470277049962236,10.985949034390549,0.4843280155716876,4.408613348337419
