group,year,fuel,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
CHINA,2040,Oil,S1_NO_CN,modeled_final_demand_Mtoe,0.819744510530434,0.8111664955437387,-0.008578014986695304,-1.0464254260323997
CHINA,2040,Oil,S2_CAPACITY,modeled_final_demand_Mtoe,0.819744510530434,0.9338898003573768,0.11414528982694283,13.924495786264256
CHINA,2040,Oil_pct,S1_NO_CN,modeled_final_demand_Mtoe,1573.8998916773694,1567.123115676029,-6.776776001340295,-0.43057223888096263
CHINA,2040,Oil_pct,S2_CAPACITY,modeled_final_demand_Mtoe,1573.8998916773694,1349.4989617082158,-224.4009299691536,-14.257636788449128
CHINA,2045,Coal,S1_NO_CN,modeled_final_demand_Mtoe,253.6638757797332,253.1080284757159,-0.5558473040172771,-0.21912749787831132
CHINA,2045,Coal,S2_CAPACITY,modeled_final_demand_Mtoe,253.6638757797332,147.53645536445427,-106.12742041527892,-41.837813953230665
CHINA,2045,Electricity,S1_NO_CN,modeled_final_demand_Mtoe,706.9601925335869,706.996295734165,0.036103200578054384,0.005106822273637304
CHINA,2045,Electricity,S2_CAPACITY,modeled_final_demand_Mtoe,706.9601925335869,650.1924601841179,-56.76773234946904,-8.029834345555754
CHINA,2045,Gas,S1_NO_CN,modeled_final_demand_Mtoe,175.54949234218097,174.42929131911038,-1.1202010230705923,-0.6381112289901113
CHINA,2045,Gas,S2_CAPACITY,modeled_final_demand_Mtoe,175.54949234218097,124.88780352685308,-50.66168881532789,-28.858920717684647
CHINA,2045,Oil,S1_NO_CN,modeled_final_demand_Mtoe,0.6678120521588881,0.6605202630873505,-0.007291789071537602,-1.0918924041524658
CHINA,2045,Oil,S2_CAPACITY,modeled_final_demand_Mtoe,0.6678120521588881,0.7958042049435102,0.12799215278462217,19.165894411586606
CHINA,2045,Oil_pct,S1_NO_CN,modeled_final_demand_Mtoe,1647.427900097155,1640.8643191472056,-6.563580949949483,-0.39841385165095256
CHINA,2045,Oil_pct,S2_CAPACITY,modeled_final_demand_Mtoe,1647.427900097155,1382.789047499269,-264.63885259788617,-16.063759305173807
CHINA,2050,Coal,S1_NO_CN,modeled_final_demand_Mtoe,226.45259331670664,226.11552955285123,-0.3370637638554115,-0.1488451772261265
CHINA,2050,Coal,S2_CAPACITY,modeled_final_demand_Mtoe,226.45259331670664,128.75599032053407,-97.69660299617257,-43.14218776003965
CHINA,2050,Electricity,S1_NO_CN,modeled_final_demand_Mtoe,683.275272114948,683.3773647329208,0.10209261797274394,0.014941652674878127
CHINA,2050,Electricity,S2_CAPACITY,modeled_final_demand_Mtoe,683.275272114948,630.3141526029409,-52.961119512007144,-7.751066323251552
CHINA,2050,Gas,S1_NO_CN,modeled_final_demand_Mtoe,175.07342013235422,174.04338964405443,-1.0300304882997864,-0.5883420153219666
CHINA,2050,Gas,S2_CAPACITY,modeled_final_demand_Mtoe,175.07342013235422,122.05920323911312,-53.0142168932411,-30.281133968344676
CHINA,2050,Oil,S1_NO_CN,modeled_final_demand_Mtoe,0.5412416814335895,0.5350706431259665,-0.006171038307623,-1.140163169118413
CHINA,2050,Oil,S2_CAPACITY,modeled_final_demand_Mtoe,0.5412416814335895,0.6714825787262437,0.1302408972926542,24.063353167421344
CHINA,2050,Oil_pct,S1_NO_CN,modeled_final_demand_Mtoe,1678.0110862134966,1672.0752989677756,-5.935787245721031,-0.35373945348092944
CHINA,2050,Oil_pct,S2_CAPACITY,modeled_final_demand_Mtoe,1678.0110862134966,1364.0809028243184,-313.9301833891782,-18.7084689707012
GLOBAL,2025,Coal,S1_NO_CN,final_energy_share_pct,6.136992355491679,6.134307546151437,-0.002684809340242289,-0.043747966181508946
GLOBAL,2025,Coal,S2_CAPACITY,final_energy_share_pct,6.136992355491679,3.5706059430193418,-2.5663864124723372,-41.81830877100263
