year,pv_wind_loss_TWh,fossil_offset_TWh,other_lowcarbon_offset_TWh,total_generation_loss_TWh,fossil_offset_pct,other_offset_pct,demand_offset_pct
2030,2398.9939161946922,304.51916317454425,542.3182271567769,1552.1565258633711,12.693619651090051,22.606069298291818,64.70031105061813
2050,2384.4615882112585,346.8891107315826,605.8106701681695,1431.7618073115063,14.547900978845583,25.406602193270306,60.045496827884115
