scenario,year,region,technology,CO2_Mt
S0_BASELINE,2050,Eastern Europe,Oil_Power,31.289127524952537
S0_BASELINE,2050,Eastern Europe,Gas_Power,113.14049756274292
S0_BASELINE,2050,Eastern Europe,Nuclear,0.000213458255782
S0_BASELINE,2050,Eastern Europe,Hydro,2.4104708301560523e-05
S0_BASELINE,2050,Eastern Europe,Wind,0.000131655182693
S0_BASELINE,2050,Eastern Europe,Solar,0.0012680891832135
S0_BASELINE,2050,Eastern Europe,Biomass,2.92355590309146
S0_BASELINE,2050,Russia,TnD,0.0766787034075747
S0_BASELINE,2050,Russia,Coal_Power,417.8830066111333
S0_BASELINE,2050,Russia,Oil_Power,57.665750711103456
S0_BASELINE,2050,Russia,Gas_Power,822.2945920174245
S0_BASELINE,2050,Russia,Nuclear,0.0002555974271412
S0_BASELINE,2050,Russia,Hydro,3.872623664167515e-05
S0_BASELINE,2050,Russia,Wind,0.0033831376206096
S0_BASELINE,2050,Russia,Solar,0.0017066247529347
S0_BASELINE,2050,Russia,Biomass,19.580770809947
S0_BASELINE,2050,North Africa,TnD,0.0298395684609332
S0_BASELINE,2050,North Africa,Coal_Power,35.4719726270598
S0_BASELINE,2050,North Africa,Oil_Power,112.9546514894744
S0_BASELINE,2050,North Africa,Gas_Power,238.6153601269073
S0_BASELINE,2050,North Africa,Nuclear,3.777655858564935e-05
S0_BASELINE,2050,North Africa,Hydro,6.531112824316027e-05
S0_BASELINE,2050,North Africa,Wind,0.0006095565551337
S0_BASELINE,2050,North Africa,Solar,0.0043786478800441
S0_BASELINE,2050,North Africa,Biomass,0.0
S0_BASELINE,2050,Sub Saharan,TnD,0.7200080280201027
S0_BASELINE,2050,Sub Saharan,Coal_Power,29.72509841591831
S0_BASELINE,2050,Sub Saharan,Oil_Power,162.47433508219277
S0_BASELINE,2050,Sub Saharan,Gas_Power,65.80665419884564
S0_BASELINE,2050,Sub Saharan,Nuclear,9.218568927799644e-05
S0_BASELINE,2050,Sub Saharan,Hydro,0.0001098058885355
S0_BASELINE,2050,Sub Saharan,Wind,0.0008120218925735
S0_BASELINE,2050,Sub Saharan,Solar,0.002975682680507
S0_BASELINE,2050,Sub Saharan,Biomass,3.3722070163953304
S0_BASELINE,2050,South Africa,TnD,0.0005267955838264
S0_BASELINE,2050,South Africa,Coal_Power,306.7960911164903
S0_BASELINE,2050,South Africa,Oil_Power,0.047466037115558
S0_BASELINE,2050,South Africa,Gas_Power,7.60516347740148e-05
