region,year,technology,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
North Africa,2035,Hydro,S1_NO_CN,generation_TWh,4.348445422977399,4.389989385708087,0.041543962730687944,0.9553750522236661
North Africa,2035,Hydro,S2_CAPACITY,generation_TWh,4.348445422977399,5.216838055876862,0.8683926328994636,19.970185857935213
North Africa,2035,Wind,S1_NO_CN,generation_TWh,20.410020201416607,20.599210197627844,0.1891899962112369,0.9269466386814537
North Africa,2035,Wind,S2_CAPACITY,generation_TWh,20.410020201416607,24.30507641270232,3.8950562112857128,19.084038981085218
North Africa,2035,Solar,S1_NO_CN,generation_TWh,43.97719902603395,44.3858163188206,0.4086172927866514,0.9291571583373354
North Africa,2035,Solar,S2_CAPACITY,generation_TWh,43.97719902603395,52.18878559758967,8.21158657155572,18.672372850973442
North Africa,2035,Biomass,S1_NO_CN,generation_TWh,0.0,0.0,0.0,
North Africa,2035,Biomass,S2_CAPACITY,generation_TWh,0.0,0.0,0.0,
Sub Saharan,2035,Coal_Power,S1_NO_CN,generation_TWh,15.88030720302997,15.815582414243863,-0.06472478878610666,-0.4075789464183485
Sub Saharan,2035,Coal_Power,S2_CAPACITY,generation_TWh,15.88030720302997,13.614716844022508,-2.2655903590074615,-14.266665814721682
Sub Saharan,2035,Oil_Power,S1_NO_CN,generation_TWh,88.32784748207928,88.10715792258524,-0.22068955949403346,-0.24985275401261067
Sub Saharan,2035,Oil_Power,S2_CAPACITY,generation_TWh,88.32784748207928,79.8794464472242,-8.448401034855081,-9.564821600083897
Sub Saharan,2035,Gas_Power,S1_NO_CN,generation_TWh,90.41117908639144,89.998986710522,-0.4121923758694379,-0.45590863877084475
Sub Saharan,2035,Gas_Power,S2_CAPACITY,generation_TWh,90.41117908639144,80.73534161341544,-9.675837472976,-10.702036596304486
Sub Saharan,2035,Nuclear,S1_NO_CN,generation_TWh,4.635905618930757,4.834708705348064,0.19880308641730782,4.288333343230584
Sub Saharan,2035,Nuclear,S2_CAPACITY,generation_TWh,4.635905618930757,4.843443109129964,0.20753749019920775,4.476741056843927
Sub Saharan,2035,Hydro,S1_NO_CN,generation_TWh,66.85524275422992,67.3064543942499,0.45121164001997727,0.674908386285725
Sub Saharan,2035,Hydro,S2_CAPACITY,generation_TWh,66.85524275422992,78.11269978010789,11.257457025877969,16.83855530562068
Sub Saharan,2035,Wind,S1_NO_CN,generation_TWh,3.46232164121841,3.4854747372723662,0.0231530960539561,0.6687159210837615
Sub Saharan,2035,Wind,S2_CAPACITY,generation_TWh,3.46232164121841,4.03696870790708,0.5746470666886703,16.597160120757838
Sub Saharan,2035,Solar,S1_NO_CN,generation_TWh,17.90428269518204,18.02353261324596,0.11924991806391816,0.6660413047209524
Sub Saharan,2035,Solar,S2_CAPACITY,generation_TWh,17.90428269518204,20.708104899155085,2.803822203973045,15.660064419824764
Sub Saharan,2035,Biomass,S1_NO_CN,generation_TWh,2.577008472414519,2.5875760352408688,0.010567562826349963,0.410070938433847
Sub Saharan,2035,Biomass,S2_CAPACITY,generation_TWh,2.577008472414519,2.754699990568298,0.17769151815377926,6.895263250232616
South Africa,2035,Coal_Power,S1_NO_CN,generation_TWh,234.63803964856643,234.65428444898916,0.016244800422725802,0.006923344759893477
South Africa,2035,Coal_Power,S2_CAPACITY,generation_TWh,234.63803964856643,195.22747241607024,-39.41056723249619,-16.796324795213987
South Africa,2035,Oil_Power,S1_NO_CN,generation_TWh,0.3320886258843915,0.3302605857993823,-0.0018280400850091971,-0.5504675386399969
South Africa,2035,Oil_Power,S2_CAPACITY,generation_TWh,0.3320886258843915,0.3872682413198783,0.05517961543548683,16.615930548219456
South Africa,2035,Gas_Power,S1_NO_CN,generation_TWh,2.6980376794429834,2.681542557679554,-0.016495121763429488,-0.611374773936995
South Africa,2035,Gas_Power,S2_CAPACITY,generation_TWh,2.6980376794429834,2.8114736118053183,0.11343593236233485,4.204386514933845
South Africa,2035,Nuclear,S1_NO_CN,generation_TWh,18.037959809196177,18.104181866900618,0.06622205770444012,0.3671260963264734
South Africa,2035,Nuclear,S2_CAPACITY,generation_TWh,18.037959809196177,20.876801500783355,2.8388416915871773,15.738152882122893
South Africa,2035,Hydro,S1_NO_CN,generation_TWh,0.881005278982811,0.8843191589181066,0.0033138799352956383,0.3761475685051252
South Africa,2035,Hydro,S2_CAPACITY,generation_TWh,0.881005278982811,1.0260880474008354,0.14508276841802437,16.46786595711818
South Africa,2035,Wind,S1_NO_CN,generation_TWh,7.610769379832392,7.639215503496588,0.028446123664195966,0.3737614719948645
South Africa,2035,Wind,S2_CAPACITY,generation_TWh,7.610769379832392,8.847815634695989,1.2370462548635972,16.253892256170822
South Africa,2035,Solar,S1_NO_CN,generation_TWh,25.25099030626554,25.34315398195924,0.09216367569370121,0.36499034127319985
South Africa,2035,Solar,S2_CAPACITY,generation_TWh,25.25099030626554,29.15829354462292,3.9073032383573825,15.473861385103229
South Africa,2035,Biomass,S1_NO_CN,generation_TWh,0.0974229774498903,0.0976097951238775,0.00018681767398720517,0.19175935582886
South Africa,2035,Biomass,S2_CAPACITY,generation_TWh,0.0974229774498903,0.1135819007056588,0.016158923255768495,16.586357426901543
Australia_Oceania,2040,Coal_Power,S1_NO_CN,generation_TWh,137.7767856032275,153.13985393917594,15.36306833594844,11.150694413927852
Australia_Oceania,2040,Coal_Power,S2_CAPACITY,generation_TWh,137.7767856032275,125.58274793697188,-12.19403766625561,-8.850574944731443
Australia_Oceania,2040,Oil_Power,S1_NO_CN,generation_TWh,13.436937010543224,15.119864908543288,1.6829278980000648,12.524639333201936
Australia_Oceania,2040,Oil_Power,S2_CAPACITY,generation_TWh,13.436937010543224,13.780069462374875,0.34313245183165186,2.553650817611296
Australia_Oceania,2040,Gas_Power,S1_NO_CN,generation_TWh,76.71288785699898,84.4392089360052,7.726321079006226,10.071738002366583
Australia_Oceania,2040,Gas_Power,S2_CAPACITY,generation_TWh,76.71288785699898,81.98601761897201,5.273129761973038,6.873851199296156
Australia_Oceania,2040,Nuclear,S1_NO_CN,generation_TWh,0.8765327487778664,0.9927285227456172,0.11619577396775083,13.256295800671506
Australia_Oceania,2040,Nuclear,S2_CAPACITY,generation_TWh,0.8765327487778664,1.08538061154954,0.20884786277167355,23.826589829400707
Australia_Oceania,2040,Hydro,S1_NO_CN,generation_TWh,17.638394160168506,19.913357461620656,2.27496330145215,12.897791492773944
Australia_Oceania,2040,Hydro,S2_CAPACITY,generation_TWh,17.638394160168506,24.105401960505123,6.467007800336617,36.66437965730796
Australia_Oceania,2040,Wind,S1_NO_CN,generation_TWh,138.34714330609324,82.23553748218316,-56.11160582391008,-40.558557613121856
Australia_Oceania,2040,Wind,S2_CAPACITY,generation_TWh,138.34714330609324,100.19275553601848,-38.15438777007476,-27.5787319190669
Australia_Oceania,2040,Solar,S1_NO_CN,generation_TWh,203.88856391091372,29.76723830366681,-174.12132560724692,-85.40024132168924
Australia_Oceania,2040,Solar,S2_CAPACITY,generation_TWh,203.88856391091372,36.54167488236824,-167.3468890285455,-82.07762407982106
Australia_Oceania,2040,Biomass,S1_NO_CN,generation_TWh,2.4727268279759214,2.78030033613628,0.3075735081603588,12.438636758437509
Australia_Oceania,2040,Biomass,S2_CAPACITY,generation_TWh,2.4727268279759214,3.07689320563345,0.6041663776575286,24.4332034910656
China,2040,Coal_Power,S1_NO_CN,generation_TWh,5284.082235425255,5279.747377037451,-4.334858387804161,-0.08203616436441205
China,2040,Coal_Power,S2_CAPACITY,generation_TWh,5284.082235425255,3543.2089826285865,-1740.8732527966686,-32.9456124116616
China,2040,Oil_Power,S1_NO_CN,generation_TWh,42.26302557143404,42.12412770148967,-0.1388978699443726,-0.3286510325901866
China,2040,Oil_Power,S2_CAPACITY,generation_TWh,42.26302557143404,32.42824557859477,-9.834779992839273,-23.27041157102271
China,2040,Gas_Power,S1_NO_CN,generation_TWh,444.4010100026027,441.7777694288138,-2.6232405737888485,-0.5902868163538794
China,2040,Gas_Power,S2_CAPACITY,generation_TWh,444.4010100026027,419.2615873474669,-25.139422655135775,-5.6569229343084855
China,2040,Nuclear,S1_NO_CN,generation_TWh,939.5645833706612,943.146434637446,3.5818512667847244,0.38122459383632096
China,2040,Nuclear,S2_CAPACITY,generation_TWh,939.5645833706612,1204.1158158125331,264.5512324418719,28.156790616010863
China,2040,Hydro,S1_NO_CN,generation_TWh,1747.9405198053284,1753.059785210207,5.119265404878661,0.2928741193921635
China,2040,Hydro,S2_CAPACITY,generation_TWh,1747.9405198053284,2139.7439014019687,391.8033815966403,22.415143831111383
China,2040,Wind,S1_NO_CN,generation_TWh,4514.990679763256,4529.7536985509205,14.763018787664805,0.32697783527736773
China,2040,Wind,S2_CAPACITY,generation_TWh,4514.990679763256,5623.284144780564,1108.2934650173083,24.54697127028005
China,2040,Solar,S1_NO_CN,generation_TWh,5061.791194155028,5077.816346733951,16.025152578922643,0.3165905499505249
China,2040,Solar,S2_CAPACITY,generation_TWh,5061.791194155028,6256.125357833787,1194.334163678759,23.595089522023063
China,2040,Biomass,S1_NO_CN,generation_TWh,115.6403446061841,115.70222527911712,0.06188067293301458,0.053511318341146995
China,2040,Biomass,S2_CAPACITY,generation_TWh,115.6403446061841,115.49668791871726,-0.14365668746684435,-0.12422713539644883
Japan,2040,Coal_Power,S1_NO_CN,generation_TWh,392.2333693428548,405.2070273349211,12.973657992066308,3.3076374949439638
Japan,2040,Coal_Power,S2_CAPACITY,generation_TWh,392.2333693428548,353.5674298110898,-38.66593953176499,-9.85789138658591
Japan,2040,Oil_Power,S1_NO_CN,generation_TWh,111.92533291809706,115.68294056050676,3.7576076424097096,3.3572449993598785
Japan,2040,Oil_Power,S2_CAPACITY,generation_TWh,111.92533291809706,94.48995247081848,-17.435380447278575,-15.577689154641302
Japan,2040,Gas_Power,S1_NO_CN,generation_TWh,532.6071245293282,545.2733900117412,12.666265482412996,2.378162983382233
Japan,2040,Gas_Power,S2_CAPACITY,generation_TWh,532.6071245293282,545.463139448874,12.856014919545828,2.4137895134066887
Japan,2040,Nuclear,S1_NO_CN,generation_TWh,36.64266905314264,38.347328563240055,1.7046595100974145,4.6521161098422095
Japan,2040,Nuclear,S2_CAPACITY,generation_TWh,36.64266905314264,42.48916559837705,5.846496545234409,15.95543309564942
Japan,2040,Hydro,S1_NO_CN,generation_TWh,24.83944876117195,26.035263398498124,1.1958146373261727,4.814175422424925
Japan,2040,Hydro,S2_CAPACITY,generation_TWh,24.83944876117195,29.101508681016888,4.262059919844937,17.158431979807947
Japan,2040,Wind,S1_NO_CN,generation_TWh,12.06352718865571,12.63848341182381,0.5749562231680994,4.766070604199212
Japan,2040,Wind,S2_CAPACITY,generation_TWh,12.06352718865571,14.079740349555037,2.0162131608993263,16.71329727507334
Japan,2040,Solar,S1_NO_CN,generation_TWh,112.45102875965712,37.86711283722014,-74.58391592243697,-66.32568571857713
Japan,2040,Solar,S2_CAPACITY,generation_TWh,112.45102875965712,42.44903743975614,-70.00199131990098,-62.25109017856746
Japan,2040,Biomass,S1_NO_CN,generation_TWh,14.542917961300471,15.171121898240626,0.6282039369401549,4.319655371857568
Japan,2040,Biomass,S2_CAPACITY,generation_TWh,14.542917961300471,15.118615482976072,0.5756975216756004,3.958610804293637
South Korea,2040,Coal_Power,S1_NO_CN,generation_TWh,210.72600675046652,225.29059823666333,14.564591486196804,6.911625057956716
South Korea,2040,Coal_Power,S2_CAPACITY,generation_TWh,210.72600675046652,168.61681045376005,-42.10919629670647,-19.982913806443705
South Korea,2040,Oil_Power,S1_NO_CN,generation_TWh,18.09137611478939,19.4864348040661,1.3950586892767092,7.71118062233128
South Korea,2040,Oil_Power,S2_CAPACITY,generation_TWh,18.09137611478939,13.710331405863222,-4.381044708926169,-24.216204898557933
South Korea,2040,Gas_Power,S1_NO_CN,generation_TWh,146.0162569446452,156.02843228216946,10.012175337524269,6.8568908332720016
South Korea,2040,Gas_Power,S2_CAPACITY,generation_TWh,146.0162569446452,154.0182883501639,8.002031405518721,5.480233210300887
South Korea,2040,Nuclear,S1_NO_CN,generation_TWh,234.1011514799192,254.46339903135933,20.362247551440134,8.698055273421742
South Korea,2040,Nuclear,S2_CAPACITY,generation_TWh,234.1011514799192,279.1506544364564,45.049502956537225,19.24360588222117
South Korea,2040,Hydro,S1_NO_CN,generation_TWh,2.3607307665807222,2.586327241198831,0.22559647461810872,9.55621360181035
South Korea,2040,Hydro,S2_CAPACITY,generation_TWh,2.3607307665807222,2.8864132080968528,0.5256824415161305,22.26778457577049
South Korea,2040,Wind,S1_NO_CN,generation_TWh,7.754828719235816,8.491691297449343,0.7368625782135272,9.501983923716368
South Korea,2040,Wind,S2_CAPACITY,generation_TWh,7.754828719235816,9.450848843354027,1.6960201241182116,21.870503985616622
South Korea,2040,Solar,S1_NO_CN,generation_TWh,113.80033717758758,22.16073833419721,-91.63959884339037,-80.52664967098036
South Korea,2040,Solar,S2_CAPACITY,generation_TWh,113.80033717758758,24.7511508371128,-89.04918634047478,-78.25037126341009
South Korea,2040,Biomass,S1_NO_CN,generation_TWh,2.936112030063511,3.1986837409407034,0.26257171087719255,8.94283692817787
South Korea,2040,Biomass,S2_CAPACITY,generation_TWh,2.936112030063511,3.0405939315521744,0.10448190148866354,3.5585120873743876
Rest of World,2040,Coal_Power,S1_NO_CN,generation_TWh,98.75762116395056,98.93735289655858,0.179731732608019,0.18199277229414107
Rest of World,2040,Coal_Power,S2_CAPACITY,generation_TWh,98.75762116395056,82.65055176767922,-16.107069396271342,-16.309697627823073
Rest of World,2040,Oil_Power,S1_NO_CN,generation_TWh,3.574136777463788,3.5434305553597647,-0.030706222104023517,-0.8591227481174543
Rest of World,2040,Oil_Power,S2_CAPACITY,generation_TWh,3.574136777463788,3.319699585008005,-0.2544371924557831,-7.118843186419185
Rest of World,2040,Gas_Power,S1_NO_CN,generation_TWh,4.319080373807476,4.285553178796213,-0.033527195011263444,-0.7762577240883253
Rest of World,2040,Gas_Power,S2_CAPACITY,generation_TWh,4.319080373807476,3.4889540307021343,-0.8301263431053418,-19.219979052474674
Rest of World,2040,Nuclear,S1_NO_CN,generation_TWh,0.3184018561876012,0.3189818009681592,0.000579944780558006,0.18214239938862187
Rest of World,2040,Nuclear,S2_CAPACITY,generation_TWh,0.3184018561876012,0.3855435105782921,0.06714165439069092,21.08708008006439
