region,year,sector,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
China,2025,Manufac,S2_CAPACITY,real_output,26950.725466942615,26245.58309334944,-705.1423735931749,-2.6164133297936365
China,2025,Petro,S1_NO_CN,real_output,923.4341608766241,921.46932390111,-1.9648369755141175,-0.21277499347098883
China,2025,Petro,S2_CAPACITY,real_output,923.4341608766241,784.1174300230139,-139.31673085361024,-15.086807133207596
China,2025,Power,S1_NO_CN,real_output,834.6412926269063,834.5673689069354,-0.07392371997093505,-0.008856944968331414
China,2025,Power,S2_CAPACITY,real_output,834.6412926269063,705.7327778981345,-128.90851472877182,-15.444780394587466
China,2025,WatWaste,S1_NO_CN,real_output,88.53538725106873,88.52203478975422,-0.013352461314511288,-0.015081496483034933
China,2025,WatWaste,S2_CAPACITY,real_output,88.53538725106873,86.85653488000442,-1.678852371064309,-1.8962501020110953
China,2025,OthServ,S1_NO_CN,real_output,28003.18364953729,27998.495896831773,-4.6877527055185055,-0.01674007057263992
China,2025,OthServ,S2_CAPACITY,real_output,28003.18364953729,27892.35220119361,-110.83144834368068,-0.39578160015928043
China,2025,Transport,S1_NO_CN,real_output,2892.582848799641,2892.1259173638236,-0.456931435817296,-0.01579665854711517
China,2025,Transport,S2_CAPACITY,real_output,2892.582848799641,2821.0052810707766,-71.57756772886432,-2.474520920241488
Japan,2025,Rice,S1_NO_CN,real_output,24.281242780958554,24.281429379114407,0.00018659815585309047,0.0007684868420302666
Japan,2025,Rice,S2_CAPACITY,real_output,24.281242780958554,24.01364566045439,-0.2675971205041634,-1.1020734108141044
Japan,2025,Crops nec,S1_NO_CN,real_output,47.52903880050252,47.55029270287923,0.02125390237671354,0.04471771976269973
Japan,2025,Crops nec,S2_CAPACITY,real_output,47.52903880050252,46.58668122329685,-0.9423575772056694,-1.9826985796222454
Japan,2025,"Bovine cattle, sheep and goats, horses",S1_NO_CN,real_output,10.577268511367828,10.575779086030007,-0.0014894253378212596,-0.014081379670190963
Japan,2025,"Bovine cattle, sheep and goats, horses",S2_CAPACITY,real_output,10.577268511367828,10.465731882094289,-0.11153662927353913,-1.0544936923333856
Japan,2025,Animal products nec,S1_NO_CN,real_output,54.11882903727104,54.10232772282784,-0.016501314443203796,-0.03049089334848602
Japan,2025,Animal products nec,S2_CAPACITY,real_output,54.11882903727104,53.57007350299298,-0.5487555342780581,-1.0139826453010212
Japan,2025,Forestry,S1_NO_CN,real_output,9.315495547121367,9.317545709979933,0.0020501628585662957,0.022008092303794056
Japan,2025,Forestry,S2_CAPACITY,real_output,9.315495547121367,9.209374654781568,-0.10612089233979916,-1.139186764708316
Japan,2025,Coal,S1_NO_CN,real_output,0.19028474275435314,0.19155332692673857,0.0012685841723854285,0.6666767676813159
Japan,2025,Coal,S2_CAPACITY,real_output,0.19028474275435314,0.16255099471140164,-0.027733748042951506,-14.574866929165314
Japan,2025,Oil,S1_NO_CN,real_output,0.3303236869369907,0.33156620173972967,0.0012425148027389588,0.37615068245952604
Japan,2025,Oil,S2_CAPACITY,real_output,0.3303236869369907,0.3096132689206641,-0.020710418016326615,-6.269734456032858
Japan,2025,Gas,S1_NO_CN,real_output,3.706600594598136,3.7804520520200984,0.07385145742196242,1.9924309495226118
Japan,2025,Gas,S2_CAPACITY,real_output,3.706600594598136,3.155643478926704,-0.5509571156714319,-14.864215919955784
Japan,2025,Mine,S1_NO_CN,real_output,21.828988189062805,21.854099173212873,0.02511098415006785,0.11503503475552503
Japan,2025,Mine,S2_CAPACITY,real_output,21.828988189062805,21.13746728633804,-0.6915209027247649,-3.167901767756897
Japan,2025,Manufac,S1_NO_CN,real_output,4104.219764945457,4104.2782292127185,0.05846426726111531,0.0014244916356688387
Japan,2025,Manufac,S2_CAPACITY,real_output,4104.219764945457,4058.8195431441927,-45.400221801264706,-1.106183986272676
Japan,2025,Petro,S1_NO_CN,real_output,202.84701863336346,203.20544831348076,0.3584296801172968,0.1766995061264084
Japan,2025,Petro,S2_CAPACITY,real_output,202.84701863336346,193.59458479165042,-9.252433841713042,-4.561286581409602
Japan,2025,Power,S1_NO_CN,real_output,188.53255628776682,185.40714508228533,-3.125411205481498,-1.6577567646783637
Japan,2025,Power,S2_CAPACITY,real_output,188.53255628776682,172.15583494771707,-16.376721340049755,-8.686415578566248
Japan,2025,WatWaste,S1_NO_CN,real_output,126.61642643264366,126.40451254969706,-0.21191388294660385,-0.1673668171793934
Japan,2025,WatWaste,S2_CAPACITY,real_output,126.61642643264366,125.9456302989839,-0.6707961336597634,-0.52978602584129
Japan,2025,OthServ,S1_NO_CN,real_output,7533.179266358029,7528.381686564926,-4.797579793103068,-0.06368598998471058
Japan,2025,OthServ,S2_CAPACITY,real_output,7533.179266358029,7546.9137011146595,13.734434756630435,0.18231923429681568
Japan,2025,Transport,S1_NO_CN,real_output,546.0792584156105,546.0828417001159,0.0035832845053391793,0.000656183960499743
Japan,2025,Transport,S2_CAPACITY,real_output,546.0792584156105,541.2908185090844,-4.7884399065261505,-0.8768763568166437
South Korea,2025,Rice,S1_NO_CN,real_output,10.227221813489052,10.231631231804391,0.004409418315338698,0.04311452705096273
South Korea,2025,Rice,S2_CAPACITY,real_output,10.227221813489052,10.158611084405997,-0.06861072908305488,-0.6708638018641749
South Korea,2025,Crops nec,S1_NO_CN,real_output,19.53126296911322,19.521733653411992,-0.00952931570122928,-0.04879006399278407
South Korea,2025,Crops nec,S2_CAPACITY,real_output,19.53126296911322,19.43221188145622,-0.09905108765700277,-0.5071412320526448
South Korea,2025,"Bovine cattle, sheep and goats, horses",S1_NO_CN,real_output,6.056710713191357,6.058418212502233,0.0017074993108758818,0.028191858448134117
South Korea,2025,"Bovine cattle, sheep and goats, horses",S2_CAPACITY,real_output,6.056710713191357,6.0171167400136305,-0.03959397317772684,-0.6537207248728621
South Korea,2025,Animal products nec,S1_NO_CN,real_output,27.37662579025374,27.362973945990266,-0.013651844263474544,-0.04986678916557603
South Korea,2025,Animal products nec,S2_CAPACITY,real_output,27.37662579025374,27.188739860585194,-0.18788592966854623,-0.6863005364796814
South Korea,2025,Forestry,S1_NO_CN,real_output,4.409637827115737,4.408237381932206,-0.0014004451835312182,-0.031758734808550564
South Korea,2025,Forestry,S2_CAPACITY,real_output,4.409637827115737,4.385261740966738,-0.02437608614899922,-0.5527911158396238
South Korea,2025,Coal,S1_NO_CN,real_output,0.15635065387534483,0.15818684529531157,0.0018361914199667428,1.1744059742984514
South Korea,2025,Coal,S2_CAPACITY,real_output,0.15635065387534483,0.12456466011923437,-0.031785993756110464,-20.32993976568386
South Korea,2025,Oil,S1_NO_CN,real_output,0.3381857853148499,0.3396567207344671,0.0014709354196172364,0.4349489196442128
South Korea,2025,Oil,S2_CAPACITY,real_output,0.3381857853148499,0.3197314180072841,-0.018454367307565778,-5.45687255612616
South Korea,2025,Gas,S1_NO_CN,real_output,0.5067892546682032,0.5199321684908852,0.013142913822681956,2.5933686836526695
South Korea,2025,Gas,S2_CAPACITY,real_output,0.5067892546682032,0.34470607470182846,-0.16208317996637478,-31.982363176285425
South Korea,2025,Mine,S1_NO_CN,real_output,10.278954065040931,10.300431115160846,0.02147705011991441,0.2089419797385668
South Korea,2025,Mine,S2_CAPACITY,real_output,10.278954065040931,10.036354944443982,-0.24259912059694955,-2.3601537574920908
South Korea,2025,Manufac,S1_NO_CN,real_output,2301.856800156737,2302.9913384846673,1.134538327930386,0.049287962998095
South Korea,2025,Manufac,S2_CAPACITY,real_output,2301.856800156737,2286.2163312345174,-15.640468922219497,-0.6794718472997328
South Korea,2025,Petro,S1_NO_CN,real_output,162.0209911486427,162.96061928540317,0.9396281367604615,0.5799422223620516
South Korea,2025,Petro,S2_CAPACITY,real_output,162.0209911486427,153.48757321775742,-8.533417930885292,-5.2668594793723305
South Korea,2025,Power,S1_NO_CN,real_output,70.26846607880556,67.27904694230457,-2.9894191365009846,-4.254282615403008
South Korea,2025,Power,S2_CAPACITY,real_output,70.26846607880556,58.785944063335386,-11.482522015470174,-16.340931652887672
South Korea,2025,WatWaste,S1_NO_CN,real_output,27.092253390069075,27.076925251530618,-0.015328138538457381,-0.0565775696756035
South Korea,2025,WatWaste,S2_CAPACITY,real_output,27.092253390069075,27.060446351297728,-0.03180703877134761,-0.11740270664605101
South Korea,2025,OthServ,S1_NO_CN,real_output,2602.7664286282784,2600.2176892553675,-2.548739372910859,-0.09792424494479542
South Korea,2025,OthServ,S2_CAPACITY,real_output,2602.7664286282784,2612.983961720665,10.217533092386475,0.3925643492248117
South Korea,2025,Transport,S1_NO_CN,real_output,141.4139244342496,141.46421126954644,0.050286835296844856,0.03556003095029423
South Korea,2025,Transport,S2_CAPACITY,real_output,141.4139244342496,137.56976107975285,-3.844163354496743,-2.718376828785405
Rest of World,2025,Rice,S1_NO_CN,real_output,0.003991410361060609,0.003991005539628099,-4.048214325104091e-07,-0.010142315519841431
Rest of World,2025,Rice,S2_CAPACITY,real_output,0.003991410361060609,0.003907800833199748,-8.360952786086104e-05,-2.0947364539747317
Rest of World,2025,Crops nec,S1_NO_CN,real_output,0.9614741821044618,0.960829536081403,-0.0006446460230588036,-0.0670476685757501
Rest of World,2025,Crops nec,S2_CAPACITY,real_output,0.9614741821044618,0.9653523162891794,0.0038781341847176076,0.40335291959990016
Rest of World,2025,"Bovine cattle, sheep and goats, horses",S1_NO_CN,real_output,2.1997387392115897,2.200188301132537,0.0004495619209472501,0.020437059771397124
Rest of World,2025,"Bovine cattle, sheep and goats, horses",S2_CAPACITY,real_output,2.1997387392115897,2.166680938005575,-0.03305780120601476,-1.50280579310355
Rest of World,2025,Animal products nec,S1_NO_CN,real_output,1.9067965833643654,1.9062865144675967,-0.000510068896768745,-0.02675004251731854
Rest of World,2025,Animal products nec,S2_CAPACITY,real_output,1.9067965833643654,1.9061063586264357,-0.0006902247379296789,-0.03619813167022994
Rest of World,2025,Forestry,S1_NO_CN,real_output,0.19293270876765056,0.19289497268077904,-3.7736086871520413e-05,-0.019559196111721053
Rest of World,2025,Forestry,S2_CAPACITY,real_output,0.19293270876765056,0.18843266687573407,-0.004500041891916495,-2.3324411504199163
Rest of World,2025,Coal,S1_NO_CN,real_output,5.8768669571690575,5.88408295941016,0.007216002241102082,0.12278655095806522
Rest of World,2025,Coal,S2_CAPACITY,real_output,5.8768669571690575,4.21151690308829,-1.6653500540807675,-28.337378848592863
Rest of World,2025,Oil,S1_NO_CN,real_output,0.5566913113050009,0.5572543472491723,0.0005630359441713972,0.10113970395038556
Rest of World,2025,Oil,S2_CAPACITY,real_output,0.5566913113050009,0.5186130071782299,-0.038078304126771045,-6.8401110909217415
Rest of World,2025,Gas,S1_NO_CN,real_output,0.01022300078273717,0.010222470999952679,-5.297827844908537e-07,-0.005182262974932556
Rest of World,2025,Gas,S2_CAPACITY,real_output,0.01022300078273717,0.009342546109617053,-0.0008804546731201162,-8.612487583947713
Rest of World,2025,Mine,S1_NO_CN,real_output,11.772445218505103,11.773836487173506,0.0013912686684030007,0.011818009279975802
Rest of World,2025,Mine,S2_CAPACITY,real_output,11.772445218505103,11.541490570081402,-0.23095464842370106,-1.9618239383323994
Rest of World,2025,Manufac,S1_NO_CN,real_output,27.659969894675587,27.654498130725916,-0.0054717639496715265,-0.019782248391835074
Rest of World,2025,Manufac,S2_CAPACITY,real_output,27.659969894675587,26.67220435879232,-0.9877655358832662,-3.57110126888969
Rest of World,2025,Petro,S1_NO_CN,real_output,0.5068331706642781,0.5047290118646953,-0.0021041587995828115,-0.4151580680532427
Rest of World,2025,Petro,S2_CAPACITY,real_output,0.5068331706642781,0.44240356333123443,-0.0644296073330437,-12.712192307500196
Rest of World,2025,Power,S1_NO_CN,real_output,4.469532324431441,4.46937480485947,-0.00015751957197096544,-0.003524296515542108
Rest of World,2025,Power,S2_CAPACITY,real_output,4.469532324431441,4.058179050893213,-0.4113532735382277,-9.20349700324754
Rest of World,2025,WatWaste,S1_NO_CN,real_output,2.912703659009864,2.9122657432590966,-0.00043791575076745914,-0.015034682619114193
Rest of World,2025,WatWaste,S2_CAPACITY,real_output,2.912703659009864,2.8752031208335342,-0.03750053817632981,-1.2874820979583497
Rest of World,2025,OthServ,S1_NO_CN,real_output,179.92043589434462,179.88016370863133,-0.04027218571329172,-0.022383330449988966
Rest of World,2025,OthServ,S2_CAPACITY,real_output,179.92043589434462,176.91845117259678,-3.0019847217478457,-1.6685068079263174
Rest of World,2025,Transport,S1_NO_CN,real_output,25.62094784215037,25.617488579781682,-0.003459262368686211,-0.013501695526639325
Rest of World,2025,Transport,S2_CAPACITY,real_output,25.62094784215037,24.854667271816137,-0.7662805703342315,-2.9908361511652704
Southeast Asia,2025,Rice,S1_NO_CN,real_output,160.31675809004162,160.26804427557704,-0.0487138144645769,-0.030385977763607765
Southeast Asia,2025,Rice,S2_CAPACITY,real_output,160.31675809004162,158.6128947088142,-1.7038633812274213,-1.0628105268137031
Southeast Asia,2025,Crops nec,S1_NO_CN,real_output,287.8739266404757,287.8485536170955,-0.025373023380211635,-0.008813935904622539
Southeast Asia,2025,Crops nec,S2_CAPACITY,real_output,287.8739266404757,286.47705895601615,-1.3968676844595507,-0.4852359158612137
Southeast Asia,2025,"Bovine cattle, sheep and goats, horses",S1_NO_CN,real_output,15.168282659292004,15.172501308817523,0.0042186495255194245,0.02781230822419507
Southeast Asia,2025,"Bovine cattle, sheep and goats, horses",S2_CAPACITY,real_output,15.168282659292004,15.178882088221297,0.010599428929292998,0.06987889906442275
Southeast Asia,2025,Animal products nec,S1_NO_CN,real_output,170.81877727654364,170.80800776929212,-0.010769507251524146,-0.006304639000014072
Southeast Asia,2025,Animal products nec,S2_CAPACITY,real_output,170.81877727654364,169.35562910345547,-1.4631481730881717,-0.8565499627242017
Southeast Asia,2025,Forestry,S1_NO_CN,real_output,54.380874376106455,54.3644773550576,-0.016397021048852878,-0.030152183533218992
Southeast Asia,2025,Forestry,S2_CAPACITY,real_output,54.380874376106455,53.98308833693185,-0.39778603917460487,-0.7314815065742704
Southeast Asia,2025,Coal,S1_NO_CN,real_output,53.525593175091316,53.644858916095316,0.11926574100399989,0.22282002669986556
Southeast Asia,2025,Coal,S2_CAPACITY,real_output,53.525593175091316,41.052852034119105,-12.47274114097221,-23.30238751427145
Southeast Asia,2025,Oil,S1_NO_CN,real_output,54.43417226421602,54.50884973689466,0.074677472678637,0.13718858866111303
Southeast Asia,2025,Oil,S2_CAPACITY,real_output,54.43417226421602,51.39980622176102,-3.034366042455005,-5.574377116871747
Southeast Asia,2025,Gas,S1_NO_CN,real_output,62.633358552854546,62.805681031988954,0.172322479134408,0.2751289139141243
Southeast Asia,2025,Gas,S2_CAPACITY,real_output,62.633358552854546,55.47438118550552,-7.158977367349024,-11.42997522846833
Southeast Asia,2025,Mine,S1_NO_CN,real_output,115.85875870795715,115.86693393967006,0.008175231712911568,0.007056205162286186
Southeast Asia,2025,Mine,S2_CAPACITY,real_output,115.85875870795715,113.62124198176089,-2.2375167261962616,-1.9312452085183522
Southeast Asia,2025,Manufac,S1_NO_CN,real_output,3678.0815976425474,3676.7712774967695,-1.3103201457779505,-0.03562509724139332
Southeast Asia,2025,Manufac,S2_CAPACITY,real_output,3678.0815976425474,3641.9579941306456,-36.12360351190182,-0.9821316507783597
Southeast Asia,2025,Petro,S1_NO_CN,real_output,184.77653377196896,184.51373262183492,-0.26280115013403815,-0.1422264747418407
Southeast Asia,2025,Petro,S2_CAPACITY,real_output,184.77653377196896,165.03219316883963,-19.74434060312933,-10.685523859591198
Southeast Asia,2025,Power,S1_NO_CN,real_output,123.38984364495425,123.28315556982166,-0.10668807513259537,-0.08646422750934261
Southeast Asia,2025,Power,S2_CAPACITY,real_output,123.38984364495425,108.63714401476084,-14.752699630193419,-11.956170130698352
Southeast Asia,2025,WatWaste,S1_NO_CN,real_output,71.18234287077554,71.16838671267797,-0.013956158097570892,-0.019606207852566622
Southeast Asia,2025,WatWaste,S2_CAPACITY,real_output,71.18234287077554,70.43135846694686,-0.7509844038286815,-1.0550150129113043
Southeast Asia,2025,OthServ,S1_NO_CN,real_output,4971.391177672831,4970.336523316525,-1.0546543563059458,-0.02121447133435278
Southeast Asia,2025,OthServ,S2_CAPACITY,real_output,4971.391177672831,4976.891541327407,5.5003636545761765,0.11064033100591703
Southeast Asia,2025,Transport,S1_NO_CN,real_output,567.6902581117382,567.5349318856867,-0.15532622605155666,-0.02736108711257537
Southeast Asia,2025,Transport,S2_CAPACITY,real_output,567.6902581117382,541.2132449299722,-26.477013181765983,-4.663989350431045
"Central, Western and South Asia",2025,Rice,S1_NO_CN,real_output,45.30891188559434,45.253502006726734,-0.055409878867607176,-0.12229355453849328
"Central, Western and South Asia",2025,Rice,S2_CAPACITY,real_output,45.30891188559434,44.42274365162372,-0.886168233970622,-1.9558364946132665
"Central, Western and South Asia",2025,Crops nec,S1_NO_CN,real_output,341.211902119303,340.9285768785215,-0.2833252407814939,-0.08303498178748486
"Central, Western and South Asia",2025,Crops nec,S2_CAPACITY,real_output,341.211902119303,338.2342947515901,-2.977607367712892,-0.8726563608182071
"Central, Western and South Asia",2025,"Bovine cattle, sheep and goats, horses",S1_NO_CN,real_output,92.8458378098438,92.83336138377973,-0.012476426064068846,-0.01343778715166708
"Central, Western and South Asia",2025,"Bovine cattle, sheep and goats, horses",S2_CAPACITY,real_output,92.8458378098438,90.78501937628812,-2.0608184335556814,-2.2196131589403216
"Central, Western and South Asia",2025,Animal products nec,S1_NO_CN,real_output,195.90133191981388,195.8904583126222,-0.010873607191683732,-0.0055505529672123435
"Central, Western and South Asia",2025,Animal products nec,S2_CAPACITY,real_output,195.90133191981388,190.4439930829818,-5.457338836832093,-2.7857589243272147
"Central, Western and South Asia",2025,Forestry,S1_NO_CN,real_output,30.75555966270211,30.7515308625338,-0.004028800168310198,-0.013099420763251483
"Central, Western and South Asia",2025,Forestry,S2_CAPACITY,real_output,30.75555966270211,30.12793402459895,-0.6276256381031615,-2.0406900247837005
"Central, Western and South Asia",2025,Coal,S1_NO_CN,real_output,15.879570564996293,15.907499799336376,0.027929234340083653,0.1758815468325618
"Central, Western and South Asia",2025,Coal,S2_CAPACITY,real_output,15.879570564996293,12.131446917014552,-3.748123647981741,-23.603432048998965
"Central, Western and South Asia",2025,Oil,S1_NO_CN,real_output,754.7692253019962,755.9160634388448,1.1468381368486007,0.1519455349268819
"Central, Western and South Asia",2025,Oil,S2_CAPACITY,real_output,754.7692253019962,713.7340691932292,-41.03515610876707,-5.436781831207836
"Central, Western and South Asia",2025,Gas,S1_NO_CN,real_output,302.6867013718725,303.6118459004285,0.9251445285559612,0.30564426000974326
"Central, Western and South Asia",2025,Gas,S2_CAPACITY,real_output,302.6867013718725,256.0257556998164,-46.66094567205613,-15.415591587134111
"Central, Western and South Asia",2025,Mine,S1_NO_CN,real_output,142.212178217969,142.06371719222528,-0.14846102574372821,-0.10439403123140521
"Central, Western and South Asia",2025,Mine,S2_CAPACITY,real_output,142.212178217969,140.1131223125445,-2.099055905424507,-1.4760029216395785
"Central, Western and South Asia",2025,Manufac,S1_NO_CN,real_output,3241.662928159674,3237.407363120035,-4.2555650396388955,-0.13127722202921402
"Central, Western and South Asia",2025,Manufac,S2_CAPACITY,real_output,3241.662928159674,3177.151507085569,-64.51142107410487,-1.9900718397865225
"Central, Western and South Asia",2025,Petro,S1_NO_CN,real_output,475.4623704393015,475.5932505715176,0.13088013221613437,0.02752691702925054
"Central, Western and South Asia",2025,Petro,S2_CAPACITY,real_output,475.4623704393015,417.4263043285146,-58.03606611078686,-12.206237489870055
"Central, Western and South Asia",2025,Power,S1_NO_CN,real_output,311.51850905037,311.0210174614169,-0.49749158895315304,-0.15969888610140742
"Central, Western and South Asia",2025,Power,S2_CAPACITY,real_output,311.51850905037,271.1933678539009,-40.32514119646913,-12.944701526530766
"Central, Western and South Asia",2025,WatWaste,S1_NO_CN,real_output,142.043629006588,142.0334240518424,-0.010204954745603345,-0.007184380473079887
"Central, Western and South Asia",2025,WatWaste,S2_CAPACITY,real_output,142.043629006588,134.94430096302284,-7.099328043565151,-4.997991175820975
"Central, Western and South Asia",2025,OthServ,S1_NO_CN,real_output,6677.623928099917,6677.3851945762435,-0.23873352367354528,-0.0035751268152274585
"Central, Western and South Asia",2025,OthServ,S2_CAPACITY,real_output,6677.623928099917,6602.508476030429,-75.11545206948813,-1.124882935581277
"Central, Western and South Asia",2025,Transport,S1_NO_CN,real_output,746.733572787435,746.2543864958247,-0.47918629161029,-0.06417098535178557
"Central, Western and South Asia",2025,Transport,S2_CAPACITY,real_output,746.733572787435,701.695270780701,-45.03830200673406,-6.031374997459053
India,2025,Rice,S1_NO_CN,real_output,134.62389685640986,134.55153579572908,-0.07236106068077675,-0.053750531941559536
India,2025,Rice,S2_CAPACITY,real_output,134.62389685640986,129.977277614648,-4.646619241761869,-3.4515560389088744
India,2025,Crops nec,S1_NO_CN,real_output,368.65503968683987,368.5987827202545,-0.05625696658535162,-0.01526005629358547
India,2025,Crops nec,S2_CAPACITY,real_output,368.65503968683987,362.3662794383581,-6.288760248481765,-1.705865801759785
India,2025,"Bovine cattle, sheep and goats, horses",S1_NO_CN,real_output,13.575957067104962,13.570766850970294,-0.005190216134668191,-0.038230940986431615
India,2025,"Bovine cattle, sheep and goats, horses",S2_CAPACITY,real_output,13.575957067104962,13.352726437833184,-0.22323062927177872,-1.6443085976801934
