scenario,year,region,sector,CO2_Mt,CO2_Mt_S0,CO2_Mt_gap,CO2_Mt_pct
S2_CAPACITY,2030,Australia_Oceania,Mine,13.717746549266709,15.531632073844944,-1.813885524578236,-11.678653704608381
S1_NO_CN,2030,Australia_Oceania,Manufac,28.099710774884898,27.57760465212677,0.5221061227581281,1.8932250619448325
S2_CAPACITY,2030,Australia_Oceania,Manufac,25.99989367446644,27.57760465212677,-1.577710977660331,-5.720986276952298
S1_NO_CN,2030,Australia_Oceania,Petro,18.08542895186941,17.915435836127177,0.1699931157422334,0.9488639701381735
S2_CAPACITY,2030,Australia_Oceania,Petro,12.008935529595185,17.915435836127177,-5.906500306531992,-32.968778212033804
S1_NO_CN,2030,Australia_Oceania,WatWaste,0.2749231467115089,0.2603373689690892,0.014585777742419703,5.602644676090095
S2_CAPACITY,2030,Australia_Oceania,WatWaste,0.2390650530897818,0.2603373689690892,-0.02127231587930742,-8.171057410445428
S1_NO_CN,2030,Australia_Oceania,OthServ,15.31674869826568,14.679710292706414,0.6370384055592666,4.339584316427402
S2_CAPACITY,2030,Australia_Oceania,OthServ,13.618190829730214,14.679710292706414,-1.0615194629762001,-7.231201718630742
S1_NO_CN,2030,Australia_Oceania,Transport,106.95933282597018,107.08558497714728,-0.12625215117709843,-0.11789836251447047
S2_CAPACITY,2030,Australia_Oceania,Transport,95.79416466091946,107.08558497714728,-11.291420316227814,-10.544295311677544
S1_NO_CN,2030,Australia_Oceania,Power,196.3625423634005,176.90089351821993,19.461648845180576,11.00144180061822
S2_CAPACITY,2030,Australia_Oceania,Power,163.2810976174409,176.90089351821993,-13.619795900779025,-7.699110858010591
S1_NO_CN,2030,Australia_Oceania,Households,57.58028646823924,57.8946741782119,-0.31438770997266374,-0.5430339049925607
S2_CAPACITY,2030,Australia_Oceania,Households,53.24340502455938,57.8946741782119,-4.651269153652521,-8.034019052141037
S1_NO_CN,2030,China,Rice,12.57224331388672,12.646726891731316,-0.07448357784459603,-0.588955375428364
S2_CAPACITY,2030,China,Rice,9.619158084565028,12.646726891731316,-3.027568807166288,-23.939544461466735
S1_NO_CN,2030,China,Crops nec,74.77746482592515,75.22637266358088,-0.4489078376557245,-0.5967426339473803
S2_CAPACITY,2030,China,Crops nec,56.607562923776136,75.22637266358088,-18.61880973980474,-24.7503755405963
S1_NO_CN,2030,China,"Bovine cattle, sheep and goats, horses",3.922880277576896,3.942417800262204,-0.019537522685308062,-0.4955721000450194
S2_CAPACITY,2030,China,"Bovine cattle, sheep and goats, horses",3.17314348567172,3.942417800262204,-0.7692743145904837,-19.5127546993959
S1_NO_CN,2030,China,Animal products nec,50.29827248283584,50.5403690350698,-0.24209655223395998,-0.4790161940961886
S2_CAPACITY,2030,China,Animal products nec,40.78696405722697,50.5403690350698,-9.753404977842834,-19.298246459330315
S1_NO_CN,2030,China,Forestry,9.77787028253266,9.820298030146098,-0.042427747613437816,-0.4320413441954023
S2_CAPACITY,2030,China,Forestry,7.460887455387125,9.820298030146098,-2.3594105747589733,-24.025855096414748
