region,year,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
Sub Saharan,2035,S2_CAPACITY,power_CO2_Mt,156.59460277753195,139.39874138490933,-17.195861392622618,-10.981132866406725
South Africa,2035,S1_NO_CN,power_CO2_Mt,234.2042142369908,234.0497976010131,-0.15441663597769661,-0.06593247541713435
South Africa,2035,S2_CAPACITY,power_CO2_Mt,234.2042142369908,181.89284036316377,-52.31137387382702,-22.33579529909451
Australia_Oceania,2040,S1_NO_CN,power_CO2_Mt,200.6479642064904,222.53925046387323,21.89128625738283,10.910295723137324
Australia_Oceania,2040,S2_CAPACITY,power_CO2_Mt,200.6479642064904,190.4548434056088,-10.193120800881587,-5.080101779847447
China,2040,S1_NO_CN,power_CO2_Mt,5019.361979210104,5012.835013094126,-6.526966115978212,-0.13003577233545843
China,2040,S2_CAPACITY,power_CO2_Mt,5019.361979210104,3398.4767832486714,-1620.885195961433,-32.292653980227804
Japan,2040,S1_NO_CN,power_CO2_Mt,658.1579909626066,677.3394976047132,19.18150664210657,2.9144228142018216
Japan,2040,S2_CAPACITY,power_CO2_Mt,658.1579909626066,606.3959968996589,-51.76199406294768,-7.864676076824925
South Korea,2040,S1_NO_CN,power_CO2_Mt,290.6947374856836,311.06007141847857,20.365333932794954,7.00574565227481
South Korea,2040,S2_CAPACITY,power_CO2_Mt,290.6947374856836,245.79969811834823,-44.895039367335386,-15.444049574356816
Rest of World,2040,S1_NO_CN,power_CO2_Mt,33.50801250060775,33.48429752167088,-0.023714978936865805,-0.07077405422489823
Rest of World,2040,S2_CAPACITY,power_CO2_Mt,33.50801250060775,25.62325045340405,-7.884762047203697,-23.53097500802439
Southeast Asia,2040,S1_NO_CN,power_CO2_Mt,925.7841937631084,921.2948065406802,-4.489387222428263,-0.48492804831543895
Southeast Asia,2040,S2_CAPACITY,power_CO2_Mt,925.7841937631084,701.4854279982205,-224.2987657648879,-24.22797529661453
"Central, Western and South Asia",2040,S1_NO_CN,power_CO2_Mt,2054.901321423588,2058.320794192272,3.419472768684045,0.1664056922361174
"Central, Western and South Asia",2040,S2_CAPACITY,power_CO2_Mt,2054.901321423588,1694.7862064275766,-360.11511499601124,-17.52469139231133
India,2040,S1_NO_CN,power_CO2_Mt,1953.063970455046,1957.2739796415167,4.210009186470643,0.2155592059531849
India,2040,S2_CAPACITY,power_CO2_Mt,1953.063970455046,1688.0970959328029,-264.9668745222432,-13.56672789680864
Canada,2040,S1_NO_CN,power_CO2_Mt,192.3143641027076,193.6058976040665,1.2915335013589129,0.6715741215612762
Canada,2040,S2_CAPACITY,power_CO2_Mt,192.3143641027076,151.22715415108064,-41.08720995162696,-21.364607965364396
United States,2040,S1_NO_CN,power_CO2_Mt,2099.521123691709,2141.5089432443483,41.987819552639394,1.9998760231004389
United States,2040,S2_CAPACITY,power_CO2_Mt,2099.521123691709,1795.633687357897,-303.8874363338118,-14.474130929412562
Rest of America,2040,S1_NO_CN,power_CO2_Mt,591.5563644751361,589.9239508589851,-1.6324136161509841,-0.275952337627093
Rest of America,2040,S2_CAPACITY,power_CO2_Mt,591.5563644751361,512.5030765765632,-79.05328789857288,-13.363610409079723
Brazil,2040,S1_NO_CN,power_CO2_Mt,182.2254298528246,211.9941519496368,29.768722096812212,16.336206269813765
Brazil,2040,S2_CAPACITY,power_CO2_Mt,182.2254298528246,189.52444462945093,7.299014776626336,4.00548638163259
"EU, UK and EFTA",2040,S1_NO_CN,power_CO2_Mt,446.3611468259479,521.8024917311897,75.44134490524175,16.901413898073663
"EU, UK and EFTA",2040,S2_CAPACITY,power_CO2_Mt,446.3611468259479,461.31935341203547,14.958206586087556,3.3511444023420554
Eastern Europe,2040,S1_NO_CN,power_CO2_Mt,286.199487598926,286.363322973831,0.16383537490497702,0.05724516709637597
Eastern Europe,2040,S2_CAPACITY,power_CO2_Mt,286.199487598926,230.30631294155407,-55.89317465737193,-19.529446095899186
Russia,2040,S1_NO_CN,power_CO2_Mt,1262.970348621698,1262.9841463038308,0.013797682132917544,0.001092478706881377
Russia,2040,S2_CAPACITY,power_CO2_Mt,1262.970348621698,982.9539184724526,-280.01643014924525,-22.17125924253346
North Africa,2040,S1_NO_CN,power_CO2_Mt,363.3870762807738,361.3944323071838,-1.9926439735899635,-0.548353010785208
North Africa,2040,S2_CAPACITY,power_CO2_Mt,363.3870762807738,313.60894975400265,-49.77812652677113,-13.698375582380283
Sub Saharan,2040,S1_NO_CN,power_CO2_Mt,190.9922371448984,190.18070806052583,-0.8115290843725802,-0.42490160673750554
Sub Saharan,2040,S2_CAPACITY,power_CO2_Mt,190.9922371448984,170.99659802547197,-19.995639119426443,-10.469346512893361
South Africa,2040,S1_NO_CN,power_CO2_Mt,258.5710751036147,258.36530167624164,-0.20577342737306026,-0.07958099230186619
South Africa,2040,S2_CAPACITY,power_CO2_Mt,258.5710751036147,207.57065069282223,-51.000424410792476,-19.723948005536027
Australia_Oceania,2045,S1_NO_CN,power_CO2_Mt,223.8920858995252,247.19187307664404,23.299787177118844,10.406704231419308
Australia_Oceania,2045,S2_CAPACITY,power_CO2_Mt,223.8920858995252,212.02513256110055,-11.86695333842465,-5.300300495547716
China,2045,S1_NO_CN,power_CO2_Mt,4789.697399405442,4784.597454473096,-5.099944932346261,-0.10647739318520061
China,2045,S2_CAPACITY,power_CO2_Mt,4789.697399405442,3184.0848704823634,-1605.612528923079,-33.522212261726345
Japan,2045,S1_NO_CN,power_CO2_Mt,686.2806772984089,705.2139693741028,18.933292075693885,2.7588263376766036
Japan,2045,S2_CAPACITY,power_CO2_Mt,686.2806772984089,632.2350075339606,-54.04566976444835,-7.875155392281019
South Korea,2045,S1_NO_CN,power_CO2_Mt,311.37662928964727,332.9148272672825,21.538197977635207,6.917088808742949
South Korea,2045,S2_CAPACITY,power_CO2_Mt,311.37662928964727,262.3151496221891,-49.06147966745817,-15.756314075139029
Rest of World,2045,S1_NO_CN,power_CO2_Mt,36.15926012748511,36.13146379995644,-0.02779632752866945,-0.07687194768551447
Rest of World,2045,S2_CAPACITY,power_CO2_Mt,36.15926012748511,27.69248669547366,-8.46677343201145,-23.415228636206937
Southeast Asia,2045,S1_NO_CN,power_CO2_Mt,927.0554479798444,922.292845470284,-4.762602509560452,-0.5137343747818629
Southeast Asia,2045,S2_CAPACITY,power_CO2_Mt,927.0554479798444,686.8167144590539,-240.23873352079056,-25.91417094244979
"Central, Western and South Asia",2045,S1_NO_CN,power_CO2_Mt,2236.653304160744,2239.75167692013,3.098372759386166,0.13852718048087312
"Central, Western and South Asia",2045,S2_CAPACITY,power_CO2_Mt,2236.653304160744,1854.0629200956755,-382.5903840650685,-17.10548449119732
India,2045,S1_NO_CN,power_CO2_Mt,1807.124687996247,1810.9879169421024,3.863228945855326,0.21377766412670185
India,2045,S2_CAPACITY,power_CO2_Mt,1807.124687996247,1552.3951283943902,-254.72955960185686,-14.095848576132443
Canada,2045,S1_NO_CN,power_CO2_Mt,205.60671243446197,206.8384731027336,1.231760668271619,0.5990858244300987
Canada,2045,S2_CAPACITY,power_CO2_Mt,205.60671243446197,164.69746562518594,-40.90924680927603,-19.896843991567653
United States,2045,S1_NO_CN,power_CO2_Mt,2193.7279647631667,2234.660625242136,40.93266047896941,1.8658950032297406
United States,2045,S2_CAPACITY,power_CO2_Mt,2193.7279647631667,1916.9711847667168,-276.75677999644995,-12.615820395320913
Rest of America,2045,S1_NO_CN,power_CO2_Mt,654.3668850954441,652.5097453282484,-1.8571397671956902,-0.28380711333288405
Rest of America,2045,S2_CAPACITY,power_CO2_Mt,654.3668850954441,571.9754091088369,-82.39147598660725,-12.591021621546432
Brazil,2045,S1_NO_CN,power_CO2_Mt,209.4464003362016,242.0101254345145,32.56372509831289,15.547521965544345
Brazil,2045,S2_CAPACITY,power_CO2_Mt,209.4464003362016,217.0156078794044,7.569207543202793,3.6139114976685036
"EU, UK and EFTA",2045,S1_NO_CN,power_CO2_Mt,505.16379664206966,587.2344679585066,82.07067131643691,16.246348582772157
"EU, UK and EFTA",2045,S2_CAPACITY,power_CO2_Mt,505.16379664206966,521.0018479089464,15.838051266876732,3.1352308641584377
Eastern Europe,2045,S1_NO_CN,power_CO2_Mt,308.13272022541355,308.10541175764433,-0.027308467769216804,-0.008862566672322037
Eastern Europe,2045,S2_CAPACITY,power_CO2_Mt,308.13272022541355,252.4914945477225,-55.64122567769104,-18.057551835776113
Russia,2045,S1_NO_CN,power_CO2_Mt,1294.017145272014,1294.2026305983584,0.18548532634440562,0.014334070226358164
Russia,2045,S2_CAPACITY,power_CO2_Mt,1294.017145272014,1023.7962558106404,-270.22088946137353,-20.882326826092452
North Africa,2045,S1_NO_CN,power_CO2_Mt,385.09324072167857,382.6989502595856,-2.394290462092954,-0.6217430504897898
North Africa,2045,S2_CAPACITY,power_CO2_Mt,385.09324072167857,331.2745460022199,-53.818694719458676,-13.975497107817448
Sub Saharan,2045,S1_NO_CN,power_CO2_Mt,228.0311003597095,226.9097007315156,-1.121399628193899,-0.4917748615977987
Sub Saharan,2045,S2_CAPACITY,power_CO2_Mt,228.0311003597095,203.71620815699947,-24.31489220271004,-10.662971921090728
South Africa,2045,S1_NO_CN,power_CO2_Mt,282.93739518595345,282.7100732986297,-0.2273218873237397,-0.08034352870688519
South Africa,2045,S2_CAPACITY,power_CO2_Mt,282.93739518595345,232.2970591417612,-50.64033604419225,-17.89807105946889
Australia_Oceania,2050,S1_NO_CN,power_CO2_Mt,246.69769930604872,271.50877996345577,24.811080657407047,10.057280926088762
Australia_Oceania,2050,S2_CAPACITY,power_CO2_Mt,246.69769930604872,232.75587846683192,-13.941820839216803,-5.651378540794915
China,2050,S1_NO_CN,power_CO2_Mt,4426.793045492711,4424.015170819749,-2.7778746729618433,-0.06275140139632754
China,2050,S2_CAPACITY,power_CO2_Mt,4426.793045492711,2843.2796882036346,-1583.5133572890763,-35.7711178502321
Japan,2050,S1_NO_CN,power_CO2_Mt,721.2193521096402,740.0694965286552,18.85014441901501,2.6136492821326014
Japan,2050,S2_CAPACITY,power_CO2_Mt,721.2193521096402,661.4591517209258,-59.76020038871445,-8.285995129485887
South Korea,2050,S1_NO_CN,power_CO2_Mt,335.19138133751585,358.1246786587885,22.933297321272676,6.841851729528911
South Korea,2050,S2_CAPACITY,power_CO2_Mt,335.19138133751585,278.43985460539767,-56.75152673211818,-16.93108173177433
Rest of World,2050,S1_NO_CN,power_CO2_Mt,38.58807610748006,38.558678172615856,-0.02939793486420683,-0.0761839869454083
Rest of World,2050,S2_CAPACITY,power_CO2_Mt,38.58807610748006,29.45807841885848,-9.129997688621582,-23.66015259012042
Southeast Asia,2050,S1_NO_CN,power_CO2_Mt,877.3137439889853,873.0060079282862,-4.307736060699085,-0.49101431388873457
Southeast Asia,2050,S2_CAPACITY,power_CO2_Mt,877.3137439889853,613.4420067455792,-263.8717372434061,-30.0772373681996
"Central, Western and South Asia",2050,S1_NO_CN,power_CO2_Mt,2399.16617920472,2401.986420467876,2.8202412631562765,0.11755089278939133
"Central, Western and South Asia",2050,S2_CAPACITY,power_CO2_Mt,2399.16617920472,1993.170070130155,-405.99610907456486,-16.922383809576093
India,2050,S1_NO_CN,power_CO2_Mt,1410.1917859997898,1412.194731411112,2.0029454113221163,0.1420335468698025
India,2050,S2_CAPACITY,power_CO2_Mt,1410.1917859997898,1151.6141417682827,-258.57764423150707,-18.336345935257462
Canada,2050,S1_NO_CN,power_CO2_Mt,219.03098410597588,220.2491943057433,1.2182101997674124,0.5561816766426041
Canada,2050,S2_CAPACITY,power_CO2_Mt,219.03098410597588,177.40874595214265,-41.62223815383322,-19.002899669069073
United States,2050,S1_NO_CN,power_CO2_Mt,2278.4100793577977,2318.8298274852127,40.419748127415005,1.774033063389883
United States,2050,S2_CAPACITY,power_CO2_Mt,2278.4100793577977,2022.737440287412,-255.67263907038569,-11.221537395166838
Rest of America,2050,S1_NO_CN,power_CO2_Mt,719.1642755689844,717.1568601943895,-2.0074153745948706,-0.279131686985794
Rest of America,2050,S2_CAPACITY,power_CO2_Mt,719.1642755689844,630.5906474588546,-88.57362811012979,-12.316188542604205
Brazil,2050,S1_NO_CN,power_CO2_Mt,240.77418575902712,276.7519833494414,35.97779759041427,14.942547714156433
Brazil,2050,S2_CAPACITY,power_CO2_Mt,240.77418575902712,247.4483166303416,6.674130871314475,2.771946191106265
"EU, UK and EFTA",2050,S1_NO_CN,power_CO2_Mt,563.7638226754993,652.1685350722603,88.40471239676094,15.68116094736473
"EU, UK and EFTA",2050,S2_CAPACITY,power_CO2_Mt,563.7638226754993,580.5600281186912,16.796205443191866,2.979298203896937
Eastern Europe,2050,S1_NO_CN,power_CO2_Mt,332.6643161815705,332.48966781364675,-0.17464836792373717,-0.05249988033835672
Eastern Europe,2050,S2_CAPACITY,power_CO2_Mt,332.6643161815705,275.5273019465798,-57.13701423499066,-17.175576536379957
Russia,2050,S1_NO_CN,power_CO2_Mt,1317.5061829390536,1317.8528236263985,0.34664068734491593,0.026310365130252384
Russia,2050,S2_CAPACITY,power_CO2_Mt,1317.5061829390536,1056.1070392661954,-261.39914367285814,-19.840449104362964
North Africa,2050,S1_NO_CN,power_CO2_Mt,387.07691510402447,384.4049883774002,-2.6719267266242923,-0.6902831510647512
North Africa,2050,S2_CAPACITY,power_CO2_Mt,387.07691510402447,327.3710801522617,-59.70583495176277,-15.42479869555569
Sub Saharan,2050,S1_NO_CN,power_CO2_Mt,262.1022924375231,260.6597887739369,-1.4425036635861943,-0.550359041186197
Sub Saharan,2050,S2_CAPACITY,power_CO2_Mt,262.1022924375231,231.3880488816754,-30.714243555847702,-11.718418511417259
South Africa,2050,S1_NO_CN,power_CO2_Mt,306.8478207809288,306.6444537191547,-0.20336706177414499,-0.06627619556057954
South Africa,2050,S2_CAPACITY,power_CO2_Mt,306.8478207809288,254.76711202103732,-52.08070875989151,-16.97281363359398
Australia_Oceania,2025,S1_NO_CN,EV,0.0,-0.6180237220445058,-0.6180237220445058,
Australia_Oceania,2025,S2_CAPACITY,EV,0.0,-52.885348877223144,-52.885348877223144,
China,2025,S1_NO_CN,EV,0.0,-2.6458910892692153,-2.6458910892692153,
China,2025,S2_CAPACITY,EV,0.0,-316.05556542980537,-316.05556542980537,
Japan,2025,S1_NO_CN,EV,0.0,-6.282670745059362,-6.282670745059362,
Japan,2025,S2_CAPACITY,EV,0.0,-20.550997655621025,-20.550997655621025,
South Korea,2025,S1_NO_CN,EV,0.0,-3.6257227717491642,-3.6257227717491642,
South Korea,2025,S2_CAPACITY,EV,0.0,-10.243020240734738,-10.243020240734738,
Rest of World,2025,S1_NO_CN,EV,0.0,-0.007870943638466507,-0.007870943638466507,
Rest of World,2025,S2_CAPACITY,EV,0.0,-3.6142295704605227,-3.6142295704605227,
Southeast Asia,2025,S1_NO_CN,EV,0.0,-0.20079604581174035,-0.20079604581174035,
Southeast Asia,2025,S2_CAPACITY,EV,0.0,-83.9386093925562,-83.9386093925562,
"Central, Western and South Asia",2025,S1_NO_CN,EV,0.0,3.658915220689555,3.658915220689555,
"Central, Western and South Asia",2025,S2_CAPACITY,EV,0.0,-315.08281310863555,-315.08281310863555,
India,2025,S1_NO_CN,EV,0.0,-2.1580913122930365,-2.1580913122930365,
India,2025,S2_CAPACITY,EV,0.0,-91.35130387059378,-91.35130387059378,
Canada,2025,S1_NO_CN,EV,0.0,0.24580646788091726,0.24580646788091726,
Canada,2025,S2_CAPACITY,EV,0.0,-43.122075354709914,-43.122075354709914,
United States,2025,S1_NO_CN,EV,0.0,-14.508796969901182,-14.508796969901182,
United States,2025,S2_CAPACITY,EV,0.0,-252.52432213344193,-252.52432213344193,
Rest of America,2025,S1_NO_CN,EV,0.0,-0.08116127353493116,-0.08116127353493116,
Rest of America,2025,S2_CAPACITY,EV,0.0,-68.00452452798315,-68.00452452798315,
Brazil,2025,S1_NO_CN,EV,0.0,-16.59844887981867,-16.59844887981867,
Brazil,2025,S2_CAPACITY,EV,0.0,-49.74132089390306,-49.74132089390306,
"EU, UK and EFTA",2025,S1_NO_CN,EV,0.0,-72.20145916536487,-72.20145916536487,
"EU, UK and EFTA",2025,S2_CAPACITY,EV,0.0,-172.82952209289488,-172.82952209289488,
Eastern Europe,2025,S1_NO_CN,EV,0.0,-0.35873589645902604,-0.35873589645902604,
Eastern Europe,2025,S2_CAPACITY,EV,0.0,-11.48921029318267,-11.48921029318267,
Russia,2025,S1_NO_CN,EV,0.0,2.424689836621162,2.424689836621162,
Russia,2025,S2_CAPACITY,EV,0.0,-125.30242550425731,-125.30242550425731,
North Africa,2025,S1_NO_CN,EV,0.0,1.042289933888188,1.042289933888188,
North Africa,2025,S2_CAPACITY,EV,0.0,-32.22268857803546,-32.22268857803546,
Sub Saharan,2025,S1_NO_CN,EV,0.0,0.5131961824364614,0.5131961824364614,
Sub Saharan,2025,S2_CAPACITY,EV,0.0,-39.60930181735768,-39.60930181735768,
South Africa,2025,S1_NO_CN,EV,0.0,-0.01446276022673967,-0.01446276022673967,
South Africa,2025,S2_CAPACITY,EV,0.0,-19.06505913138717,-19.06505913138717,
Australia_Oceania,2030,S1_NO_CN,EV,0.0,-1.9465366526856653,-1.9465366526856653,
Australia_Oceania,2030,S2_CAPACITY,EV,0.0,-64.20274985527466,-64.20274985527466,
China,2030,S1_NO_CN,EV,0.0,-5.097637339091807,-5.097637339091807,
China,2030,S2_CAPACITY,EV,0.0,-341.0644315396225,-341.0644315396225,
Japan,2030,S1_NO_CN,EV,0.0,-12.51615592962162,-12.51615592962162,
Japan,2030,S2_CAPACITY,EV,0.0,-20.72222989950985,-20.72222989950985,
South Korea,2030,S1_NO_CN,EV,0.0,-7.607332749977262,-7.607332749977262,
South Korea,2030,S2_CAPACITY,EV,0.0,-12.211725919573038,-12.211725919573038,
Rest of World,2030,S1_NO_CN,EV,0.0,-0.017090210464166436,-0.017090210464166436,
Rest of World,2030,S2_CAPACITY,EV,0.0,-4.58337863915601,-4.58337863915601,
Southeast Asia,2030,S1_NO_CN,EV,0.0,-0.3812208141855165,-0.3812208141855165,
Southeast Asia,2030,S2_CAPACITY,EV,0.0,-96.95198075151148,-96.95198075151148,
"Central, Western and South Asia",2030,S1_NO_CN,EV,0.0,6.9659792917392656,6.9659792917392656,
"Central, Western and South Asia",2030,S2_CAPACITY,EV,0.0,-429.33023291252186,-429.33023291252186,
India,2030,S1_NO_CN,EV,0.0,-4.917668424162975,-4.917668424162975,
India,2030,S2_CAPACITY,EV,0.0,-107.59401694761381,-107.59401694761381,
Canada,2030,S1_NO_CN,EV,0.0,0.2117936460660308,0.2117936460660308,
Canada,2030,S2_CAPACITY,EV,0.0,-49.026357957460185,-49.026357957460185,
United States,2030,S1_NO_CN,EV,0.0,-30.594891977744027,-30.594891977744027,
United States,2030,S2_CAPACITY,EV,0.0,-255.81749368814502,-255.81749368814502,
Rest of America,2030,S1_NO_CN,EV,0.0,-0.23666585374176172,-0.23666585374176172,
Rest of America,2030,S2_CAPACITY,EV,0.0,-74.36349956042609,-74.36349956042609,
Brazil,2030,S1_NO_CN,EV,0.0,-38.00059927931537,-38.00059927931537,
Brazil,2030,S2_CAPACITY,EV,0.0,-76.214992913506,-76.214992913506,
"EU, UK and EFTA",2030,S1_NO_CN,EV,0.0,-161.2541305035656,-161.2541305035656,
"EU, UK and EFTA",2030,S2_CAPACITY,EV,0.0,-248.16960899645778,-248.16960899645778,
Eastern Europe,2030,S1_NO_CN,EV,0.0,-0.5677099876885572,-0.5677099876885572,
Eastern Europe,2030,S2_CAPACITY,EV,0.0,-11.954256245619138,-11.954256245619138,
Russia,2030,S1_NO_CN,EV,0.0,4.27219820588519,4.27219820588519,
Russia,2030,S2_CAPACITY,EV,0.0,-150.59981726943167,-150.59981726943167,
North Africa,2030,S1_NO_CN,EV,0.0,1.5861527232212496,1.5861527232212496,
North Africa,2030,S2_CAPACITY,EV,0.0,-36.47225953613669,-36.47225953613669,
Sub Saharan,2030,S1_NO_CN,EV,0.0,0.8790078317912291,0.8790078317912291,
Sub Saharan,2030,S2_CAPACITY,EV,0.0,-47.18200510258783,-47.18200510258783,
South Africa,2030,S1_NO_CN,EV,0.0,-0.05421759168117854,-0.05421759168117854,
South Africa,2030,S2_CAPACITY,EV,0.0,-21.267209227309507,-21.267209227309507,
Australia_Oceania,2035,S1_NO_CN,EV,0.0,-3.0658993431545207,-3.0658993431545207,
Australia_Oceania,2035,S2_CAPACITY,EV,0.0,-72.14057646106566,-72.14057646106566,
China,2035,S1_NO_CN,EV,0.0,-5.015302479200702,-5.015302479200702,
China,2035,S2_CAPACITY,EV,0.0,-329.76175385627823,-329.76175385627823,
Japan,2035,S1_NO_CN,EV,0.0,-13.890730095430682,-13.890730095430682,
Japan,2035,S2_CAPACITY,EV,0.0,-22.447806821345395,-22.447806821345395,
South Korea,2035,S1_NO_CN,EV,0.0,-9.113608330895314,-9.113608330895314,
South Korea,2035,S2_CAPACITY,EV,0.0,-13.756234367295253,-13.756234367295253,
Rest of World,2035,S1_NO_CN,EV,0.0,-0.021096641981401227,-0.021096641981401227,
Rest of World,2035,S2_CAPACITY,EV,0.0,-5.222021408267351,-5.222021408267351,
Southeast Asia,2035,S1_NO_CN,EV,0.0,-0.32823719044576266,-0.32823719044576266,
Southeast Asia,2035,S2_CAPACITY,EV,0.0,-102.56223939998014,-102.56223939998014,
"Central, Western and South Asia",2035,S1_NO_CN,EV,0.0,9.530732551877927,9.530732551877927,
"Central, Western and South Asia",2035,S2_CAPACITY,EV,0.0,-542.6450914619911,-542.6450914619911,
India,2035,S1_NO_CN,EV,0.0,-5.368653875341764,-5.368653875341764,
India,2035,S2_CAPACITY,EV,0.0,-111.41232185808288,-111.41232185808288,
Canada,2035,S1_NO_CN,EV,0.0,0.15532956045605983,0.15532956045605983,
Canada,2035,S2_CAPACITY,EV,0.0,-53.782755632412,-53.782755632412,
United States,2035,S1_NO_CN,EV,0.0,-34.621569228730955,-34.621569228730955,
United States,2035,S2_CAPACITY,EV,0.0,-244.5371871412894,-244.5371871412894,
Rest of America,2035,S1_NO_CN,EV,0.0,-0.3572822346414668,-0.3572822346414668,
Rest of America,2035,S2_CAPACITY,EV,0.0,-84.76917142920688,-84.76917142920688,
Brazil,2035,S1_NO_CN,EV,0.0,-46.754787345322335,-46.754787345322335,
Brazil,2035,S2_CAPACITY,EV,0.0,-92.07013613000252,-92.07013613000252,
"EU, UK and EFTA",2035,S1_NO_CN,EV,0.0,-188.3424433618288,-188.3424433618288,
"EU, UK and EFTA",2035,S2_CAPACITY,EV,0.0,-293.71091975079423,-293.71091975079423,
Eastern Europe,2035,S1_NO_CN,EV,0.0,-0.7212389305030763,-0.7212389305030763,
Eastern Europe,2035,S2_CAPACITY,EV,0.0,-13.343773213984305,-13.343773213984305,
Russia,2035,S1_NO_CN,EV,0.0,5.696064097874949,5.696064097874949,
Russia,2035,S2_CAPACITY,EV,0.0,-178.5800897069214,-178.5800897069214,
North Africa,2035,S1_NO_CN,EV,0.0,2.050918302909242,2.050918302909242,
North Africa,2035,S2_CAPACITY,EV,0.0,-39.93401630656668,-39.93401630656668,
Sub Saharan,2035,S1_NO_CN,EV,0.0,1.0526912397138284,1.0526912397138284,
Sub Saharan,2035,S2_CAPACITY,EV,0.0,-56.270108192130735,-56.270108192130735,
South Africa,2035,S1_NO_CN,EV,0.0,-0.09001164313394272,-0.09001164313394272,
South Africa,2035,S2_CAPACITY,EV,0.0,-25.204532598903924,-25.204532598903924,
Australia_Oceania,2040,S1_NO_CN,EV,0.0,-3.4636415965950844,-3.4636415965950844,
Australia_Oceania,2040,S2_CAPACITY,EV,0.0,-84.06955757461151,-84.06955757461151,
China,2040,S1_NO_CN,EV,0.0,-4.426401720416869,-4.426401720416869,
China,2040,S2_CAPACITY,EV,0.0,-311.9930164587023,-311.9930164587023,
Japan,2040,S1_NO_CN,EV,0.0,-15.271126811481336,-15.271126811481336,
Japan,2040,S2_CAPACITY,EV,0.0,-23.785306658855117,-23.785306658855117,
South Korea,2040,S1_NO_CN,EV,0.0,-10.364296105913667,-10.364296105913667,
South Korea,2040,S2_CAPACITY,EV,0.0,-15.784258943740378,-15.784258943740378,
Rest of World,2040,S1_NO_CN,EV,0.0,-0.02293957027136978,-0.02293957027136978,
Rest of World,2040,S2_CAPACITY,EV,0.0,-5.9396587958454425,-5.9396587958454425,
Southeast Asia,2040,S1_NO_CN,EV,0.0,-0.06616914877401478,-0.06616914877401478,
Southeast Asia,2040,S2_CAPACITY,EV,0.0,-102.85798883420738,-102.85798883420738,
"Central, Western and South Asia",2040,S1_NO_CN,EV,0.0,12.559454211708799,12.559454211708799,
"Central, Western and South Asia",2040,S2_CAPACITY,EV,0.0,-656.8462028823526,-656.8462028823526,
India,2040,S1_NO_CN,EV,0.0,-4.591659994568827,-4.591659994568827,
India,2040,S2_CAPACITY,EV,0.0,-98.68278329304508,-98.68278329304508,
Canada,2040,S1_NO_CN,EV,0.0,0.02970976137004738,0.02970976137004738,
Canada,2040,S2_CAPACITY,EV,0.0,-62.82571266575679,-62.82571266575679,
United States,2040,S1_NO_CN,EV,0.0,-38.617829198507565,-38.617829198507565,
United States,2040,S2_CAPACITY,EV,0.0,-239.76335534376142,-239.76335534376142,
Rest of America,2040,S1_NO_CN,EV,0.0,-0.5188408847021336,-0.5188408847021336,
Rest of America,2040,S2_CAPACITY,EV,0.0,-97.86458597818032,-97.86458597818032,
Brazil,2040,S1_NO_CN,EV,0.0,-57.19672735172411,-57.19672735172411,
Brazil,2040,S2_CAPACITY,EV,0.0,-111.40225948490571,-111.40225948490571,
"EU, UK and EFTA",2040,S1_NO_CN,EV,0.0,-209.85808132244466,-209.85808132244466,
"EU, UK and EFTA",2040,S2_CAPACITY,EV,0.0,-346.71579383534527,-346.71579383534527,
Eastern Europe,2040,S1_NO_CN,EV,0.0,-0.9664316686116142,-0.9664316686116142,
Eastern Europe,2040,S2_CAPACITY,EV,0.0,-15.505700309299197,-15.505700309299197,
Russia,2040,S1_NO_CN,EV,0.0,7.356192636125963,7.356192636125963,
Russia,2040,S2_CAPACITY,EV,0.0,-211.3012709272288,-211.3012709272288,
North Africa,2040,S1_NO_CN,EV,0.0,2.7994107902590355,2.7994107902590355,
North Africa,2040,S2_CAPACITY,EV,0.0,-42.115241841545746,-42.115241841545746,
Sub Saharan,2040,S1_NO_CN,EV,0.0,1.3330077264137978,1.3330077264137978,
Sub Saharan,2040,S2_CAPACITY,EV,0.0,-66.78774546205396,-66.78774546205396,
South Africa,2040,S1_NO_CN,EV,0.0,-0.14274078236386745,-0.14274078236386745,
South Africa,2040,S2_CAPACITY,EV,0.0,-29.788617302335638,-29.788617302335638,
Australia_Oceania,2045,S1_NO_CN,EV,0.0,-3.9318766101167686,-3.9318766101167686,
Australia_Oceania,2045,S2_CAPACITY,EV,0.0,-94.9627481942736,-94.9627481942736,
China,2045,S1_NO_CN,EV,0.0,-3.4123875577824374,-3.4123875577824374,
China,2045,S2_CAPACITY,EV,0.0,-273.7054749820038,-273.7054749820038,
Japan,2045,S1_NO_CN,EV,0.0,-16.425133388132288,-16.425133388132288,
Japan,2045,S2_CAPACITY,EV,0.0,-29.56631744933318,-29.56631744933318,
South Korea,2045,S1_NO_CN,EV,0.0,-11.320493466024123,-11.320493466024123,
South Korea,2045,S2_CAPACITY,EV,0.0,-19.483910396918457,-19.483910396918457,
Rest of World,2045,S1_NO_CN,EV,0.0,-0.023479971692927825,-0.023479971692927825,
Rest of World,2045,S2_CAPACITY,EV,0.0,-6.404276829148435,-6.404276829148435,
Southeast Asia,2045,S1_NO_CN,EV,0.0,0.38109503491377,0.38109503491377,
Southeast Asia,2045,S2_CAPACITY,EV,0.0,-93.59093494293185,-93.59093494293185,
