region,year,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
India,2050,S1_NO_CN,government_income,1481.5818829011805,1481.5914909064918,0.0096080053112928,0.0006484964092891544
India,2050,S2_CAPACITY,government_income,1481.5818829011805,1580.8187572961915,99.236874395011,6.6980350894065275
Canada,2050,S1_NO_CN,government_income,2478.9304642106754,2481.2730548210498,2.3425906103743728,0.0945000533171585
Canada,2050,S2_CAPACITY,government_income,2478.9304642106754,2418.979485145853,-59.950979064822604,-2.4184211671266787
United States,2050,S1_NO_CN,government_income,23379.67073874306,23381.95549393785,2.284755194788886,0.00977240107578914
United States,2050,S2_CAPACITY,government_income,23379.67073874306,23213.448388503726,-166.22235023933536,-0.7109695944685994
Rest of America,2050,S1_NO_CN,government_income,2975.366273856594,2976.623758248226,1.257484391631806,0.042263179585009095
Rest of America,2050,S2_CAPACITY,government_income,2975.366273856594,3018.0428991627778,42.67662530618372,1.4343318226453972
Brazil,2050,S1_NO_CN,government_income,3769.1462347560528,3745.823903046392,-23.32233170966083,-0.6187696166999554
Brazil,2050,S2_CAPACITY,government_income,3769.1462347560528,3673.1074476276676,-96.03878712838514,-2.5480249676383537
"EU, UK and EFTA",2050,S1_NO_CN,government_income,27587.128898354615,27618.569574226083,31.440675871468557,0.11396864090972432
"EU, UK and EFTA",2050,S2_CAPACITY,government_income,27587.128898354615,26995.415891023295,-591.7130073313201,-2.1448879639178826
Eastern Europe,2050,S1_NO_CN,government_income,391.2003530352655,391.3735064818481,0.173153446582603,0.04426208852807292
Eastern Europe,2050,S2_CAPACITY,government_income,391.2003530352655,416.93490916253194,25.734556127266444,6.578357081632427
Russia,2050,S1_NO_CN,government_income,1016.6023958165907,1024.6376060726384,8.035210256047662,0.7903985165796645
Russia,2050,S2_CAPACITY,government_income,1016.6023958165907,1053.0562362277196,36.45384041112891,3.585850334520133
North Africa,2050,S1_NO_CN,government_income,386.8392979711339,389.91846785154786,3.0791698804139855,0.795981663849404
North Africa,2050,S2_CAPACITY,government_income,386.8392979711339,451.91896036600457,65.0796623948707,16.823436175227204
Sub Saharan,2050,S1_NO_CN,government_income,985.1977923393515,986.1254200323275,0.9276276929759888,0.09415649326348341
Sub Saharan,2050,S2_CAPACITY,government_income,985.1977923393515,1005.9813680219512,20.78357568259969,2.1095840697378243
South Africa,2050,S1_NO_CN,government_income,489.1046325838284,489.23190692718833,0.12727434335994303,0.026021905105985534
South Africa,2050,S2_CAPACITY,government_income,489.1046325838284,499.94772983784964,10.843097254021245,2.216927939680234
Australia_Oceania,2025,S1_NO_CN,exports_FOB,718.6180750852506,720.0870428371177,1.468967751867126,0.20441564202137005
Australia_Oceania,2025,S2_CAPACITY,exports_FOB,718.6180750852506,664.8527689507257,-53.76530613452485,-7.481763679287723
China,2025,S1_NO_CN,exports_FOB,5527.515912042169,5526.8790375125445,-0.6368745296240377,-0.011521894097790869
China,2025,S2_CAPACITY,exports_FOB,5527.515912042169,5343.123947933923,-184.3919641082457,-3.335892054268572
Japan,2025,S1_NO_CN,exports_FOB,1406.860645188841,1407.3624274599383,0.5017822710972268,0.03566680700133404
Japan,2025,S2_CAPACITY,exports_FOB,1406.860645188841,1372.432130733262,-34.428514455579034,-2.447187258618478
South Korea,2025,S1_NO_CN,exports_FOB,1184.0947762951375,1185.050586030682,0.9558097355445625,0.08072071211522053
South Korea,2025,S2_CAPACITY,exports_FOB,1184.0947762951375,1154.7834229169137,-29.311353378223885,-2.4754229108192587
Rest of World,2025,S1_NO_CN,exports_FOB,56.12673697557352,56.13372949943464,0.006992523861114819,0.01245845427315324
Rest of World,2025,S2_CAPACITY,exports_FOB,56.12673697557352,52.44697875796302,-3.6797582176105053,-6.556159178132774
Southeast Asia,2025,S1_NO_CN,exports_FOB,2584.877860421377,2585.2064564416596,0.32859602028247537,0.012712245530584136
Southeast Asia,2025,S2_CAPACITY,exports_FOB,2584.877860421377,2489.172005793434,-95.70585462794315,-3.702529086319829
"Central, Western and South Asia",2025,S1_NO_CN,exports_FOB,2501.045846288388,2508.184422510022,7.138576221634139,0.28542364516140145
"Central, Western and South Asia",2025,S2_CAPACITY,exports_FOB,2501.045846288388,2288.7629882276374,-212.28285806075064,-8.487763564021968
India,2025,S1_NO_CN,exports_FOB,759.256845644363,759.5340275379049,0.27718189354186507,0.03650699959203232
India,2025,S2_CAPACITY,exports_FOB,759.256845644363,714.9509533896161,-44.30589225474694,-5.835428749693471
Canada,2025,S1_NO_CN,exports_FOB,816.0533446487249,816.5858004447041,0.5324557959792173,0.06524767032336791
Canada,2025,S2_CAPACITY,exports_FOB,816.0533446487249,782.4813426125514,-33.572002036173444,-4.113946993333471
United States,2025,S1_NO_CN,exports_FOB,3834.758208526392,3835.3227095969373,0.5645010705452478,0.014720643123994312
United States,2025,S2_CAPACITY,exports_FOB,3834.758208526392,3710.636169128415,-124.122039397977,-3.2367631190409316
Rest of America,2025,S1_NO_CN,exports_FOB,1711.31836159163,1712.4185432931877,1.1001817015576307,0.06428854655275217
Rest of America,2025,S2_CAPACITY,exports_FOB,1711.31836159163,1650.815308064203,-60.50305352742703,-3.5354645217010066
Brazil,2025,S1_NO_CN,exports_FOB,485.9390774609264,486.0486352282901,0.10955776736369671,0.02254557668754394
Brazil,2025,S2_CAPACITY,exports_FOB,485.9390774609264,464.15034807983363,-21.788729381092764,-4.483839722242704
"EU, UK and EFTA",2025,S1_NO_CN,exports_FOB,12283.353784875322,12271.331968451621,-12.021816423701239,-0.0978707984337623
"EU, UK and EFTA",2025,S2_CAPACITY,exports_FOB,12283.353784875322,12008.638863863007,-274.71492101231524,-2.2364813863016453
Eastern Europe,2025,S1_NO_CN,exports_FOB,246.76978473526736,246.98843649044716,0.21865175517979196,0.0886055622305461
Eastern Europe,2025,S2_CAPACITY,exports_FOB,246.76978473526736,233.58535873147278,-13.184426003794584,-5.342804030055271
Russia,2025,S1_NO_CN,exports_FOB,675.3992405632334,679.7618943106596,4.3626537474261795,0.6459370229359521
Russia,2025,S2_CAPACITY,exports_FOB,675.3992405632334,613.5805862281487,-61.818654335084716,-9.152905514600889
North Africa,2025,S1_NO_CN,exports_FOB,318.5099850572977,320.4566204615529,1.9466354042552325,0.6111693496532131
North Africa,2025,S2_CAPACITY,exports_FOB,318.5099850572977,294.3118120117141,-24.198173045583587,-7.597304380027681
Sub Saharan,2025,S1_NO_CN,exports_FOB,508.12016545154864,509.2146247412346,1.0944592896859717,0.2153937914889412
Sub Saharan,2025,S2_CAPACITY,exports_FOB,508.12016545154864,471.66602049445936,-36.454144957089284,-7.17431572996001
South Africa,2025,S1_NO_CN,exports_FOB,215.5675915412972,215.6818654640609,0.11427392276371506,0.053010715547110954
South Africa,2025,S2_CAPACITY,exports_FOB,215.5675915412972,204.93041334752357,-10.637178193773622,-4.934497861073802
Australia_Oceania,2030,S1_NO_CN,exports_FOB,898.8927698573254,901.5262811625313,2.633511305205843,0.29297279870477105
Australia_Oceania,2030,S2_CAPACITY,exports_FOB,898.8927698573254,829.2733431517014,-69.61942670562405,-7.745020211551398
China,2030,S1_NO_CN,exports_FOB,6879.060309599026,6877.235051037454,-1.8252585615728094,-0.026533544981802926
China,2030,S2_CAPACITY,exports_FOB,6879.060309599026,6620.5775124280235,-258.48279717100286,-3.75753061519633
Japan,2030,S1_NO_CN,exports_FOB,1653.51605227928,1654.3731955286542,0.8571432493740758,0.051837612836751805
Japan,2030,S2_CAPACITY,exports_FOB,1653.51605227928,1607.5578933256593,-45.958158953620796,-2.7794201870777138
South Korea,2030,S1_NO_CN,exports_FOB,1427.9796161804425,1429.617921958744,1.6383057783016284,0.11472893308405661
South Korea,2030,S2_CAPACITY,exports_FOB,1427.9796161804425,1387.9330845591924,-40.0465316212501,-2.804418996425628
Rest of World,2030,S1_NO_CN,exports_FOB,67.99649551544553,67.99928679425877,0.002791278813234044,0.004105033343372821
Rest of World,2030,S2_CAPACITY,exports_FOB,67.99649551544553,63.330707607542244,-4.665787907903287,-6.8618064394854645
Southeast Asia,2030,S1_NO_CN,exports_FOB,3222.5608352720737,3222.967537358007,0.4067020859333752,0.012620462629653917
Southeast Asia,2030,S2_CAPACITY,exports_FOB,3222.5608352720737,3091.3458233348365,-131.21501193723725,-4.071762137150129
"Central, Western and South Asia",2030,S1_NO_CN,exports_FOB,3045.390425992535,3058.0773219360394,12.686895943504624,0.4165934139419838
"Central, Western and South Asia",2030,S2_CAPACITY,exports_FOB,3045.390425992535,2766.3805362380663,-279.00988975446853,-9.161711660124345
India,2030,S1_NO_CN,exports_FOB,987.6900991272527,988.2185908731727,0.5284917459200642,0.053507850932904215
India,2030,S2_CAPACITY,exports_FOB,987.6900991272527,925.2586742978386,-62.43142482941403,-6.320952785147889
Canada,2030,S1_NO_CN,exports_FOB,993.323144841732,994.2654722785744,0.9423274368424472,0.09486615123546628
Canada,2030,S2_CAPACITY,exports_FOB,993.323144841732,948.2198252415324,-45.1033196001996,-4.5406492171674895
United States,2030,S1_NO_CN,exports_FOB,4676.641556195408,4677.200446016933,0.5588898215246445,0.011950666195151347
United States,2030,S2_CAPACITY,exports_FOB,4676.641556195408,4504.717581599408,-171.92397459600033,-3.676227321040738
Rest of America,2030,S1_NO_CN,exports_FOB,2080.9185010516294,2082.9215652998682,2.003064248238843,0.09625865920393127
Rest of America,2030,S2_CAPACITY,exports_FOB,2080.9185010516294,1998.1704775785875,-82.74802347304194,-3.9765143820492606
Brazil,2030,S1_NO_CN,exports_FOB,639.4725930939939,639.6385383654278,0.16594527143399773,0.025950333638396605
Brazil,2030,S2_CAPACITY,exports_FOB,639.4725930939939,605.9689681591988,-33.503624934795084,-5.239258929408176
"EU, UK and EFTA",2030,S1_NO_CN,exports_FOB,14457.95966332088,14429.275664978672,-28.683998342208724,-0.19839589409685926
"EU, UK and EFTA",2030,S2_CAPACITY,exports_FOB,14457.95966332088,14062.526409554685,-395.4332537661958,-2.7350557269113853
Eastern Europe,2030,S1_NO_CN,exports_FOB,300.7887651949596,301.28251242634957,0.4937472313899889,0.16415082227887107
Eastern Europe,2030,S2_CAPACITY,exports_FOB,300.7887651949596,284.02024509523085,-16.768520099728732,-5.574849209830038
Russia,2030,S1_NO_CN,exports_FOB,776.4139063857273,783.2374936400248,6.823587254297536,0.8788594843775936
Russia,2030,S2_CAPACITY,exports_FOB,776.4139063857273,703.8025777658763,-72.61132861985095,-9.352141689200657
North Africa,2030,S1_NO_CN,exports_FOB,391.40715329982544,394.1318861590475,2.7247328592220583,0.6961377267254133
North Africa,2030,S2_CAPACITY,exports_FOB,391.40715329982544,362.52446406931296,-28.882689230512483,-7.379192993028358
Sub Saharan,2030,S1_NO_CN,exports_FOB,628.3388969722987,630.1604781560815,1.8215811837827687,0.28990425271461046
Sub Saharan,2030,S2_CAPACITY,exports_FOB,628.3388969722987,580.7973651641274,-47.54153180817127,-7.566224538581641
South Africa,2030,S1_NO_CN,exports_FOB,263.4665557689476,263.6505567015337,0.1840009325860592,0.06983844004376122
South Africa,2030,S2_CAPACITY,exports_FOB,263.4665557689476,249.02414341727805,-14.44241235166956,-5.481687157414822
Australia_Oceania,2035,S1_NO_CN,exports_FOB,1119.6099712370724,1122.4815731635454,2.8716019264729766,0.256482346553247
Australia_Oceania,2035,S2_CAPACITY,exports_FOB,1119.6099712370724,1039.6424408877842,-79.96753034928815,-7.142445351833633
China,2035,S1_NO_CN,exports_FOB,8274.291700376376,8271.762784867386,-2.5289155089903943,-0.030563528584269764
China,2035,S2_CAPACITY,exports_FOB,8274.291700376376,7966.172689863935,-308.1190105124406,-3.7238113142472975
Japan,2035,S1_NO_CN,exports_FOB,1917.280837079788,1917.8686751442422,0.5878380644542176,0.030659987472130282
Japan,2035,S2_CAPACITY,exports_FOB,1917.280837079788,1861.055654910469,-56.22518216931894,-2.9325480692205512
South Korea,2035,S1_NO_CN,exports_FOB,1669.9850003453312,1671.2969475002867,1.3119471549555328,0.07856041549380618
South Korea,2035,S2_CAPACITY,exports_FOB,1669.9850003453312,1621.205237831107,-48.7797625142241,-2.920970098781551
Rest of World,2035,S1_NO_CN,exports_FOB,80.33603512668363,80.33074834011774,-0.005286786565889656,-0.0065808407865197835
Rest of World,2035,S2_CAPACITY,exports_FOB,80.33603512668363,75.41216966873692,-4.923865457946704,-6.129086965994967
Southeast Asia,2035,S1_NO_CN,exports_FOB,3897.613206188491,3897.7852643114707,0.17205812297970624,0.004414448378472202
Southeast Asia,2035,S2_CAPACITY,exports_FOB,3897.613206188491,3741.554395157561,-156.05881103092997,-4.003958391334096
"Central, Western and South Asia",2035,S1_NO_CN,exports_FOB,3605.969741884698,3620.2322577829323,14.262515898234142,0.39552511305265936
"Central, Western and South Asia",2035,S2_CAPACITY,exports_FOB,3605.969741884698,3275.365727691395,-330.6040141933031,-9.168241495573653
India,2035,S1_NO_CN,exports_FOB,1219.6053491941602,1220.1170878728233,0.5117386786630505,0.04195936652796544
India,2035,S2_CAPACITY,exports_FOB,1219.6053491941602,1143.805829840441,-75.79951935371923,-6.2150858393498245
Canada,2035,S1_NO_CN,exports_FOB,1201.1668977290053,1202.1135548951254,0.946657166120076,0.07881145974883924
Canada,2035,S2_CAPACITY,exports_FOB,1201.1668977290053,1145.9536376663893,-55.21326006261597,-4.596635169267927
United States,2035,S1_NO_CN,exports_FOB,5627.883330197922,5628.152835020788,0.26950482286611077,0.0047887421798531275
United States,2035,S2_CAPACITY,exports_FOB,5627.883330197922,5415.963136296726,-211.9201939011964,-3.7655399280237667
Rest of America,2035,S1_NO_CN,exports_FOB,2541.614219373522,2543.729365103948,2.1151457304263204,0.08322056566663681
Rest of America,2035,S2_CAPACITY,exports_FOB,2541.614219373522,2437.8363087288244,-103.77791064469739,-4.083149592634771
Brazil,2035,S1_NO_CN,exports_FOB,840.319993176267,840.5093148261576,0.18932164989064404,0.022529709090347873
Brazil,2035,S2_CAPACITY,exports_FOB,840.319993176267,794.1688515103884,-46.15114166587853,-5.492091350990597
"EU, UK and EFTA",2035,S1_NO_CN,exports_FOB,17150.043362889446,17116.681985113762,-33.36137777568365,-0.1945264922645823
"EU, UK and EFTA",2035,S2_CAPACITY,exports_FOB,17150.043362889446,16653.954081466312,-496.0892814231338,-2.8926415573771034
Eastern Europe,2035,S1_NO_CN,exports_FOB,372.3176366520042,372.8476274497207,0.5299907977164935,0.14234909806646157
Eastern Europe,2035,S2_CAPACITY,exports_FOB,372.3176366520042,351.5936643307897,-20.72397232121449,-5.566207528488546
Russia,2035,S1_NO_CN,exports_FOB,894.3635849001482,901.9498016709141,7.586216770765873,0.8482251400712877
Russia,2035,S2_CAPACITY,exports_FOB,894.3635849001482,812.7103017325427,-81.65328316760554,-9.129763839470472
North Africa,2035,S1_NO_CN,exports_FOB,475.3882649406791,478.3622869297092,2.9740219890301205,0.6255985282685157
North Africa,2035,S2_CAPACITY,exports_FOB,475.3882649406791,441.25076807899814,-34.13749686168097,-7.180971719177963
Sub Saharan,2035,S1_NO_CN,exports_FOB,797.3080478547048,799.2608741100581,1.9528262553533295,0.24492744813096348
Sub Saharan,2035,S2_CAPACITY,exports_FOB,797.3080478547048,740.0584642574407,-57.24958359726406,-7.180359429621207
South Africa,2035,S1_NO_CN,exports_FOB,330.9665269543751,331.14247144638415,0.17594449200902318,0.05316081164705751
South Africa,2035,S2_CAPACITY,exports_FOB,330.9665269543751,312.8904601203343,-18.07606683404083,-5.461599697220341
Australia_Oceania,2040,S1_NO_CN,exports_FOB,1399.537996856176,1402.6358441040866,3.097847247910522,0.22134784870931043
Australia_Oceania,2040,S2_CAPACITY,exports_FOB,1399.537996856176,1300.974734280696,-98.56326257547994,-7.042557100763647
China,2040,S1_NO_CN,exports_FOB,9879.383074056832,9875.621846312446,-3.7612277443859057,-0.038071483980238144
China,2040,S2_CAPACITY,exports_FOB,9879.383074056832,9485.725725290098,-393.6573487667338,-3.98463492928495
Japan,2040,S1_NO_CN,exports_FOB,2227.2254715089375,2227.392997328334,0.16752581939636002,0.0075217269889995405
Japan,2040,S2_CAPACITY,exports_FOB,2227.2254715089375,2153.3484986079534,-73.87697290098413,-3.316995690199822
South Korea,2040,S1_NO_CN,exports_FOB,1955.6033707062,1956.5150026493664,0.9116319431664124,0.046616402733914666
South Korea,2040,S2_CAPACITY,exports_FOB,1955.6033707062,1890.571638532751,-65.03173217344897,-3.325404995081644
Rest of World,2040,S1_NO_CN,exports_FOB,94.4406621948873,94.4255920135584,-0.015070181328894705,-0.01595730163115116
Rest of World,2040,S2_CAPACITY,exports_FOB,94.4406621948873,88.69574955140523,-5.744912643482067,-6.083092293049463
Southeast Asia,2040,S1_NO_CN,exports_FOB,4666.953832680714,4666.619430183947,-0.3344024967673249,-0.007165326865366546
Southeast Asia,2040,S2_CAPACITY,exports_FOB,4666.953832680714,4470.946543233701,-196.00728944701314,-4.199897759314792
"Central, Western and South Asia",2040,S1_NO_CN,exports_FOB,4269.905789559775,4285.7813348031905,15.875545243415218,0.3718008318176963
"Central, Western and South Asia",2040,S2_CAPACITY,exports_FOB,4269.905789559775,3866.414593735004,-403.49119582477124,-9.449651015985788
India,2040,S1_NO_CN,exports_FOB,1485.367964968142,1485.7694433511067,0.40147838296479677,0.027028883915199264
India,2040,S2_CAPACITY,exports_FOB,1485.367964968142,1393.3449289251992,-92.02303604294275,-6.195302323280982
Canada,2040,S1_NO_CN,exports_FOB,1469.6251327986226,1470.5241739722055,0.8990411735828729,0.06117486381515668
Canada,2040,S2_CAPACITY,exports_FOB,1469.6251327986226,1396.6459836807132,-72.9791491179094,-4.965834313062845
United States,2040,S1_NO_CN,exports_FOB,6801.710940157954,6801.3728964574275,-0.3380437005262138,-0.004969980399054764
United States,2040,S2_CAPACITY,exports_FOB,6801.710940157954,6522.295460718418,-279.4154794395354,-4.10801755466907
Rest of America,2040,S1_NO_CN,exports_FOB,3118.5359081846937,3120.623687583127,2.087779398433213,0.06694742212054611
Rest of America,2040,S2_CAPACITY,exports_FOB,3118.5359081846937,2980.620537910736,-137.9153702739577,-4.422439706786591
Brazil,2040,S1_NO_CN,exports_FOB,1110.4851293006482,1110.6304854015366,0.14535610088842077,0.013089423446846325
Brazil,2040,S2_CAPACITY,exports_FOB,1110.4851293006482,1045.0383564676001,-65.44677283304804,-5.893529873224376
"EU, UK and EFTA",2040,S1_NO_CN,exports_FOB,20451.425246195835,20414.23225488547,-37.19299131036314,-0.18186014354809527
"EU, UK and EFTA",2040,S2_CAPACITY,exports_FOB,20451.425246195835,19779.74537297158,-671.6798732242532,-3.284269263088118
Eastern Europe,2040,S1_NO_CN,exports_FOB,464.24362754017955,464.73974326076535,0.4961157205858058,0.10686538083775156
Eastern Europe,2040,S2_CAPACITY,exports_FOB,464.24362754017955,436.9663511405897,-27.277276399589823,-5.8756383031297545
Russia,2040,S1_NO_CN,exports_FOB,1043.21084131315,1051.7900082530098,8.57916693985976,0.8223809224471503
Russia,2040,S2_CAPACITY,exports_FOB,1043.21084131315,945.9513658242768,-97.25947548887325,-9.323089028335549
North Africa,2040,S1_NO_CN,exports_FOB,583.5895791566404,587.0016057341354,3.4120265774949985,0.5846620123727709
North Africa,2040,S2_CAPACITY,exports_FOB,583.5895791566404,540.9552100852314,-42.63436907140897,-7.305539816701479
Sub Saharan,2040,S1_NO_CN,exports_FOB,1018.1035220656091,1020.1791748176713,2.075652752062183,0.20387442996473817
Sub Saharan,2040,S2_CAPACITY,exports_FOB,1018.1035220656091,945.4102144137009,-72.69330765190819,-7.140070344165221
South Africa,2040,S1_NO_CN,exports_FOB,414.8145465532611,414.96369454210804,0.14914798884694846,0.035955341992279496
South Africa,2040,S2_CAPACITY,exports_FOB,414.8145465532611,391.37120765651696,-23.443338896744137,-5.6515228531731525
Australia_Oceania,2045,S1_NO_CN,exports_FOB,1729.3249428881948,1732.6099550518982,3.2850121637034135,0.18995921947537642
Australia_Oceania,2045,S2_CAPACITY,exports_FOB,1729.3249428881948,1612.59013027438,-116.73481261381471,-6.750311044427115
China,2045,S1_NO_CN,exports_FOB,11669.968871420964,11665.089775302678,-4.8790961182858155,-0.04180898999854594
China,2045,S2_CAPACITY,exports_FOB,11669.968871420964,11187.984575744713,-481.98429567625135,-4.130124947090486
Japan,2045,S1_NO_CN,exports_FOB,2592.276784462294,2591.9437510752946,-0.33303338699943197,-0.012847138430416943
Japan,2045,S2_CAPACITY,exports_FOB,2592.276784462294,2497.5197077631124,-94.75707669918165,-3.6553610813143456
South Korea,2045,S1_NO_CN,exports_FOB,2285.50830160408,2285.9539312191955,0.44562961511564936,0.01949805278777089
South Korea,2045,S2_CAPACITY,exports_FOB,2285.50830160408,2201.6467404629093,-83.86156114117057,-3.669273967734551
Rest of World,2045,S1_NO_CN,exports_FOB,109.43667199770152,109.41239961489126,-0.02427238281026689,-0.022179386824534172
Rest of World,2045,S2_CAPACITY,exports_FOB,109.43667199770152,102.99683985996676,-6.4398321377347685,-5.884528485908291
Southeast Asia,2045,S1_NO_CN,exports_FOB,5518.090360283159,5517.140974736506,-0.9493855466525929,-0.017204965570804382
Southeast Asia,2045,S2_CAPACITY,exports_FOB,5518.090360283159,5281.370393672418,-236.7199666107408,-4.289889276089956
"Central, Western and South Asia",2045,S1_NO_CN,exports_FOB,4998.356174933056,5015.469103595999,17.112928662942977,0.3423711329089543
"Central, Western and South Asia",2045,S2_CAPACITY,exports_FOB,4998.356174933056,4526.771873713125,-471.58430121993024,-9.43478785255327
India,2045,S1_NO_CN,exports_FOB,1780.2711484788658,1780.5357244567736,0.26457597790772525,0.014861555113881918
India,2045,S2_CAPACITY,exports_FOB,1780.2711484788658,1675.5063523060185,-104.76479617284735,-5.884766276326083
Canada,2045,S1_NO_CN,exports_FOB,1795.1886634971142,1796.055929247061,0.8672657499466823,0.04831056298323579
Canada,2045,S2_CAPACITY,exports_FOB,1795.1886634971142,1702.1814149040022,-93.00724859311208,-5.180917776738267
United States,2045,S1_NO_CN,exports_FOB,8190.040033047573,8189.129259493766,-0.910773553807303,-0.01112050185508553
United States,2045,S2_CAPACITY,exports_FOB,8190.040033047573,7835.641705123725,-354.3983279238482,-4.3271867596961435
Rest of America,2045,S1_NO_CN,exports_FOB,3812.785191895708,3814.8378527198265,2.0526608241184476,0.05383625672071679
Rest of America,2045,S2_CAPACITY,exports_FOB,3812.785191895708,3636.0752047869505,-176.70998710875756,-4.634669361504149
Brazil,2045,S1_NO_CN,exports_FOB,1450.779808523975,1450.9788508001097,0.19904227613483272,0.013719675099237738
Brazil,2045,S2_CAPACITY,exports_FOB,1450.779808523975,1362.9710213788576,-87.80878714511732,-6.052523382887033
"EU, UK and EFTA",2045,S1_NO_CN,exports_FOB,24366.34916135974,24325.318238146378,-41.03092321336226,-0.16839175594852457
"EU, UK and EFTA",2045,S2_CAPACITY,exports_FOB,24366.34916135974,23495.20804721152,-871.1411141482204,-3.575181117119013
Eastern Europe,2045,S1_NO_CN,exports_FOB,579.0751170136391,579.5131068580662,0.43798984442707933,0.0756361017005611
Eastern Europe,2045,S2_CAPACITY,exports_FOB,579.0751170136391,543.801060023023,-35.274056990616145,-6.091447543546466
Russia,2045,S1_NO_CN,exports_FOB,1209.3444877749268,1218.7436115504127,9.399123775485805,0.7772081380036928
Russia,2045,S2_CAPACITY,exports_FOB,1209.3444877749268,1097.3959835176147,-111.94850425731215,-9.256957416929747
North Africa,2045,S1_NO_CN,exports_FOB,712.4475526091791,716.252108495089,3.804555885909963,0.5340120647445039
North Africa,2045,S2_CAPACITY,exports_FOB,712.4475526091791,660.854850175969,-51.59270243321009,-7.241614101173259
Sub Saharan,2045,S1_NO_CN,exports_FOB,1282.8632551147655,1285.0418513132204,2.1785961984548976,0.16982294798520825
Sub Saharan,2045,S2_CAPACITY,exports_FOB,1282.8632551147655,1194.2268221213626,-88.63643299340288,-6.909265866023533
South Africa,2045,S1_NO_CN,exports_FOB,514.1412640186446,514.257159676515,0.11589565787039646,0.022541598191230507
South Africa,2045,S2_CAPACITY,exports_FOB,514.1412640186446,484.7625403123817,-29.378723706262917,-5.714134570065852
Australia_Oceania,2050,S1_NO_CN,exports_FOB,2095.4860803630736,2099.069689365652,3.583609002578214,0.17101564339464864
Australia_Oceania,2050,S2_CAPACITY,exports_FOB,2095.4860803630736,1964.5385691405515,-130.94751122252205,-6.249027967765525
China,2050,S1_NO_CN,exports_FOB,13549.316356413927,13544.45275741492,-4.863598999007081,-0.035895530601473984
China,2050,S2_CAPACITY,exports_FOB,13549.316356413927,12999.204963696893,-550.1113927170336,-4.060067521093962
Japan,2050,S1_NO_CN,exports_FOB,3000.3526636363563,2999.676925545869,-0.6757380904873571,-0.02252195545800868
Japan,2050,S2_CAPACITY,exports_FOB,3000.3526636363563,2885.8797054719503,-114.47295816440601,-3.8153167643188817
South Korea,2050,S1_NO_CN,exports_FOB,2647.168876748403,2647.286011512648,0.1171347642452929,0.004424907125274646
South Korea,2050,S2_CAPACITY,exports_FOB,2647.168876748403,2546.100907232049,-101.06796951635397,-3.8179645584417266
Rest of World,2050,S1_NO_CN,exports_FOB,124.76973312600312,124.74464620551521,-0.02508692048790806,-0.020106575416469912
Rest of World,2050,S2_CAPACITY,exports_FOB,124.76973312600312,117.86975343842573,-6.899979687577385,-5.530171071704705
Southeast Asia,2050,S1_NO_CN,exports_FOB,6435.549406145157,6434.289328411124,-1.260077734033075,-0.01957995587493829
Southeast Asia,2050,S2_CAPACITY,exports_FOB,6435.549406145157,6168.117986579904,-267.43141956525324,-4.155533625612278
"Central, Western and South Asia",2050,S1_NO_CN,exports_FOB,5759.008531068115,5776.888299748447,17.879768680331836,0.3104660912355985
"Central, Western and South Asia",2050,S2_CAPACITY,exports_FOB,5759.008531068115,5235.349466163812,-523.6590649043028,-9.092868365784145
India,2050,S1_NO_CN,exports_FOB,2082.9430370159353,2083.4612272807403,0.5181902648050709,0.02487779337198968
India,2050,S2_CAPACITY,exports_FOB,2082.9430370159353,1976.486140680502,-106.45689633543316,-5.110888509363433
Canada,2050,S1_NO_CN,exports_FOB,2161.266540953597,2162.291897300612,1.0253563470150766,0.047442382861424735
Canada,2050,S2_CAPACITY,exports_FOB,2161.266540953597,2050.2456236407043,-111.02091731289283,-5.1368452344572
United States,2050,S1_NO_CN,exports_FOB,9716.774213865861,9716.114317946643,-0.6598959192178881,-0.006791306504541549
United States,2050,S2_CAPACITY,exports_FOB,9716.774213865861,9296.80870242216,-419.96551144370096,-4.322067202553797
Rest of America,2050,S1_NO_CN,exports_FOB,4595.053097351104,4597.385453945955,2.3323565948512623,0.05075799006970754
Rest of America,2050,S2_CAPACITY,exports_FOB,4595.053097351104,4382.14227606991,-212.91082128119433,-4.633479021252885
Brazil,2050,S1_NO_CN,exports_FOB,1842.7282571456815,1843.3104972345316,0.5822400888500852,0.031596633230770214
Brazil,2050,S2_CAPACITY,exports_FOB,1842.7282571456815,1734.1511360530253,-108.57712109265617,-5.892193852871076
"EU, UK and EFTA",2050,S1_NO_CN,exports_FOB,28748.742420473784,28706.230914466967,-42.51150600681649,-0.14787257607672388
"EU, UK and EFTA",2050,S2_CAPACITY,exports_FOB,28748.742420473784,27698.45718930101,-1050.285231172773,-3.6533258248708607
Eastern Europe,2050,S1_NO_CN,exports_FOB,714.8442309912556,715.2798172530648,0.43558626180924875,0.06093443059689141
Eastern Europe,2050,S2_CAPACITY,exports_FOB,714.8442309912556,671.5670582761763,-43.277172715079246,-6.054070360904772
Russia,2050,S1_NO_CN,exports_FOB,1386.8566440472941,1396.785104708047,9.928460660752762,0.7158966792543401
Russia,2050,S2_CAPACITY,exports_FOB,1386.8566440472941,1263.6411820870592,-123.21546196023496,-8.88451322558131
North Africa,2050,S1_NO_CN,exports_FOB,858.0750351805943,862.2045446434994,4.129509462905048,0.4812527219179536
