year,region,scenario,real_GDP,real_household_consumption,real_investment,government_income,exports_FOB,imports_CIF,CO2_Mt,power_CO2_Mt,real_wage,EV,carbon_price_2024USD_t,additional_carbon_price_2024USD_t,renewable_capacity_GW,total_generation_TWh,renewable_generation_TWh,renewable_generation_share_pct,real_GDP_S0,real_household_consumption_S0,CO2_Mt_S0,GDP_pct,CO2_pct,EV_pct_C0
2017,Australia_Oceania,S1_NO_CN,1931.6083524817984,1068.6453105426365,444.403513108069,618.8318698517737,502.4987656319645,478.7754440246677,426.6800434206558,193.28946951356744,0.9371278874859944,0.1324169951593805,17.22525269950784,0.0,23.85281942866046,277.2137289407587,62.0703090251258,22.39077742011485,1931.7389563472289,1068.5144156100666,425.2916466193898,-0.006760947953210472,0.3264575761838362,0.012392625988464292
2017,Australia_Oceania,S2_CAPACITY,1922.9014053195672,1033.7599405163342,436.8691263888954,595.7130969376501,467.1596576576197,442.8332645079307,329.59360904431406,139.59171904781175,0.9226252956923984,-37.797978026221294,78.1191458584206,60.893893166004126,38.6925193210339,265.286295366662,100.07620995810132,37.723852195147245,1931.7389563472289,1068.5144156100666,425.2916466193898,-0.4574919917944231,-22.501743999857972,-3.537432670446528
2017,China,S1_NO_CN,16096.521335243486,6480.3296878091405,6558.272576693194,3305.316566242003,3685.766765315682,3420.652771214649,9745.164500177874,4694.482193949424,0.9378898174513112,-0.3579194250664942,3.467306603557094e-09,0.0,621.3034233434482,7025.114231476588,1722.7477258065408,24.52270054325425,16096.61146441922,6480.670345536471,9750.22213571702,-0.0005599263915523345,-0.05187200320923013,-0.005522876585028111
2017,China,S2_CAPACITY,15965.889637743188,6280.254479456822,6465.722180905554,3577.5598025540808,3578.516223924055,3311.0915176946664,5943.8174829436575,2790.51523825332,0.9111991860592074,-214.98484656581465,60.89389316600294,60.893893166004126,1003.8325583975864,6368.882938620443,2766.331400744797,43.435111422286695,16096.61146441922,6480.670345536471,9750.22213571702,-0.8121077343823946,-39.03915828573524,-3.31732421344166
2017,Japan,S1_NO_CN,6230.85678707964,3395.0059378824594,1586.5524767301793,2048.300352401264,1063.4432862801627,1095.1764691623007,1086.996099474289,514.3779374516894,0.9740185319109558,-2.109610982399887,17.404415796344647,0.0,63.53328163729765,1016.9719533703872,168.96216464413988,16.61424035187752,6232.553877854296,3396.9924014518124,1080.4657455282318,-0.027229460152544682,0.6044017566576798,-0.062102316787587694
2017,Japan,S2_CAPACITY,6220.926627189927,3375.826583383352,1598.7888470292703,2097.739561196412,1041.2870020368755,1073.1292343981963,960.2154472437244,428.4261229244136,0.9678779154878712,-22.619631293975296,78.29830896249061,60.893893166004126,73.1501411001305,935.5599716830692,191.24884638118297,20.442179247699848,6232.553877854296,3396.9924014518124,1080.4657455282318,-0.1865567613572261,-11.129487332864763,-0.6658722958670169
2017,South Korea,S1_NO_CN,1961.700448890314,885.8857948974141,594.1591464099777,571.7234388909494,858.748500260439,712.8155971387865,521.8664520473415,258.5847461115896,0.9237558639772492,-0.4073023634533851,23.214419306498375,0.0,8.461799091739287,525.0482373149778,19.824162268286443,3.7756839961342217,1962.0312126200529,886.249960269005,520.440860712152,-0.016858229757577003,0.2739199480299659,-0.0459579556234627
2017,South Korea,S2_CAPACITY,1956.6136773400665,877.7355909916778,600.7684012822979,592.0754014111437,839.8976464240361,693.843581115164,415.1264752946586,179.53065962603364,0.9181118454156122,-9.569415284663734,84.1083124708344,60.893893166004126,9.813115361787954,471.9298831512441,22.3869054468886,4.743693130302165,1962.0312126200529,886.249960269005,520.440860712152,-0.27611871030084334,-20.235610492493826,-1.0797648195954912
2017,Rest of World,S1_NO_CN,99.9107019428896,43.72773924569757,33.31881849303198,10.193829016550854,39.70913854585824,34.11886570317472,44.62521036314682,16.873332526075714,0.971846375013508,-0.0012099839253069,9.566879087933498e-10,0.0,15.882002889954194,82.32647227889773,28.495613195644268,34.61294090084361,99.91079821099908,43.728846628476205,44.648663168963004,-9.635405902042038e-05,-0.052527453571082905,-0.0027670154111015567
2017,Rest of World,S2_CAPACITY,98.96013171777922,41.78162337466573,30.84739340223712,10.940644141232148,37.28983985595016,31.64212903880333,25.209676458565745,11.51927286852596,0.9464571483487928,-2.0287146570486585,60.89389316622832,60.893893166004126,23.04187046201781,83.65686806234767,41.21558728092272,49.26742804930927,99.91079821099908,43.728846628476205,44.648663168963004,-0.9515152618560507,-43.53766794054887,-4.639305203461644
2017,Southeast Asia,S1_NO_CN,3497.2404140964804,2003.8831738585216,1023.700137969556,446.5670759721105,1796.3998602571637,1810.2003512772849,1500.1038962292855,578.995715898379,0.9670285944353716,-0.0134129458050902,3.3627122945351816e-12,0.0,61.36771358646591,992.8862001327808,209.5176551649137,21.101880068118025,3497.2371429066475,2003.899726817597,1501.1575754315163,9.353640315623579e-05,-0.07019111247718035,-0.0006693421644600634
2017,Southeast Asia,S2_CAPACITY,3485.6954068615555,1948.4457422886503,1010.0704546029284,502.1133078769301,1738.0573338759043,1750.524285384243,1030.1358465959793,369.4686709880269,0.9487105090478126,-56.86830273433624,60.89389316606261,60.893893166004126,86.00605903687119,865.9489679063089,293.06255482664903,33.84293597984366,3497.2371429066475,2003.899726817597,1501.1575754315163,-0.33002440422154056,-31.37723424538821,-2.837881655118995
