grid,scenario,year,region,technology,generation_TWh,capacity_proxy_GW,capacity_status,reference_CF,generation_price_2024USD_MWh,capital_efficiency,labor_efficiency,capital_service_expenditure,preference
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Coal_Power,146.7656066399778,30.46193579077994,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.5500000000000002,99.064337731324,1.0003736988638865,1.0003736988638865,1.9816280600721337,0.5783983901552016
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Oil_Power,5.564794428697243,2.541002022236184,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.25,426.180623960764,1.0003736988638865,1.0003736988638865,0.0323015137347054,0.1658570945956515
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Gas_Power,60.56109726973772,15.363038373855328,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.45,106.55815324202904,1.0003736988638865,1.0003736988638865,0.3228587324073377,0.2374816695751239
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Nuclear,0.6721956914836847,0.0959183349719869,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.8,0.0845230100829036,1.0003736988638865,1.0003736988638865,1.1706000897993675e-06,1.836166679852547e-09
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Hydro,41.457999999982256,14.57089209582362,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.3248015544072935,67.56273403045124,1.0000747397727774,1.0000747397727774,1.5718399944169412,0.0643689685019542
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Wind,14.688,6.15018,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.2726281716579227,36.3015981641385,1.0,1.0,0.2376563719469329,0.0085404771574917
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Solar,8.145999999999999,7.467249999999998,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.1245316114766596,37.1832284436378,1.0,1.0,0.1491853287972246,0.006997497590199
fiveyear_2050,S0_BASELINE,2017,Australia_Oceania,Biomass,4.303,0.9722179041701452,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.505246862411346,163.5201716839792,1.0003736988638865,1.0003736988638865,0.1950668205273401,0.0194742348500791
fiveyear_2050,S0_BASELINE,2017,China,Coal_Power,4722.5706677341495,980.193164743493,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.55,75.32030495214974,0.9999766600003124,0.9999766600003116,30.408556853311964,0.598438951997739
fiveyear_2050,S0_BASELINE,2017,China,Oil_Power,22.982532225088825,10.494306952095354,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.25,668.9177187165265,0.9999766600003124,0.9999766600003124,0.5618378261393226,0.0486087854598941
fiveyear_2050,S0_BASELINE,2017,China,Gas_Power,288.4248347272363,73.16713209721874,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.45,150.79898848183592,0.9999766600003124,0.9999766600003124,4.390903102925378,0.1197784009316964
fiveyear_2050,S0_BASELINE,2017,China,Nuclear,268.7069476466728,38.34288636510742,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.8000000000000002,74.34684751168696,0.9999766600003124,0.9999766600003124,4.866313634855055,0.054356560915323
fiveyear_2050,S0_BASELINE,2017,China,Hydro,1206.644999999104,309.735933990614,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.4447170892924889,51.22130668964765,0.9999953320000649,0.9999953320000624,36.80809294159274,0.0865688285415255
fiveyear_2050,S0_BASELINE,2017,China,Wind,298.95299999979545,164.37447999988757,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.2076177201869812,63.60042176058197,1.0,1.0,9.802963166933027,0.0550017239902437
fiveyear_2050,S0_BASELINE,2017,China,Solar,119.49799999991306,130.83228999990482,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.1042657298203161,50.33406310390006,1.0,1.0,3.4952990274335654,0.029073373323721
fiveyear_2050,S0_BASELINE,2017,China,Biomass,96.43300000005702,15.913006009165366,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.6917821388994264,201.69431273289356,0.9999766600003124,0.9999766600003124,5.4564736106330525,0.3271946838227625
fiveyear_2050,S0_BASELINE,2017,Japan,Coal_Power,323.84428133195684,67.2155004840093,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.55,159.63766919815183,1.0005827939070984,1.0005827939070984,3.8925211585069897,0.3093766744294518
fiveyear_2050,S0_BASELINE,2017,Japan,Oil_Power,57.120613244543065,26.08247180116122,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.25,238.07965061476605,1.0005827939070984,1.0005827939070984,0.2660254198668863,0.0518492314775155
fiveyear_2050,S0_BASELINE,2017,Japan,Gas_Power,421.4349995926755,106.90892937409323,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.45,144.32550526068903,1.0005827939070984,1.0005827939070984,2.0893580112120973,0.2809615917432331
