scenario,year,region,sector,real_output,labor_demand,capital_demand,real_output_S0,labor_demand_S0,capital_demand_S0,real_output_gap,real_output_pct
S2_CAPACITY,2017,China,Power,655.6337095884228,76.83006668251137,162.94387507388987,788.0727859266354,84.95993252754974,142.18540325482147,-132.43907633821266,-16.805437099631288
S1_NO_CN,2017,China,WatWaste,60.40349431129216,11.586482093004122,10.569847042522031,60.40538943243777,11.586318071279107,10.56984760860324,-0.0018951211456155193,-0.003137337849191709
S2_CAPACITY,2017,China,WatWaste,59.15859515482917,11.803995243573338,10.706191516073934,60.40538943243777,11.586318071279107,10.56984760860324,-1.2467942776086005,-2.0640447637592256
S1_NO_CN,2017,China,OthServ,18197.121326456967,3846.3865746902143,2658.3042557246667,18197.72778862213,3846.471362269703,2658.400629377298,-0.6064621651639754,-0.003332625766295709
S2_CAPACITY,2017,China,OthServ,18170.400475137845,3864.3224678974752,2655.302416273301,18197.72778862213,3846.471362269703,2658.400629377298,-27.327313484285696,-0.1501688221832382
S1_NO_CN,2017,China,Transport,1724.893349575624,254.8934285761489,324.8876265293845,1724.9346537719284,254.86790893486923,324.8597153581528,-0.04130419630450888,-0.0023945368721179474
S2_CAPACITY,2017,China,Transport,1681.3042058838498,258.5020405617013,327.5875456726078,1724.9346537719284,254.86790893486923,324.8597153581528,-43.630447888078606,-2.5293971451423714
S1_NO_CN,2017,Japan,Rice,23.18978159907892,4.354388047535047,3.880821873304818,23.18907752433917,4.353959701235589,3.8798356635495113,0.0007040747397510927,0.003036234360819651
S2_CAPACITY,2017,Japan,Rice,22.88870049369648,4.297142225213701,3.827760269181979,23.18907752433917,4.353959701235589,3.8798356635495113,-0.3003770306426894,-1.29533842097606
S1_NO_CN,2017,Japan,Crops nec,43.4756981969006,7.084273116775567,6.396311224491241,43.46084607882924,7.080791262734256,6.392171645841835,0.01485211807136011,0.03417355944801754
S2_CAPACITY,2017,Japan,Crops nec,42.68371870807311,6.973827336143521,6.2932343370932,43.46084607882924,7.080791262734256,6.392171645841835,-0.7771273707561335,-1.7881091623172283
S1_NO_CN,2017,Japan,"Bovine cattle, sheep and goats, horses",10.077116398464652,0.5499749664455869,0.4970079270675464,10.077420796126471,0.5498545097534316,0.4968216703133842,-0.00030439766181977745,-0.003020590962488943
S2_CAPACITY,2017,Japan,"Bovine cattle, sheep and goats, horses",9.954479520869716,0.5439649316010722,0.4913146546431551,10.077420796126471,0.5498545097534316,0.4968216703133842,-0.12294127525675513,-1.2199676657742715
S1_NO_CN,2017,Japan,Animal products nec,50.82657814366634,3.445892116377193,4.448925511903568,50.831171269822725,3.4447520983453184,4.446760885057938,-0.004593126156386518,-0.009036042337103
S2_CAPACITY,2017,Japan,Animal products nec,50.24111686201785,3.436424678732516,4.434337140926332,50.831171269822725,3.4447520983453184,4.446760885057938,-0.5900544078048782,-1.160812141574986
S1_NO_CN,2017,Japan,Forestry,8.876236654684106,0.8105409996095081,2.935261124058832,8.874862460595333,0.8103570097914683,2.934137714394251,0.0013741940887737059,0.01548411702012477
S2_CAPACITY,2017,Japan,Forestry,8.759995262881834,0.8023229648551968,2.903951776810692,8.874862460595333,0.8103570097914683,2.934137714394251,-0.11486719771349918,-1.294298342351931
S1_NO_CN,2017,Japan,Coal,0.1725104512894419,0.0068498307978704,0.0286678443348376,0.1717896683515287,0.0068040785328106,0.0284719266976976,0.0007207829379131947,0.4195729259097674
S2_CAPACITY,2017,Japan,Coal,0.136244044747698,0.0049068284406372,0.0205250625665146,0.1717896683515287,0.0068040785328106,0.0284719266976976,-0.035545623603830706,-20.69136284208584
S1_NO_CN,2017,Japan,Oil,0.3136120689735827,0.0116721528232365,0.0555737803762956,0.3130129853993784,0.0116349705907117,0.0553881182460114,0.0005990835742042955,0.19139256265675847
S2_CAPACITY,2017,Japan,Oil,0.2880399426861377,0.0102356183239915,0.048708132689389,0.3130129853993784,0.0116349705907117,0.0553881182460114,-0.02497304271324069,-7.978276901636261
S1_NO_CN,2017,Japan,Gas,2.364707479521609,0.0962713053088743,0.2734403272837841,2.3390279928708075,0.095105137658766,0.2700859726062984,0.025679486650801664,1.0978700010889535
S2_CAPACITY,2017,Japan,Gas,1.8542518032848323,0.0723236348789679,0.2053120181301337,2.3390279928708075,0.095105137658766,0.2700859726062984,-0.48477618958597524,-20.725540312622975
S1_NO_CN,2017,Japan,Mine,19.048430440968325,1.5087618820125686,2.340199928438483,19.038870393274912,1.5069371190606136,2.3370055001778987,0.009560047693412344,0.05021331358392583
S2_CAPACITY,2017,Japan,Mine,18.35932905823345,1.4587792067199514,2.261466947746782,19.038870393274912,1.5069371190606136,2.3370055001778987,-0.6795413350414634,-3.5692313724741638
S1_NO_CN,2017,Japan,Manufac,3922.028879033731,277.94669371386146,413.6219278521595,3921.905338694152,277.79682096864417,413.3345027688373,0.12354033957899446,0.0031500081952546256
S2_CAPACITY,2017,Japan,Manufac,3870.687828101026,276.416617742738,411.1256875968221,3921.905338694152,277.79682096864417,413.3345027688373,-51.21751059312601,-1.3059343908126944
S1_NO_CN,2017,Japan,Petro,163.95713809309146,0.7808981277801731,2.929077481319644,163.60517636029897,0.777790181588628,2.916965418407748,0.3519617327924891,0.21512872674479597
S2_CAPACITY,2017,Japan,Petro,154.42950097361094,0.6822661385935715,2.557753678176064,163.60517636029897,0.777790181588628,2.916965418407748,-9.175675386688027,-5.608426084564052
S1_NO_CN,2017,Japan,Power,228.1354314770348,12.630090056219748,24.228244856013912,230.06472561490148,12.624224207365636,24.54982620904056,-1.9292941378666626,-0.8385875464872659
S2_CAPACITY,2017,Japan,Power,210.63389135305997,12.286891497333556,24.912760667582063,230.06472561490148,12.624224207365636,24.54982620904056,-19.43083426184151,-8.44581202524989
S1_NO_CN,2017,Japan,WatWaste,122.67324500067797,16.130167435158967,27.68362740232004,122.75287678331765,16.13300187309058,27.684179063057755,-0.07963178263968018,-0.064871622341076
S2_CAPACITY,2017,Japan,WatWaste,121.99879830299112,16.148582066600913,27.70045717661561,122.75287678331765,16.13300187309058,27.684179063057755,-0.7540784803265268,-0.6143061572867411
S1_NO_CN,2017,Japan,OthServ,7248.880969718602,1082.182114988802,1748.952578998887,7250.544299629798,1082.3815729219432,1749.0024487767478,-1.6633299111963424,-0.022940759237637783
S2_CAPACITY,2017,Japan,OthServ,7249.212839332267,1084.1962110603497,1751.2735534831552,7250.544299629798,1082.3815729219432,1749.0024487767478,-1.3314602975306116,-0.018363590959627595
S1_NO_CN,2017,Japan,Transport,516.889115917057,67.68461778319505,84.59316419030566,516.8473252448906,67.64960048236755,84.53622898928995,0.04179067216637122,0.008085689936882256
S2_CAPACITY,2017,Japan,Transport,510.903620067479,67.89271059217744,84.80800738012675,516.8473252448906,67.64960048236755,84.53622898928995,-5.94370517741163,-1.1499924420805325
S1_NO_CN,2017,South Korea,Rice,8.73996603313566,0.8152315354211903,0.8354076634700942,8.739229157640837,0.8149126848667028,0.8349345887507095,0.0007368754948231526,0.008431813396023509
S2_CAPACITY,2017,South Korea,Rice,8.64224393064275,0.8056728778501006,0.8284486660566409,8.739229157640837,0.8149126848667028,0.8349345887507095,-0.09698522699808798,-1.1097686677925405
S1_NO_CN,2017,South Korea,Crops nec,20.38629091439609,1.7390466248264866,1.785400895106938,20.387307384359165,1.7383436152265024,1.7843664137964228,-0.0010164699630763607,-0.004985797996336589
S2_CAPACITY,2017,South Korea,Crops nec,20.26952731948242,1.7369259693333905,1.789349623120883,20.387307384359165,1.7383436152265024,1.7843664137964228,-0.11778006487674375,-0.5777127045580469
S1_NO_CN,2017,South Korea,"Bovine cattle, sheep and goats, horses",5.184486239061944,0.1743847832500405,0.1838989340719582,5.184179902584134,0.1741651022723823,0.1836350832636218,0.00030633647781019846,0.005909063411505074
S2_CAPACITY,2017,South Korea,"Bovine cattle, sheep and goats, horses",5.1275806907425965,0.1762079945958175,0.1864599699891383,5.184179902584134,0.1741651022723823,0.1836350832636218,-0.05659921184153749,-1.0917678958888897
S1_NO_CN,2017,South Korea,Animal products nec,23.679799766913373,1.490255031418411,1.267255877133918,23.681779741085784,1.4892304930305915,1.2661627376909657,-0.0019799741724106923,-0.008360749040223582
S2_CAPACITY,2017,South Korea,Animal products nec,23.446485614051674,1.5023815523388813,1.281956636189956,23.681779741085784,1.4892304930305915,1.2661627376909657,-0.23529412703410912,-0.9935660647408806
S1_NO_CN,2017,South Korea,Forestry,3.733509870792096,0.2749772571304872,1.1243515136570863,3.733436185556098,0.2749270191774672,1.1239491098057846,7.368523599815546e-05,0.001973657304850384
S2_CAPACITY,2017,South Korea,Forestry,3.698079704921389,0.2734121834794265,1.1217926026045557,3.733436185556098,0.2749270191774672,1.1239491098057846,-0.03535648063470864,-0.9470224982415836
S1_NO_CN,2017,South Korea,Coal,0.1400234307655171,0.0135720005182771,0.0081132320006974,0.1395840242800405,0.0135042581009847,0.008071321530081,0.00043940648547660666,0.3147971178958469
S2_CAPACITY,2017,South Korea,Coal,0.0973492935752985,0.0085231821453212,0.005112592427207,0.1395840242800405,0.0135042581009847,0.008071321530081,-0.042234730704741985,-30.257567742858985
S1_NO_CN,2017,South Korea,Oil,0.3082467266666529,0.006453636771502,0.0408909095421724,0.3078815898970464,0.0064394143518181,0.0407936452140469,0.0003651367696065333,0.1185964934534191
S2_CAPACITY,2017,South Korea,Oil,0.2823289511322698,0.005720508778312,0.0363702498072896,0.3078815898970464,0.0064394143518181,0.0407936452140469,-0.025552638764776592,-8.299502017422098
S1_NO_CN,2017,South Korea,Gas,0.3064723677049844,0.0033770961697493,0.0131892795630058,0.3052590189895866,0.0033592034324091,0.0131171003765554,0.001213348715397855,0.39748169256851557
S2_CAPACITY,2017,South Korea,Gas,0.1870882720748483,0.0022151195678294,0.008680888827466,0.3052590189895866,0.0033592034324091,0.0131171003765554,-0.11817074691473828,-38.71163161890705
S1_NO_CN,2017,South Korea,Mine,8.045101227215444,0.7507741990203244,2.027914914367823,8.040495653441537,0.7501519281038256,2.025879038283928,0.004605573773906357,0.05727972468880142
S2_CAPACITY,2017,South Korea,Mine,7.777034644084009,0.7277779809882594,1.972552982423005,8.040495653441537,0.7501519281038256,2.025879038283928,-0.2634610093575285,-3.2766762238688663
S1_NO_CN,2017,South Korea,Manufac,1960.258267322149,145.66505628219403,245.6059867947535,1960.0723167833344,145.60908763407355,245.46859649946663,0.18595053881472268,0.009486922356001907
S2_CAPACITY,2017,South Korea,Manufac,1937.8844040610077,144.423431655147,244.34902094257228,1960.0723167833344,145.60908763407355,245.46859649946663,-22.1879127223267,-1.1319945969513605
S1_NO_CN,2017,South Korea,Petro,123.23998574067008,0.4354911878216602,4.072947251953888,123.15824865625812,0.4345922238067388,4.06382742050367,0.08173708441195515,0.06636752739159854
S2_CAPACITY,2017,South Korea,Petro,116.51190037210544,0.3865049594122505,3.627219691022269,123.15824865625812,0.4345922238067388,4.06382742050367,-6.64634828415268,-5.396592072937824
S1_NO_CN,2017,South Korea,Power,71.299060296545,3.322265255844964,19.09342906035309,71.7092787800106,3.328631187602144,19.27192610673696,-0.41021848346561285,-0.5720577454475302
S2_CAPACITY,2017,South Korea,Power,60.45578186637528,3.017174948108192,17.976614757988166,71.7092787800106,3.328631187602144,19.27192610673696,-11.253496913635324,-15.69322283683643
S1_NO_CN,2017,South Korea,WatWaste,23.12976180069263,3.718890769955421,5.351460047844169,23.13118566440461,3.71837267522298,5.34977689612897,-0.0014238637119809994,-0.0061556019334197375
S2_CAPACITY,2017,South Korea,WatWaste,23.04382004021142,3.726656248715907,5.381056783931872,23.13118566440461,3.71837267522298,5.34977689612897,-0.08736562419319327,-0.3776962645180602
S1_NO_CN,2017,South Korea,OthServ,2169.4647043981768,440.32436434850047,389.95317134842617,2169.7991539836244,440.3874937805654,389.9407369549926,-0.33444958544760084,-0.015413849933233265
S2_CAPACITY,2017,South Korea,OthServ,2175.1893779816555,441.87003804457,392.6663355007214,2169.7991539836244,440.3874937805654,389.9407369549926,5.390223998031161,0.2484204120061078
S1_NO_CN,2017,South Korea,Transport,116.03058200001485,16.368156711780937,16.940387439231742,116.020669761623,16.359085500790485,16.928032244935164,0.009912238391848405,0.008543510748743452
S2_CAPACITY,2017,South Korea,Transport,112.06149866779228,16.439653495593276,17.07283327379412,116.020669761623,16.359085500790485,16.928032244935164,-3.9591710938307187,-3.4124704692407515
S1_NO_CN,2017,Rest of World,Rice,0.0034648006935646,0.000237412626438,0.0002133466103324,0.0034648599767915,0.0002374134538233,0.0002133532553563,-5.928322690000251e-08,-0.001710984781408092
S2_CAPACITY,2017,Rest of World,Rice,0.0034299219516364,0.0002333059817981,0.0002106327361002,0.0034648599767915,0.0002374134538233,0.0002133532553563,-3.4938025155099774e-05,-1.0083531625844455
S1_NO_CN,2017,Rest of World,Crops nec,0.6802385568716253,0.0601130368965685,0.0560172698398248,0.680277287532934,0.0601086968472386,0.0560147749073572,-3.873066130877234e-05,-0.005693363870669765
S2_CAPACITY,2017,Rest of World,Crops nec,0.689403228657206,0.0623874390773905,0.0584074826880805,0.680277287532934,0.0601086968472386,0.0560147749073572,0.009125941124272008,1.3415031328427522
S1_NO_CN,2017,Rest of World,"Bovine cattle, sheep and goats, horses",2.287473718097067,0.3660424639745315,0.3401680557278114,2.2874289442810767,0.3660308957103,0.3401667144512932,4.4773815990328814e-05,0.0019573860907142154
S2_CAPACITY,2017,Rest of World,"Bovine cattle, sheep and goats, horses",2.2522210050905382,0.3580557010008284,0.3342956391921675,2.2874289442810767,0.3660308957103,0.3401667144512932,-0.03520793919053844,-1.5391926939878806
S1_NO_CN,2017,Rest of World,Animal products nec,1.6267849170634603,0.2094942355682426,0.2167389536027389,1.626856532574665,0.2094982228506173,0.2167490742128108,-7.161551120460352e-05,-0.004402079087531138
S2_CAPACITY,2017,Rest of World,Animal products nec,1.6363660083752891,0.2101596643282329,0.2184400773588459,1.626856532574665,0.2094982228506173,0.2167490742128108,0.009509475800624223,0.5845306952527963
S1_NO_CN,2017,Rest of World,Forestry,0.1600770682262033,0.0148761187478155,0.045302655063155,0.1600824376488359,0.0148760299599517,0.0453036378071548,-5.369422632600651e-06,-0.003354160963227747
S2_CAPACITY,2017,Rest of World,Forestry,0.1584593093547218,0.014844159839073,0.0454158766761088,0.1600824376488359,0.0148760299599517,0.0453036378071548,-0.0016231282941140956,-1.0139327698611533
S1_NO_CN,2017,Rest of World,Coal,5.393111036631667,0.2786327403804178,1.018960084920707,5.391026748613912,0.2784435500782125,1.0182963827125853,0.0020842880177545098,0.038662171696521475
S2_CAPACITY,2017,Rest of World,Coal,3.2335641450204378,0.1406325782114937,0.5166887731899347,5.391026748613912,0.2784435500782125,1.0182963827125853,-2.1574626035934745,-40.01951213000714
S1_NO_CN,2017,Rest of World,Oil,0.5029304628112904,0.0043137091669192,0.1544183375730267,0.5027735955232951,0.0043114197842418,0.1543406534576287,0.00015686728799524374,0.031200383113193057
S2_CAPACITY,2017,Rest of World,Oil,0.4638669179737494,0.0038231327163467,0.1374945381039501,0.5027735955232951,0.0043114197842418,0.1543406534576287,-0.03890667754954574,-7.738409076365878
S1_NO_CN,2017,Rest of World,Gas,0.0073093110746398,0.0007690283246997,0.0017398623960111,0.0073097017432848,0.0007688886932349,0.0017395946099503,-3.906686449998975e-07,-0.005344522372048803
S2_CAPACITY,2017,Rest of World,Gas,0.0066089962314628,0.0007216447672985,0.0016402652845039,0.0073097017432848,0.0007688886932349,0.0017395946099503,-0.000700705511822,-9.585965835962005
S1_NO_CN,2017,Rest of World,Mine,8.977388421733956,0.3733096704018685,2.3300187720579606,8.977154546260842,0.3732730206332674,2.32985446739054,0.00023387547311415346,0.002605229440007437
S2_CAPACITY,2017,Rest of World,Mine,8.959835250747732,0.3761209382309129,2.3584992974024788,8.977154546260842,0.3732730206332674,2.32985446739054,-0.017319295513109623,-0.19292633789315172
S1_NO_CN,2017,Rest of World,Manufac,23.909977288112355,3.306953346890299,3.436601757107244,23.91074119568181,3.306853065182745,3.4365926025698346,-0.000763907569453437,-0.003194830152698888
S2_CAPACITY,2017,Rest of World,Manufac,23.47363012822996,3.38062570837057,3.529525225805542,23.91074119568181,3.306853065182745,3.4365926025698346,-0.43711106745184836,-1.8280950133439988
S1_NO_CN,2017,Rest of World,Petro,0.3791299112111914,0.0023780476715559,0.0177474361604669,0.3794850735242432,0.0023780423596848,0.0177478874375185,-0.00035516231305182666,-0.09359058836055571
S2_CAPACITY,2017,Rest of World,Petro,0.32744845535562,0.0019776645862162,0.0148281087885085,0.3794850735242432,0.0023780423596848,0.0177478874375185,-0.052036618168623205,-13.712428182053086
S1_NO_CN,2017,Rest of World,Power,4.665326752749974,0.6534489946469512,1.084971204535014,4.66519700753472,0.6533478622543706,1.0847024198271578,0.0001297452152533296,0.0027811304655254473
S2_CAPACITY,2017,Rest of World,Power,4.455100974685809,0.6392835881561159,1.2448245622844276,4.66519700753472,0.6533478622543706,1.0847024198271578,-0.2100960328489112,-4.50347611278981
S1_NO_CN,2017,Rest of World,WatWaste,2.4146217800228857,0.4169926227265724,0.4081188041407538,2.414698265999873,0.4169885489433356,0.408126106119711,-7.648597698706183e-05,-0.003167516954976182
S2_CAPACITY,2017,Rest of World,WatWaste,2.4121281359503173,0.4257181672481057,0.4185992812060525,2.414698265999873,0.4169885489433356,0.408126106119711,-0.00257013004955553,-0.10643690293500487
S1_NO_CN,2017,Rest of World,OthServ,147.4834619591928,25.22037495261508,27.124177479309694,147.49099275315766,25.2210892318586,27.125695993946824,-0.0075307939648610045,-0.005105934826450462
S2_CAPACITY,2017,Rest of World,OthServ,147.11747752271793,25.26729934444972,27.30121182823436,147.49099275315766,25.2210892318586,27.125695993946824,-0.3735152304397218,-0.2532461294533697
S1_NO_CN,2017,Rest of World,Transport,20.72553549531445,1.7909145824674837,2.8595915176766056,20.725827569028457,1.7906460744958328,2.8592418740156287,-0.00029207371400730153,-0.0014092258223925424
