scenario,year,region,household_income,household_savings,labor_income,household_capital_income,land_income,resource_income,government_income,carbon_revenue,expenditure_gap
S2_CAPACITY,2030,China,24112.61845689304,8809.29223129401,12885.466539602452,7894.427161701073,3001.342820685212,331.3819349042952,6346.972157111984,683.668849416915,1.8622616416739432e-11
S2_CAPACITY,2030,Japan,6191.966879502539,1166.366852532334,2207.843571896683,3948.937374364317,31.825242055619867,3.360691185918248,3012.991301426074,87.58297103643538,0.0
S2_CAPACITY,2030,South Korea,2556.7902131858364,940.895239745101,1214.585881282865,1275.816074035881,63.6703293356131,2.7179285314769888,999.4131966848832,50.95992967735858,0.0
S2_CAPACITY,2030,Rest of World,145.38146024372938,73.75597946707572,60.56516648700677,75.72492172824519,4.74811053448287,4.343261493994574,18.624773227996013,2.60502788682959,-4.546537211118025e-14
S2_CAPACITY,2030,Southeast Asia,5399.422652898285,1829.8394000423389,1979.3858554516469,2720.8567720054584,607.6369380316636,91.54308740951778,885.9500370854611,114.35916008022544,-8.962134150555851e-11
S2_CAPACITY,2030,"Central, Western and South Asia",8603.04883834215,3073.5447909972568,2545.3701120894857,5398.390855698337,236.89393530347527,422.3939352508526,1153.740390564335,215.28831463894528,1.1639135260462145e-12
S2_CAPACITY,2030,India,6174.461736912477,1849.114402951001,2930.725287152396,2164.940151000357,1005.4124629204013,73.38383583932409,913.0362967713384,175.5499093712963,5.819567630231072e-13
S2_CAPACITY,2030,Canada,2101.912772489477,185.3312360414741,1268.285298282833,772.93319720736,15.88509433529454,44.809182663989816,1227.0115409709756,51.86276693642912,-8.729351445346609e-13
S2_CAPACITY,2030,United States,27089.235630963663,-127.57996667465672,12398.886472475057,14277.008068337082,266.2409174906272,147.10017266089824,12849.126473201197,404.757540094688,0.0
S2_CAPACITY,2030,Rest of America,6215.514863340955,1169.6548137708114,2221.879406643817,3739.943570180455,177.94907708577605,75.74280943090703,1435.3637629054192,98.02305028739111,-5.819567630231072e-13
S2_CAPACITY,2030,Brazil,3172.3638962217187,211.54911950307752,1424.403422428034,1627.3256021337804,68.22310511265388,52.41176654724954,1449.9333150647683,41.40354937893335,0.0
S2_CAPACITY,2030,"EU, UK and EFTA",21882.50158608767,1662.9599916129262,7852.080944131926,13752.564611533331,231.173950048445,46.68208037396548,14448.68560512152,955.5589035682686,-6.9834811562772866e-12
S2_CAPACITY,2030,Eastern Europe,449.9326662833345,27.64840615781035,192.61989873830208,238.81848877362145,13.781531801308768,4.712746970102286,194.42384357547277,23.66108618246816,0.0
S2_CAPACITY,2030,Russia,2403.008001287837,880.5515116971283,757.7098533445491,1514.0361448933425,25.386438918957,105.87556413098896,594.1072935591304,102.42628938368644,5.819567630231072e-13
S2_CAPACITY,2030,North Africa,1138.8124539102298,260.4807381134436,423.0394047441489,577.6826325233179,91.42961198112056,46.66080466164241,271.69159879197207,40.76424851815887,1.454891907557768e-13
S2_CAPACITY,2030,Sub Saharan,2366.7808275157827,467.25118972497467,917.42908157475,1185.4988692983309,211.71714947798532,52.13572716471622,361.611005917248,27.578745813593315,-2.2987292139412736e-11
S2_CAPACITY,2030,South Africa,580.9120947719202,119.41914893586116,272.22143179359153,290.7285639597154,6.688746823590822,11.273352195022404,212.2319274423134,19.95074090956949,1.454891907557768e-13
S2_CAPACITY,2050,Australia_Oceania,5331.556843755952,1028.0445800351142,2573.935788677845,2020.4520753675504,429.1972559661527,307.9717237444044,2336.935086181262,118.10991464728872,-5.819567630231072e-13
S2_CAPACITY,2050,China,35364.23099069031,10035.95861492244,10971.677525188406,5098.465588433781,17937.714108236385,1356.3737688317378,8460.860537123986,762.6361631956337,-2.327827052092429e-11
S2_CAPACITY,2050,Japan,10504.591006789327,1978.72614439964,3972.4469881327495,6342.649073161514,171.08497295179134,18.409972543272065,5186.536468270203,140.7631348179244,2.327827052092429e-12
S2_CAPACITY,2050,South Korea,4690.812370208574,1726.212423258321,2416.532317049732,1886.439826808816,372.9295533282757,14.910673021750826,1837.9033305672224,86.59459314815699,1.1639135260462145e-12
S2_CAPACITY,2050,Rest of World,266.3232743821993,135.11305997344394,108.41655068016,105.84397083352576,24.373343359557367,27.689409508956185,33.90212147618463,3.965914091905216,1.81861488444721e-14
S2_CAPACITY,2050,Southeast Asia,8421.401756354995,2853.974161310097,1779.8264073287212,1852.1830742681027,4277.591553259213,511.8007214989598,1415.1564220665473,143.86794925406932,-1.1639135260462145e-12
S2_CAPACITY,2050,"Central, Western and South Asia",15108.473746446423,5397.687686759404,4115.499589732607,7711.275921247011,2190.099984839683,1091.598250627122,2063.1181416588265,341.14470284757164,-2.327827052092429e-12
S2_CAPACITY,2050,India,10600.476276796582,3174.6076333071,682.1003349684989,283.28615120100824,9281.0622608188,354.0275298082777,1580.8187572961915,143.82355481621536,-2.327827052092429e-12
S2_CAPACITY,2050,Canada,4437.053872314877,391.2268336258192,2608.407262869776,1325.3732360140257,370.8877686066266,132.38560482444808,2418.9794851458523,90.68694579209972,-2.327827052092429e-12
S2_CAPACITY,2050,United States,50601.194461511,-238.3123241660749,23070.28627788028,24614.116833507505,2582.831368992116,333.95998113109874,23213.44838850373,669.4122209548575,9.311308208369716e-12
S2_CAPACITY,2050,Rest of America,13407.538817115154,2523.0721288675804,4462.566678161639,7087.882718969718,1510.2964729849407,346.7929469988598,3018.0428991627787,181.76488781647947,2.327827052092429e-12
S2_CAPACITY,2050,Brazil,8393.932198408826,559.7494561884309,3628.974340567164,3756.856331537351,806.9249491984317,201.17657710587895,3673.107447627668,84.5134616379588,1.1639135260462145e-12
S2_CAPACITY,2050,"EU, UK and EFTA",42372.22785073476,3220.07606827172,15542.902163519242,24408.231981567744,2142.469557331623,278.6241483161517,26995.41589102329,1733.5358926391025,0.0
S2_CAPACITY,2050,Eastern Europe,1084.8053428421802,66.66139395661445,430.5677468186448,457.8537335984028,169.4456375036835,26.938224921448985,416.934909162532,41.89072256740207,-1.454891907557768e-13
S2_CAPACITY,2050,Russia,4467.379430904003,1637.0139879263693,1465.959062048586,2586.7915541951324,233.95107549300937,180.67773916727515,1053.0562362277196,138.20961517908611,-1.7458702890693218e-12
S2_CAPACITY,2050,North Africa,1845.1473020160345,422.0408105890386,515.0638376661143,554.5816776417264,601.901924175618,173.59986253257537,451.91896036600457,56.57734660058581,-2.909783815115536e-13
S2_CAPACITY,2050,Sub Saharan,6599.105572670124,1302.7990991406086,1882.1072487721635,1975.959015217216,2450.346712870491,290.6925958102531,1005.9813680219512,65.48711768611003,0.0
S2_CAPACITY,2050,South Africa,1420.868612945804,292.09052804157125,614.8385688550358,575.9776334053237,107.95091237594124,122.10149830950334,499.9477298378496,36.30115252670866,-1.454891907557768e-12
