technology,country,year,tic,unit,source_sheet,source_cell,source_status,imputed
pv,China,2020,765.8158251007976,2024 USD/kW,Figure 3.3,M7,IRENA_reported_cell,False
pv,China,2021,713.51431624731,2024 USD/kW,Figure 3.3,N7,IRENA_reported_cell,False
pv,China,2022,759.3280240727838,2024 USD/kW,Figure 3.3,O7,IRENA_reported_cell,False
pv,China,2023,687.158676448271,2024 USD/kW,Figure 3.3,P7,IRENA_reported_cell,False
pv,China,2024,590.5861539927796,2024 USD/kW,Figure 3.3,Q7,IRENA_reported_cell,False
pv,France,2010,6514.65732422562,2024 USD/kW,Figure 3.3,C8,IRENA_reported_cell,False
pv,France,2011,6650.2852606921515,2024 USD/kW,Figure 3.3,D8,IRENA_reported_cell,False
pv,France,2012,5890.383037251002,2024 USD/kW,Figure 3.3,E8,IRENA_reported_cell,False
pv,France,2013,3864.823013780442,2024 USD/kW,Figure 3.3,F8,IRENA_reported_cell,False
pv,France,2014,2821.354842892848,2024 USD/kW,Figure 3.3,G8,IRENA_reported_cell,False
pv,France,2015,1857.0719154645603,2024 USD/kW,Figure 3.3,H8,IRENA_reported_cell,False
pv,France,2016,1571.8381732973864,2024 USD/kW,Figure 3.3,I8,IRENA_reported_cell,False
pv,France,2017,1476.3695280040931,2024 USD/kW,Figure 3.3,J8,IRENA_reported_cell,False
pv,France,2018,1278.8838736497266,2024 USD/kW,Figure 3.3,K8,IRENA_reported_cell,False
pv,France,2019,1165.927553649501,2024 USD/kW,Figure 3.3,L8,IRENA_reported_cell,False
pv,France,2020,1112.9280483932464,2024 USD/kW,Figure 3.3,M8,IRENA_reported_cell,False
pv,France,2021,918.0257559627578,2024 USD/kW,Figure 3.3,N8,IRENA_reported_cell,False
pv,France,2022,1228.3628006623424,2024 USD/kW,Figure 3.3,O8,IRENA_reported_cell,False
pv,France,2023,977.5888351031305,2024 USD/kW,Figure 3.3,P8,IRENA_reported_cell,False
pv,France,2024,1103.958016240936,2024 USD/kW,Figure 3.3,Q8,IRENA_reported_cell,False
pv,Germany,2010,4412.429498946073,2024 USD/kW,Figure 3.3,C9,IRENA_reported_cell,False
pv,Germany,2011,3509.4585583491103,2024 USD/kW,Figure 3.3,D9,IRENA_reported_cell,False
pv,Germany,2012,2788.468001908775,2024 USD/kW,Figure 3.3,E9,IRENA_reported_cell,False
pv,Germany,2013,2385.8489941203084,2024 USD/kW,Figure 3.3,F9,IRENA_reported_cell,False
pv,Germany,2014,1905.6109817322056,2024 USD/kW,Figure 3.3,G9,IRENA_reported_cell,False
pv,Germany,2015,1524.0657237487353,2024 USD/kW,Figure 3.3,H9,IRENA_reported_cell,False
pv,Germany,2016,1383.628851008505,2024 USD/kW,Figure 3.3,I9,IRENA_reported_cell,False
pv,Germany,2017,1326.5973101999584,2024 USD/kW,Figure 3.3,J9,IRENA_reported_cell,False
pv,Germany,2018,1325.5787006452413,2024 USD/kW,Figure 3.3,K9,IRENA_reported_cell,False
pv,Germany,2019,1070.3503827217519,2024 USD/kW,Figure 3.3,L9,IRENA_reported_cell,False
pv,Germany,2020,823.3332704010522,2024 USD/kW,Figure 3.3,M9,IRENA_reported_cell,False
pv,Germany,2021,787.7903462895194,2024 USD/kW,Figure 3.3,N9,IRENA_reported_cell,False
pv,Germany,2022,1057.341173676759,2024 USD/kW,Figure 3.3,O9,IRENA_reported_cell,False
pv,Germany,2023,748.2274007844397,2024 USD/kW,Figure 3.3,P9,IRENA_reported_cell,False
pv,Germany,2024,592.9665484018221,2024 USD/kW,Figure 3.3,Q9,IRENA_reported_cell,False
pv,Greece,2010,5628.192471733896,2024 USD/kW,Figure 3.3,C10,IRENA_reported_cell,False
pv,Greece,2011,4373.251073566136,2024 USD/kW,Figure 3.3,D10,IRENA_reported_cell,False
pv,Greece,2012,2618.2511220428087,2024 USD/kW,Figure 3.3,E10,IRENA_reported_cell,False
pv,Greece,2013,2353.5740358495054,2024 USD/kW,Figure 3.3,F10,IRENA_reported_cell,False
pv,Greece,2014,,2024 USD/kW,Figure 3.3,G10,source_blank,False
pv,Greece,2015,,2024 USD/kW,Figure 3.3,H10,source_blank,False
pv,Greece,2016,,2024 USD/kW,Figure 3.3,I10,source_blank,False
pv,Greece,2017,2361.568414229289,2024 USD/kW,Figure 3.3,J10,IRENA_reported_cell,False
pv,Greece,2018,2165.3421631094043,2024 USD/kW,Figure 3.3,K10,IRENA_reported_cell,False
pv,Greece,2019,,2024 USD/kW,Figure 3.3,L10,source_blank,False
pv,Greece,2020,893.2591524897251,2024 USD/kW,Figure 3.3,M10,IRENA_reported_cell,False
pv,Greece,2021,825.6339070458065,2024 USD/kW,Figure 3.3,N10,IRENA_reported_cell,False
pv,Greece,2022,1244.8863102322887,2024 USD/kW,Figure 3.3,O10,IRENA_reported_cell,False
pv,Greece,2023,641.3083890204307,2024 USD/kW,Figure 3.3,P10,IRENA_reported_cell,False
pv,Greece,2024,565.6873590627295,2024 USD/kW,Figure 3.3,Q10,IRENA_reported_cell,False
pv,India,2010,6015.812576430637,2024 USD/kW,Figure 3.3,C11,IRENA_reported_cell,False
pv,India,2011,3706.132789258691,2024 USD/kW,Figure 3.3,D11,IRENA_reported_cell,False
pv,India,2012,3251.3910782402595,2024 USD/kW,Figure 3.3,E11,IRENA_reported_cell,False
pv,India,2013,3346.7804933594625,2024 USD/kW,Figure 3.3,F11,IRENA_reported_cell,False
pv,India,2014,2271.335541607726,2024 USD/kW,Figure 3.3,G11,IRENA_reported_cell,False
pv,India,2015,1547.7635728448627,2024 USD/kW,Figure 3.3,H11,IRENA_reported_cell,False
pv,India,2016,1332.2464239123133,2024 USD/kW,Figure 3.3,I11,IRENA_reported_cell,False
pv,India,2017,1328.4315129609276,2024 USD/kW,Figure 3.3,J11,IRENA_reported_cell,False
pv,India,2018,943.7873225135758,2024 USD/kW,Figure 3.3,K11,IRENA_reported_cell,False
pv,India,2019,736.3417292664177,2024 USD/kW,Figure 3.3,L11,IRENA_reported_cell,False
pv,India,2020,701.3016128884932,2024 USD/kW,Figure 3.3,M11,IRENA_reported_cell,False
pv,India,2021,669.689384633508,2024 USD/kW,Figure 3.3,N11,IRENA_reported_cell,False
pv,India,2022,679.9035273566287,2024 USD/kW,Figure 3.3,O11,IRENA_reported_cell,False
pv,India,2023,728.321084784776,2024 USD/kW,Figure 3.3,P11,IRENA_reported_cell,False
pv,India,2024,525.1674202758713,2024 USD/kW,Figure 3.3,Q11,IRENA_reported_cell,False
pv,Italy,2010,6078.874297702453,2024 USD/kW,Figure 3.3,C12,IRENA_reported_cell,False
pv,Italy,2011,5733.075804344135,2024 USD/kW,Figure 3.3,D12,IRENA_reported_cell,False
pv,Italy,2012,3045.0689972502273,2024 USD/kW,Figure 3.3,E12,IRENA_reported_cell,False
pv,Italy,2013,2424.211548272102,2024 USD/kW,Figure 3.3,F12,IRENA_reported_cell,False
pv,Italy,2014,2241.319524548638,2024 USD/kW,Figure 3.3,G12,IRENA_reported_cell,False
pv,Italy,2015,,2024 USD/kW,Figure 3.3,H12,source_blank,False
pv,Italy,2016,,2024 USD/kW,Figure 3.3,I12,source_blank,False
pv,Italy,2017,1157.9088452672888,2024 USD/kW,Figure 3.3,J12,IRENA_reported_cell,False
pv,Italy,2018,1036.4459520977036,2024 USD/kW,Figure 3.3,K12,IRENA_reported_cell,False
pv,Italy,2019,988.6556563299961,2024 USD/kW,Figure 3.3,L12,IRENA_reported_cell,False
pv,Italy,2020,918.8087537918003,2024 USD/kW,Figure 3.3,M12,IRENA_reported_cell,False
pv,Italy,2021,891.5029479724126,2024 USD/kW,Figure 3.3,N12,IRENA_reported_cell,False
pv,Italy,2022,818.4876080028004,2024 USD/kW,Figure 3.3,O12,IRENA_reported_cell,False
pv,Italy,2023,840.9617751669034,2024 USD/kW,Figure 3.3,P12,IRENA_reported_cell,False
pv,Italy,2024,804.1602225425657,2024 USD/kW,Figure 3.3,Q12,IRENA_reported_cell,False
pv,Japan,2010,,2024 USD/kW,Figure 3.3,C13,source_blank,False
pv,Japan,2011,6644.276501864859,2024 USD/kW,Figure 3.3,D13,IRENA_reported_cell,False
pv,Japan,2012,4666.397750554368,2024 USD/kW,Figure 3.3,E13,IRENA_reported_cell,False
pv,Japan,2013,3986.820627069335,2024 USD/kW,Figure 3.3,F13,IRENA_reported_cell,False
pv,Japan,2014,3654.8291469591204,2024 USD/kW,Figure 3.3,G13,IRENA_reported_cell,False
pv,Japan,2015,2644.6984988513204,2024 USD/kW,Figure 3.3,H13,IRENA_reported_cell,False
pv,Japan,2016,2901.8816159801127,2024 USD/kW,Figure 3.3,I13,IRENA_reported_cell,False
pv,Japan,2017,2632.3006248899737,2024 USD/kW,Figure 3.3,J13,IRENA_reported_cell,False
pv,Japan,2018,2502.241154612059,2024 USD/kW,Figure 3.3,K13,IRENA_reported_cell,False
pv,Japan,2019,2465.1839596297914,2024 USD/kW,Figure 3.3,L13,IRENA_reported_cell,False
pv,Japan,2020,2156.084945202252,2024 USD/kW,Figure 3.3,M13,IRENA_reported_cell,False
pv,Japan,2021,1923.3335172935465,2024 USD/kW,Figure 3.3,N13,IRENA_reported_cell,False
pv,Japan,2022,2022.7323093139553,2024 USD/kW,Figure 3.3,O13,IRENA_reported_cell,False
pv,Japan,2023,1920.0374804638247,2024 USD/kW,Figure 3.3,P13,IRENA_reported_cell,False
pv,Japan,2024,1911.4506826218678,2024 USD/kW,Figure 3.3,Q13,IRENA_reported_cell,False
pv,Netherlands,2010,,2024 USD/kW,Figure 3.3,C14,source_blank,False
pv,Netherlands,2011,,2024 USD/kW,Figure 3.3,D14,source_blank,False
pv,Netherlands,2012,,2024 USD/kW,Figure 3.3,E14,source_blank,False
pv,Netherlands,2013,,2024 USD/kW,Figure 3.3,F14,source_blank,False
pv,Netherlands,2014,,2024 USD/kW,Figure 3.3,G14,source_blank,False
pv,Netherlands,2015,,2024 USD/kW,Figure 3.3,H14,source_blank,False
pv,Netherlands,2016,1355.17997309698,2024 USD/kW,Figure 3.3,I14,IRENA_reported_cell,False
pv,Netherlands,2017,1842.6343299258667,2024 USD/kW,Figure 3.3,J14,IRENA_reported_cell,False
pv,Netherlands,2018,1390.922392100978,2024 USD/kW,Figure 3.3,K14,IRENA_reported_cell,False
pv,Netherlands,2019,1335.413117698778,2024 USD/kW,Figure 3.3,L14,IRENA_reported_cell,False
pv,Netherlands,2020,1322.301847993796,2024 USD/kW,Figure 3.3,M14,IRENA_reported_cell,False
pv,Netherlands,2021,1160.99553431761,2024 USD/kW,Figure 3.3,N14,IRENA_reported_cell,False
pv,Netherlands,2022,1296.4928941522107,2024 USD/kW,Figure 3.3,O14,IRENA_reported_cell,False
pv,Netherlands,2023,771.1931133697339,2024 USD/kW,Figure 3.3,P14,IRENA_reported_cell,False
pv,Netherlands,2024,641.4153298835705,2024 USD/kW,Figure 3.3,Q14,IRENA_reported_cell,False
pv,Poland,2010,,2024 USD/kW,Figure 3.3,C15,source_blank,False
pv,Poland,2011,,2024 USD/kW,Figure 3.3,D15,source_blank,False
pv,Poland,2012,,2024 USD/kW,Figure 3.3,E15,source_blank,False
pv,Poland,2013,,2024 USD/kW,Figure 3.3,F15,source_blank,False
pv,Poland,2014,,2024 USD/kW,Figure 3.3,G15,source_blank,False
pv,Poland,2015,,2024 USD/kW,Figure 3.3,H15,source_blank,False
pv,Poland,2016,,2024 USD/kW,Figure 3.3,I15,source_blank,False
pv,Poland,2017,,2024 USD/kW,Figure 3.3,J15,source_blank,False
pv,Poland,2018,,2024 USD/kW,Figure 3.3,K15,source_blank,False
pv,Poland,2019,,2024 USD/kW,Figure 3.3,L15,source_blank,False
pv,Poland,2020,1430.2434842395046,2024 USD/kW,Figure 3.3,M15,IRENA_reported_cell,False
pv,Poland,2021,879.3030903715725,2024 USD/kW,Figure 3.3,N15,IRENA_reported_cell,False
pv,Poland,2022,1114.189397903791,2024 USD/kW,Figure 3.3,O15,IRENA_reported_cell,False
pv,Poland,2023,717.0481636962456,2024 USD/kW,Figure 3.3,P15,IRENA_reported_cell,False
pv,Poland,2024,872.4134320757389,2024 USD/kW,Figure 3.3,Q15,IRENA_reported_cell,False
pv,Republic of Korea,2010,,2024 USD/kW,Figure 3.3,C16,source_blank,False
pv,Republic of Korea,2011,7012.58447961614,2024 USD/kW,Figure 3.3,D16,IRENA_reported_cell,False
pv,Republic of Korea,2012,3628.137387695874,2024 USD/kW,Figure 3.3,E16,IRENA_reported_cell,False
pv,Republic of Korea,2013,3171.064023211654,2024 USD/kW,Figure 3.3,F16,IRENA_reported_cell,False
pv,Republic of Korea,2014,2633.44817638635,2024 USD/kW,Figure 3.3,G16,IRENA_reported_cell,False
pv,Republic of Korea,2015,2490.6956467529776,2024 USD/kW,Figure 3.3,H16,IRENA_reported_cell,False
pv,Republic of Korea,2016,2457.9440236680557,2024 USD/kW,Figure 3.3,I16,IRENA_reported_cell,False
pv,Republic of Korea,2017,1883.095475647461,2024 USD/kW,Figure 3.3,J16,IRENA_reported_cell,False
pv,Republic of Korea,2018,1579.1431074974807,2024 USD/kW,Figure 3.3,K16,IRENA_reported_cell,False
pv,Republic of Korea,2019,1491.0871038765438,2024 USD/kW,Figure 3.3,L16,IRENA_reported_cell,False
pv,Republic of Korea,2020,1116.603856846098,2024 USD/kW,Figure 3.3,M16,IRENA_reported_cell,False
pv,Republic of Korea,2021,1068.21464090682,2024 USD/kW,Figure 3.3,N16,IRENA_reported_cell,False
pv,Republic of Korea,2022,1420.2340770009885,2024 USD/kW,Figure 3.3,O16,IRENA_reported_cell,False
pv,Republic of Korea,2023,1234.052546300519,2024 USD/kW,Figure 3.3,P16,IRENA_reported_cell,False
pv,Republic of Korea,2024,1262.2227758007118,2024 USD/kW,Figure 3.3,Q16,IRENA_reported_cell,False
pv,Spain,2010,5563.901030792681,2024 USD/kW,Figure 3.3,C17,IRENA_reported_cell,False
pv,Spain,2011,3886.646798518194,2024 USD/kW,Figure 3.3,D17,IRENA_reported_cell,False
pv,Spain,2012,3201.469600696212,2024 USD/kW,Figure 3.3,E17,IRENA_reported_cell,False
pv,Spain,2013,2750.8593471236914,2024 USD/kW,Figure 3.3,F17,IRENA_reported_cell,False
pv,Spain,2014,2758.2897544698335,2024 USD/kW,Figure 3.3,G17,IRENA_reported_cell,False
pv,Spain,2015,1422.8034809078426,2024 USD/kW,Figure 3.3,H17,IRENA_reported_cell,False
pv,Spain,2016,,2024 USD/kW,Figure 3.3,I17,source_blank,False
pv,Spain,2017,,2024 USD/kW,Figure 3.3,J17,source_blank,False
pv,Spain,2018,,2024 USD/kW,Figure 3.3,K17,source_blank,False
pv,Spain,2019,912.6338153971122,2024 USD/kW,Figure 3.3,L17,IRENA_reported_cell,False
pv,Spain,2020,897.0841215721103,2024 USD/kW,Figure 3.3,M17,IRENA_reported_cell,False
pv,Spain,2021,926.730225640223,2024 USD/kW,Figure 3.3,N17,IRENA_reported_cell,False
pv,Spain,2022,826.2275993024847,2024 USD/kW,Figure 3.3,O17,IRENA_reported_cell,False
pv,Spain,2023,686.7911105133509,2024 USD/kW,Figure 3.3,P17,IRENA_reported_cell,False
pv,Spain,2024,822.1244412681233,2024 USD/kW,Figure 3.3,Q17,IRENA_reported_cell,False
pv,Türkiye,2010,,2024 USD/kW,Figure 3.3,C18,source_blank,False
pv,Türkiye,2011,,2024 USD/kW,Figure 3.3,D18,source_blank,False
pv,Türkiye,2012,,2024 USD/kW,Figure 3.3,E18,source_blank,False
pv,Türkiye,2013,,2024 USD/kW,Figure 3.3,F18,source_blank,False
pv,Türkiye,2014,,2024 USD/kW,Figure 3.3,G18,source_blank,False
pv,Türkiye,2015,,2024 USD/kW,Figure 3.3,H18,source_blank,False
pv,Türkiye,2016,1865.5356917879299,2024 USD/kW,Figure 3.3,I18,IRENA_reported_cell,False
pv,Türkiye,2017,1496.3046871355025,2024 USD/kW,Figure 3.3,J18,IRENA_reported_cell,False
pv,Türkiye,2018,1435.9432201758366,2024 USD/kW,Figure 3.3,K18,IRENA_reported_cell,False
pv,Türkiye,2019,1096.9479222865887,2024 USD/kW,Figure 3.3,L18,IRENA_reported_cell,False
pv,Türkiye,2020,972.9611410022685,2024 USD/kW,Figure 3.3,M18,IRENA_reported_cell,False
pv,Türkiye,2021,920.0801748584031,2024 USD/kW,Figure 3.3,N18,IRENA_reported_cell,False
pv,Türkiye,2022,732.4802287506292,2024 USD/kW,Figure 3.3,O18,IRENA_reported_cell,False
pv,Türkiye,2023,732.4492140602254,2024 USD/kW,Figure 3.3,P18,IRENA_reported_cell,False
pv,Türkiye,2024,1032.6897498228595,2024 USD/kW,Figure 3.3,Q18,IRENA_reported_cell,False
pv,United States,2010,5552.428538737875,2024 USD/kW,Figure 3.3,C19,IRENA_reported_cell,False
pv,United States,2011,5343.332324829953,2024 USD/kW,Figure 3.3,D19,IRENA_reported_cell,False
pv,United States,2012,5205.807053591208,2024 USD/kW,Figure 3.3,E19,IRENA_reported_cell,False
pv,United States,2013,4196.912593835998,2024 USD/kW,Figure 3.3,F19,IRENA_reported_cell,False
pv,United States,2014,3436.432230506145,2024 USD/kW,Figure 3.3,G19,IRENA_reported_cell,False
pv,United States,2015,3062.1627290585498,2024 USD/kW,Figure 3.3,H19,IRENA_reported_cell,False
pv,United States,2016,2651.787883404358,2024 USD/kW,Figure 3.3,I19,IRENA_reported_cell,False
pv,United States,2017,2230.0258302833026,2024 USD/kW,Figure 3.3,J19,IRENA_reported_cell,False
pv,United States,2018,1844.1949390024658,2024 USD/kW,Figure 3.3,K19,IRENA_reported_cell,False
pv,United States,2019,1453.1489723057368,2024 USD/kW,Figure 3.3,L19,IRENA_reported_cell,False
pv,United States,2020,1317.4012030837664,2024 USD/kW,Figure 3.3,M19,IRENA_reported_cell,False
pv,United States,2021,1233.0080860825803,2024 USD/kW,Figure 3.3,N19,IRENA_reported_cell,False
pv,United States,2022,1187.4554201636959,2024 USD/kW,Figure 3.3,O19,IRENA_reported_cell,False
pv,United States,2023,1135.012086639563,2024 USD/kW,Figure 3.3,P19,IRENA_reported_cell,False
pv,United States,2024,1058.0371018079034,2024 USD/kW,Figure 3.3,Q19,IRENA_reported_cell,False
wind,Australia,2010,4143.084429461239,2024 USD/kW,Fig 2.6,C8,IRENA_reported_cell,False
wind,Australia,2011,4377.598776191059,2024 USD/kW,Fig 2.6,D8,IRENA_reported_cell,False
wind,Australia,2012,3732.398308548318,2024 USD/kW,Fig 2.6,E8,IRENA_reported_cell,False
wind,Australia,2013,2770.434468668928,2024 USD/kW,Fig 2.6,F8,IRENA_reported_cell,False
wind,Australia,2014,3022.048049327942,2024 USD/kW,Fig 2.6,G8,IRENA_reported_cell,False
wind,Australia,2015,2819.857193002646,2024 USD/kW,Fig 2.6,H8,IRENA_reported_cell,False
wind,Australia,2016,2630.9450852533323,2024 USD/kW,Fig 2.6,I8,IRENA_reported_cell,False
wind,Australia,2017,2043.2539445633233,2024 USD/kW,Fig 2.6,J8,IRENA_reported_cell,False
wind,Australia,2018,1901.9960055896213,2024 USD/kW,Fig 2.6,K8,IRENA_reported_cell,False
wind,Australia,2019,1851.141553609305,2024 USD/kW,Fig 2.6,L8,IRENA_reported_cell,False
wind,Australia,2020,2042.6673952451122,2024 USD/kW,Fig 2.6,M8,IRENA_reported_cell,False
wind,Australia,2021,1411.9064049900608,2024 USD/kW,Fig 2.6,N8,IRENA_reported_cell,False
wind,Australia,2022,1444.4693860474408,2024 USD/kW,Fig 2.6,O8,IRENA_reported_cell,False
wind,Australia,2023,1609.687604602354,2024 USD/kW,Fig 2.6,P8,IRENA_reported_cell,False
wind,Australia,2024,1380.5779985677066,2024 USD/kW,Fig 2.6,Q8,IRENA_reported_cell,False
wind,Brazil,2010,3106.241515833783,2024 USD/kW,Fig 2.6,C9,IRENA_reported_cell,False
wind,Brazil,2011,3076.0621767334746,2024 USD/kW,Fig 2.6,D9,IRENA_reported_cell,False
wind,Brazil,2012,3123.635568353567,2024 USD/kW,Fig 2.6,E9,IRENA_reported_cell,False
wind,Brazil,2013,3115.4061913837786,2024 USD/kW,Fig 2.6,F9,IRENA_reported_cell,False
wind,Brazil,2014,2646.2331709806363,2024 USD/kW,Fig 2.6,G9,IRENA_reported_cell,False
wind,Brazil,2015,2296.0447521059186,2024 USD/kW,Fig 2.6,H9,IRENA_reported_cell,False
wind,Brazil,2016,2406.8480453672,2024 USD/kW,Fig 2.6,I9,IRENA_reported_cell,False
wind,Brazil,2017,2065.9924280499176,2024 USD/kW,Fig 2.6,J9,IRENA_reported_cell,False
wind,Brazil,2018,2097.030868371903,2024 USD/kW,Fig 2.6,K9,IRENA_reported_cell,False
wind,Brazil,2019,1855.5912291160714,2024 USD/kW,Fig 2.6,L9,IRENA_reported_cell,False
wind,Brazil,2020,1704.8931222006681,2024 USD/kW,Fig 2.6,M9,IRENA_reported_cell,False
wind,Brazil,2021,1306.215139814895,2024 USD/kW,Fig 2.6,N9,IRENA_reported_cell,False
wind,Brazil,2022,1117.2097995602328,2024 USD/kW,Fig 2.6,O9,IRENA_reported_cell,False
wind,Brazil,2023,1099.1746940025255,2024 USD/kW,Fig 2.6,P9,IRENA_reported_cell,False
wind,Brazil,2024,1307.044736135391,2024 USD/kW,Fig 2.6,Q9,IRENA_reported_cell,False
wind,Canada,2010,3207.7690771495986,2024 USD/kW,Fig 2.6,C10,IRENA_reported_cell,False
wind,Canada,2011,2958.624826998695,2024 USD/kW,Fig 2.6,D10,IRENA_reported_cell,False
wind,Canada,2012,3223.160817655416,2024 USD/kW,Fig 2.6,E10,IRENA_reported_cell,False
wind,Canada,2013,3108.906080752496,2024 USD/kW,Fig 2.6,F10,IRENA_reported_cell,False
wind,Canada,2014,2909.7208138137717,2024 USD/kW,Fig 2.6,G10,IRENA_reported_cell,False
wind,Canada,2015,3005.7168964844445,2024 USD/kW,Fig 2.6,H10,IRENA_reported_cell,False
wind,Canada,2016,2815.1240756907487,2024 USD/kW,Fig 2.6,I10,IRENA_reported_cell,False
wind,Canada,2017,2471.4182906315746,2024 USD/kW,Fig 2.6,J10,IRENA_reported_cell,False
wind,Canada,2018,2210.7149219336793,2024 USD/kW,Fig 2.6,K10,IRENA_reported_cell,False
wind,Canada,2019,2894.3307568325185,2024 USD/kW,Fig 2.6,L10,IRENA_reported_cell,False
wind,Canada,2020,1658.650703711003,2024 USD/kW,Fig 2.6,M10,IRENA_reported_cell,False
wind,Canada,2021,1553.9705855540396,2024 USD/kW,Fig 2.6,N10,IRENA_reported_cell,False
wind,Canada,2022,1819.9977599750698,2024 USD/kW,Fig 2.6,O10,IRENA_reported_cell,False
wind,Canada,2023,1454.1580407027554,2024 USD/kW,Fig 2.6,P10,IRENA_reported_cell,False
wind,Canada,2024,1237.5279556276118,2024 USD/kW,Fig 2.6,Q10,IRENA_reported_cell,False
wind,China,2010,1765.1775585802086,2024 USD/kW,Fig 2.6,C11,IRENA_reported_cell,False
wind,China,2011,1717.2558524790718,2024 USD/kW,Fig 2.6,D11,IRENA_reported_cell,False
wind,China,2012,1679.930392658511,2024 USD/kW,Fig 2.6,E11,IRENA_reported_cell,False
wind,China,2013,1595.826062577922,2024 USD/kW,Fig 2.6,F11,IRENA_reported_cell,False
wind,China,2014,1620.231001590525,2024 USD/kW,Fig 2.6,G11,IRENA_reported_cell,False
wind,China,2015,1573.0075398913566,2024 USD/kW,Fig 2.6,H11,IRENA_reported_cell,False
wind,China,2016,1567.4215724643545,2024 USD/kW,Fig 2.6,I11,IRENA_reported_cell,False
wind,China,2017,1485.1298670892381,2024 USD/kW,Fig 2.6,J11,IRENA_reported_cell,False
wind,China,2018,1538.8013700592198,2024 USD/kW,Fig 2.6,K11,IRENA_reported_cell,False
wind,China,2019,1455.786865501193,2024 USD/kW,Fig 2.6,L11,IRENA_reported_cell,False
wind,China,2020,1487.7151523770567,2024 USD/kW,Fig 2.6,M11,IRENA_reported_cell,False
wind,China,2021,1314.7834349389225,2024 USD/kW,Fig 2.6,N11,IRENA_reported_cell,False
wind,China,2022,1170.7756516936997,2024 USD/kW,Fig 2.6,O11,IRENA_reported_cell,False
wind,China,2023,1009.8615152494498,2024 USD/kW,Fig 2.6,P11,IRENA_reported_cell,False
wind,China,2024,855.9662826565387,2024 USD/kW,Fig 2.6,Q11,IRENA_reported_cell,False
wind,Finland,2010,,2024 USD/kW,Fig 2.6,C12,source_blank,False
wind,Finland,2011,,2024 USD/kW,Fig 2.6,D12,source_blank,False
wind,Finland,2012,,2024 USD/kW,Fig 2.6,E12,source_blank,False
wind,Finland,2013,2142.7629845142656,2024 USD/kW,Fig 2.6,F12,IRENA_reported_cell,False
wind,Finland,2014,2414.343434184785,2024 USD/kW,Fig 2.6,G12,IRENA_reported_cell,False
wind,Finland,2015,2799.030658995477,2024 USD/kW,Fig 2.6,H12,IRENA_reported_cell,False
wind,Finland,2016,2548.345259794914,2024 USD/kW,Fig 2.6,I12,IRENA_reported_cell,False
wind,Finland,2017,2500.0955561062096,2024 USD/kW,Fig 2.6,J12,IRENA_reported_cell,False
wind,Finland,2018,2328.839738915602,2024 USD/kW,Fig 2.6,K12,IRENA_reported_cell,False
wind,Finland,2019,1702.578355081368,2024 USD/kW,Fig 2.6,L12,IRENA_reported_cell,False
wind,Finland,2020,1461.2659092266636,2024 USD/kW,Fig 2.6,M12,IRENA_reported_cell,False
wind,Finland,2021,1924.0934296925902,2024 USD/kW,Fig 2.6,N12,IRENA_reported_cell,False
wind,Finland,2022,1878.581382967341,2024 USD/kW,Fig 2.6,O12,IRENA_reported_cell,False
wind,Finland,2023,1451.2472909645937,2024 USD/kW,Fig 2.6,P12,IRENA_reported_cell,False
wind,Finland,2024,1423.6260109303323,2024 USD/kW,Fig 2.6,Q12,IRENA_reported_cell,False
wind,France,2010,2950.0624683907927,2024 USD/kW,Fig 2.6,C13,IRENA_reported_cell,False
wind,France,2011,2644.948773343461,2024 USD/kW,Fig 2.6,D13,IRENA_reported_cell,False
wind,France,2012,2400.053077507022,2024 USD/kW,Fig 2.6,E13,IRENA_reported_cell,False
wind,France,2013,2262.0084106773293,2024 USD/kW,Fig 2.6,F13,IRENA_reported_cell,False
wind,France,2014,2137.2782742110044,2024 USD/kW,Fig 2.6,G13,IRENA_reported_cell,False
wind,France,2015,2131.6884264783607,2024 USD/kW,Fig 2.6,H13,IRENA_reported_cell,False
wind,France,2016,2109.213578229046,2024 USD/kW,Fig 2.6,I13,IRENA_reported_cell,False
wind,France,2017,2402.662458269312,2024 USD/kW,Fig 2.6,J13,IRENA_reported_cell,False
wind,France,2018,2320.5563744430056,2024 USD/kW,Fig 2.6,K13,IRENA_reported_cell,False
wind,France,2019,2101.797854337148,2024 USD/kW,Fig 2.6,L13,IRENA_reported_cell,False
wind,France,2020,1823.726881097778,2024 USD/kW,Fig 2.6,M13,IRENA_reported_cell,False
wind,France,2021,2020.2808695552221,2024 USD/kW,Fig 2.6,N13,IRENA_reported_cell,False
wind,France,2022,2035.8130904453128,2024 USD/kW,Fig 2.6,O13,IRENA_reported_cell,False
wind,France,2023,1787.5143272747575,2024 USD/kW,Fig 2.6,P13,IRENA_reported_cell,False
wind,France,2024,1860.4830152221045,2024 USD/kW,Fig 2.6,Q13,IRENA_reported_cell,False
wind,Germany,2010,2704.819128610142,2024 USD/kW,Fig 2.6,C14,IRENA_reported_cell,False
wind,Germany,2011,2704.819128610142,2024 USD/kW,Fig 2.6,D14,IRENA_reported_cell,False
wind,Germany,2012,2457.322731337371,2024 USD/kW,Fig 2.6,E14,IRENA_reported_cell,False
wind,Germany,2013,2427.545592608569,2024 USD/kW,Fig 2.6,F14,IRENA_reported_cell,False
wind,Germany,2014,2394.891197421886,2024 USD/kW,Fig 2.6,G14,IRENA_reported_cell,False
