technology,iso3,year,weight,observed,procurement_model,other_cost_fitted,other_cost_observed,model_factual,Q,Q_ratio,beta_B,G_level_gap,G_anchor,B_fit_outside_year_range,P_direct,S_share,T_cn_tariff,K_spillover,G_other,china_contribution_since_2010,model_without_china_contribution
pv,AUS,2020,0.04372104086796168,1248.0457552893834,303.05931400195163,1065.1397478855254,944.9864412874317,1368.199061887477,710.6335,0.6443652037231569,-0.6311445523247294,302.08353957778036,observed_residual_preserved,False,1417.401454268666,82.31413818328907,0.0,8.63367157608569,250.24093102000577,1758.5901950480463,3126.7892569355236
pv,AUS,2021,0.04372104086796168,1162.0471230412904,371.103902666107,947.8416555023391,790.9432203751835,1318.945558168446,854.92824,0.6424191111057461,-0.6311445523247294,254.8351250677683,observed_residual_preserved,False,1363.8172970027913,80.9692232222608,0.0,7.149750548785686,202.99251650999372,1654.9287872838315,2973.8743454522773
pv,AUS,2022,0.04372104086796168,979.5214615557928,353.86640981108314,834.6094605210275,625.6550517447097,1188.4758703321106,1045.85862,0.625421646378934,-0.6311445523247294,215.70001410587884,observed_residual_preserved,False,1377.6648283337965,82.98081215298961,0.0,6.45636672192969,163.85740554810425,1630.95941275682,2819.4352830889306
pv,AUS,2023,0.04372104086796168,1012.2454310798984,224.51838178014515,691.6230844303054,787.7270492997532,916.1414662104505,1408.5874199999998,0.5679103821614423,-0.6311445523247294,338.0715892812261,observed_residual_preserved,False,1510.1312268991765,108.35263868175662,0.0,6.055906567097996,286.22898072345157,1910.7687528714825,2826.910219081933
pv,AUS,2024,0.04372104086796168,943.9690385525072,129.51154301459258,579.5357096998207,814.4574955379146,709.0472527144133,1864.01976,0.5250071812543446,-0.6311445523247294,408.7062675536061,observed_residual_preserved,False,1610.212914959786,124.9650521365189,0.0,5.45108392536501,356.86365899583154,2097.4927100175014,2806.539962731915
pv,BRA,2010,0.12772860198789054,,2841.5447425676575,10215.554287664529,,13057.099030232186,39.73239,0.9854023379917494,-0.8431480181598846,58.39927829809899,2011_TIC_carried_to_2010,True,0.0,0.0,0.0,0.0,0.0,0.0,13057.099030232186
pv,BRA,2011,0.12772860198789054,7522.515553575554,2145.8440335034957,6316.597124754594,5376.671520072058,8462.44115825809,70.26885,0.962344623542295,-0.8431480181598846,176.8473996689854,observed_residual_preserved,False,196.86070887403307,-5.031377709695237,0.0,4.177689087085612,118.4481213708864,314.45514162230984,8776.8962998804
pv,BRA,2012,0.12772860198789054,,1420.2575738767985,4718.466739838976,,6138.724313715774,99.31435,0.9374108575447556,-0.8431480181598846,264.27158600651273,fitted_for_missing_observation,False,482.9448816275012,19.87246495916699,0.0,6.007318377772983,205.87230770841376,714.696972672855,6853.421286388629
pv,BRA,2013,0.12772860198789054,5117.282639309783,1076.9540102485794,3655.0409002931688,4040.3286290612036,4731.994910541748,134.44763,0.8723220334936361,-0.8431480181598846,493.18466682083294,observed_residual_preserved,False,585.9993362745598,12.747304782407697,3.684934347232127,13.83398617026497,434.78538852273397,1051.0509500971987,5783.045860638947
pv,BRA,2014,0.12772860198789054,6068.722799156141,1009.5977421492223,2960.126634866061,5059.125057006919,3969.7243770152836,172.65223999999998,0.8391796133082317,-0.8431480181598846,805.9960507667244,observed_residual_preserved,False,586.741880252292,3.525076635034208,0.0,16.507106114230695,747.5967724686253,1354.3708354701823,5324.095212485466
pv,BRA,2015,0.12772860198789054,2497.658976411624,821.9244308268568,2414.3384512008897,1675.7345455847671,3236.2628820277464,219.86211,0.8048958958867447,-0.8431480181598846,336.50925016254325,observed_residual_preserved,False,735.7614337565642,85.21696066236764,0.0,15.784576841212292,278.1099718644443,1114.8729431245883,4351.135825152334
pv,BRA,2016,0.12772860198789054,2460.5928028234507,568.3766487495783,1904.4225715651276,1892.2161540738725,2472.799220314706,291.30835,0.735208414039625,-0.8431480181598846,560.2696058819768,observed_residual_preserved,False,1027.7753609485337,235.14852548021187,0.0,14.45107689527594,501.8703275838778,1779.2452909078993,4252.044511222605
pv,BRA,2017,0.12772860198789054,1975.0868857598143,482.78243735120384,1507.5444881806472,1492.3044484086104,1990.326925531851,384.35013,0.6614012072794148,-0.8431480181598846,622.3140502327582,observed_residual_preserved,False,1078.7696691204862,231.9042924321955,0.0,16.535301086908675,563.9147719346591,1891.1240345742494,3881.4509601061004
pv,BRA,2018,0.12772860198789054,1809.6190475909184,434.6277856666832,1253.2751396165838,1374.9912619242352,1687.902925283267,478.49221,0.6356344860870359,-0.8431480181598846,639.7773917626174,observed_residual_preserved,False,1117.8977849574894,235.89153130093572,0.0,16.085256259543605,581.3781134645184,1951.252685982487,3639.155611265754
pv,BRA,2019,0.12772860198789054,1495.162848478625,339.1556423527974,1065.4487732773468,1156.0072061258275,1404.604415630144,580.10487,0.6485187238645316,-0.8431480181598846,509.46617678934325,observed_residual_preserved,False,1223.9092335389237,248.27466204016704,-17.45836846825805,12.389465708931084,451.0668984912443,1918.181891311008,3322.7863069411524
pv,BRA,2020,0.12772860198789054,1298.4074341474254,304.6098542145941,897.8798206178218,993.7975799328312,1202.4896748324159,710.6335,0.6443652037231569,-0.8431480181598846,445.7560309611377,observed_residual_preserved,False,1241.6007308970898,241.95920036787632,-17.208605884613192,10.951451529261481,387.3567526630387,1864.659529572653,3067.1492044050688
pv,BRA,2021,0.12772860198789054,915.5422974243716,376.4771235260486,768.2930901527423,539.0651738983229,1144.770213678791,854.92824,0.6424191111057461,-0.8431480181598846,243.78520572086856,observed_residual_preserved,False,1186.685043153147,227.7557828091293,-17.724163467912767,10.945954398925647,185.38592742276956,1593.0485443160587,2737.81875799485
pv,BRA,2022,0.12772860198789054,779.5200740754375,359.85205446189406,648.2088449663519,419.66801961354344,1008.0608994282459,1045.85862,0.625421646378934,-0.8431480181598846,203.7255006236535,observed_residual_preserved,False,1193.1791841884713,219.74098367237193,-17.62154456266653,10.451268083390683,145.3262223255545,1551.0761137071217,2559.137013135368
pv,BRA,2023,0.12772860198789054,744.352528682658,228.57890185696598,504.2974670278212,515.773626825692,732.8763688847872,1408.5874199999998,0.5679103821614423,-0.8431480181598846,315.2964091102494,observed_residual_preserved,False,1294.6522323785236,228.3276059458185,-16.893847586335077,9.843749911156136,256.8971308121504,1772.8268714613137,2505.7032403461008
pv,BRA,2024,0.12772860198789054,724.4366073748986,131.8617369588426,398.2022818459343,592.574870416056,530.0640188047769,1864.01976,0.5250071812543446,-0.8431480181598846,427.6252025050321,observed_residual_preserved,False,1379.2374502404687,236.46743352316903,-16.431158915055743,8.470653364514877,369.22592420693314,1976.97030242003,2507.034321224807
pv,DEU,2010,0.1288304576392971,4412.429498946073,2627.8484134454716,1682.3518379719396,1784.5810855006016,4310.200251417411,39.73239,0.9854023379917494,-0.384829060580243,10.127591153538088,observed_residual_preserved,False,0.0,0.0,0.0,0.0,0.0,0.0,4310.200251417411
pv,DEU,2011,0.1288304576392971,3509.4585583491103,2010.878264542425,1350.909215976013,1498.5802938066852,3361.7874805184383,70.26885,0.962344623542295,-0.384829060580243,22.29945654397809,observed_residual_preserved,False,243.04582146384848,26.684294738474772,0.0,5.907970071724168,12.17186539044,287.8099516644874,3649.597432182926
pv,DEU,2012,0.1288304576392971,2788.468001908775,1256.0313677696051,1182.512994802188,1532.4366341391699,2438.544362571793,99.31435,0.9374108575447556,-0.384829060580243,38.594114477918225,observed_residual_preserved,False,620.612409637535,75.35381966935387,0.0,7.325312543704222,28.466523324380137,731.7580651749731,3170.302427746766
pv,DEU,2013,0.1288304576392971,2385.8489941203084,1013.1821674464204,1052.4102424059756,1372.666826673888,2065.592409852396,134.44763,0.8723220334936361,-0.384829060580243,74.08624552829764,observed_residual_preserved,False,742.5147594056609,38.676975482727585,-39.962192083617495,16.25677461959293,63.95865437475955,821.4449717991236,2887.0373816515194
pv,DEU,2014,0.1288304576392971,1905.6109817322056,1083.4459548018426,955.8402024343387,822.165026930363,2039.2861572361812,172.65223999999998,0.8391796133082317,-0.384829060580243,57.38761348847018,observed_residual_preserved,False,574.0524653627937,-80.93871867617521,-51.27088995391537,22.6629187366835,47.26002233493209,511.7657978043187,2551.0519550404997
pv,DEU,2015,0.1288304576392971,1524.0657237487353,953.8836222345835,870.9367987615078,570.1821015141518,1824.8204209960913,219.86211,0.8048958958867447,-0.384829060580243,49.66942921876741,observed_residual_preserved,False,564.1490517345202,-104.28543344221562,-46.78216468233891,25.311862646562496,39.54183806522933,477.93515432175747,2302.755575317849
pv,DEU,2016,0.1288304576392971,1383.628851008505,804.9002929966445,781.555009957474,578.7285580118606,1586.4553029541185,291.30835,0.735208414039625,-0.384829060580243,72.72588067042165,observed_residual_preserved,False,638.5886194635636,-83.291740852845,-46.91669070966549,33.28885707782752,62.598289516883554,604.2673344957643,2190.7226374498828
pv,DEU,2017,0.1288304576392971,1326.5973101999584,711.6537367109757,702.4834546982947,614.9435734889827,1414.1371914092706,384.35013,0.6614012072794148,-0.384829060580243,106.04031370228452,observed_residual_preserved,False,670.0733517676507,-78.75129446236595,-85.43348662848116,40.76748445437993,95.91272254874643,642.5687776799299,2056.7059690892006
pv,DEU,2018,0.1288304576392971,1325.5787006452413,616.0057544065216,645.6846266953398,709.5729462387196,1261.6903811018615,478.49221,0.6356344860870359,-0.384829060580243,135.17771497716552,observed_residual_preserved,False,724.4115384566717,-61.24618329147766,-130.4760950256093,43.38846972447423,125.05012382362743,701.1278536876864,1962.818234789548
pv,DEU,2019,0.1288304576392971,1070.350382721752,423.1180966761038,599.5653979502181,647.2322860456484,1022.6834946263218,580.10487,0.6485187238645316,-0.384829060580243,117.37398092679938,observed_residual_preserved,False,920.7749483494803,32.33070496164703,0.0,30.309921688614544,107.24638977326128,1090.661964773003,2113.3454593993247
pv,DEU,2020,0.1288304576392971,823.3332704010522,365.01031141811427,554.5210651142627,458.32295898293796,919.531376532377,710.6335,0.6443652037231569,-0.384829060580243,84.45616456780803,observed_residual_preserved,False,1004.4044731536793,62.6601217896012,0.0,27.072260002370772,74.32857341426994,1168.4654283599211,2087.9968048922983
pv,DEU,2021,0.1288304576392971,787.7903462895194,428.9600048879928,516.4430505354707,358.83034140152665,945.4030554234635,854.92824,0.6424191111057461,-0.384829060580243,66.61738079007922,observed_residual_preserved,False,996.3349758904025,77.0825914357262,0.0,29.779068110938447,56.48978963654113,1159.6864250736082,2105.0894804970717
pv,DEU,2022,0.1288304576392971,1057.341173676759,374.06262760044456,477.8958126311356,683.2785460763143,851.9584402315802,1045.85862,0.625421646378934,-0.384829060580243,135.2547927327854,observed_residual_preserved,False,1167.7128673820848,136.70362381514033,0.0,26.21157581191875,125.12720157924731,1455.7552685883913,2307.7137088199715
pv,DEU,2023,0.1288304576392971,748.2274007844397,239.97871734341157,426.15801592538486,508.24868344102816,666.1367332687964,1408.5874199999998,0.5679103821614423,-0.384829060580243,123.63411504145152,observed_residual_preserved,False,1263.3027906247553,140.55404917274322,0.0,22.110002171821463,113.50652388791343,1539.4733658572331,2205.6100991260296
pv,DEU,2024,0.1288304576392971,592.9665484018221,139.32381848965485,382.60423905278026,453.6427299121673,521.9280575424351,1864.01976,0.5250071812543446,-0.384829060580243,127.66018614753642,observed_residual_preserved,False,1346.3435145438214,143.07485543218374,0.0,16.173171744053146,117.53259499399833,1623.1241367140567,2145.052194256492
pv,ESP,2010,0.05127969671412931,5563.901030792681,2790.4267182966028,2402.431447182071,2773.4743124960783,5192.858165478674,39.73239,0.9854023379917494,-0.4691205152601589,19.199062819434495,observed_residual_preserved,False,0.0,0.0,0.0,0.0,0.0,0.0,5192.858165478674
pv,ESP,2011,0.05127969671412931,3886.646798518194,2101.0534194644747,1838.6041960866414,1785.5933790537192,3939.657615551116,70.26885,0.962344623542295,-0.4691205152601589,32.4427646106075,observed_residual_preserved,False,163.9514557994535,40.01431548515247,0.0,2.697139028731315,13.243701791173002,219.90661210451032,4159.564227655626
pv,ESP,2012,0.05127969671412931,3201.469600696212,1325.3592285047707,1563.1594637564535,1876.1103721914415,2888.5186922612243,99.31435,0.9374108575447556,-0.4691205152601589,57.75664760522089,observed_residual_preserved,False,461.83007859707504,120.70741502812592,0.0,3.965978649554809,38.557584785786396,625.0610570605422,3513.5797493217665
pv,ESP,2013,0.05127969671412931,2750.859347123692,1081.6661395939698,1356.1091112973038,1669.193207529722,2437.7752508912736,134.44763,0.8723220334936361,-0.4691205152601589,110.46384142959045,observed_residual_preserved,False,539.9790788580906,77.6360566279241,-28.4549209972493,9.795762321572727,91.26477861015596,690.2207554204941,3127.996006311768
pv,ESP,2014,0.05127969671412931,2758.289754469833,1106.9768064771733,1205.9774897867146,1651.3129479926597,2312.954296263888,172.65223999999998,0.8391796133082317,-0.4691205152601589,141.56449488526104,observed_residual_preserved,False,428.0012743936637,-15.47459960658477,-36.98522031005772,13.028025959489513,122.36543206582655,510.9349125023373,2823.8892087662252
pv,ESP,2015,0.05127969671412931,1422.8034809078426,956.8978133331395,1076.6927441397936,465.9056675747031,2033.5905574729331,219.86211,0.8048958958867447,-0.4691205152601589,49.93719750594308,observed_residual_preserved,False,460.388466050808,-11.991474442966263,-36.009098898483444,18.824784366945792,30.738134686508587,461.9508117628127,2495.541369235746
pv,ESP,2016,0.05127969671412931,,824.514923717199,943.5481489553343,,1768.0630726725335,291.30835,0.735208414039625,-0.4691205152601589,146.46981849716298,fitted_for_missing_observation,False,477.6643815101568,-20.327502363428916,-33.66595846248803,23.385794980183015,127.27075567772849,574.3274713421513,2342.3905440146846
pv,ESP,2017,0.05127969671412931,,710.9297858394584,828.5030425551782,,1539.4328283946365,384.35013,0.6614012072794148,-0.4691205152601589,177.31093630577357,fitted_for_missing_observation,False,597.4010091178676,17.241562652929144,-69.50519885735869,25.72387980730295,158.11187348633908,728.9731262070801,2268.4059546017165
pv,ESP,2018,0.05127969671412931,,569.7935585156736,747.5810844572234,,1317.374642972897,478.49221,0.6356344860870359,-0.4691205152601589,177.06966470050082,fitted_for_missing_observation,False,830.1441012179832,80.19856674520827,-128.2250591585873,15.959546109729743,157.87060188106634,955.9477567954003,2273.322399768297
pv,ESP,2019,0.05127969671412931,912.6338153971122,381.7011014197696,683.0067351389529,530.9327139773427,1064.7078365587224,580.10487,0.6485187238645316,-0.4691205152601589,119.60202071935784,observed_residual_preserved,False,894.5597892681844,170.8461342636832,0.0,13.355941842901235,100.40295789992334,1179.1648232746925,2243.872659833415
pv,ESP,2020,0.05127969671412931,897.0841215721103,328.85772496097593,620.9792602222468,568.2263966111344,949.8369851832227,710.6335,0.6443652037231569,-0.4691205152601589,130.1048288138874,observed_residual_preserved,False,974.4705601911064,207.39386222910807,0.0,9.343707314184762,110.9057659944529,1302.113895728852,2251.950880912075
pv,ESP,2021,0.05127969671412931,926.730225640223,396.9248562650093,569.3957623619684,529.8053693752138,966.3206186269776,854.92824,0.6424191111057461,-0.4691205152601589,122.23226355695382,observed_residual_preserved,False,923.4005091754773,194.00464333113345,0.0,10.291338244061233,103.03320073751934,1230.7296914881913,2197.050310115169
pv,ESP,2022,0.05127969671412931,826.2275993024847,357.1843491678415,518.0192091762711,469.0432501346432,875.2035583441127,1045.85862,0.625421646378934,-0.4691205152601589,115.52114645689547,observed_residual_preserved,False,1021.7986640878358,231.54346461052808,0.0,8.805640002884818,96.32208363746096,1358.4698523387096,2233.6734106828226
pv,ESP,2023,0.05127969671412931,686.7911105133509,239.67897687838894,450.48828708988015,447.11213363496194,690.167263968269,1408.5874199999998,0.5679103821614423,-0.4691205152601589,135.91509642620673,observed_residual_preserved,False,1051.4694552367,211.9960258581774,0.0,8.259094114625992,116.71603360677224,1388.4406088162755,2078.6078727845443
pv,ESP,2024,0.05127969671412931,822.1244412681233,145.39462230540977,395.0091498366218,676.7298189627136,540.4037721420316,1864.01976,0.5250071812543446,-0.4691205152601589,238.84014814038224,observed_residual_preserved,False,1106.2461895537292,211.45538049394554,0.0,6.172327597699079,219.64108532094775,1543.5149829663214,2083.9187551083533
pv,FRA,2010,0.04380744803495976,6514.65732422562,2808.81709208976,4039.9891356469534,3705.84023213586,6848.8062277367135,39.73239,0.9854023379917494,-0.5680182225907597,31.08397984219911,observed_residual_preserved,False,0.0,0.0,0.0,0.0,0.0,0.0,6848.8062277367135
pv,FRA,2011,0.04380744803495976,6650.285260692152,2105.9241984278633,2922.3253953946114,4544.361062264289,5028.249593822475,70.26885,0.962344623542295,-0.5680182225907597,100.16430395361422,observed_residual_preserved,False,152.59658728679634,51.470953568941525,0.0,4.571742110381392,69.08032411141511,277.71960707753436,5305.969200900009
pv,FRA,2012,0.04380744803495976,5890.383037251002,1406.740395318378,2400.95661350695,4483.6426419326235,3807.697008825328,99.31435,0.9374108575447556,-0.5680182225907597,167.66723815692535,observed_residual_preserved,False,368.16164660333135,64.88759459958895,0.0,6.881176356440493,136.58325831472624,576.5136758740871,4384.210684699415
pv,FRA,2013,0.04380744803495976,3864.823013780442,1117.4038156215279,2021.4664787841987,2747.4191981589142,3138.870294405727,134.44763,0.8723220334936361,-0.5680182225907597,221.65850298882154,observed_residual_preserved,False,436.00036034220517,35.059146397007055,-23.327203095725842,16.020138746724314,190.57452314662243,654.3269655368331,3793.19725994256
pv,FRA,2014,0.04380744803495976,2821.354842892848,1106.031154107372,1753.7550517203401,1715.323688785476,2859.7862058277124,172.65223999999998,0.8391796133082317,-0.5680182225907597,179.62683663610878,observed_residual_preserved,False,369.50880390411356,-20.513436902726866,-32.11843151363887,19.860999958901164,148.54285679390966,485.28079224055864,3345.066998068271
pv,FRA,2015,0.04380744803495976,1857.0719154645603,896.5633469186281,1528.7603808533122,960.5085685459322,2425.3237277719404,219.86211,0.8048958958867447,-0.5680182225907597,126.02413878437447,observed_residual_preserved,False,585.2842165641014,93.10921434105468,-42.817607426185404,20.86937153163781,94.94015894217536,751.3853539527838,3176.7090817247245
pv,FRA,2016,0.04380744803495976,1571.8381732973864,817.2601261667812,1302.9451945974115,754.5780471306052,2120.205320764193,291.30835,0.735208414039625,-0.5680182225907597,144.06134956092495,observed_residual_preserved,False,411.624231802,-24.424550857357502,-29.235784048059006,29.99901542999939,112.97736971872584,500.9402820453088,2621.1456028095017
pv,FRA,2017,0.04380744803495976,1476.3695280040931,723.5106941876463,1113.1442999079898,752.8588338164468,1836.654994095636,384.35013,0.6614012072794148,-0.5680182225907597,199.26341066275754,observed_residual_preserved,False,384.5817929883515,-46.12655992539152,-48.84476084186295,39.5156433360624,168.17943082055842,497.3055463777178,2333.960540473354
pv,FRA,2018,0.04380744803495976,1278.8838736497266,642.4103320988797,982.8919091717436,636.4735415508469,1625.3022412706232,478.49221,0.6356344860870359,-0.5680182225907597,186.8340275228215,observed_residual_preserved,False,382.46279007696006,-47.83170085671272,-70.51053577337736,35.89191672124156,155.75004768062237,455.762517848734,2081.0647591193574
pv,FRA,2019,0.04380744803495976,1165.927553649501,491.50102736712597,881.0518446342522,674.4265262823751,1372.552872001378,580.10487,0.6485187238645316,-0.5680182225907597,188.0873278779124,observed_residual_preserved,False,462.9043905513227,-9.80083836934412,0.0,26.024394771394455,157.0033480357133,636.1312949890863,2008.6841669904643
pv,FRA,2020,0.04380744803495976,1112.9280483932464,407.7778421588375,785.1213958636927,705.1502062344089,1192.8992380225302,710.6335,0.6443652037231569,-0.5680182225907597,199.95298026375104,observed_residual_preserved,False,612.4037084056151,58.47639739098918,0.0,22.0047870283026,168.86900042155193,861.7538932464589,2054.653131268989
pv,FRA,2021,0.04380744803495976,918.0257559627578,455.16658393205415,706.8610404377391,462.85917203070363,1162.0276243697933,854.92824,0.6424191111057461,-0.5680182225907597,132.2703512816737,observed_residual_preserved,False,624.1351708710746,73.28000998874714,0.0,25.775020357575038,101.18637143947458,824.3765726568713,1986.4041970266646
pv,FRA,2022,0.04380744803495976,1228.3628006623424,381.9439113909419,630.3878675587093,846.4188892714005,1012.3317789496512,1045.85862,0.625421646378934,-0.5680182225907597,258.5825636622405,observed_residual_preserved,False,856.9797921275315,180.46085811821072,0.0,17.745157252962226,227.49858382004138,1282.6843913187458,2295.016170268397
pv,FRA,2023,0.04380744803495976,977.5888351031304,242.49264853920923,532.3005820349636,735.0961865639212,774.7932305741728,1408.5874199999998,0.5679103821614423,-0.5680182225907597,278.62311655885236,observed_residual_preserved,False,1004.6624819941835,223.20369670908497,0.0,14.511311116100778,247.53913671665325,1489.9166265360225,2264.709857110195
pv,FRA,2024,0.04380744803495976,1103.958016240936,140.17118712993985,453.99182716551,963.7868291109962,594.1630142954499,1864.01976,0.5250071812543446,-0.5680182225907597,425.9489152273712,observed_residual_preserved,False,1117.5161255202638,245.77372889656021,0.0,10.935095146087567,394.8649353851721,1769.0898849480836,2363.2528992435336
pv,IND,2010,0.19856169849549674,6015.812576430637,2805.9289271757975,3215.1952868175176,3209.8836492548394,6021.124213993315,39.73239,0.9854023379917494,-0.7017656828234162,33.29636497512786,observed_residual_preserved,False,0.0,0.0,0.0,0.0,0.0,0.0,6021.124213993315
pv,IND,2011,0.19856169849549674,3706.132789258691,2151.0087263441974,2154.9511612990696,1555.1240629144936,4305.9598876432665,70.26885,0.962344623542295,-0.7017656828234162,42.4574901943624,observed_residual_preserved,False,161.62367040936763,57.074974430620045,0.0,3.8688061995148546,9.161125219234542,231.7285762587371,4537.688463902004
pv,IND,2012,0.19856169849549674,3251.3910782402595,1372.5155216779826,1690.4320908262664,1878.8755565622769,3062.9476125042493,99.31435,0.9374108575447556,-0.7017656828234162,87.18365648404529,observed_residual_preserved,False,415.1777377986183,93.62861578333603,0.0,5.755316218917875,53.88729150891743,568.4489613097896,3631.3965738140387
pv,IND,2013,0.19856169849549674,3346.7804933594625,898.9503190592804,1366.7423955983654,2447.830174300182,2265.692714657646,134.44763,0.8723220334936361,-0.7017656828234162,246.26069710365417,observed_residual_preserved,False,725.3410115227189,270.277080412387,0.0,8.671241436185834,212.9643321285263,1217.253665499818,3482.946380157464
pv,IND,2014,0.19856169849549674,2271.335541607726,873.4753967382785,1146.730946908842,1397.8601448694476,2020.2063436471205,172.65223999999998,0.8391796133082317,-0.7017656828234162,183.02283362901878,observed_residual_preserved,False,699.643396466641,229.34603987337746,0.0,9.95739185065209,149.72646865389092,1088.6732968445615,3108.879640491682
pv,IND,2015,0.19856169849549674,1547.763572844863,716.7522671039153,967.8130032399883,831.0113057409476,1684.5652703439036,219.86211,0.8048958958867447,-0.7017656828234162,136.72173020487836,observed_residual_preserved,False,815.8835233214043,273.3499643527515,0.0,10.542309318807709,103.4253652297505,1203.2011622227137,2887.7664325666174
pv,IND,2016,0.19856169849549674,1332.2464239123133,562.2462710458713,794.3902454317467,770.000152866442,1356.636516477618,291.30835,0.735208414039625,-0.7017656828234162,185.51891946289103,observed_residual_preserved,False,917.6380020323207,291.4622099510257,0.0,12.595689930992153,152.22255448776318,1373.9184564021018,2730.5549728797196
pv,IND,2017,0.19856169849549674,1328.4315129609276,476.4738536992924,653.9725069302505,851.9576592616352,1130.4463606295428,384.35013,0.6614012072794148,-0.7017656828234162,286.74287715911896,observed_residual_preserved,False,960.7335047104258,276.99172834056424,0.0,14.860817423750188,253.4465121839911,1506.0325626587314,2636.478923288274
pv,IND,2018,0.19856169849549674,943.7873225135758,482.37874974380975,560.7741715240533,461.408572769766,1043.152921267863,478.49221,0.6356344860870359,-0.7017656828234162,172.73546904239825,observed_residual_preserved,False,993.0453143377975,237.25080994076006,-61.01984619441823,16.07047320408868,139.4391040672704,1324.7858553554986,2367.9387766233613
pv,IND,2019,0.19856169849549674,736.3417292664177,421.8675791955431,489.889563790573,314.4741500708746,911.7571429861162,580.10487,0.6485187238645316,-0.7017656828234162,111.68446616678735,observed_residual_preserved,False,1085.4945799044035,218.7657908799224,-123.90981179506645,12.8971898660378,78.38810119165949,1271.6358500469566,2183.392993033073
pv,IND,2020,0.19856169849549674,701.3016128884932,345.58693555550485,424.8593165644817,355.71467733298834,770.4462521199865,710.6335,0.6443652037231569,-0.7017656828234162,128.50935656889502,observed_residual_preserved,False,1121.8074381492277,240.0269159323876,-85.94172142451934,11.41564871462549,95.21299159376716,1382.5212729654886,2152.9675250854752
pv,IND,2021,0.19856169849549674,669.689384633508,399.94364399683883,373.16817598995164,269.74574063666915,773.1118199867905,854.92824,0.6424191111057461,-0.7017656828234162,98.23154449048455,observed_residual_preserved,False,1033.8865135122808,232.4618798769543,-48.443682021223,11.908890840553529,64.9351795153567,1294.7487817239223,2067.8606017107127
pv,IND,2022,0.19856169849549674,679.9035273566287,434.89590623013305,323.94382355338945,245.00762112649568,758.8397297835224,1045.85862,0.625421646378934,-0.7017656828234162,95.57183816908643,observed_residual_preserved,False,1217.574111523817,274.32734147170873,-179.7979281332687,13.727325934258317,62.275473193958575,1388.1063239904738,2146.946053773996
pv,IND,2023,0.19856169849549674,728.321084784776,357.0288901868288,262.85957681794315,371.2921945979472,619.8884670047719,1408.5874199999998,0.5679103821614423,-0.7017656828234162,180.9808130890173,observed_residual_preserved,False,1149.1964096997476,223.3019592735968,-195.83533905697865,12.698303137605263,147.68444811388943,1337.0457811678605,1956.9342481726324
pv,IND,2024,0.19856169849549674,525.1674202758713,191.57837800557286,215.94456851054264,333.5890422702985,407.5229465161155,1864.01976,0.5250071812543446,-0.7017656828234162,190.72344982527324,observed_residual_preserved,False,1382.9262040955737,276.290567750548,-209.50200575711455,10.051998081492046,157.42708485014538,1617.1938490206444,2024.71679553676
pv,ITA,2010,0.04998597115577636,6078.874297702453,2717.835002031279,2929.3311145239554,3361.039295671174,5647.166116555234,39.73239,0.9854023379917494,-0.5895247210083466,29.263889066503065,observed_residual_preserved,False,0.0,0.0,0.0,0.0,0.0,0.0,5647.166116555234
pv,ITA,2011,0.04998597115577636,5733.075804344135,2045.1935420745149,2093.107047821177,3687.88226226962,4138.300589895692,70.26885,0.962344623542295,-0.5895247210083466,84.39891459588166,observed_residual_preserved,False,205.76493018822973,37.217169380606975,0.0,3.505059399657286,55.135025529378595,301.6221844978726,4439.922774393564
pv,ITA,2012,0.04998597115577636,3045.068997250228,1374.6295010785539,1706.9305322940193,1670.4394961716744,3081.5600333725733,99.31435,0.9374108575447556,-0.5895247210083466,64.87710293839156,observed_residual_preserved,False,440.7412652718113,-2.666268065047321,0.0,5.137155026817538,35.61321387188849,478.82536610547,3560.3853994780434
pv,ITA,2013,0.04998597115577636,2424.211548272102,1149.3520412138007,1427.8056267862733,1274.8595070583012,2577.157668000074,134.44763,0.8723220334936361,-0.5895247210083466,106.907424795207,observed_residual_preserved,False,409.44071274435703,-103.75572579310118,-23.860154249976674,14.883961917849476,77.64353572870394,374.35233034783255,2951.5099983479067
pv,ITA,2014,0.04998597115577636,2241.319524548638,1099.8973042530074,1232.070231031801,1141.4222202956307,2331.9675352848085,172.65223999999998,0.8391796133082317,-0.5895247210083466,124.29219706324577,observed_residual_preserved,False,447.9969928801564,-82.05502010053182,-40.47986846933172,17.665284710369168,95.0283079967427,438.15569701740475,2770.123232302213
pv,ITA,2015,0.04998597115577636,,956.6572146746878,1068.4353178747895,,2025.0925325494773,219.86211,0.8048958958867447,-0.5895247210083466,145.8395457986399,fitted_for_missing_observation,False,468.04835612348495,-83.84372330777406,-38.70923627117886,19.976437734328712,116.57565673213684,482.04749101099765,2507.140023560475
pv,ITA,2016,0.04998597115577636,,801.6455196616977,905.1213645652872,,1706.766884226985,291.30835,0.735208414039625,-0.5895247210083466,179.9571079046943,fitted_for_missing_observation,False,575.9069876760043,-44.13150523128393,-41.268245805429,24.254744353057653,150.69321883819126,665.4551998305403,2372.2220840575255
pv,ITA,2017,0.04998597115577636,1157.9088452672888,713.1596128949249,768.6759779050053,444.74923237236396,1481.8355907999303,384.35013,0.6614012072794148,-0.5895247210083466,122.73727192678317,observed_residual_preserved,False,593.4784161146518,-49.62725023676,-73.97390969033081,29.789039208597092,93.4733828602801,593.1396782564383,2074.9752690563687
