technology,iso3,country_new,start_year_new,end_year_new,method_new,total_decline_new,P_direct_new,S_share_new,T_cn_tariff_new,K_spillover_new,G_other_new,cn_related_net_new,remainder_new,cn_tariff_cost_increase_new,other_origin_tariff_new,SDA_interactions_new,P_pct_new,S_pct_new,T_pct_new,K_pct_new,G_pct_new,net_pct_new,country_previous,start_year_previous,end_year_previous,method_previous,total_decline_previous,P_direct_previous,S_share_previous,T_cn_tariff_previous,K_spillover_previous,G_other_previous,cn_related_net_previous,remainder_previous,cn_tariff_cost_increase_previous,other_origin_tariff_previous,SDA_interactions_previous,P_pct_previous,S_pct_previous,T_pct_previous,K_pct_previous,G_pct_previous,net_pct_previous
pv,BRA,Brazil,2010,2024,Shapley,6798.078946200655,1379.237450240469,236.46743352316903,-16.431158915055743,8.470653364514877,369.22592420693314,1976.9703024200303,4821.108643780624,16.431158915055743,-11.378009558460212,0.0,20.288635380018707,3.478444945911185,-0.24170297292941667,0.12460363334334326,5.431327396003367,29.081308382347185,Brazil,2011,2024,Shapley,6798.078946200655,1029.6398977702654,183.0526700039856,-12.65914479823364,6.577221055982462,250.7778028360467,1457.3884468680465,5340.690499332608,12.65914479823364,-8.767150742077876,0.0,15.146042079221743,2.6927117418412894,-0.1862165017266921,0.0967511720301273,3.68895102308576,21.43823951445223
pv,JPN,Japan,2010,2024,Shapley,4732.825819242991,863.568118490911,800.0556994486501,0.0,111.44667218588924,181.81847654837944,1956.8889666738298,2775.9368525691616,-0.0,0.0,0.0,18.246353267001012,16.904397710892685,0.0,2.3547596392151817,3.8416473264055395,41.34715794351442,Japan,2011,2024,Shapley,4732.825819242991,639.2180092003497,608.4898329204796,0.0,88.74854681650554,166.19573722610153,1502.6521261634364,3230.173693079555,-0.0,0.0,0.0,13.506053964660625,12.856797527735909,0.0,1.8751703571187144,3.5115540603749555,31.7495759098902
pv,KOR,South Korea,2010,2024,Shapley,5750.361703815428,907.7310307664224,124.65136434412688,0.0,41.14586291518621,332.28646156203456,1405.81471958777,4344.546984227658,-0.0,-0.00018360529863364373,0.0,15.785633626561836,2.1677134546409373,0.0,0.7155352138611641,5.778531485098735,24.447413780162673,South Korea,2011,2024,Shapley,5750.361703815428,702.0310850818194,71.4104758517725,0.0,30.91390413377113,275.9027241328142,1080.2581892001772,4670.103514615251,-0.0,-0.0001081619688078,0.0,12.208468288455908,1.241843201000571,0.0,0.5375992976799949,4.798006427139179,18.785917214275653
