technology,iso3,year,weight,observed,procurement_model,other_cost_fitted,other_cost_observed,model_factual,Q,Q_ratio,beta_B,G_level_gap,G_anchor,B_fit_outside_year_range,P_direct,S_share,T_cn_tariff,K_spillover,G_other,china_contribution_since_2010,model_without_china_contribution,observed_completed,observation_imputed,completion_method
pv,AUS,2010,0.0437210408679616,8226.006707647639,2666.087536470219,6575.302935539268,5559.91917117742,9241.390472009489,39.73239,0.9854023379917494,-0.6311445523247294,51.842608557774575,observed_residual_preserved,False,0.0,0.0,0.0,0.0,0.0,0.0,9241.390472009489,8226.006707647639,False,reported
pv,AUS,2011,0.0437210408679616,8070.627916404932,1951.7830260493904,4588.100431885518,6118.844890355542,6539.8834579349095,70.26885,0.962344623542295,-0.6311445523247294,150.0390540431568,observed_residual_preserved,False,344.36265788570546,14.740980429272447,0.0,2.030066814685904,98.1964454853822,459.330150615046,6999.213608549955,8070.627916404932,False,reported
pv,AUS,2012,0.0437210408679616,5845.8413892502,1192.4342491942662,3688.110954154833,4653.407140055934,4880.545203349099,99.31435,0.9374108575447556,-0.6311445523247294,193.75215516959943,observed_residual_preserved,False,828.9382913565837,42.11685117615549,0.0,2.8734090960825363,141.90954661182488,1015.8380982406468,5896.383301589746,5845.8413892502,False,reported
pv,AUS,2013,0.0437210408679616,3431.1490001785755,860.2898660049309,3046.368948670667,2570.8591341736446,3906.658814675598,134.44763,0.8723220334936361,-0.6311445523247294,231.474044534804,observed_residual_preserved,False,1057.6484863654168,76.50996728001226,0.0,5.9679452460522,179.63143597702938,1319.7578348685108,5226.416649544109,3431.1490001785755,False,reported
pv,AUS,2014,0.0437210408679616,3581.3283583559555,857.4327133734384,2601.525984466303,2723.8956449825173,3458.958697839741,172.65223999999998,0.8391796133082317,-0.6311445523247294,318.7334562719923,observed_residual_preserved,False,1005.1977987602082,9.527140440445324,0.0,6.95851770054727,266.8908477142177,1288.574304615419,4747.53300245516,3581.3283583559555,False,reported
pv,AUS,2015,0.0437210408679616,2663.0217981108967,724.9704361883232,2233.4270165617786,1938.0513619225733,2958.397452750102,219.86211,0.8048958958867447,-0.6311445523247294,284.5273439630091,observed_residual_preserved,False,1095.0976970141542,29.218325908454755,0.0,7.362873875004547,232.68473540523453,1364.363632202848,4322.76108495295,2663.0217981108967,False,reported
pv,AUS,2016,0.0437210408679616,2292.9292994915004,567.7810367104781,1870.0115835712204,1725.1482627810224,2437.7926202816984,291.30835,0.735208414039625,-0.6311445523247294,369.64288569790506,observed_residual_preserved,False,1220.5235538312345,61.736176879239366,0.0,9.91471957991503,317.8002771401305,1609.9747274305194,4047.767347712218,2292.9292994915004,False,reported
pv,AUS,2017,0.0437210408679616,2346.42868245442,507.80294671927766,1569.8958446438712,1838.6257357351424,2077.6987913631488,384.35013,0.6614012072794148,-0.6311445523247294,548.1185006968178,observed_residual_preserved,False,1203.6404970581923,16.906270637101073,0.0,11.831578063579684,496.27589213904326,1728.654237897916,3806.353029261065,2346.42868245442,False,reported
pv,AUS,2018,0.0437210408679616,1809.828003777512,438.8934913020056,1367.1582874292396,1370.9345124755066,1806.051778731245,478.49221,0.6356344860870359,-0.6311445523247294,453.8906236258511,observed_residual_preserved,False,1300.2499785391678,64.06738772801113,0.0,11.487025159315555,402.04801506807655,1777.8524064945714,3583.9041852258165,1809.828003777512,False,reported
pv,AUS,2019,0.0437210408679616,1489.0921446638883,336.0370827124785,1210.6961061267905,1153.05506195141,1546.733188839269,580.10487,0.6485187238645316,-0.6311445523247294,362.4385984397887,observed_residual_preserved,False,1407.82660225056,91.8994924042321,0.0,9.077665583563062,310.5959898820141,1819.3997501203692,3366.1329389596385,1489.0921446638883,False,reported
pv,AUS,2020,0.0437210408679616,1248.0457552893834,303.05931400195163,1065.1397478855254,944.9864412874316,1368.199061887477,710.6335,0.6443652037231569,-0.6311445523247294,302.0835395777804,observed_residual_preserved,False,1417.401454268666,82.31413818328907,0.0,8.63367157608569,250.24093102000575,1758.5901950480463,3126.789256935524,1248.0457552893834,False,reported
pv,AUS,2021,0.0437210408679616,1162.0471230412904,371.103902666107,947.8416555023392,790.9432203751835,1318.945558168446,854.92824,0.6424191111057461,-0.6311445523247294,254.8351250677683,observed_residual_preserved,False,1363.8172970027913,80.9692232222608,0.0,7.149750548785686,202.9925165099937,1654.9287872838315,2973.8743454522773,1162.0471230412904,False,reported
pv,AUS,2022,0.0437210408679616,979.5214615557928,353.86640981108314,834.6094605210275,625.6550517447097,1188.4758703321106,1045.85862,0.625421646378934,-0.6311445523247294,215.70001410587884,observed_residual_preserved,False,1377.6648283337963,82.98081215298961,0.0,6.45636672192969,163.85740554810425,1630.95941275682,2819.43528308893,979.5214615557928,False,reported
pv,AUS,2023,0.0437210408679616,1012.2454310798984,224.51838178014515,691.6230844303054,787.7270492997532,916.1414662104504,1408.5874199999998,0.5679103821614423,-0.6311445523247294,338.0715892812261,observed_residual_preserved,False,1510.1312268991765,108.35263868175662,0.0,6.055906567097996,286.2289807234516,1910.7687528714823,2826.910219081933,1012.2454310798984,False,reported
pv,AUS,2024,0.0437210408679616,943.9690385525072,129.51154301459258,579.5357096998207,814.4574955379146,709.0472527144133,1864.01976,0.5250071812543446,-0.6311445523247294,408.7062675536061,observed_residual_preserved,False,1610.212914959786,124.9650521365189,0.0,5.45108392536501,356.86365899583154,2097.4927100175014,2806.539962731915,943.9690385525072,False,reported
pv,BRA,2010,0.1277286019878905,,2841.544742567657,10215.554287664529,,13057.099030232186,39.73239,0.9854023379917494,-0.8431480181598846,58.39927829809899,2011_TIC_carried_to_2010,True,0.0,0.0,0.0,0.0,0.0,0.0,13057.099030232186,7522.515553575554,True,2011_value_carried_to_2010_per_user
pv,BRA,2011,0.1277286019878905,7522.515553575554,2145.844033503496,6316.597124754594,5376.671520072058,8462.44115825809,70.26885,0.962344623542295,-0.8431480181598846,176.8473996689854,observed_residual_preserved,False,196.8607088740331,-5.031377709695237,0.0,4.177689087085612,118.4481213708864,314.45514162230984,8776.8962998804,7522.515553575554,False,reported
pv,BRA,2012,0.1277286019878905,,1420.2575738767985,4718.466739838976,,6138.724313715774,99.31435,0.9374108575447556,-0.8431480181598846,264.27158600651273,fitted_for_missing_observation,False,482.9448816275012,19.87246495916699,0.0,6.007318377772983,205.87230770841376,714.696972672855,6853.421286388629,6319.899096442668,True,internal_linear_interpolation
pv,BRA,2013,0.1277286019878905,5117.282639309783,1076.9540102485794,3655.0409002931688,4040.328629061204,4731.994910541748,134.44763,0.8723220334936361,-0.8431480181598846,493.18466682083294,observed_residual_preserved,False,585.9993362745598,12.747304782407696,3.684934347232127,13.83398617026497,434.785388522734,1051.050950097199,5783.045860638947,5117.282639309783,False,reported
pv,BRA,2014,0.1277286019878905,6068.722799156141,1009.5977421492224,2960.126634866061,5059.125057006919,3969.724377015284,172.65223999999998,0.8391796133082317,-0.8431480181598846,805.9960507667244,observed_residual_preserved,False,586.741880252292,3.525076635034208,0.0,16.507106114230695,747.5967724686253,1354.3708354701823,5324.095212485466,6068.722799156141,False,reported
pv,BRA,2015,0.1277286019878905,2497.658976411624,821.9244308268568,2414.3384512008897,1675.7345455847671,3236.2628820277464,219.86211,0.8048958958867447,-0.8431480181598846,336.50925016254325,observed_residual_preserved,False,735.7614337565642,85.21696066236764,0.0,15.784576841212292,278.1099718644443,1114.8729431245883,4351.135825152334,2497.658976411624,False,reported
pv,BRA,2016,0.1277286019878905,2460.5928028234507,568.3766487495783,1904.422571565128,1892.2161540738723,2472.799220314706,291.30835,0.735208414039625,-0.8431480181598846,560.2696058819768,observed_residual_preserved,False,1027.7753609485335,235.14852548021187,0.0,14.45107689527594,501.8703275838778,1779.2452909078993,4252.044511222605,2460.5928028234507,False,reported
pv,BRA,2017,0.1277286019878905,1975.0868857598143,482.78243735120384,1507.5444881806472,1492.3044484086104,1990.326925531851,384.35013,0.6614012072794148,-0.8431480181598846,622.3140502327582,observed_residual_preserved,False,1078.7696691204862,231.9042924321955,0.0,16.535301086908675,563.9147719346591,1891.1240345742492,3881.450960106101,1975.0868857598143,False,reported
pv,BRA,2018,0.1277286019878905,1809.6190475909184,434.6277856666832,1253.2751396165838,1374.9912619242352,1687.902925283267,478.49221,0.6356344860870359,-0.8431480181598846,639.7773917626174,observed_residual_preserved,False,1117.8977849574894,235.89153130093567,0.0,16.085256259543605,581.3781134645184,1951.252685982487,3639.155611265754,1809.6190475909184,False,reported
pv,BRA,2019,0.1277286019878905,1495.162848478625,339.1556423527974,1065.4487732773468,1156.0072061258277,1404.604415630144,580.10487,0.6485187238645316,-0.8431480181598846,509.4661767893433,observed_residual_preserved,False,1223.9092335389237,248.27466204016704,-17.45836846825805,12.389465708931084,451.0668984912443,1918.181891311008,3322.7863069411524,1495.162848478625,False,reported
pv,BRA,2020,0.1277286019878905,1298.4074341474254,304.6098542145941,897.8798206178218,993.7975799328312,1202.489674832416,710.6335,0.6443652037231569,-0.8431480181598846,445.7560309611377,observed_residual_preserved,False,1241.6007308970898,241.95920036787632,-17.208605884613192,10.95145152926148,387.3567526630387,1864.659529572653,3067.1492044050688,1298.4074341474254,False,reported
pv,BRA,2021,0.1277286019878905,915.5422974243716,376.4771235260486,768.2930901527423,539.0651738983229,1144.770213678791,854.92824,0.6424191111057461,-0.8431480181598846,243.78520572086856,observed_residual_preserved,False,1186.685043153147,227.7557828091293,-17.724163467912767,10.945954398925648,185.3859274227696,1593.0485443160587,2737.81875799485,915.5422974243716,False,reported
pv,BRA,2022,0.1277286019878905,779.5200740754375,359.85205446189406,648.2088449663519,419.6680196135434,1008.060899428246,1045.85862,0.625421646378934,-0.8431480181598846,203.7255006236535,observed_residual_preserved,False,1193.1791841884713,219.74098367237195,-17.62154456266653,10.451268083390683,145.3262223255545,1551.0761137071215,2559.137013135368,779.5200740754375,False,reported
