iso3,country,year,tic,G_global,logC,logQ,logG,logM,source_sheet,source_cell,model_id,spec,fit_end,fitted_log_cost,residual
CHN,China,2017,1377.8666056804332,50808.097057900006,7.228291644043518,5.951553934028465,10.835811011768737,2.891409513410439,Figure 3.3,J7,pv_CHN_2022_C,C,2022,7.116986439879189,0.11130520416432876
CHN,China,2018,1047.2659983319315,54640.287352110005,6.9539382362269855,6.17063993071869,10.908526753237249,2.956890415537674,Figure 3.3,K7,pv_CHN_2022_C,C,2022,6.993186606506248,-0.03924837027926209
CHN,China,2019,946.188254693266,56335.25861689902,6.852441549986699,6.363208897541072,10.939075881284436,2.5071504398904505,Figure 3.3,L7,pv_CHN_2022_C,C,2022,6.868608336078149,-0.016166786091450724
CHN,China,2020,765.8158251007976,59295.73275520909,6.640941703625708,6.566156825734936,10.9902926221134,2.4948890766393457,Figure 3.3,M7,pv_CHN_2022_C,C,2022,6.748204007307666,-0.10726230368195822
CHN,China,2021,713.51431624731,62909.1594796882,6.570202501533129,6.751017535589894,11.049447051795886,3.442230801592228,Figure 3.3,N7,pv_CHN_2022_C,C,2022,6.652910484403675,-0.08270798287054593
CHN,China,2022,759.3280240727838,68369.24353171937,6.632433863312094,6.952593472965691,11.132678346516066,3.62475566987548,Figure 3.3,O7,pv_CHN_2022_C,C,2022,6.545329371082009,0.08710449223008432
CHN,China,2010,4291.432902265811,36781.0,8.36437596600536,3.682166724070565,10.512736686478211,4.456192445165693,Figure 3.3,C7,pv_CHN_2022_D,D,2022,8.554743309781415,-0.1903673437760549
CHN,China,2011,4031.162378781085,40361.90000000001,8.301810044811699,4.252328599622632,10.605641549672672,4.509679808932987,Figure 3.3,D7,pv_CHN_2022_D,D,2022,8.197868561543709,0.10394148326798991
CHN,China,2012,3275.3966683631643,42659.71000000001,8.094194260845795,4.598290072191402,10.661010194065058,3.523311081544699,Figure 3.3,E7,pv_CHN_2022_D,D,2022,7.980906639332835,0.1132876215129599
CHN,China,2013,2520.8503416008384,43732.739,7.83235156072955,4.90117475518874,10.685852276792648,3.015723559908184,Figure 3.3,F7,pv_CHN_2022_D,D,2022,7.781112605626383,0.051238955103166894
CHN,China,2014,2100.065022292831,44962.4651,7.649723586228757,5.151279397977148,10.713583311801187,3.26713839072327,Figure 3.3,G7,pv_CHN_2022_D,D,2022,7.619141674928088,0.03058191130066934
CHN,China,2015,1622.5553814943787,45982.21859000001,7.391757581428304,5.39300057712095,10.736010048349293,3.164990795937875,Figure 3.3,H7,pv_CHN_2022_D,D,2022,7.460777183489029,-0.06901960206072477
CHN,China,2016,1468.7692152533812,48058.99673100001,7.292180060532598,5.674382328161501,10.780184633729247,2.929240932529897,Figure 3.3,I7,pv_CHN_2022_D,D,2022,7.283957253696503,0.008222806836094776
CHN,China,2017,1377.8666056804332,50808.097057900006,7.228291644043518,5.951553934028465,10.835811011768737,2.891409513410439,Figure 3.3,J7,pv_CHN_2022_D,D,2022,7.114829902013937,0.11346174202958093
CHN,China,2018,1047.2659983319315,54640.287352110005,6.9539382362269855,6.17063993071869,10.908526753237249,2.956890415537674,Figure 3.3,K7,pv_CHN_2022_D,D,2022,6.993123494923097,-0.03918525869611145
CHN,China,2019,946.188254693266,56335.25861689902,6.852441549986699,6.363208897541072,10.939075881284436,2.5071504398904505,Figure 3.3,L7,pv_CHN_2022_D,D,2022,6.872245656380073,-0.01980410639337471
CHN,China,2020,765.8158251007976,59295.73275520909,6.640941703625708,6.566156825734936,10.9902926221134,2.4948890766393457,Figure 3.3,M7,pv_CHN_2022_D,D,2022,6.752778196131785,-0.11183649250607708
CHN,China,2021,713.51431624731,62909.1594796882,6.570202501533129,6.751017535589894,11.049447051795886,3.442230801592228,Figure 3.3,N7,pv_CHN_2022_D,D,2022,6.649167188180941,-0.07896468664781242
CHN,China,2022,759.3280240727838,68369.24353171937,6.632433863312094,6.952593472965691,11.132678346516066,3.62475566987548,Figure 3.3,O7,pv_CHN_2022_D,D,2022,6.5439908932857325,0.08844297002636115
DEU,Germany,2010,4412.429498946073,36781.0,8.39218072353795,3.682166724070565,10.512763874058926,4.456192445165693,Figure 3.3,C9,pv_DEU_2022_A,A,2022,8.448135852497689,-0.05595512895973975
DEU,Germany,2011,3509.4585583491103,40361.90000000001,8.163217047680499,4.252328599622632,10.605666325206338,4.509679808932987,Figure 3.3,D9,pv_DEU_2022_A,A,2022,8.13761273781117,0.02560430986932971
DEU,Germany,2012,2788.468001908775,42659.71000000001,7.933247620744503,4.598290072191402,10.661033635112348,3.523311081544699,Figure 3.3,E9,pv_DEU_2022_A,A,2022,7.938551486674381,-0.005303865929878526
DEU,Germany,2013,2385.8489941203084,43732.739,7.777310312356795,4.90117475518874,10.685875142695629,3.015723559908184,Figure 3.3,F9,pv_DEU_2022_A,A,2022,7.718913084021449,0.05839722833534555
DEU,Germany,2014,1905.6109817322056,44962.4651,7.552557961458174,5.151279397977148,10.713605552327314,3.26713839072327,Figure 3.3,G9,pv_DEU_2022_A,A,2022,7.55797237468904,-0.005414413230866444
DEU,Germany,2015,1524.0657237487353,45982.21859000001,7.32913686113608,5.39300057712095,10.736031795649817,3.164990795937875,Figure 3.3,H9,pv_DEU_2022_A,A,2022,7.390564062562187,-0.061427201426107025
DEU,Germany,2016,1383.628851008505,48058.99673100001,7.23246492897665,5.674382328161501,10.780205441271315,2.929240932529897,Figure 3.3,I9,pv_DEU_2022_A,A,2022,7.231679722045611,0.0007852069310390064
DEU,Germany,2017,1326.5973101999584,50808.097057900006,7.190372529500043,5.951553934028465,10.835830693477304,2.891409513410439,Figure 3.3,J9,pv_DEU_2022_A,A,2022,7.101600208710246,0.08877232078979702
DEU,Germany,2018,1325.5787006452413,54640.287352110005,7.189604398274486,6.17063993071869,10.908545054584073,2.956890415537674,Figure 3.3,K9,pv_DEU_2022_A,A,2022,7.058415402560581,0.13118899571390497
DEU,Germany,2019,1070.350382721752,56335.25861689902,6.975741334340087,6.363208897541072,10.939093631999517,2.5071504398904505,Figure 3.3,L9,pv_DEU_2022_A,A,2022,6.94789851867931,0.02784281566077773
DEU,Germany,2020,823.3332704010522,59295.73275520909,6.713361064517941,6.566156825734936,10.990309486591185,2.4948890766393457,Figure 3.3,M9,pv_DEU_2022_A,A,2022,6.874244117808742,-0.16088305329080121
DEU,Germany,2021,787.7903462895194,62909.1594796882,6.669231996449944,6.751017535589894,11.049462947605978,3.442230801592228,Figure 3.3,N9,pv_DEU_2022_A,A,2022,6.84082004446517,-0.1715880480152263
DEU,Germany,2022,1057.341173676759,68369.24353171937,6.963512709264141,6.952593472965691,11.132692972869016,3.62475566987548,Figure 3.3,O9,pv_DEU_2022_A,A,2022,6.835531875710447,0.1279808335536945
DEU,Germany,2010,4412.429498946073,36781.0,8.39218072353795,3.682166724070565,10.512763874058926,4.456192445165693,Figure 3.3,C9,pv_DEU_2022_B,B,2022,8.447799196894193,-0.055618473356243925
DEU,Germany,2011,3509.4585583491103,40361.90000000001,8.163217047680499,4.252328599622632,10.605666325206338,4.509679808932987,Figure 3.3,D9,pv_DEU_2022_B,B,2022,8.134185442842163,0.029031604838335667
DEU,Germany,2012,2788.468001908775,42659.71000000001,7.933247620744503,4.598290072191402,10.661033635112348,3.523311081544699,Figure 3.3,E9,pv_DEU_2022_B,B,2022,7.941751398604881,-0.008503777860378037
DEU,Germany,2013,2385.8489941203084,43732.739,7.777310312356795,4.90117475518874,10.685875142695629,3.015723559908184,Figure 3.3,F9,pv_DEU_2022_B,B,2022,7.722892738059716,0.054417574297078275
DEU,Germany,2014,1905.6109817322056,44962.4651,7.552557961458174,5.151279397977148,10.713605552327314,3.26713839072327,Figure 3.3,G9,pv_DEU_2022_B,B,2022,7.557560772390097,-0.0050028109319235625
DEU,Germany,2015,1524.0657237487353,45982.21859000001,7.32913686113608,5.39300057712095,10.736031795649817,3.164990795937875,Figure 3.3,H9,pv_DEU_2022_B,B,2022,7.388443562232617,-0.059306701096536685
DEU,Germany,2016,1383.628851008505,48058.99673100001,7.23246492897665,5.674382328161501,10.780205441271315,2.929240932529897,Figure 3.3,I9,pv_DEU_2022_B,B,2022,7.2301005043161055,0.0023644246605440955
DEU,Germany,2017,1326.5973101999584,50808.097057900006,7.190372529500043,5.951553934028465,10.835830693477304,2.891409513410439,Figure 3.3,J9,pv_DEU_2022_B,B,2022,7.099951684886108,0.09042084461393518
DEU,Germany,2018,1325.5787006452413,54640.287352110005,7.189604398274486,6.17063993071869,10.908545054584073,2.956890415537674,Figure 3.3,K9,pv_DEU_2022_B,B,2022,7.058367146879988,0.1312372513944986
