technology,iso3,year,observed,procurement,B_fit,B_anchor,beta_B,model_factual,capacity_weight,observation_rule,observed_completed
wind,AUS,2018,1901.9960055896213,921.1592246762395,1374.8705575787012,980.8367809133817,-0.6608866327723203,2296.029782254941,2655.0,reported,1901.9960055896213
wind,AUS,2019,1851.141553609305,561.8440178601288,1289.701698677161,1289.2975357491762,-0.6608866327723203,1851.5457165372898,2655.0,reported,1851.141553609305
wind,AUS,2020,2042.667395245112,489.91294960493855,1159.2120995182395,1552.7544456401733,-0.6608866327723203,1649.125049123178,2655.0,reported,2042.667395245112
wind,AUS,2021,1411.9064049900608,555.7724708528232,1087.4114323334004,856.1339341372376,-0.6608866327723203,1643.1839031862237,2655.0,reported,1411.9064049900608
wind,AUS,2022,1444.4693860474408,625.721733625624,1026.1783710767088,818.7476524218168,-0.6608866327723203,1651.9001047023328,2655.0,reported,1444.4693860474408
wind,AUS,2023,1609.687604602354,406.28108891760814,950.4138592895771,1203.406515684746,-0.6608866327723203,1356.6949482071852,2655.0,reported,1609.687604602354
wind,AUS,2024,1380.5779985677066,364.3836903060438,885.7759428051778,1016.1943082616629,-0.6608866327723203,1250.1596331112216,2655.0,reported,1380.5779985677066
wind,BRA,2010,3106.241515833783,1889.528704711342,1503.7814157625671,1216.712811122441,-0.4846771838084797,3393.310120473909,3807.310000000001,reported,3106.241515833783
wind,BRA,2011,3076.062176733474,1827.9583399402063,1367.33358177497,1248.1038367932679,-0.4846771838084797,3195.2919217151766,3807.310000000001,reported,3076.062176733474
wind,BRA,2012,3123.635568353567,1524.7385634438037,1247.3519062997937,1598.8970049097634,-0.4846771838084797,2772.090469743597,3807.310000000001,reported,3123.635568353567
wind,BRA,2013,3115.4061913837786,1590.7092704466481,1181.563044618262,1524.6969209371305,-0.4846771838084797,2772.27231506491,3807.310000000001,reported,3115.4061913837786
wind,BRA,2014,2646.2331709806363,1483.2508892377111,1097.0460961397416,1162.9822817429251,-0.4846771838084797,2580.296985377453,3807.310000000001,reported,2646.2331709806363
wind,BRA,2015,2296.044752105918,1272.7341614654624,1009.6914765789455,1023.3105906404558,-0.4846771838084797,2282.425638044408,3807.310000000001,reported,2296.044752105918
wind,BRA,2016,2406.8480453672,1290.7025722228504,956.0019312776659,1116.1454731443496,-0.4846771838084797,2246.7045035005162,3807.310000000001,reported,2406.8480453672
wind,BRA,2017,2065.9924280499176,1250.159762685251,914.6756363875422,815.8326653646666,-0.4846771838084797,2164.8353990727933,3807.310000000001,reported,2065.9924280499176
wind,BRA,2018,2097.030868371903,1236.991719887558,877.9301859443303,860.0391484843451,-0.4846771838084797,2114.9219058318886,3807.310000000001,reported,2097.030868371903
wind,BRA,2019,1855.591229116072,1196.446220883766,837.7073353165757,659.145008232306,-0.4846771838084797,2034.1535562003419,3807.310000000001,reported,1855.591229116072
wind,BRA,2020,1704.893122200668,1057.7805470291376,774.6718199160423,647.1125751715304,-0.4846771838084797,1832.4523669451798,3807.310000000001,reported,1704.893122200668
wind,BRA,2021,1306.215139814895,612.8619567508699,739.1842126512051,693.3531830640252,-0.4846771838084797,1352.046169402075,3807.310000000001,reported,1306.215139814895
wind,BRA,2022,1117.2097995602328,484.15917631864147,708.4233932123723,633.0506232415913,-0.4846771838084797,1192.5825695310136,3807.310000000001,reported,1117.2097995602328
wind,BRA,2023,1099.1746940025257,463.4157784034803,669.6750671617656,635.7589155990454,-0.4846771838084797,1133.090845565246,3807.310000000001,reported,1099.1746940025257
wind,BRA,2024,1307.044736135391,398.9197531891879,635.9618084499955,908.1249829462032,-0.4846771838084797,1034.8815616391835,3807.310000000001,reported,1307.044736135391
wind,CAN,2010,3207.7690771495986,1846.2542649873703,1723.101069912536,1361.5148121622283,-0.2643524831740681,3569.3553348999067,1260.0,reported,3207.7690771495986
wind,CAN,2011,2958.624826998695,1692.3445846877794,1635.9850746449745,1266.2802423109156,-0.2643524831740681,3328.329659332754,1260.0,reported,2958.624826998695
wind,CAN,2012,3223.160817655416,1488.2571783739918,1556.0552313175276,1734.9036392814241,-0.2643524831740681,3044.3124096915194,1260.0,reported,3223.160817655416
wind,CAN,2013,3108.906080752496,1527.4401840208948,1510.7414301507536,1581.4658967316013,-0.2643524831740681,3038.181614171648,1260.0,reported,3108.906080752496
wind,CAN,2014,2909.720813813772,1397.8075560211169,1450.8087264619446,1511.9132577926553,-0.2643524831740681,2848.6162824830617,1260.0,reported,2909.720813813772
wind,CAN,2015,3005.7168964844445,1304.2247681576082,1386.61314627567,1701.4921283268363,-0.2643524831740681,2690.8379144332785,1260.0,reported,3005.7168964844445
wind,CAN,2016,2815.1240756907487,1241.2274431972978,1345.8992381394785,1573.8966324934509,-0.2643524831740681,2587.1266813367765,1260.0,reported,2815.1240756907487
wind,CAN,2017,2471.4182906315746,1123.8333629461483,1313.8477412429718,1347.5849276854262,-0.2643524831740681,2437.68110418912,1260.0,reported,2471.4182906315746
wind,CAN,2018,2210.71492193368,1040.850679124377,1284.7915734422932,1169.8642428093033,-0.2643524831740681,2325.6422525666703,1260.0,reported,2210.71492193368
wind,CAN,2019,2894.3307568325185,704.4428337885606,1252.3443326255353,2189.887923043958,-0.2643524831740681,1956.787166414096,1260.0,reported,2894.3307568325185
wind,CAN,2020,1658.650703711003,544.3774990809422,1200.0334734639202,1114.2732046300607,-0.2643524831740681,1744.4109725448625,1260.0,reported,1658.650703711003
wind,CAN,2021,1553.9705855540396,498.93225793840105,1169.7305891797607,1055.0383276156385,-0.2643524831740681,1668.6628471181618,1260.0,reported,1553.9705855540396
wind,CAN,2022,1819.9977599750696,478.91990944326767,1142.924426773737,1341.077850531802,-0.2643524831740681,1621.8443362170046,1260.0,reported,1819.9977599750696
wind,CAN,2023,1454.1580407027554,424.5368247624041,1108.3925182701926,1029.6212159403512,-0.2643524831740681,1532.9293430325965,1260.0,reported,1454.1580407027554
wind,CAN,2024,1237.5279556276118,560.3421311843513,1077.6013681507616,677.1858244432606,-0.2643524831740681,1637.9434993351128,1260.0,reported,1237.5279556276118
wind,CHN,2010,1765.1775585802086,1119.112956086978,845.2578494862693,646.0646024932305,0.0009530959629259,1964.3708055732473,75360.0,reported,1765.1775585802086
wind,CHN,2011,1717.2558524790718,971.467172218602,845.4159696369172,745.7886802604698,0.0009530959629259,1816.8831418555192,75360.0,reported,1717.2558524790718
wind,CHN,2012,1679.930392658511,847.4255199196986,845.5686644504459,832.5048727388124,0.0009530959629259,1692.9941843701445,75360.0,reported,1679.930392658511
wind,CHN,2013,1595.826062577922,781.8066424666732,845.6587660228251,814.0194201112487,0.0009530959629259,1627.4654084894983,75360.0,reported,1595.826062577922
wind,CHN,2014,1620.231001590525,700.0945572256124,845.7821941538037,920.1364443649126,0.0009530959629259,1545.8767513794162,75360.0,reported,1620.231001590525
wind,CHN,2015,1573.0075398913566,618.8076105539675,845.9202111385854,954.1999293373891,0.0009530959629259,1464.7278216925529,75360.0,reported,1573.0075398913566
wind,CHN,2016,1567.4215724643543,570.5046846470333,846.0111079732544,996.916887817321,0.0009530959629259,1416.5157926202878,75360.0,reported,1567.4215724643543
wind,CHN,2017,1485.129867089238,534.2113357494059,846.0846282584241,950.918531339832,0.0009530959629259,1380.29596400783,75360.0,reported,1485.129867089238
wind,CHN,2018,1538.8013700592198,502.6044898319903,846.1528503413272,1036.1968802272295,0.0009530959629259,1348.7573401733175,75360.0,reported,1538.8013700592198
wind,CHN,2019,1455.786865501193,468.73893763776726,846.2308890004625,987.0479278634257,0.0009530959629259,1314.9698266382297,75360.0,reported,1455.786865501193
wind,CHN,2020,1487.7151523770567,417.2501354431693,846.3610784728234,1070.4650169338875,0.0009530959629259,1263.6112139159927,75360.0,reported,1487.7151523770567
wind,CHN,2021,1314.7834349389225,389.1392194036976,846.4391264172705,925.6442155352249,0.0009530959629259,1235.578345820968,75360.0,reported,1314.7834349389225
wind,CHN,2022,1170.7756516936995,365.2981622319275,846.5098786833668,805.4774894617719,0.0009530959629259,1211.8080409152942,75360.0,reported,1170.7756516936995
wind,CHN,2023,1009.8615152494498,335.97857219698005,846.6035177950423,673.8829430524697,0.0009530959629259,1182.5820899920222,75360.0,reported,1009.8615152494498
wind,CHN,2024,855.9662826565387,311.13156825430923,846.6895163294066,544.8347144022296,0.0009530959629259,1157.821084583716,75360.0,reported,855.9662826565387
wind,DEU,2010,2704.819128610142,2111.7501893658196,730.8646030881091,593.0689392443223,0.2020092160890111,2842.6147924539287,2565.0,reported,2704.819128610142
wind,DEU,2011,2704.819128610142,1922.1958468953924,760.4220000748554,782.6232817147495,0.2020092160890111,2682.6178469702477,2565.0,reported,2704.819128610142
wind,DEU,2012,2457.322731337371,1700.2150388587406,790.0936927671297,757.1076924786303,0.2020092160890111,2490.30873162587,2565.0,reported,2457.322731337371
wind,DEU,2013,2427.545592608569,1643.0450309872963,808.1399322123634,784.5005616212729,0.2020092160890111,2451.1849631996597,2565.0,reported,2427.545592608569
wind,DEU,2014,2394.891197421886,1537.1861962341984,833.5287660599712,857.7050011876875,0.2020092160890111,2370.7149622941697,2565.0,reported,2394.891197421886
wind,DEU,2015,2350.285901628808,1421.515833372084,862.8596490621951,928.770068256724,0.2020092160890111,2284.375482434279,2565.0,reported,2350.285901628808
wind,DEU,2016,2305.478060177636,1348.1641399818948,882.7354819415536,957.3139201957413,0.2020092160890111,2230.8996219234486,2565.0,reported,2305.478060177636
wind,DEU,2017,2305.1190969879626,1274.9917666412082,899.1445146610314,1030.1273303467544,0.2020092160890111,2174.1362813022397,2565.0,reported,2305.1190969879626
wind,DEU,2018,2267.184611637869,1240.4728193870562,914.6424529316199,1026.7117922508126,0.2020092160890111,2155.115272318676,2565.0,reported,2267.184611637869
wind,DEU,2019,2098.5998414809087,1146.710868876521,932.6966552646912,951.8889726043876,0.2020092160890111,2079.4075241412124,2565.0,reported,2098.5998414809087
wind,DEU,2020,2089.1128870850494,1037.4798723154056,963.6087152789851,1051.6330147696438,0.2020092160890111,2001.0885875943907,2565.0,reported,2089.1128870850494
wind,DEU,2021,1944.2419851493808,870.7437759227737,982.6270260633049,1073.498209226607,0.2020092160890111,1853.3708019860787,2565.0,reported,1944.2419851493808
wind,DEU,2022,2011.739426286796,925.1043294468158,1000.1901736345326,1086.6350968399802,0.2020092160890111,1925.2945030813485,2565.0,reported,2011.739426286796
wind,DEU,2023,1791.825824693949,941.4309919416091,1023.9158807847729,850.3948327523399,0.2020092160890111,1965.3468727263821,2565.0,reported,1791.825824693949
wind,DEU,2024,1669.527372030262,875.537730004671,1046.1987495440808,793.9896420255911,0.2020092160890111,1921.7364795487517,2565.0,reported,1669.527372030262
wind,ESP,2010,2917.3316496399493,1778.0769246231569,1415.202627722767,1139.2547250167925,-0.5083763749600175,3193.2795523459235,1315.7700000000004,reported,2917.3316496399493
wind,ESP,2011,2838.1110057057613,1584.1913076390288,1280.821038411021,1253.9196980667325,-0.5083763749600175,2865.01234605005,1315.7700000000004,reported,2838.1110057057613
wind,ESP,2012,2489.7916665030607,1274.3521750855318,1163.1954442529536,1215.4394914175289,-0.5083763749600175,2437.5476193384857,1315.7700000000004,reported,2489.7916665030607
wind,ESP,2013,2478.4744316553188,1313.9247644918669,1098.9298018203383,1164.5496671634519,-0.5083763749600175,2412.854566312205,1315.7700000000004,reported,2478.4744316553188
wind,ESP,2014,2087.660762101033,1230.136489703782,1016.6275710217546,857.524272397251,-0.5083763749600175,2246.7640607255366,1315.7700000000004,reported,2087.660762101033
wind,ESP,2015,1974.0001131302856,1130.4731365544953,931.8878323154838,843.5269765757903,-0.5083763749600175,2062.360968869979,1315.7700000000004,reported,1974.0001131302856
wind,ESP,2016,1944.6505362263824,1085.40331935218,879.9812165852829,859.2472168742024,-0.5083763749600175,1965.384535937463,1315.7700000000004,reported,1944.6505362263824
wind,ESP,2017,2134.4262580278214,1055.3854099515836,840.1238848528548,1079.0408480762378,-0.5083763749600175,1895.5092948044385,1315.7700000000004,reported,2134.4262580278214
wind,ESP,2018,2785.848293599864,1007.4696711386296,804.7583466317225,1778.3786224612345,-0.5083763749600175,1812.228017770352,1315.7700000000004,reported,2785.848293599864
wind,ESP,2019,1848.056275124011,949.4835708386137,766.1290172852874,898.5727042853974,-0.5083763749600175,1715.612588123901,1315.7700000000004,reported,1848.056275124011
wind,ESP,2020,1450.2230865567224,875.8118270380786,705.7747260058753,574.4112595186438,-0.5083763749600175,1581.586553043954,1315.7700000000004,reported,1450.2230865567224
wind,ESP,2021,1330.7665242650544,731.3449845394781,671.9009244719164,599.4215397255763,-0.5083763749600175,1403.2459090113944,1315.7700000000004,reported,1330.7665242650544
wind,ESP,2022,1230.4390450051137,725.430248636965,642.603111449174,505.00879636814875,-0.5083763749600175,1368.033360086139,1315.7700000000004,reported,1230.4390450051137
wind,ESP,2023,1185.8472461907195,780.8195342956693,605.7864714655723,405.0277118950502,-0.5083763749600175,1386.6060057612417,1315.7700000000004,reported,1185.8472461907195
wind,ESP,2024,1398.8328190572436,704.3477312453125,573.8383489698434,694.4850878119311,-0.5083763749600175,1278.186080215156,1315.7700000000004,reported,1398.8328190572436
wind,FRA,2010,2950.0624683907927,1968.843489066251,807.8512668513363,981.2189793245416,0.2520769073090383,2776.6947559175874,1137.119999999999,reported,2950.0624683907927
wind,FRA,2011,2644.948773343461,1803.593619802517,848.8218444253614,841.3551535409442,0.2520769073090383,2652.415464227878,1137.119999999999,reported,2644.948773343461
wind,FRA,2012,2400.053077507022,1562.9963202819724,890.3498385030584,837.0567572250495,0.2520769073090383,2453.3461587850306,1137.119999999999,reported,2400.053077507022
wind,FRA,2013,2262.0084106773293,1424.5039292118086,915.7976987457749,837.5044814655207,0.2520769073090383,2340.3016279575836,1137.119999999999,reported,2262.0084106773293
wind,FRA,2014,2137.2782742110044,1412.2357781286764,951.8383027926491,725.042496082328,0.2520769073090383,2364.0740809213257,1137.119999999999,reported,2137.2782742110044
wind,FRA,2015,2131.6884264783607,1265.4926011811742,993.8144860809675,866.1958252971865,0.2520769073090383,2259.307087262142,1137.119999999999,reported,2131.6884264783607
wind,FRA,2016,2109.213578229046,1240.429921415068,1022.4617579714765,868.783656813978,0.2520769073090383,2262.8916793865446,1137.119999999999,reported,2109.213578229046
wind,FRA,2017,2402.662458269312,1183.63001414796,1046.2332274474143,1219.032444121352,0.2520769073090383,2229.8632415953743,1137.119999999999,reported,2402.662458269312
wind,FRA,2018,2320.5563744430056,882.4999124519697,1068.7837965895824,1438.0564619910358,0.2520769073090383,1951.2837090415521,1137.119999999999,reported,2320.5563744430056
wind,FRA,2019,2101.797854337148,713.5315060952424,1095.173502029492,1388.2663482419052,0.2520769073090383,1808.7050081247344,1137.119999999999,reported,2101.797854337148
wind,FRA,2020,1823.726881097778,752.03445933537,1140.6511354777597,1071.692421762408,0.2520769073090383,1892.6855948131297,1137.119999999999,reported,1823.726881097778
wind,FRA,2021,2020.280869555222,826.878066227157,1168.81171933514,1193.402803328065,0.2520769073090383,1995.689785562297,1137.119999999999,reported,2020.280869555222
wind,FRA,2022,2035.8130904453128,631.8088401589971,1194.9379468297584,1404.0042502863157,0.2520769073090383,1826.7467869887555,1137.119999999999,reported,2035.8130904453128
wind,FRA,2023,1787.5143272747575,775.6782641617551,1230.4120246025077,1011.8360631130024,0.2520769073090383,2006.0902887642628,1137.119999999999,reported,1787.5143272747575
wind,FRA,2024,1860.4830152221043,685.4288185538267,1263.9149417494928,1175.0541966682777,0.2520769073090383,1949.3437603033194,1137.119999999999,reported,1860.4830152221043
wind,GBR,2010,2646.677480945218,1954.516173855146,1190.018202602728,692.1613070900721,-0.1000586056861678,3144.534376457874,812.0999999999985,reported,2646.677480945218
wind,GBR,2011,2809.9113674102177,1723.3254157009228,1166.8777597037365,1086.585951709295,-0.1000586056861678,2890.2031754046593,812.0999999999985,reported,2809.9113674102177
wind,GBR,2012,2747.880979690672,1517.4181726821043,1144.9624683001957,1230.4628070085678,-0.1000586056861678,2662.3806409823,812.0999999999985,reported,2747.880979690672
wind,GBR,2013,2761.2528998111115,1463.0944076748358,1132.226186602355,1298.1584921362758,-0.1000586056861678,2595.320594277191,812.0999999999985,reported,2761.2528998111115
wind,GBR,2014,2697.606225405735,1340.7205583042546,1115.0108501497825,1356.8856671014805,-0.1000586056861678,2455.731408454037,812.0999999999985,reported,2697.606225405735
wind,GBR,2015,2657.2208697143733,1180.3641632569227,1096.0734192406476,1476.8567064574506,-0.1000586056861678,2276.4375824975705,812.0999999999985,reported,2657.2208697143733
wind,GBR,2016,2491.129940503493,1179.809185578973,1083.7790474103365,1311.3207549245199,-0.1000586056861678,2263.5882329893093,812.0999999999985,reported,2491.129940503493
wind,GBR,2017,2516.6323084024853,1186.0247128476276,1073.9368670007739,1330.6075955548577,-0.1000586056861678,2259.9615798484015,812.0999999999985,reported,2516.6323084024853
wind,GBR,2018,2198.396210530895,1130.4972461210928,1064.8846816000303,1067.8989644098024,-0.1000586056861678,2195.3819277211232,812.0999999999985,reported,2198.396210530895
wind,GBR,2019,2258.591645264536,1113.707343671958,1054.624367538633,1144.8843015925781,-0.1000586056861678,2168.3317112105906,812.0999999999985,reported,2258.591645264536
wind,GBR,2020,2047.40763272174,1021.4921087714956,1037.729024768961,1025.9155239502443,-0.1000586056861678,2059.2211335404563,812.0999999999985,reported,2047.40763272174
wind,GBR,2021,2203.410301410913,974.7938065656937,1027.7316236555216,1228.6164948452192,-0.1000586056861678,2002.5254302212152,812.0999999999985,reported,2203.410301410913
wind,GBR,2022,1573.6200074383676,804.8961903110105,1018.7527895143674,768.723817127357,-0.1000586056861678,1823.6489798253779,812.0999999999985,reported,1573.6200074383676
wind,GBR,2023,1303.0584580732284,745.0725657083644,1006.9911268489617,557.985892364864,-0.1000586056861678,1752.0636925573262,812.0999999999985,reported,1303.0584580732284
wind,GBR,2024,1925.620884875948,796.6747553890772,996.3099561546004,1128.9461294868706,-0.1000586056861678,1792.9847115436776,812.0999999999985,reported,1925.620884875948
wind,IND,2010,1607.2867942080602,1699.1182848786855,374.5547148992497,-91.83149067062527,0.177335392834262,2073.6729997779353,3426.920000000005,reported,1607.2867942080602
wind,IND,2011,1439.2246792330563,1572.987977357781,387.819821161163,-133.76329812472454,0.177335392834262,1960.8077985189439,3426.920000000005,reported,1439.2246792330563
wind,IND,2012,1727.3567208366633,1380.1211221512224,401.07301554262176,347.2355986854409,0.177335392834262,1781.1941376938441,3426.920000000005,reported,1727.3567208366633
wind,IND,2013,1775.4884766427886,1360.769366159615,409.10373957543004,414.7191104831736,0.177335392834262,1769.873105735045,3426.920000000005,reported,1775.4884766427886
wind,IND,2014,1697.2585891987796,1087.9527959758327,420.3650640677178,609.3057932229469,0.177335392834262,1508.3178600435506,3426.920000000005,reported,1697.2585891987796
wind,IND,2015,1517.2250364441445,1065.7810948732092,433.3229207964692,451.4439415709353,0.177335392834262,1499.1040156696783,3426.920000000005,reported,1517.2250364441445
wind,IND,2016,1395.643984213105,999.9346642793234,442.0730588538096,395.70931993378167,0.177335392834262,1442.007723133133,3426.920000000005,reported,1395.643984213105
wind,IND,2017,1379.8823534779967,918.8861832780237,449.2788351283991,460.996170199973,0.177335392834262,1368.1650184064229,3426.920000000005,reported,1379.8823534779967
wind,IND,2018,1381.2400608612577,927.3647271676462,456.06977918972444,453.87533369361154,0.177335392834262,1383.4345063573705,3426.920000000005,reported,1381.2400608612577
wind,IND,2019,1255.719701089365,840.3959822085254,463.9631492060352,415.32371888083946,0.177335392834262,1304.3591314145606,3426.920000000005,reported,1255.719701089365
wind,IND,2020,1222.0443385764129,813.309349630865,477.434962572142,408.7349889455479,0.177335392834262,1290.744312203007,3426.920000000005,reported,1222.0443385764129
wind,IND,2021,1051.781225948876,728.8980096987787,485.6970487874982,322.88321625009735,0.177335392834262,1214.595058486277,3426.920000000005,reported,1051.781225948876
wind,IND,2022,1191.1010340630933,630.3557723174746,493.30963409655726,560.7452617456187,0.177335392834262,1123.6654064140318,3426.920000000005,reported,1191.1010340630933
wind,IND,2023,1236.9870705080064,583.7921118180958,503.56748374520157,653.1949586899105,0.177335392834262,1087.3595955632973,3426.920000000005,reported,1236.9870705080064
wind,IND,2024,1110.269638408882,546.3302395020477,513.1751035293131,563.9393989068343,0.177335392834262,1059.5053430313608,3426.920000000005,reported,1110.269638408882
wind,ITA,2010,3042.576771339253,1727.315022243171,1747.8466409473228,1315.261749096082,-0.361943176041216,3475.1616631904935,652.8600000000006,reported,3042.576771339253
wind,ITA,2011,3732.377300030415,1683.0498644123682,1627.9985495569454,2049.327435618047,-0.361943176041216,3311.0484139693135,652.8600000000006,reported,3732.377300030415
wind,ITA,2012,3492.0935581917875,1474.180734817639,1520.0877684854202,2017.9128233741485,-0.361943176041216,2994.2685033030593,652.8600000000006,reported,3492.0935581917875
wind,ITA,2013,2409.1721620428693,1411.8517906055176,1459.8074058682682,997.3203714373517,-0.361943176041216,2871.659196473786,652.8600000000006,reported,2409.1721620428693
wind,ITA,2014,2361.529671561993,1183.7825766289645,1381.1015158513724,1177.7470949330284,-0.361943176041216,2564.884092480337,652.8600000000006,reported,2361.529671561993
wind,ITA,2015,2527.535652399827,1142.5655518672847,1298.11987722526,1384.9701005325423,-0.361943176041216,2440.685429092545,652.8600000000006,reported,2527.535652399827
wind,ITA,2016,2129.873112690811,1062.1705855925134,1246.2178523781665,1067.7025270982977,-0.361943176041216,2308.3884379706797,652.8600000000006,reported,2129.873112690811
wind,ITA,2017,3047.6230662438456,892.9370388435955,1205.7636360913505,2154.68602740025,-0.361943176041216,2098.7006749349457,652.8600000000006,reported,3047.6230662438456
wind,ITA,2018,2093.797504944295,889.6410500716316,1169.4033206507336,1204.1564548726633,-0.361943176041216,2059.0443707223653,652.8600000000006,reported,2093.797504944295
wind,ITA,2019,1988.9232899516264,930.5069133345536,1129.1569951832084,1058.4163766170727,-0.361943176041216,2059.663908517762,652.8600000000006,reported,1988.9232899516264
wind,ITA,2020,2037.3177709416573,664.1411723675017,1065.0821129539997,1373.1765985741556,-0.361943176041216,1729.2232853215014,652.8600000000006,reported,2037.3177709416573
wind,ITA,2021,1564.420272621896,600.6336517591353,1028.4306954369347,963.7866208627606,-0.361943176041216,1629.06434719607,652.8600000000006,reported,1564.420272621896
wind,ITA,2022,1538.4390431300335,582.8697408439816,996.2992046644217,955.5693022860519,-0.361943176041216,1579.1689455084033,652.8600000000006,reported,1538.4390431300335
wind,ITA,2023,1401.7706099642528,531.899348021597,955.31605273251,869.8712619426558,-0.361943176041216,1487.2154007541071,652.8600000000006,reported,1401.7706099642528
wind,ITA,2024,1408.131747785429,653.9514921438822,919.1675354713697,754.1802556415469,-0.361943176041216,1573.119027615252,652.8600000000006,reported,1408.131747785429
wind,POL,2010,3129.841562382764,1928.7167263623674,1230.3370971992813,1201.1248360203967,-0.1006582916667672,3159.0538235616486,808.4300000000003,reported,3129.841562382764
wind,POL,2011,2691.817910915693,1589.0770337478511,1206.2706591218102,1102.740877167842,-0.1006582916667672,2795.3476928696614,808.4300000000003,reported,2691.817910915693
wind,POL,2012,2684.699599991936,1422.8128243969231,1183.4810349250752,1261.8867755950128,-0.1006582916667672,2606.2938593219983,808.4300000000003,reported,2684.699599991936
wind,POL,2013,2759.507417153754,1471.7067237408344,1170.237824305925,1287.8006934129196,-0.1006582916667672,2641.9445480467593,808.4300000000003,reported,2759.507417153754
wind,POL,2014,2486.027904399791,1286.1611128039792,1152.3387046825167,1199.866791595812,-0.1006582916667672,2438.499817486496,808.4300000000003,reported,2486.027904399791
wind,POL,2015,2310.548393337525,1160.154968730424,1132.6510040914347,1150.393424607101,-0.1006582916667672,2292.8059728218586,808.4300000000003,reported,2310.548393337525
wind,POL,2016,2298.156521000269,1107.2738927546734,1119.87063876583,1190.8826282455957,-0.1006582916667672,2227.1445315205037,808.4300000000003,reported,2298.156521000269
wind,POL,2017,1712.2026322546378,753.3605898161045,1109.6400251397438,958.8420424385333,-0.1006582916667672,1863.0006149558483,808.4300000000003,reported,1712.2026322546378
wind,POL,2018,,656.8008193058552,1100.231080561621,1100.231080561621,-0.1006582916667672,1757.031899867476,808.4300000000003,interpolate_country,1721.4354199635654
wind,POL,2019,,981.1818435176813,1089.5669731018615,1089.5669731018615,-0.1006582916667672,2070.7488166195426,808.4300000000003,interpolate_country,1730.6682076724933
wind,POL,2020,1739.900995381421,826.9842920799467,1072.0080740037379,912.9167033014742,-0.1006582916667672,1898.9923660836846,808.4300000000003,reported,1739.900995381421
wind,POL,2021,1920.241670095832,684.5679529568312,1061.6188349371928,1235.673717139001,-0.1006582916667672,1746.1867878940238,808.4300000000003,reported,1920.241670095832
wind,POL,2022,1748.9163284507442,701.1644305214094,1052.28860064193,1047.751897929335,-0.1006582916667672,1753.4530311633393,808.4300000000003,reported,1748.9163284507442
wind,POL,2023,1719.2909543523535,775.4495503490182,1040.067373962239,943.8414040033354,-0.1006582916667672,1815.516924311257,808.4300000000003,reported,1719.2909543523535
wind,POL,2024,1838.4745885101927,709.5172117566439,1028.9695983304487,1128.957376753549,-0.1006582916667672,1738.4868100870926,808.4300000000003,reported,1838.4745885101927
wind,SWE,2010,2773.275585814188,1929.9649366440403,1015.3709562824467,843.3106491701478,-0.1317579757291353,2945.335892926487,595.0,reported,2773.275585814188
wind,SWE,2011,2551.407722896317,1754.892300599923,989.4518823696632,796.515422296394,-0.1317579757291353,2744.344182969586,595.0,reported,2551.407722896317
wind,SWE,2012,2775.2464224535406,1483.7827062790122,965.0547101622861,1291.4637161745284,-0.1317579757291353,2448.8374164412985,595.0,reported,2775.2464224535406
wind,SWE,2013,2391.992435219712,1284.2821034578556,950.9437055546368,1107.7103317618567,-0.1317579757291353,2235.2258090124924,595.0,reported,2391.992435219712
wind,SWE,2014,2555.275429867688,1305.9201039316015,931.9500448145765,1249.3553259360867,-0.1317579757291353,2237.870148746178,595.0,reported,2555.275429867688
wind,SWE,2015,2284.897140482114,969.5189181706827,911.1634893922146,1315.3782223114313,-0.1317579757291353,1880.6824075628974,595.0,reported,2284.897140482114
wind,SWE,2016,2101.631309145028,1219.7115995316785,897.7293094986333,881.9197096133494,-0.1317579757291353,2117.4409090303116,595.0,reported,2101.631309145028
wind,SWE,2017,1903.388408996142,1165.513221584592,887.0093794510173,737.8751874115501,-0.1317579757291353,2052.522601035609,595.0,reported,1903.388408996142
wind,SWE,2018,1520.082158545755,1032.4593071435766,877.1773312377977,487.6228514021784,-0.1317579757291353,1909.6366383813743,595.0,reported,1520.082158545755
wind,SWE,2019,1595.3412580470892,719.4423907154153,866.065052338245,875.898867331674,-0.1317579757291353,1585.5074430536602,595.0,reported,1595.3412580470892
wind,SWE,2020,1598.381322702813,826.7762738656261,847.8414331764599,771.6050488371868,-0.1317579757291353,1674.6177070420858,595.0,reported,1598.381322702813
wind,SWE,2021,1499.7076816824365,644.3761451682414,837.1021441102627,855.3315365141951,-0.1317579757291353,1481.478289278504,595.0,reported,1499.7076816824365
wind,SWE,2022,1313.1234013488263,606.7115497877692,827.485168602146,706.4118515610571,-0.1317579757291353,1434.196718389915,595.0,reported,1313.1234013488263
wind,SWE,2023,1571.2722957714248,783.1099613871887,814.9281792175508,788.162334384236,-0.1317579757291353,1598.0381406047395,595.0,reported,1571.2722957714248
wind,SWE,2024,1772.9311285129593,643.5506732109214,803.5649196241793,1129.3804553020377,-0.1317579757291353,1447.1155928351009,595.0,reported,1772.9311285129593
wind,TUR,2010,2878.3500629421737,1933.2084222979263,943.3111156282979,945.1416406442474,-0.1004525561962087,2876.519537926224,1064.7200000000012,reported,2878.3500629421737
wind,TUR,2011,2664.820862539856,1748.2753976317417,924.8964928500675,916.5454649081144,-0.1004525561962087,2673.171890481809,1064.7200000000012,reported,2664.820862539856
