target,technology,scope,year,n,capacity_weight_sum,P,S,T,K,E,net,total_decline,remainder,observed_completed,model_factual,model_without_source_contribution,net_pct,deployment_channels_K_E
CHN,pv,common_receivers,2023,8,68396.45999999999,1121.2244331798245,205.79960891390948,-73.05901763841989,17.319259589853537,195.91836233878746,1467.2026463839552,5755.686675254976,4288.484028871022,847.178386697427,752.6220410749523,2219.824687458907,25.491357142351017,213.237621928641
CHN,pv,common_receivers,2024,8,68396.45999999999,1252.094586953709,232.92638892449276,-77.78430076981797,14.28268500944477,261.9579715902252,1683.4773317080535,5817.419969729393,4133.942638021339,785.4450922230103,558.1907597659867,2241.6680914740405,28.93855593145982,276.24065659967
CHN,pv,common_without_India,2010,7,44221.740000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6923.7893282248915,8917.815187847751,8917.815187847751,,0.0
CHN,pv,common_without_India,2011,7,44221.740000000005,194.75534851056997,16.09706174983889,0.0,5.820222840408677,76.17593923600379,292.84857233682135,286.7296590597147,-6.118913277106515,6637.059669165177,6176.484027701656,6469.332600038477,102.13403569661145,81.99616207641246
CHN,pv,common_without_India,2012,7,44221.740000000005,479.5669207467754,51.64632711803148,0.0,8.908901593667915,119.88760734792092,660.0097568063959,1890.2842836802308,1230.274526873835,5033.505044544661,4581.2838351053815,5241.293591911777,34.91589929115901,128.79650894158883
CHN,pv,common_without_India,2013,7,44221.740000000005,571.1046458669227,38.98272220757325,-8.818527872343855,20.6497642558161,230.4990046134062,852.4176090713744,3068.719209102551,2216.301600031177,3855.0701191223397,3672.0259503707894,4524.443559442164,27.777634608696065,251.14876886922232
CHN,pv,common_without_India,2014,7,44221.740000000005,550.9025261232897,16.817620937249416,-14.666157481293808,24.58949483289134,353.7487914944428,931.3922759065796,2923.372618214247,1991.9803423076676,4000.4167100106442,3221.1524749947275,4152.544750901307,31.860197023926567,378.3382863273341
CHN,pv,common_without_India,2015,7,44221.740000000005,651.2345625403186,62.233914427888536,-15.575087434053497,26.754155694978706,169.54191418931964,894.1894594184519,4712.284075732284,3818.0946163138315,2211.5052524926077,2726.558371329107,3620.7478307475585,18.975712097312297,196.29606988429833
CHN,pv,common_without_India,2016,7,44221.740000000005,771.1479082846574,111.10411806121621,-13.958365222103566,32.29533040051397,287.9149206149133,1188.5039121391974,4859.575576479072,3671.0716643398746,2064.2137517458195,2232.7368709456077,3421.240783084805,24.4569488309164,320.2102510154273
CHN,pv,common_without_India,2017,7,44221.740000000005,803.0579426224309,99.81592467944786,-25.884107173562526,39.08605490727214,335.8038502772208,1251.879665312809,5159.504597781659,3907.6249324688497,1764.2847304432323,1888.997489516159,3140.8771548289683,24.263563324491614,374.88990518449293
CHN,pv,common_without_India,2018,7,44221.740000000005,867.9728275444654,115.640248900259,-42.47716264644697,36.591127805047044,328.4004407606327,1306.1274823639571,5369.939746656351,4063.8122642923936,1553.84958156854,1644.7819592935818,2950.909441657539,24.322944837085572,364.99156856567976
CHN,pv,common_without_India,2019,7,44221.740000000005,959.72837754735,155.829307938664,-6.139343890462263,27.885995736094614,267.36161184894553,1404.665949180592,5565.73363630599,4161.067687125398,1358.0556919189014,1387.1271876018861,2791.793136782478,25.237750150632017,295.24760758504016
CHN,pv,common_without_India,2020,7,44221.740000000005,985.1920653030913,162.26799035032562,-6.05151332400618,24.552696578733276,233.34317145107784,1399.3044103592217,5726.538290098807,4327.233879739585,1197.2510381260845,1226.6448433931876,2625.9492537524093,24.435432707725383,257.89586802981114
CHN,pv,common_without_India,2021,7,44221.740000000005,922.5119135073201,136.70439928869013,-6.232812355755138,25.333401318787693,140.88585870740357,1219.2027604664463,5911.388834488337,4692.186074021891,1012.4004937365545,1199.0811140208148,2418.283874487261,20.624641596122903,166.21926002619125
CHN,pv,common_without_India,2022,7,44221.740000000005,1003.8916974909964,174.15779324492107,-6.196725779273786,21.435559330091923,145.8340712811542,1339.1223955678897,5937.2152226086455,4598.092827040757,986.5741056162453,1068.451800072587,2407.5741956404772,22.554722127447434,167.26963061124613
CHN,pv,common_without_India,2023,7,44221.740000000005,1105.9329792430117,196.23159057525208,-5.94082661012341,19.845400089193802,222.28641956337714,1538.355562860711,6011.63516278846,4473.279599927749,912.1541654364318,825.183568227567,2363.539131088278,25.589636117358033,242.13181965257093
CHN,pv,common_without_India,2024,7,44221.740000000005,1180.5728035152513,209.22047230633584,-5.778119260214424,16.595476679128446,319.10192201581094,1719.7125552563125,5996.058115157836,4276.345559901523,927.7312130670553,640.5564061274351,2360.268961383748,28.680718602592194,335.6973986949394
CHN,wind,foreign_sample,2010,13,25102.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2873.975064316949,3091.038218057203,3091.038218057203,,0.0
CHN,wind,foreign_sample,2011,13,25102.63,10.45545506275115,-34.41675247318969,0.04357167973480973,26.586821492755114,0.0,2.669095762051386,43.91669118844534,41.24759542639396,2830.0583731285033,2902.63121338182,2905.300309143872,6.0776340152730715,26.586821492755114
CHN,wind,foreign_sample,2012,13,25102.63,27.831368913726884,6.695360500478426,0.12659648338144844,33.49337953146971,0.0,68.14670542905645,181.37809541310102,113.23138998404455,2692.5969689038475,2623.4805806869936,2691.6272861160496,37.571629183693695,33.49337953146971
CHN,wind,foreign_sample,2013,13,25102.63,40.813896064886436,26.279320476130458,-2.5950943935832536,43.460082651755776,0.0,107.95820479918942,357.10297255597675,249.1447677567873,2516.872091760972,2491.733144273787,2599.6913490729767,30.231673521638555,43.460082651755776
CHN,wind,foreign_sample,2014,13,25102.63,62.20552228424955,49.50689808897356,-5.543591950189605,49.01771871570229,0.0,155.18654713873576,487.83998475321823,332.65343761448247,2386.1350795637304,2312.5776549573743,2467.7642020961102,31.8109527691215,49.01771871570229
CHN,wind,foreign_sample,2015,13,25102.63,65.40982025438089,34.36014423331112,-5.188280637537183,58.91018197910076,0.0,153.49186582925557,618.753145174358,465.2612793451024,2255.2219191425907,2170.827679813053,2324.319545642308,24.806640099744982,58.91018197910076
CHN,wind,foreign_sample,2016,13,25102.63,72.38497922984217,29.29616150302445,-6.659456473632675,61.64500036128569,0.0,156.66668462051967,665.2840991551036,508.61741453458393,2208.6909651618453,2097.638825529597,2254.305510150117,23.54883948368569,61.64500036128569
CHN,wind,foreign_sample,2017,13,25102.63,88.94677680307616,53.99106276748003,-5.536249552546452,56.66925534288407,0.0,194.07084536089377,825.6010827497953,631.5302373889015,2048.373981567154,1994.546024239401,2188.6168696002946,23.506612262972094,56.66925534288407
CHN,wind,foreign_sample,2018,13,25102.63,70.67909991815887,18.296045500311706,-1.6523707279021695,60.10457801350878,0.0,147.42735270407718,870.6646263472991,723.2372736432219,2003.31043796965,1968.9216987852424,2116.34905148932,16.93273715765615,60.10457801350878
CHN,wind,foreign_sample,2019,13,25102.63,106.5859806688915,72.85927255967701,-2.916370766114604,56.18646018307091,0.0,232.7153426455248,1001.5719741165235,768.8566314709988,1872.4030902004254,1844.9473079447994,2077.662650590324,23.235009431129566,56.18646018307091
CHN,wind,foreign_sample,2020,13,25102.63,147.32473456950635,118.41114418104786,-10.004921194546903,69.77894645055747,0.0,325.50990400656485,1170.9126140964518,845.402710089887,1703.0624502204969,1714.2681292996779,2039.7780333062424,27.799675235179556,69.77894645055747
CHN,wind,foreign_sample,2021,13,25102.63,176.4838847461442,150.05327079079288,-4.65946229827659,59.019728608708874,0.0,380.8974218473694,1361.1660805268264,980.2686586794571,1512.8089837901223,1593.2745979458987,1974.1720197932682,27.983170260894738,59.019728608708874
CHN,wind,foreign_sample,2022,13,25102.63,234.5983459404997,197.95956982801363,-16.05263088565987,53.55303536373037,0.0,470.0583202465839,1424.6373797393958,954.5790594928117,1449.337684577553,1498.69640966893,1968.754729915514,32.994945024717104,53.55303536373037
CHN,wind,foreign_sample,2023,13,25102.63,250.35035889792982,190.33058299083172,-18.342152147306575,57.69375226695999,0.0,480.0325420084149,1429.2225798478498,949.1900378394348,1444.7524844690988,1437.3658579717924,1917.3983999802074,33.586968802264344,57.69375226695999
CHN,wind,foreign_sample,2024,13,25102.63,188.40731835172855,124.72276854723586,1.2328435603424523,64.23632409044282,0.0,378.5992545497496,1414.8741325256883,1036.2748779759386,1459.1009317912606,1422.194053251633,1800.7933078013825,26.758511294139854,64.23632409044282
CHN,wind,common_receivers,2010,11,17535.230000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2905.5789666090755,3143.184131163665,3143.1841311636654,,0.0
CHN,wind,common_receivers,2011,11,17535.230000000007,14.174867746129735,-53.354250105310975,0.05968557208584575,19.345098002067534,0.0,-19.77459878502786,54.9680246959171,74.74262348094496,2850.6109419131585,2959.0022345488233,2939.227635763795,-35.97473057185675,19.345098002067534
CHN,wind,common_receivers,2012,11,17535.230000000007,33.92936071294829,-16.69934429245281,0.17355621932073725,24.10346987309316,0.0,41.507042512909386,147.31143859741437,105.80439608450496,2758.2675280116614,2666.924910504711,2708.431953017621,28.1763880036115,24.10346987309316
CHN,wind,common_receivers,2013,11,17535.230000000007,46.59981328435995,2.3548953666518315,0.1405183574803452,32.66142121459243,0.0,81.75664822308457,339.4476967875845,257.6910485644999,2566.1312698214915,2532.432821023928,2614.189469247013,24.085197512547936,32.66142121459243
CHN,wind,common_receivers,2014,11,17535.230000000007,74.04357059463767,35.32155691833843,-3.759848538338918,33.859562979770864,0.0,139.46484195440803,486.87027225910816,347.40543030470013,2418.708694349967,2320.424668876606,2459.8895108310144,28.645175090950318,33.859562979770864
CHN,wind,common_receivers,2015,11,17535.230000000007,79.7987466801769,21.511801741621984,-4.4067750461981445,35.37134893444708,0.0,132.2751223100478,639.556315695083,507.2811933850352,2266.0226509139925,2153.799458277563,2286.0745805876104,20.6823260225784,35.37134893444708
CHN,wind,common_receivers,2016,11,17535.230000000007,70.63408023758653,-17.7778259414337,-3.239586711791456,46.0868797690123,0.0,95.7035473533737,713.3516115793897,617.6480642260159,2192.227355029686,2125.8924396545717,2221.595987007945,13.416041374250506,46.0868797690123
CHN,wind,common_receivers,2017,11,17535.230000000007,95.37911966074296,24.44357391617301,-2.548340608008594,42.04497690704284,0.0,159.3193298759502,883.0348704493097,723.7155405733595,2022.544096159766,2007.3715104910261,2166.6908403669768,18.042246711603205,42.04497690704284
CHN,wind,common_receivers,2018,11,17535.230000000007,99.69146227816198,26.48168562886365,-1.9128747435491533,44.55672850385355,0.0,168.81700166733003,927.6959902363195,758.8789885689894,1977.8829763727563,1947.5337446746653,2116.350746341995,18.197448673279908,44.55672850385355
CHN,wind,common_receivers,2019,11,17535.230000000007,142.03618976545272,91.72772229085056,-1.2319729394933212,40.00401145771274,0.0,272.53595057452276,1059.8067591710612,787.2708085965386,1845.7722074380142,1807.4683246836805,2080.004275258203,25.71562676083417,40.00401145771274
CHN,wind,common_receivers,2020,11,17535.230000000007,161.16668172033874,108.76492618280656,-0.9277350022763395,45.823497599604195,0.0,314.8273705004732,1239.6456127381907,924.8182422377174,1665.933353870885,1674.1431641603526,1988.9705346608257,25.396562313084534,45.823497599604195
CHN,wind,common_receivers,2021,11,17535.230000000007,217.40399811082992,163.0544855021272,-0.8098732301558043,35.58199659333391,0.0,415.2306069761353,1472.0482888173597,1056.8176818412246,1433.5306777917158,1527.0080867916888,1942.238693767824,28.20767566733362,35.58199659333391
CHN,wind,common_receivers,2022,11,17535.230000000007,254.98703658529865,195.37144190341772,-3.617943697223031,29.662760646192368,0.0,476.40329543768576,1494.3221277906737,1017.9188323529881,1411.2568388184018,1434.5557037712063,1910.9589992088922,31.88089680114948,29.662760646192368
CHN,wind,common_receivers,2023,11,17535.230000000007,262.92527845244115,184.36146898806842,-3.3306286058460732,32.354335032467716,0.0,476.3104538671312,1537.8060549462127,1061.4956010790816,1367.772911662863,1375.5720977896794,1851.8825516568104,30.973376150726033,32.354335032467716
CHN,wind,common_receivers,2024,11,17535.230000000007,267.2054117504103,177.27946124437875,2.215646048622852,36.33129681089737,0.0,483.03181585430923,1508.2715888704483,1025.2397730161392,1397.3073777386273,1320.009402094713,1803.0412179490224,32.025519768363075,36.33129681089737
CHN,wind,common_without_India,2010,10,14108.310000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3220.9351936443827,3402.969256835584,3402.969256835584,,0.0
CHN,wind,common_without_India,2011,10,14108.310000000001,15.225298661118948,-60.49166415328638,0.07418324620077708,22.88387536240132,0.0,-22.308306883565333,27.497377973580516,49.80568485714585,3193.4378156708026,3201.4644767819127,3179.1561698983473,-81.1288512853813,22.88387536240132
CHN,wind,common_without_India,2012,10,14108.310000000001,36.181859131103025,-20.86510128440296,0.2157131664756142,29.101373737774065,0.0,44.633844750949734,212.25859017831561,167.6247454273659,3008.6766034660673,2882.069637262277,2926.703482013226,21.02805107367077,29.101373737774065
CHN,wind,common_without_India,2013,10,14108.310000000001,53.97048738659761,13.054042080313282,0.1746503810619468,38.980886088653435,0.0,106.18006593662628,462.7561448330649,356.5760788964386,2758.179048811318,2717.6591975011806,2823.8392634378074,22.945144461545674,38.980886088653435
CHN,wind,common_without_India,2014,10,14108.310000000001,70.73780281214663,16.584137617206764,-4.673118813304837,40.9259162775985,0.0,123.57473789364705,626.9856806318885,503.4109427382416,2593.949513012494,2517.6860747661976,2641.2608126598443,19.70933973629286,40.9259162775985
CHN,wind,common_without_India,2015,10,14108.310000000001,83.1457130925414,17.202031344486613,-5.477184297293235,42.660665805406495,0.0,137.53122594514127,773.0289917608541,635.4977658157127,2447.906201883529,2312.825514990367,2450.356740935508,17.79121189644699,42.660665805406495
CHN,wind,common_without_India,2016,10,14108.310000000001,68.31001086116885,-34.11475728841092,-3.365732705553376,56.024288064771305,0.0,86.85380893197583,835.2170884739102,748.3632795419344,2385.718105170473,2292.0085947958787,2378.8624037278546,10.398950180805468,56.024288064771305
CHN,wind,common_without_India,2017,10,14108.310000000001,93.82344079020025,11.73951984030359,-3.167334619084111,51.05105853095023,0.0,153.44668454236998,1042.2880362936585,888.8413517512884,2178.6471573507242,2162.635288495236,2316.081973037606,14.722099765053553,51.05105853095023
CHN,wind,common_without_India,2018,10,14108.310000000001,104.55151513626228,24.199091326645167,-2.377513578119947,53.772424589222766,0.0,180.14551747401026,1098.1271667145672,917.981649240557,2122.8080269298157,2084.5539095118643,2264.699426985875,16.404795631545916,53.772424589222766
CHN,wind,common_without_India,2019,10,14108.310000000001,149.57350983136382,96.3698059751919,-1.5312201707923545,48.5038198573399,0.0,292.9159154931033,1231.8387514074225,938.9228359143193,1989.0964422369602,1929.673957860001,2222.5898733531044,23.778754740296627,48.5038198573399
CHN,wind,common_without_India,2020,10,14108.310000000001,179.44095899729643,128.2318107694369,-1.1530825906126347,55.48622192001423,0.0,362.0059090961349,1447.1808361031124,1085.1749270069777,1773.7543575412706,1767.2710578449733,2129.276966941108,25.014559346358137,55.48622192001423
CHN,wind,common_without_India,2021,10,14108.310000000001,237.95945090658495,183.01065776629787,-1.0065920979638927,42.40768385504366,0.0,462.3712004299625,1694.67726280044,1232.3060623704773,1526.257930843943,1602.893466044086,2065.264666474048,27.28373186915236,42.40768385504366
CHN,wind,common_without_India,2022,10,14108.310000000001,268.95243856321866,206.87503709843764,-4.496745170602024,35.30116370534136,0.0,506.63189419639554,1756.2023303813762,1249.5704361849807,1464.7328632630067,1510.0712104349564,2016.7031046313518,28.848150661910097,35.30116370534136
CHN,wind,common_without_India,2023,10,14108.310000000001,275.3490213046709,192.16396561842498,-4.13964100931226,38.709744286996255,0.0,502.0830902007799,1821.3942945492618,1319.311204348482,1399.540899095121,1445.5791495293727,1947.6622397301526,27.565864881828336,38.709744286996255
CHN,wind,common_without_India,2024,10,14108.310000000001,277.8906025759725,182.68454075543332,2.7538282800131917,43.540067580767044,0.0,506.86903919218594,1753.9061150313141,1247.0370758391282,1467.0290786130688,1383.286050402369,1890.155089594555,28.899439647779342,43.540067580767044
USA,pv,foreign_sample,2010,10,360841.45999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4734.817675378212,5571.10852922849,5571.10852922849,,0.0
USA,pv,foreign_sample,2011,10,360841.45999999996,7.236617801441901,-0.7819715134163849,0.0,7.070776894375299,29.053500139060002,42.57892332146082,428.7509419252015,386.1720186037407,4306.066733453012,4109.858730707959,4152.43765402942,9.93092239757435,36.1242770334353
USA,pv,foreign_sample,2012,10,360841.45999999996,15.292084285003,-0.09947414347241898,0.0,-2.320217396857335,47.42077501531661,60.29316775998984,1266.7358123860072,1206.4426446260172,3468.081862992205,2972.230194184561,3032.5233619445507,4.759727100982675,45.10055761845927
USA,pv,foreign_sample,2013,10,360841.45999999996,13.944425982034883,-0.11314721245369165,0.025312782149838172,-7.954858279593391,43.70905287001767,49.61078614215531,2000.9911028101678,1951.3803166680125,2733.826572568045,2372.021273343883,2421.632059486038,2.4793106812160493,35.754194590424284
USA,pv,foreign_sample,2014,10,360841.45999999996,13.970380187834754,-0.47515649043913655,0.0,-6.051236321207645,36.38782974553345,43.83181712172143,2398.839453240449,2355.0076361187275,2335.9782221377636,2141.0674225662246,2184.8992396879457,1.8272092808258447,30.336593424325805
USA,pv,foreign_sample,2015,10,360841.45999999996,15.683810833055656,-0.20891982179835578,0.0,-7.803112415388214,12.224930354197738,19.896708950066824,3049.3773173232657,3029.4806083731983,1685.440358054947,1851.385386441824,1871.2820953918908,0.6524843231775624,4.421817938809524
USA,pv,foreign_sample,2016,10,360841.45999999996,16.153127020311032,0.16622067397311094,0.0,-9.167017668161286,22.296199264806887,29.448529290929745,3205.922978397428,3176.4744491064985,1528.8946969807844,1545.4085254034514,1574.857054694381,0.9185663376619995,13.129181596645601
USA,pv,foreign_sample,2017,10,360841.45999999996,17.126488994117537,0.3020648164393718,0.0,-13.930241144243798,16.52468912081956,20.023001787132664,3315.1353553387116,3295.11235355158,1419.6823200395004,1326.8850430601717,1346.9080448473044,0.6039874587590373,2.5944479765757613
USA,pv,foreign_sample,2018,10,360841.45999999996,16.724615648262862,0.15823700032175803,-0.7638738546172209,-16.42795756623347,-1.3856746712684807,-1.6946534435345537,3620.3039327652814,3621.998586208816,1114.5137426129309,1187.9021529606723,1186.2074995171379,-0.04680970092585939,-17.81363223750195
USA,pv,foreign_sample,2019,10,360841.45999999996,17.32396265631629,0.3927256451343757,-1.7029017650548706,-21.23005018853425,-4.792215408367438,-10.008479060505898,3746.8160528241183,3756.824531884624,988.0016225540942,1015.8763176706032,1005.8678386100971,-0.26711957350994386,-26.02226559690169
USA,pv,foreign_sample,2020,10,360841.45999999996,17.928797799355014,0.4212362206039953,-1.148591173370368,-22.380404789262265,-11.470664180907043,-16.649626123580664,3917.9507212565686,3934.60034738015,816.8669541216433,907.0659567502332,890.4163306266524,-0.4249575175422518,-33.85106897016931
USA,pv,foreign_sample,2021,10,360841.45999999996,17.304450373129693,0.1607914192694982,-0.6529587960212977,-17.626711064134884,-18.814783724198982,-19.629211791955967,3984.3817955418613,4004.011007333817,750.4358798363514,917.8781200040318,898.2489082120758,-0.4926538870827881,-36.44149478833387
USA,pv,foreign_sample,2022,10,360841.45999999996,17.183370174982734,1.7194000023805365,-4.919609928207795,-18.931518555715225,-16.46819711783518,-21.416555424394925,3940.00734166086,3961.423897085255,794.8103337173523,845.1538170249486,823.7372616005536,-0.5435663836952914,-35.3997156735504
USA,pv,foreign_sample,2023,10,360841.45999999996,18.137277932718575,1.3759254242002363,-5.489326164746994,-26.235143941868365,-15.780883404024268,-27.992150153720818,4014.6731977626346,4042.665347916355,720.1444776155781,650.079857527389,622.0877073736681,-0.6972460465604214,-42.01602734589263
USA,pv,foreign_sample,2024,10,360841.45999999996,18.834125352930165,1.6831172408648065,-5.389559420209755,-30.984321027435282,-16.778466782624,-32.63510463647406,4107.193099967306,4139.82820460378,627.6245754109068,495.8051104272204,463.17000579074636,-0.794584131842592,-47.76278781005928
USA,pv,common_receivers,2010,8,68396.45999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6602.865061952403,7893.980135281313,7893.980135281313,,0.0
USA,pv,common_receivers,2011,8,68396.45999999999,34.05640037413828,-4.038271379380475,0.0,4.285540967244275,37.57121860308816,71.87488856509023,1001.7411219494213,929.8662333843312,5601.123940002982,5515.3475107071745,5587.222399272265,7.174996312941544,41.856759570332436
