grid,scenario,year,region,real_GDP,real_consumption,real_investment,nominal_investment,real_exports,real_imports,total_CO2,power_CO2,fossil_energy_Mtoe,carbon_price_2017USD_t,carbon_increment_2024USD_t,carbon_revenue,log_utility,log_unit_expenditure,generation_TWh,renewable_generation_TWh,renewable_capacity_proxy_GW,electricity_price_index,carbon_match_status,macro_productivity
fiveyear_2050,C,2017,Australia_Oceania,1502.5760943862624,807.7912729466567,341.3742919275016,347.5018987106463,391.2864085640976,348.99562029701394,329.59360904431406,139.59171904781175,145.71296967444525,61.04315112361624,60.893893166004126,20.119432486272274,5.9590759087892415,0.014297149694509025,265.286295366662,100.07620995810133,38.6925193210339,1.1836843478560926,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0003736988638863
fiveyear_2050,C,2017,China,12475.919997206182,4907.459228740747,5052.385709998021,5365.079597700177,2776.118461609328,2624.1507897031097,5943.8174829436575,2790.51523825332,2830.8101671682375,47.583151123726495,60.893893166004126,282.8255655426886,7.76920905094374,0.07294483932729162,6368.882938620443,2766.3314007447975,1003.8325583975864,1.2697234154588573,UNIFORM_CAPACITY_MATCHING_INCREMENT,0.9999766600003124
fiveyear_2050,C,2017,Japan,4861.099799026408,2637.9076477623607,1249.3110124480447,1266.1813963909788,808.8522013864357,857.5387434531896,960.2154472437243,428.4261229244136,562.0093716514764,61.18315112383825,60.893893166004126,58.7490068201501,7.171707383160399,0.035279677412173305,935.5599716830692,191.24884638118297,73.1501411001305,1.1521932746632502,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0005827939070984
fiveyear_2050,C,2017,South Korea,1528.9192307973728,685.8721474577688,469.4469698405646,508.7229921188009,654.921538515959,554.4408033071279,415.12647529465863,179.53065962603364,392.85616799588684,65.72315112372742,60.893893166004126,27.283420072728493,5.820861327950189,0.08683632089660218,471.9298831512441,22.386905446888598,9.813115361787954,1.2455676907322224,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0005746387521197
fiveyear_2050,C,2017,Rest of World,77.32852438772811,32.64861541717453,24.10448906642044,23.539090922127432,30.398376316994792,24.81595705159686,25.209676458565742,11.519272868525961,7.666472569176874,47.5831511239026,60.893893166004126,1.1995558447126242,2.743819272157573,0.006476415079063975,83.65686806234767,41.21558728092272,23.041870462017815,1.1342928964793115,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0000051947562145
fiveyear_2050,C,2017,Southeast Asia,2723.7603426639266,1522.536717416913,789.28005072626,796.4794584409905,1373.65562526246,1378.5502035025422,1030.1358465959793,369.4686709880269,600.7639147922962,47.583151123773106,60.893893166004126,49.017109666605094,6.606544207526064,0.03589381823846321,865.9489679063089,293.06255482664903,86.00605903687119,1.1648654822790534,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0000218463859054
fiveyear_2050,C,2017,"Central, Western and South Asia",4549.984765537176,2488.843665395707,1026.3849137118611,1011.3401461766558,1346.2674054678523,1338.9666821260264,2316.896723635706,885.8646647696927,1496.7642009826225,47.58315112363039,60.893893166004126,110.24524693863631,7.068663283177415,-0.0016286181238915568,1768.9230451897117,298.9282402300327,127.37385599978656,1.146011878841996,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0000632421933142
fiveyear_2050,C,2017,India,2585.2016139813204,1574.5078517290185,762.5133554425802,780.7635641961795,371.5681317699171,515.682363881569,1622.5931153733025,841.3250710849903,818.8896650389538,47.58315112370274,60.893893166004126,77.20809342114956,6.637589353387407,0.039621303988618746,1376.7666772607563,306.0844200955113,117.08447101587721,1.1875846746564047,UNIFORM_CAPACITY_MATCHING_INCREMENT,0.9999876184984722
fiveyear_2050,C,2017,Canada,1549.350503747132,858.6775961141832,366.72615005826697,371.12798185309197,465.7854802195828,498.47737075908805,407.604355993953,55.781688772976416,244.72556018997108,47.58315112373607,60.893893166004126,19.39509966995344,6.034474866150426,0.06662041244478693,709.7394725658237,519.2999521283234,115.25837162323123,1.0216055354767266,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0000085574389852
fiveyear_2050,C,2017,United States,19126.410601336807,12866.959752232915,4293.111057845008,4085.049801579592,2128.4104616170293,2811.1196695096737,3638.9714712854498,1177.3871739450485,2280.1697795759146,51.523151123748114,60.893893166004126,187.49127705276692,8.751614233431471,0.017467906538016057,3840.414519194771,815.2750595543926,244.95384640325818,1.188930433455987,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0001449444016095
fiveyear_2050,C,2017,Rest of America,3644.1741985343638,2353.2466559097084,726.7767706948712,734.7737572888651,976.7385732623511,976.2764046141469,996.3960737022098,247.5279613533647,556.4996946427399,47.583151123726424,60.893893166004126,47.41166495404541,7.053186194311438,0.04723515523751362,976.5496997298347,510.24054501475905,135.58536704395314,1.0945672169467404,UNIFORM_CAPACITY_MATCHING_INCREMENT,0.9999976668435157
fiveyear_2050,C,2017,Brazil,1906.3851063490374,1171.7354875907708,280.00315381836623,296.9279877648258,253.4578859175617,224.16491395933562,378.82808443822654,58.789602290112185,244.828419908773,47.58315112372742,60.893893166004126,18.02583399172626,6.355562045338619,0.09938597313111612,605.8847205361011,502.3281497631017,145.97292148299118,1.0159586574026918,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0000010911296826
fiveyear_2050,C,2017,"EU, UK and EFTA",17194.972280407674,9297.455941918866,3747.626227273961,3972.9208508010943,7380.98033069425,7397.303995505166,3024.178131738143,698.8841368853389,1901.9423339357913,53.82315112374053,60.893893166004126,162.7707966098329,8.430852430460247,0.11495973364980648,3378.2818967800763,1332.5886168607192,502.64899909221515,1.0949510483756189,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.000201945540916
fiveyear_2050,C,2017,Eastern Europe,279.97656787870994,178.71675532150488,64.75748753229442,67.71712312613279,133.6980217020932,166.69156882491998,257.3231080848921,122.1432135697494,127.26709358309533,47.593151124286365,60.893893166004126,12.24681757086239,4.445446877434141,0.1309819598348588,199.9626557639406,21.43596345887462,23.903581005899216,1.1242104411432032,UNIFORM_CAPACITY_MATCHING_INCREMENT,0.9998673298725127
fiveyear_2050,C,2017,Russia,1550.6163874871172,760.9630574498962,300.4979626638186,277.8608159617497,392.6150866832688,244.82030534828152,1112.551493942417,532.4105390930835,775.6562539621034,47.58315112354884,60.893893166004126,52.938705869099834,5.852430517981392,-0.061200222742966826,1024.465474665827,253.68863816686638,67.7141520616426,1.056151706502829,UNIFORM_CAPACITY_MATCHING_INCREMENT,1.0001167343354946
