grid,scenario,year,region,technology,generation_TWh,capacity_proxy_GW,capacity_status,reference_CF,generation_price_2024USD_MWh,capital_efficiency,labor_efficiency,capital_service_expenditure,preference
fiveyear_2050,A,2017,Australia_Oceania,Coal_Power,146.7656066399778,30.46193579077994,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.5500000000000002,99.064337731324,1.0003736988638863,1.0003736988638863,1.9816280600721337,0.5783983901552016
fiveyear_2050,A,2017,Australia_Oceania,Oil_Power,5.564794428697243,2.541002022236184,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.25,426.180623960764,1.0003736988638863,1.0003736988638863,0.03230151373470542,0.16585709459565157
fiveyear_2050,A,2017,Australia_Oceania,Gas_Power,60.561097269737715,15.363038373855328,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.45000000000000007,106.55815324202904,1.0003736988638863,1.0003736988638863,0.32285873240733776,0.23748166957512393
fiveyear_2050,A,2017,Australia_Oceania,Nuclear,0.6721956914836847,0.09591833497198698,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.8,0.08452301008290368,1.0003736988638863,1.0003736988638863,1.1706000897993677e-6,1.836166679852547e-9
fiveyear_2050,A,2017,Australia_Oceania,Hydro,41.457999999982256,14.57089209582362,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.3248015544072935,67.56273403045124,1.0000747397727774,1.0000747397727774,1.5718399944169412,0.06436896850195421
fiveyear_2050,A,2017,Australia_Oceania,Wind,14.688,6.15018,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.27262817165792275,36.3015981641385,1.0,1.0,0.23765637194693298,0.008540477157491747
fiveyear_2050,A,2017,Australia_Oceania,Solar,8.145999999999999,7.467249999999998,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.12453161147665966,37.183228443637795,1.0,1.0,0.1491853287972246,0.006997497590199085
fiveyear_2050,A,2017,Australia_Oceania,Biomass,4.303,0.9722179041701452,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.505246862411346,163.52017168397919,1.0003736988638863,1.0003736988638863,0.19506682052734015,0.019474234850079104
fiveyear_2050,A,2017,China,Coal_Power,4722.5706677341495,980.193164743493,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.55,75.32030495214974,0.9999766600003124,0.9999766600003116,30.408556853311964,0.598438951997739
fiveyear_2050,A,2017,China,Oil_Power,22.982532225088825,10.494306952095354,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.25,668.9177187165265,0.9999766600003124,0.9999766600003124,0.5618378261393226,0.048608785459894104
fiveyear_2050,A,2017,China,Gas_Power,288.4248347272363,73.16713209721874,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.45000000000000007,150.79898848183592,0.9999766600003124,0.9999766600003124,4.390903102925378,0.11977840093169642
fiveyear_2050,A,2017,China,Nuclear,268.7069476466728,38.34288636510742,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.8000000000000002,74.34684751168696,0.9999766600003124,0.9999766600003124,4.866313634855055,0.05435656091532302
fiveyear_2050,A,2017,China,Hydro,1206.644999999104,309.735933990614,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.44471708929248893,51.22130668964765,0.9999953320000647,0.9999953320000625,36.80809294159274,0.08656882854152552
fiveyear_2050,A,2017,China,Wind,298.95299999979545,164.37447999988757,GENERATION_DIVIDED_BY_FIXED_REFERENCE_CF,0.20761772018698124,63.60042176058197,1.0,1.0,9.802963166933027,0.05500172399024377
