grid,scenario,year,region,household,government,investment,capital,labor,carbon_revenue,walras,foreign_saving,max_absolute_gap
fiveyear_2050,A,2030,South Korea,2.2737367544323206e-13,1.7053025658242404e-13,-2.2737367544323206e-13,1.1368683772161603e-13,0.0,7.212008767965017e-13,-1.6020040078566323e-12,-177.23064312131322,1.6020040078566323e-12
fiveyear_2050,A,2030,Rest of World,7.105427357601002e-15,-1.5987211554602254e-14,7.105427357601002e-15,-7.105427357601002e-15,1.4210854715202004e-14,6.905174506621964e-21,-8.224255350284344e-14,-6.988478037015903,8.224255350284344e-14
fiveyear_2050,A,2030,Southeast Asia,0.0,-7.105427357601002e-14,-2.2737367544323206e-13,0.0,0.0,-8.419931418757187e-13,7.037218916829768e-12,-57.13709471625482,7.037218916829768e-12
fiveyear_2050,A,2030,"Central, Western and South Asia",-1.3642420526593924e-12,-2.2737367544323206e-13,-4.547473508864641e-13,4.547473508864641e-13,0.0,-2.119193709404499e-12,-1.6229905863026842e-11,14.829554176016126,1.6229905863026842e-11
fiveyear_2050,A,2030,India,0.0,0.0,-4.547473508864641e-13,0.0,-2.2737367544323206e-13,-7.131243580111665e-13,-4.483486589812272e-11,223.25310555467584,4.483486589812272e-11
fiveyear_2050,A,2030,Canada,3.979039320256561e-13,-5.684341886080802e-14,-1.1368683772161603e-13,1.1368683772161603e-13,0.0,-6.039613253960852e-14,-1.9027670512515573e-13,41.33401564151006,3.979039320256561e-13
fiveyear_2050,A,2030,United States,-5.400124791776761e-13,-9.094947017729282e-13,0.0,0.0,-1.8189894035458565e-12,-5.258016244624741e-13,-8.12490967097907e-11,822.0785803303459,8.12490967097907e-11
fiveyear_2050,A,2030,Rest of America,-5.684341886080801e-13,-5.684341886080802e-14,0.0,0.0,2.2737367544323206e-13,4.760636329592671e-13,-3.507813775525416e-11,-30.467613425493276,3.507813775525416e-11
fiveyear_2050,A,2030,Brazil,5.684341886080801e-13,1.7053025658242404e-13,1.1368683772161603e-13,-1.1368683772161603e-13,0.0,1.1673634026017455e-13,1.3071656112231464e-13,-42.72087218466595,5.684341886080801e-13
fiveyear_2050,A,2030,"EU, UK and EFTA",-2.0463630789890885e-12,-9.094947017729282e-13,0.0,0.0,9.094947017729282e-13,-5.684341886080801e-13,2.011143501611237e-12,-199.418898794901,2.0463630789890885e-12
fiveyear_2050,A,2030,Eastern Europe,-9.237055564881302e-14,-1.4210854715202004e-14,0.0,0.0,-1.4210854715202004e-14,-3.11972669919669e-14,1.0074517082700264e-12,27.42748892219175,1.0074517082700264e-12
fiveyear_2050,A,2030,Russia,3.410605131648481e-13,-1.3145040611561853e-13,1.1368683772161603e-13,0.0,5.684341886080802e-14,-1.7582528193591041e-13,2.421337952670341e-12,-152.07297648535337,2.421337952670341e-12
fiveyear_2050,A,2030,North Africa,-2.842170943040401e-14,-4.085620730620576e-14,-5.684341886080802e-14,0.0,5.684341886080802e-14,-4.799079701151856e-14,2.71172104350457e-13,62.60989583368706,2.71172104350457e-13
fiveyear_2050,A,2030,Sub Saharan,5.684341886080802e-14,-1.4210854715202004e-14,-5.684341886080802e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,-2.8402033864628036e-13,-1.672655334108583e-13,72.19033523024162,2.8402033864628036e-13
fiveyear_2050,A,2030,South Africa,4.263256414560601e-14,-7.105427357601002e-15,-1.4210854715202004e-14,0.0,0.0,-8.082152175172931e-15,-1.2996365016723313e-13,-31.54147171959301,1.2996365016723313e-13
fiveyear_2050,A,2035,Australia_Oceania,3.410605131648481e-13,5.684341886080802e-14,3.410605131648481e-13,1.1368683772161603e-13,2.2737367544323206e-13,6.0111915445304476e-12,-7.315748007385992e-10,-37.33417386939203,7.315748007385992e-10
fiveyear_2050,A,2035,China,3.637978807091713e-12,2.2737367544323206e-13,-1.8189894035458565e-12,0.0,0.0,-3.6624214772018604e-10,-1.0712037692428567e-6,-624.085680524258,1.0712037692428567e-6
fiveyear_2050,A,2035,Japan,4.547473508864641e-13,0.0,4.547473508864641e-13,9.094947017729282e-13,0.0,-3.1816327350497886e-11,-6.548361852765083e-10,-6.89669440486052,6.548361852765083e-10
fiveyear_2050,A,2035,South Korea,3.410605131648481e-13,1.1368683772161603e-13,6.821210263296962e-13,1.1368683772161603e-13,0.0,-3.1546356638045836e-9,1.7746515368344262e-9,-189.33531574542312,3.1546356638045836e-9
fiveyear_2050,A,2035,Rest of World,2.842170943040401e-14,-1.7763568394002505e-15,-1.4210854715202004e-14,-7.105427357601002e-15,-7.105427357601002e-15,-7.066940127550593e-11,-3.616520416471758e-10,-8.038856745901082,3.616520416471758e-10
fiveyear_2050,A,2035,Southeast Asia,-1.5916157281026244e-12,1.4210854715202004e-14,2.2737367544323206e-13,-4.547473508864641e-13,2.2737367544323206e-13,-4.533262654149439e-12,-3.2208390621235594e-8,-68.5400780436142,3.2208390621235594e-8
fiveyear_2050,A,2035,"Central, Western and South Asia",-2.7284841053187847e-12,-9.094947017729282e-13,0.0,4.547473508864641e-13,6.821210263296962e-13,3.12141423819412e-11,-1.4219949662219733e-9,17.528202880808454,1.4219949662219733e-9
