variable,value
"pkl[9,5]",0.9388666438945525
"pkl[10,5]",1.1810043160866162
"pkl[11,5]",0.914949116349159
"pkl[13,5]",1.2038751132146308
"pkl[14,5]",1.1761853761021392
"pkl[15,5]",1.1130147657125289
"pkl[1,6]",0.40261776738300065
"pkl[2,6]",0.404861189885849
"pkl[3,6]",0.4050058057678636
"pkl[4,6]",0.35672953724680817
"pkl[5,6]",0.34911966721957405
"pkl[6,6]",0.30676681529269556
"pkl[7,6]",0.3116708233891424
"pkl[8,6]",0.3173464568140947
"pkl[9,6]",0.31936788114851894
"pkl[10,6]",0.33587904785388717
"pkl[11,6]",0.3187183728767169
"pkl[13,6]",0.35066391595500457
"pkl[14,6]",0.3533400676501668
"pkl[15,6]",0.34011578024183453
"pkl[1,7]",0.866108420393256
"pkl[2,7]",0.9161845566650579
"pkl[3,7]",0.8815695939191864
"pkl[4,7]",0.9016109149853272
"pkl[5,7]",0.8791864715973414
"pkl[6,7]",0.8920068263608737
"pkl[7,7]",0.8695556674026544
"pkl[8,7]",0.8805973722223343
"pkl[9,7]",0.8867289370796461
"pkl[10,7]",0.8926023394953363
"pkl[11,7]",0.8749363881645756
"pkl[13,7]",0.8956442442740855
"pkl[14,7]",0.900057621063812
"pkl[15,7]",0.8862525618535131
"pkl[1,8]",0.06545964552640646
"pkl[2,8]",0.06556837568194104
"pkl[3,8]",0.065616903813946
"pkl[4,8]",0.062158917618196814
"pkl[5,8]",0.04732918137498749
"pkl[6,8]",0.035105766221323484
"pkl[7,8]",0.034611753214714346
"pkl[8,8]",0.02709357386673149
"pkl[9,8]",0.035086282661787205
"pkl[10,8]",0.042069917916604124
"pkl[11,8]",0.022686454228628666
"pkl[13,8]",0.0466958973523302
"pkl[14,8]",0.0463004243949652
"pkl[15,8]",0.05244953453988181
"pkl[1,9]",1.9796347755101138
"pkl[2,9]",1.961128218910502
"pkl[3,9]",2.0082734784486775
"pkl[4,9]",1.9562166958450575
"pkl[5,9]",1.9808912130880303
