scenario,year,region,technology,CO2_Mt
B,2050,Southeast Asia,Wind,0.0018904588248719054
B,2050,Southeast Asia,Solar,0.004615444084021558
B,2050,Southeast Asia,Biomass,7.5040306017665275
B,2050,"Central, Western and South Asia",TnD,6.951176726576011
B,2050,"Central, Western and South Asia",Coal_Power,401.6290301364191
B,2050,"Central, Western and South Asia",Oil_Power,773.5938882525987
B,2050,"Central, Western and South Asia",Gas_Power,1217.3077163384753
B,2050,"Central, Western and South Asia",Nuclear,0.0003091371461183085
B,2050,"Central, Western and South Asia",Hydro,5.920201399794236e-5
B,2050,"Central, Western and South Asia",Wind,0.0002678936058795079
B,2050,"Central, Western and South Asia",Solar,0.0033142065809695365
B,2050,"Central, Western and South Asia",Biomass,2.5006585744594925
B,2050,India,TnD,0.5906167254698605
B,2050,India,Coal_Power,1342.70652054275
B,2050,India,Oil_Power,4.353342025549872
B,2050,India,Gas_Power,61.3610469102287
B,2050,India,Nuclear,0.00017275145633536727
B,2050,India,Hydro,3.970987670292698e-5
B,2050,India,Wind,0.000273559093171093
B,2050,India,Solar,0.0005949273620691729
B,2050,India,Biomass,3.182124259325623
B,2050,Canada,TnD,0.051147316377757754
B,2050,Canada,Coal_Power,111.18489396873679
B,2050,Canada,Oil_Power,16.110062385059862
B,2050,Canada,Gas_Power,90.14100885133237
B,2050,Canada,Nuclear,0.0003799535411926399
B,2050,Canada,Hydro,8.339098850887405e-5
B,2050,Canada,Wind,0.00037316402599536704
B,2050,Canada,Solar,0.0019329279590713975
B,2050,Canada,Biomass,2.7593123477218406
B,2050,United States,TnD,0.07282335392514024
B,2050,United States,Coal_Power,1603.0270100791688
B,2050,United States,Oil_Power,29.539355332275125
B,2050,United States,Gas_Power,675.6568066851025
B,2050,United States,Nuclear,0.00024363816974148548
B,2050,United States,Hydro,3.718490850109703e-5
B,2050,United States,Wind,0.0002614786694211946
B,2050,United States,Solar,0.0006379041433508057
B,2050,United States,Biomass,10.532651828849703
B,2050,Rest of America,TnD,1.4618728235108005
B,2050,Rest of America,Coal_Power,131.73807072655268
B,2050,Rest of America,Oil_Power,309.4938950993073
B,2050,Rest of America,Gas_Power,266.32158747009765
B,2050,Rest of America,Nuclear,0.00026613247014733375
B,2050,Rest of America,Hydro,3.243868794804384e-5
B,2050,Rest of America,Wind,0.00034615755060749746
B,2050,Rest of America,Solar,0.002204550090340584
B,2050,Rest of America,Biomass,8.138584796122261
B,2050,Brazil,TnD,0.005017408295216592
B,2050,Brazil,Coal_Power,84.75752331692341
B,2050,Brazil,Oil_Power,78.26019154144898
B,2050,Brazil,Gas_Power,95.58895081345972
B,2050,Brazil,Nuclear,0.0003281435217696052
B,2050,Brazil,Hydro,3.274381453679614e-5
B,2050,Brazil,Wind,0.00030974934879436026
B,2050,Brazil,Solar,0.00210616145789752
B,2050,Brazil,Biomass,18.137523471171107
B,2050,"EU, UK and EFTA",TnD,1.0335708004794533
B,2050,"EU, UK and EFTA",Coal_Power,264.4414024308533
B,2050,"EU, UK and EFTA",Oil_Power,61.901931900765746
B,2050,"EU, UK and EFTA",Gas_Power,299.03288177261373
B,2050,"EU, UK and EFTA",Nuclear,0.00025789355032548454
B,2050,"EU, UK and EFTA",Hydro,4.201085116443274e-5
B,2050,"EU, UK and EFTA",Wind,0.0002467762305192553
B,2050,"EU, UK and EFTA",Solar,0.00021740819776969877
B,2050,"EU, UK and EFTA",Biomass,25.75798407871807
B,2050,Eastern Europe,TnD,0.037721279216393254
B,2050,Eastern Europe,Coal_Power,185.25660223155415
B,2050,Eastern Europe,Oil_Power,31.375142354035148
B,2050,Eastern Europe,Gas_Power,112.86916191664656
B,2050,Eastern Europe,Nuclear,0.0002155612678792054
B,2050,Eastern Europe,Hydro,2.4319926912324932e-5
B,2050,Eastern Europe,Wind,0.0001329051480434049
B,2050,Eastern Europe,Solar,0.001280217011713699
B,2050,Eastern Europe,Biomass,2.9493870288399333
B,2050,Russia,TnD,0.07680430902234478
B,2050,Russia,Coal_Power,417.6479487375545
B,2050,Russia,Oil_Power,57.63322612851565
B,2050,Russia,Gas_Power,822.824133457686
B,2050,Russia,Nuclear,0.0002565726607329732
B,2050,Russia,Hydro,3.8955178166763524e-5
B,2050,Russia,Wind,0.0034016601470527037
B,2050,Russia,Solar,0.0017161839846314972
B,2050,Russia,Biomass,19.665297621649486
B,2050,North Africa,TnD,0.029695008856141045
B,2050,North Africa,Coal_Power,34.93446036401965
B,2050,North Africa,Oil_Power,113.56739435783133
B,2050,North Africa,Gas_Power,235.86829225496552
B,2050,North Africa,Nuclear,4.698512031131708e-5
B,2050,North Africa,Hydro,6.588737974935487e-5
B,2050,North Africa,Wind,0.0006146453813064228
B,2050,North Africa,Solar,0.004418873846237932
B,2050,North Africa,Biomass,0.0
B,2050,Sub Saharan,TnD,0.7174515123570492
B,2050,Sub Saharan,Coal_Power,29.508259374298802
B,2050,Sub Saharan,Oil_Power,161.99259894190524
B,2050,Sub Saharan,Gas_Power,65.04982484458824
B,2050,Sub Saharan,Nuclear,9.66973938654456e-5
B,2050,Sub Saharan,Hydro,0.00011040180029529394
B,2050,Sub Saharan,Wind,0.0008164277612331231
B,2050,Sub Saharan,Solar,0.0029923846842307136
B,2050,Sub Saharan,Biomass,3.3876381891479235
B,2050,South Africa,TnD,0.0005260839083856775
B,2050,South Africa,Coal_Power,306.59301552723286
B,2050,South Africa,Oil_Power,0.04717589478721711
B,2050,South Africa,Gas_Power,7.006241935275472e-5
B,2050,South Africa,Nuclear,0.0001543709847407795
B,2050,South Africa,Hydro,2.1100951747517045e-5
B,2050,South Africa,Wind,0.00016564036044523783
B,2050,South Africa,Solar,0.0006638078790394031
B,2050,South Africa,Biomass,0.002661230630984788
C,2030,Australia_Oceania,TnD,0.8210788070670721
C,2030,Australia_Oceania,Coal_Power,105.42237106373013
C,2030,Australia_Oceania,Oil_Power,16.663186855091336
C,2030,Australia_Oceania,Gas_Power,39.90808599756478
C,2030,Australia_Oceania,Nuclear,0.0001741465979474652
C,2030,Australia_Oceania,Hydro,4.5406095302916314e-5
C,2030,Australia_Oceania,Wind,0.0005322158196083513
C,2030,Australia_Oceania,Solar,0.0004060718815876468
C,2030,Australia_Oceania,Biomass,0.46521705359310833
C,2030,China,TnD,1.2750229318211554
C,2030,China,Coal_Power,3297.2928503156154
C,2030,China,Oil_Power,133.25123127245078
C,2030,China,Gas_Power,217.8916983882611
C,2030,China,Nuclear,0.000346068309735311
C,2030,China,Hydro,0.0001118388716591879
C,2030,China,Wind,0.001310435906031088
C,2030,China,Solar,0.0032273993010787415
C,2030,China,Biomass,38.72600548889206
C,2030,Japan,TnD,0.1061041547432767
C,2030,Japan,Coal_Power,256.81649239086573
C,2030,Japan,Oil_Power,77.82042447185256
C,2030,Japan,Gas_Power,220.57035574993006
C,2030,Japan,Nuclear,0.00011053171204440067
C,2030,Japan,Hydro,2.8809955752432175e-5
C,2030,Japan,Wind,0.0001820915788623534
C,2030,Japan,Solar,7.71728279351568e-5
C,2030,Japan,Biomass,10.983424191240646
C,2030,South Korea,TnD,0.04091897315080841
C,2030,South Korea,Coal_Power,130.66913151850136
C,2030,South Korea,Oil_Power,28.00074632683059
C,2030,South Korea,Gas_Power,65.51942654339612
C,2030,South Korea,Nuclear,0.0001364053771026531
C,2030,South Korea,Hydro,2.8498874959676953e-5
C,2030,South Korea,Wind,0.00029123737802078006
C,2030,South Korea,Solar,0.00025848179235181385
C,2030,South Korea,Biomass,2.7294721476719443
C,2030,Rest of World,TnD,0.008894052874148045
C,2030,Rest of World,Coal_Power,16.718623663988105
C,2030,Rest of World,Oil_Power,2.914376894842521
C,2030,Rest of World,Gas_Power,0.8511707485638421
C,2030,Rest of World,Nuclear,0.0001775267401051314
C,2030,Rest of World,Hydro,4.59280116431163e-5
C,2030,Rest of World,Wind,0.0013444341955458257
C,2030,Rest of World,Solar,0.0040976322303492825
C,2030,Rest of World,Biomass,0.015273972844810706
C,2030,Southeast Asia,TnD,0.16977900982830388
C,2030,Southeast Asia,Coal_Power,392.1809265550329
C,2030,Southeast Asia,Oil_Power,23.47555720814384
C,2030,Southeast Asia,Gas_Power,218.14325747168525
C,2030,Southeast Asia,Nuclear,0.00015841644190647106
C,2030,Southeast Asia,Hydro,6.185759876015154e-5
C,2030,Southeast Asia,Wind,0.0012811952426428196
C,2030,Southeast Asia,Solar,0.0035089502113635576
C,2030,Southeast Asia,Biomass,4.7872298494269465
C,2030,"Central, Western and South Asia",TnD,3.9320898208522093
C,2030,"Central, Western and South Asia",Coal_Power,221.59073343660114
C,2030,"Central, Western and South Asia",Oil_Power,375.79895841664313
C,2030,"Central, Western and South Asia",Gas_Power,750.0137494478955
C,2030,"Central, Western and South Asia",Nuclear,0.00020601974657034279
C,2030,"Central, Western and South Asia",Hydro,4.1176580525052305e-5
C,2030,"Central, Western and South Asia",Wind,0.00021494605525096462
C,2030,"Central, Western and South Asia",Solar,0.002772134911961549
C,2030,"Central, Western and South Asia",Biomass,1.2163626648375527
C,2030,India,TnD,0.9229992998483425
C,2030,India,Coal_Power,1444.7413591445525
C,2030,India,Oil_Power,5.092398352851604
C,2030,India,Gas_Power,75.43359748913043
C,2030,India,Nuclear,0.00022426615902985004
C,2030,India,Hydro,3.9887048329005145e-5
C,2030,India,Wind,0.00014881038882770154
C,2030,India,Solar,0.00024536301762906484
C,2030,India,Biomass,3.3937890837706592
C,2030,Canada,TnD,0.03550164169885205
C,2030,Canada,Coal_Power,60.87617871009907
C,2030,Canada,Oil_Power,7.561040005176419
C,2030,Canada,Gas_Power,60.47313346783958
C,2030,Canada,Nuclear,0.0003101778998790568
C,2030,Canada,Hydro,6.93803718462455e-5
C,2030,Canada,Wind,0.0003477612778396551
C,2030,Canada,Solar,0.0017242374168957963
C,2030,Canada,Biomass,1.7455628022889527
C,2030,United States,TnD,0.05127665684461507
C,2030,United States,Coal_Power,1123.142242542974
C,2030,United States,Oil_Power,13.7771199335245
C,2030,United States,Gas_Power,450.2088716150072
C,2030,United States,Nuclear,0.0002029322782428453
C,2030,United States,Hydro,3.415323076323608e-5
C,2030,United States,Wind,0.0002524951613032287
C,2030,United States,Solar,0.0006165949561361354
C,2030,United States,Biomass,6.374201663678768
C,2030,Rest of America,TnD,1.0078464558003843
C,2030,Rest of America,Coal_Power,59.485595405334166
C,2030,Rest of America,Oil_Power,137.90347964784996
C,2030,Rest of America,Gas_Power,194.91973620847494
C,2030,Rest of America,Nuclear,0.00018632437920018956
C,2030,Rest of America,Hydro,3.275076295105006e-5
C,2030,Rest of America,Wind,0.00039526197810678046
C,2030,Rest of America,Solar,0.002285915433358953
C,2030,Rest of America,Biomass,4.65732540437988
C,2030,Brazil,TnD,0.00347043831387173
C,2030,Brazil,Coal_Power,33.39123602436175
C,2030,Brazil,Oil_Power,29.080627428050057
C,2030,Brazil,Gas_Power,71.39752068608927
C,2030,Brazil,Nuclear,0.00022703332324543025
C,2030,Brazil,Hydro,3.118061245582761e-5
C,2030,Brazil,Wind,0.0003410431925668161
C,2030,Brazil,Solar,0.0023724839539964464
C,2030,Brazil,Biomass,8.877072011769087
C,2030,"EU, UK and EFTA",TnD,0.8114369884337029
C,2030,"EU, UK and EFTA",Coal_Power,157.19607885929403
C,2030,"EU, UK and EFTA",Oil_Power,31.566912919854307
C,2030,"EU, UK and EFTA",Gas_Power,191.58537477021528
C,2030,"EU, UK and EFTA",Nuclear,0.0002097998515943501
C,2030,"EU, UK and EFTA",Hydro,3.9392519125238095e-5
C,2030,"EU, UK and EFTA",Wind,0.00025065939998097935
C,2030,"EU, UK and EFTA",Solar,0.00022269843794080432
C,2030,"EU, UK and EFTA",Biomass,17.88287789057087
C,2030,Eastern Europe,TnD,0.022349542563519096
C,2030,Eastern Europe,Coal_Power,103.60104227684499
C,2030,Eastern Europe,Oil_Power,11.016727887579584
C,2030,Eastern Europe,Gas_Power,68.98756037536427
C,2030,Eastern Europe,Nuclear,0.0001853990733160355
C,2030,Eastern Europe,Hydro,2.4711192415537274e-5
C,2030,Eastern Europe,Wind,0.00015434122274514463
C,2030,Eastern Europe,Solar,0.0013054932107422908
C,2030,Eastern Europe,Biomass,1.82028166007489
C,2030,Russia,TnD,0.04996179609728939
C,2030,Russia,Coal_Power,243.60354089683392
C,2030,Russia,Oil_Power,39.868632577449034
C,2030,Russia,Gas_Power,575.1553745696356
C,2030,Russia,Nuclear,0.0002463451250651966
C,2030,Russia,Hydro,3.9251221336865815e-5
C,2030,Russia,Wind,0.003654496879530369
C,2030,Russia,Solar,0.0017269074813732247
C,2030,Russia,Biomass,15.115835185749882
C,2030,North Africa,TnD,0.02007229061996161
C,2030,North Africa,Coal_Power,21.41003266353766
C,2030,North Africa,Oil_Power,42.02838837558208
C,2030,North Africa,Gas_Power,186.88740505246838
C,2030,North Africa,Nuclear,0.00011001505404582174
C,2030,North Africa,Hydro,2.534372248892948e-5
C,2030,North Africa,Wind,0.00031800135947409583
C,2030,North Africa,Solar,0.002472088887774808
C,2030,North Africa,Biomass,0.0
C,2030,Sub Saharan,TnD,0.33994636220349794
C,2030,Sub Saharan,Coal_Power,14.648167447087058
C,2030,Sub Saharan,Oil_Power,58.289288403025026
C,2030,Sub Saharan,Gas_Power,36.438872184678395
C,2030,Sub Saharan,Nuclear,0.00016589189166006963
C,2030,Sub Saharan,Hydro,6.484694069626257e-5
C,2030,Sub Saharan,Wind,0.0005499026048523784
C,2030,Sub Saharan,Solar,0.002105081353665568
C,2030,Sub Saharan,Biomass,1.6228897096287445
C,2030,South Africa,TnD,0.00030589515637836104
C,2030,South Africa,Coal_Power,157.37846484327866
C,2030,South Africa,Oil_Power,0.021139591958705753
C,2030,South Africa,Gas_Power,9.919246119061187e-5
C,2030,South Africa,Nuclear,0.00011172854818196477
C,2030,South Africa,Hydro,1.8854531025540773e-5
C,2030,South Africa,Wind,0.00016190667840331415
C,2030,South Africa,Solar,0.0005619578095195448
C,2030,South Africa,Biomass,0.0016795007380656227
C,2050,Australia_Oceania,TnD,1.187437699405056
C,2050,Australia_Oceania,Coal_Power,140.9135232224155
C,2050,Australia_Oceania,Oil_Power,35.499413650404236
C,2050,Australia_Oceania,Gas_Power,54.356621812387566
C,2050,Australia_Oceania,Nuclear,0.00012592116544522856
C,2050,Australia_Oceania,Hydro,5.69320514787804e-5
C,2050,Australia_Oceania,Wind,0.0006035299790839246
C,2050,Australia_Oceania,Solar,0.00045758328065167406
C,2050,Australia_Oceania,Biomass,0.7976381157429714
C,2050,China,TnD,1.1781911484023158
C,2050,China,Coal_Power,2461.8429788824556
C,2050,China,Oil_Power,130.9645455059441
C,2050,China,Gas_Power,203.4877986200631
C,2050,China,Nuclear,0.0003116239725719359
C,2050,China,Hydro,0.0002066156476500484
C,2050,China,Wind,0.0015447841398551344
C,2050,China,Solar,0.003992408798642167
C,2050,China,Biomass,45.80011861421065
C,2050,Japan,TnD,0.12866784197180245
C,2050,Japan,Coal_Power,259.5779969588055
C,2050,Japan,Oil_Power,118.40074682876586
C,2050,Japan,Gas_Power,271.99114815427555
C,2050,Japan,Nuclear,8.498105483515046e-5
C,2050,Japan,Hydro,2.1639690207362707e-5
C,2050,Japan,Wind,0.0001319594200256098
C,2050,Japan,Solar,5.6742820720983436e-5
C,2050,Japan,Biomass,11.360296614121319
C,2050,South Korea,TnD,0.050907013933638744
C,2050,South Korea,Coal_Power,150.53030255772924
C,2050,South Korea,Oil_Power,42.95453804862592
C,2050,South Korea,Gas_Power,81.25596450116862
C,2050,South Korea,Nuclear,0.00013686128760901885
C,2050,South Korea,Hydro,3.5052316000023744e-5
C,2050,South Korea,Wind,0.0003200173500982479
C,2050,South Korea,Solar,0.0003156651868847284
C,2050,South Korea,Biomass,3.647334887799705
C,2050,Rest of World,TnD,0.013068289648685765
C,2050,Rest of World,Coal_Power,22.010163981847082
C,2050,Rest of World,Oil_Power,5.458006548930681
C,2050,Rest of World,Gas_Power,1.9429961894879588
C,2050,Rest of World,Nuclear,9.125860191822356e-5
C,2050,Rest of World,Hydro,7.0543862826028e-5
C,2050,Rest of World,Wind,0.0015227905665405321
C,2050,Rest of World,Solar,0.004855945560892992
C,2050,Rest of World,Biomass,0.02730287035189944
C,2050,Southeast Asia,TnD,0.17719760221108619
C,2050,Southeast Asia,Coal_Power,375.95757062514275
C,2050,Southeast Asia,Oil_Power,26.116857273964904
C,2050,Southeast Asia,Gas_Power,202.63619597127422
C,2050,Southeast Asia,Nuclear,3.501513427440035e-5
C,2050,Southeast Asia,Hydro,0.00012815772158825546
C,2050,Southeast Asia,Wind,0.0021364961641713778
C,2050,Southeast Asia,Solar,0.005190340859563507
C,2050,Southeast Asia,Biomass,8.54669526310653
C,2050,"Central, Western and South Asia",TnD,5.688228930754901
C,2050,"Central, Western and South Asia",Coal_Power,304.4111417215539
C,2050,"Central, Western and South Asia",Oil_Power,632.0100248414881
C,2050,"Central, Western and South Asia",Gas_Power,1048.76664535478
C,2050,"Central, Western and South Asia",Nuclear,0.0003248152257933083
C,2050,"Central, Western and South Asia",Hydro,5.746858290219918e-5
C,2050,"Central, Western and South Asia",Wind,0.00025616331482822133
C,2050,"Central, Western and South Asia",Solar,0.003249969573742403
C,2050,"Central, Western and South Asia",Biomass,2.290140864880762
C,2050,India,TnD,0.5205740841454753
C,2050,India,Coal_Power,1073.2955791207337
C,2050,India,Oil_Power,5.543940115485344
C,2050,India,Gas_Power,68.39107938455933
C,2050,India,Nuclear,0.00022218128197496443
C,2050,India,Hydro,5.001031346981475e-5
C,2050,India,Wind,0.0003101460075399274
C,2050,India,Solar,0.0006729662626835423
C,2050,India,Biomass,3.861713759492824
C,2050,Canada,TnD,0.048248862767778296
C,2050,Canada,Coal_Power,81.67973687048556
C,2050,Canada,Oil_Power,12.92039129635012
C,2050,Canada,Gas_Power,80.13888913358103
C,2050,Canada,Nuclear,0.00039517001011526006
C,2050,Canada,Hydro,8.774794072695412e-5
C,2050,Canada,Wind,0.00038894953449452284
C,2050,Canada,Solar,0.0020074239969894592
C,2050,Canada,Biomass,2.6186004974757933
C,2050,United States,TnD,0.06650059894320556
C,2050,United States,Coal_Power,1405.5556659039698
C,2050,United States,Oil_Power,24.228950868948417
C,2050,United States,Gas_Power,582.9495212401561
C,2050,United States,Nuclear,0.0002520518311583866
C,2050,United States,Hydro,3.94919009850256e-5
C,2050,United States,Wind,0.00027581964713022144
C,2050,United States,Solar,0.0006795745672197333
C,2050,United States,Biomass,9.935554737447553
C,2050,Rest of America,TnD,1.3617795639341748
C,2050,Rest of America,Coal_Power,93.71875021585927
C,2050,Rest of America,Oil_Power,263.2288974609625
C,2050,Rest of America,Gas_Power,264.33909912855114
C,2050,Rest of America,Nuclear,0.0002800305123089937
C,2050,Rest of America,Hydro,3.442504044080487e-5
C,2050,Rest of America,Wind,0.0003669294310231486
C,2050,Rest of America,Solar,0.0023360861128770734
C,2050,Rest of America,Biomass,7.939103618451058
C,2050,Brazil,TnD,0.004851217206639248
C,2050,Brazil,Coal_Power,64.31321947794271
C,2050,Brazil,Oil_Power,67.87373109271896
C,2050,Brazil,Gas_Power,98.2012562960103
C,2050,Brazil,Nuclear,0.0003278234250401192
C,2050,Brazil,Hydro,3.288969496195895e-5
C,2050,Brazil,Wind,0.00031050463890408157
C,2050,Brazil,Solar,0.0021157496246628493
C,2050,Brazil,Biomass,17.052471579079324
C,2050,"EU, UK and EFTA",TnD,0.9940962071704821
C,2050,"EU, UK and EFTA",Coal_Power,225.02815534830833
C,2050,"EU, UK and EFTA",Oil_Power,52.81509898718198
C,2050,"EU, UK and EFTA",Gas_Power,276.7025168314415
C,2050,"EU, UK and EFTA",Nuclear,0.00026124711688715874
C,2050,"EU, UK and EFTA",Hydro,4.252784941402177e-5
C,2050,"EU, UK and EFTA",Wind,0.00025016140051401404
C,2050,"EU, UK and EFTA",Solar,0.0002204026799922264
C,2050,"EU, UK and EFTA",Biomass,25.019386405541994
C,2050,Eastern Europe,TnD,0.03312551481401434
C,2050,Eastern Europe,Coal_Power,148.26185532623091
C,2050,Eastern Europe,Oil_Power,23.15502644499795
C,2050,Eastern Europe,Gas_Power,101.22889260970982
C,2050,Eastern Europe,Nuclear,0.00022947784071984843
C,2050,Eastern Europe,Hydro,2.6329500117576453e-5
C,2050,Eastern Europe,Wind,0.0001432417881197572
C,2050,Eastern Europe,Solar,0.0013807697940953943
C,2050,Eastern Europe,Biomass,2.84662223190402
C,2050,Russia,TnD,0.06272701231369147
C,2050,Russia,Coal_Power,305.62467183783974
C,2050,Russia,Oil_Power,51.6430783719484
C,2050,Russia,Gas_Power,680.0759421408908
C,2050,Russia,Nuclear,0.0002613293327461765
C,2050,Russia,Hydro,3.7707698595959066e-5
C,2050,Russia,Wind,0.003320055377589122
C,2050,Russia,Solar,0.001680805714695328
C,2050,Russia,Biomass,18.695320005079324
C,2050,North Africa,TnD,0.02595927625367527
C,2050,North Africa,Coal_Power,27.079227922239486
C,2050,North Africa,Oil_Power,70.10381667019568
C,2050,North Africa,Gas_Power,230.1565013084309
C,2050,North Africa,Nuclear,4.5043016478129376e-5
C,2050,North Africa,Hydro,7.126000175817984e-5
C,2050,North Africa,Wind,0.0006617938254834974
C,2050,North Africa,Solar,0.004796878298259233
C,2050,North Africa,Biomass,0.0
C,2050,Sub Saharan,TnD,0.6528070519998341
C,2050,Sub Saharan,Coal_Power,25.604751690774496
C,2050,Sub Saharan,Oil_Power,139.85561660506553
C,2050,Sub Saharan,Gas_Power,61.74608692722292
C,2050,Sub Saharan,Nuclear,0.00010523563636701788
C,2050,Sub Saharan,Hydro,0.0001227493889191075
C,2050,Sub Saharan,Wind,0.000901891236404394
C,2050,Sub Saharan,Solar,0.003323483130277643
C,2050,Sub Saharan,Biomass,3.5243332472205977
C,2050,South Africa,TnD,0.0004829218190910354
C,2050,South Africa,Coal_Power,254.70702850610687
C,2050,South Africa,Oil_Power,0.055448852103282494
C,2050,South Africa,Gas_Power,6.184244937123289e-5
C,2050,South Africa,Nuclear,0.00016275352633662223
C,2050,South Africa,Hydro,2.2231818056534525e-5
C,2050,South Africa,Wind,0.0001745174400884632
C,2050,South Africa,Solar,0.0006991806414042322
C,2050,South Africa,Biomass,0.0030312151328650942
