scenario,year,region,sector,CO2_Mt
A,2050,North Africa,Oil,1.1110274215562823
A,2050,North Africa,Gas,11.366548936403387
A,2050,North Africa,Mine,15.245654190972028
A,2050,North Africa,Manufac,90.50717167789101
A,2050,North Africa,Petro,34.674102179082766
A,2050,North Africa,WatWaste,1.0005108127010907
A,2050,North Africa,OthServ,37.408812780253406
A,2050,North Africa,Transport,353.57969978915685
A,2050,North Africa,Power,387.07691510402447
A,2050,North Africa,Households,248.1090222637783
A,2050,Sub Saharan,Rice,0.07565200522343153
A,2050,Sub Saharan,Crops nec,4.359775924205545
A,2050,Sub Saharan,"Bovine cattle, sheep and goats, horses",0.6591117369180852
A,2050,Sub Saharan,Animal products nec,5.778627075760451
A,2050,Sub Saharan,Forestry,2.599483727090312
A,2050,Sub Saharan,Coal,0.08048950809909845
A,2050,Sub Saharan,Oil,0.6141052819095998
A,2050,Sub Saharan,Gas,4.860341988222077
A,2050,Sub Saharan,Mine,22.599777038046458
A,2050,Sub Saharan,Manufac,86.62524197009871
A,2050,Sub Saharan,Petro,22.90051517114164
A,2050,Sub Saharan,WatWaste,2.9588956635304244
A,2050,Sub Saharan,OthServ,84.80333629100643
A,2050,Sub Saharan,Transport,507.1672053793529
A,2050,Sub Saharan,Power,262.1022924375231
A,2050,Sub Saharan,Households,289.7272534199596
A,2050,South Africa,Rice,0.01759231385645504
A,2050,South Africa,Crops nec,11.149338788106519
