grid,scenario,year,region,household,government,investment,capital,labor,carbon_revenue,walras,foreign_saving,max_absolute_gap
fiveyear_2050,B,2030,"EU, UK and EFTA",-1.3642420526593924e-12,-1.8189894035458565e-12,1.8189894035458565e-12,-9.094947017729282e-13,-1.8189894035458565e-12,1.4063061826163903e-10,2.197793946834281e-8,-199.418898794901,2.197793946834281e-8
fiveyear_2050,B,2030,Eastern Europe,1.1013412404281553e-13,2.1316282072803006e-14,4.263256414560601e-14,1.4210854715202004e-14,2.842170943040401e-14,6.302292021587164e-12,2.673772314665257e-10,27.42748892219175,2.673772314665257e-10
fiveyear_2050,B,2030,Russia,-5.684341886080801e-13,1.0658141036401503e-14,1.1368683772161603e-13,0.0,-5.684341886080802e-14,-3.066197176052902e-11,3.456818831182318e-8,-152.07297648535337,3.456818831182318e-8
fiveyear_2050,B,2030,North Africa,-5.9117155615240335e-12,-2.0605739337042905e-13,1.7053025658242404e-13,0.0,-5.684341886080802e-14,-1.9675943828546574e-10,-2.6107045414391905e-8,62.60989583368706,2.6107045414391905e-8
fiveyear_2050,B,2030,Sub Saharan,5.684341886080802e-14,1.6342482922482304e-13,5.684341886080802e-14,-1.1368683772161603e-13,0.0,1.7083420254335524e-12,-1.6359535948140547e-9,72.19033523024162,1.6359535948140547e-9
fiveyear_2050,B,2030,South Africa,1.4210854715202004e-13,0.0,0.0,-1.4210854715202004e-14,0.0,-9.07084630724365e-11,-1.8046222294287873e-9,-31.54147171959301,1.8046222294287873e-9
fiveyear_2050,B,2035,Australia_Oceania,-7.389644451905042e-13,-1.7053025658242404e-13,-9.833911462919787e-11,1.1368683772161603e-13,0.0,5.044853423896711e-13,9.672476153355092e-10,-37.33417386939203,9.672476153355092e-10
fiveyear_2050,B,2035,China,-5.4569682106375694e-12,-4.547473508864641e-13,-1.8189894035458565e-12,0.0,0.0,4.531557351583615e-10,-3.3806099963840097e-7,-624.085680524263,3.3806099963840097e-7
fiveyear_2050,B,2035,Japan,-4.320099833421409e-12,0.0,-4.547473508864641e-13,0.0,2.2737367544323206e-13,3.2812863537401427e-11,5.9157173382118344e-8,-6.89669440486052,5.9157173382118344e-8
fiveyear_2050,B,2035,South Korea,-5.684341886080801e-13,1.1368683772161603e-13,1.894022716442123e-10,-1.1368683772161603e-13,0.0,2.5135449277513544e-11,3.794866643147543e-10,-189.33531574542312,3.794866643147543e-10
fiveyear_2050,B,2035,Rest of World,-2.842170943040401e-14,0.0,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15,-3.1835104148299455e-18,-8.67973426466051e-9,-8.038856745901082,8.67973426466051e-9
fiveyear_2050,B,2035,Southeast Asia,-2.2737367544323206e-13,-9.947598300641403e-14,4.547473508864641e-13,-4.547473508864641e-13,0.0,3.986855290349922e-11,6.887262316013221e-8,-68.5400780436142,6.887262316013221e-8
fiveyear_2050,B,2035,"Central, Western and South Asia",5.002220859751105e-12,4.547473508864641e-13,-4.547473508864641e-13,4.547473508864641e-13,-2.2737367544323206e-13,2.4249384722452305e-9,6.400387064786628e-8,17.528202880808454,6.400387064786628e-8
fiveyear_2050,B,2035,India,-6.821210263296962e-13,-1.4210854715202004e-14,-5.2523319027386606e-11,-2.2737367544323206e-13,0.0,-2.498042154672441e-11,1.3334806681086775e-7,278.71102632849386,1.3334806681086775e-7
