year,source_year,region,technology,baseline_tfp,cf_tfp,tfp_multiplier,alpha,mapping_status,countries
2030,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2030,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2030,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2030,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2030,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2030,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2030,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2030,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2030,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2031,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2031,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2031,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2031,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2031,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2031,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2031,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2031,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2031,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2032,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2032,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2032,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2032,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2032,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2032,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2032,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2032,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2032,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2033,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2033,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2033,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2033,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2033,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2033,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2033,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2033,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2033,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2034,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2034,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2034,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2034,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2034,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2034,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2034,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2034,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2034,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2035,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2035,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2035,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2035,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2035,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2035,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2035,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2035,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2035,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2036,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2036,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2036,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2036,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2036,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2036,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2036,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2036,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2036,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2037,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2037,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2037,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2037,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2037,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2037,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2037,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2037,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2037,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2038,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2038,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2038,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2038,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2038,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2038,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2038,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2038,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2038,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2039,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2039,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2039,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2039,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2039,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2039,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2039,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2039,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2039,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2040,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2040,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2040,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2040,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2040,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2040,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2040,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2040,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2040,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2041,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2041,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2041,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2041,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2041,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2041,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2041,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2041,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2041,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2042,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2042,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2042,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2042,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2042,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2042,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2042,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2042,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2042,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2043,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
