year,target,target_name,iso3,country_name,excluded_target_receiver,TIC,X,B,Q_global,Q_cf,Q_ratio,beta_B,p_beta_B,B_fitted,B_cf,B_deployment_gap,B_cf_fitted,B_fitted_gap,X_cf,equipment_gap_inclusive,equipment_gap_target_origin,equipment_gap_other_origins,TIC_cf,total_deployment_gap,deployment_gap_pct_of_TIC,balance_gap_pct_of_TIC,cf_Q_below_balance_fit_range,annual_cost_interpolated,tfp_start_year,technology,region,alpha,cost_actual,cost_cf,annual_cost_reduction_actual,tfp_growth_factor_actual,tfp_growth_rate_actual,tfp_raw_actual,annual_cost_reduction_cf,tfp_growth_factor_cf,tfp_growth_rate_cf,tfp_raw_cf,tfp_actual,tfp_cf,tfp_multiplier,capacity_weight_MW,B_cf_fixed,TIC_cf_equipment_only,scenario_scope
2019,CHN,中国,ESP,Spain,False,912.6338153971122,381.7011014197688,530.9327139773434,580.10487,376.20887,0.6485187238645316,-0.4691205152601589,4.339125827758824e-05,683.0067351389529,650.5347346967014,119.60202071935804,836.8661292523773,153.8593941134244,438.47863541145375,56.77753399168497,43.709856675846986,13.067677315837985,1089.0133701081556,176.37955471104303,19.32643210621068,13.10514893285166,False,False,2010,pv,"EU, UK and EFTA",1.0,912.6338153971122,1089.0133701081556,0.10507238513049133,1.117408808695452,0.1174088086954519,6.096531749014442,0.08057397106458775,1.0876350772425738,0.0876350772425738,5.133639955819865,1.248602445750188,1.051397034957422,0.8420590865699604,8807.2,,,
2020,CHN,中国,ESP,Spain,False,897.0841215721106,328.8577249609751,568.2263966111352,710.6335,457.9075,0.6443652037231569,-0.4691205152601589,4.339125827758824e-05,620.9792602222468,698.3312254250228,130.1048288138876,763.162729399375,142.18346917712825,378.30163945829634,49.443914497321245,44.11039141331589,5.333523084005357,1076.6328648833187,179.54874331120885,20.01470530952611,14.503080110913476,False,False,2010,pv,"EU, UK and EFTA",1.0,897.0841215721106,1076.6328648833187,0.017038261746016414,1.017333596093253,0.017333596093253023,6.202206567921552,0.011368552090051387,1.0114992822796458,0.011499282279645806,5.192673130793906,1.2702452162258697,1.06348734625038,0.8372299558113628,10135.59,,,
2021,CHN,中国,ESP,Spain,False,926.7302256402228,396.9248562650087,529.8053693752144,854.92824,549.2222399999999,0.6424191111057461,-0.4691205152601589,4.339125827758824e-05,569.3957623619684,652.0376329321683,122.23226355695397,700.7619902567831,131.36622789481464,458.08975961392224,61.164903348913526,56.04414372778252,5.120759621131008,1110.1273925460905,183.3971669058675,19.78970382445109,13.189627377537075,False,False,2010,pv,"EU, UK and EFTA",1.0,926.7302256402228,1110.1273925460905,-0.03304718404351914,0.9680099955220177,-0.03199000447798228,6.003797952040371,-0.03111044512504435,0.9698282126108503,-0.030171787389149718,5.036000901110241,1.2296100660706686,1.0314000321482624,0.8388025282227849,13715.2,,,
2022,CHN,中国,ESP,Spain,False,826.2275993024847,357.1843491678411,469.0432501346436,1045.85862,654.1026199999999,0.625421646378934,-0.4691205152601589,4.339125827758824e-05,518.0192091762711,584.5643965915391,115.52114645689552,645.6026951630303,127.58348598675911,424.4854456693541,67.301096501513,65.89787767028453,1.4032188312284717,1009.0498422608932,182.8222429584085,22.12734640100986,13.981758362274562,False,False,2010,pv,"EU, UK and EFTA",1.0,826.2275993024847,1009.0498422608932,0.10844863322366205,1.1216403644983346,0.1216403644983346,6.734102123300916,0.0910504064343235,1.1001710183698372,0.10017101836983722,5.540462239885872,1.379180282698326,1.1347164237152367,0.8227469881567602,23897.32,,,
2023,CHN,中国,ESP,Spain,False,686.7911105133508,239.67897687838865,447.1121336349622,1408.5874199999998,799.9514199999999,0.5679103821614423,-0.4691205152601589,4.339125827758824e-05,450.48828708988015,583.027230061169,135.9150964262068,587.4296813681365,136.94139427825633,290.41567496251446,50.7366980841258,48.40224424574815,2.334453838377648,873.4429050236831,186.6517945103326,27.177374845579653,19.789874147412203,False,False,2010,pv,"EU, UK and EFTA",1.0,686.7911105133508,873.4429050236831,0.1687628068910414,1.203026053562211,0.20302605356221104,8.101300301679608,0.13439072239817906,1.1552556400163707,0.1552556400163707,6.400650250925888,1.659189812645382,1.310887548316233,0.7900769027903913,29579.61,,,
2024,CHN,中国,ESP,Spain,False,822.1244412681235,145.3946223054095,676.7298189627138,1864.01976,978.62376,0.5250071812543446,-0.4691205152601589,4.339125827758824e-05,395.0091498366218,915.569967103096,238.84014814038235,534.4208341161694,139.4116842795476,178.6828281631005,33.288205857691,31.91670550651644,1.3715003511745607,1094.252795266197,272.1283539980733,33.10062812125091,29.05158102001839,False,False,2010,pv,"EU, UK and EFTA",1.0,822.1244412681235,1094.252795266197,-0.19705166342880598,0.8353858321666953,-0.16461416783330474,6.767711494150919,-0.2528040344394653,0.7982094346043705,-0.20179056539562945,5.109059417891875,1.3860636623592655,1.0463628087714099,0.7549168463087479,35822.87,,,
2010,CHN,中国,FRA,France,False,6514.6573242256245,2808.8170920897546,3705.840232135865,39.73239,39.15239,0.9854023379917494,-0.5680182225907597,0.0007106042740903,4039.9891356469534,3736.924211978064,31.08397984219937,4073.8759016672943,33.88676602034093,2817.9165956561264,9.099503566371665,4.143755517541191,4.955748048830474,6554.840807634195,40.18348340857104,0.6168165324543381,0.4771391386406381,True,False,2010,pv,"EU, UK and EFTA",1.0,6514.6573242256245,6554.840807634195,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.22662274537664706,0.22662274537664706,1.0,1044.0,,,
2011,CHN,中国,FRA,France,False,6650.285260692156,2105.924198427859,4544.361062264294,70.26885,67.62285,0.962344623542295,-0.5680182225907597,0.0007106042740903,2922.3253953946114,4644.525366217908,100.16430395361476,2986.7376824345465,64.41228703993511,2124.486125996439,18.56192756858012,11.080660516906828,7.481267051673294,6769.011492214351,118.72623152219488,1.7852802829970338,1.5061655256452835,False,False,2010,pv,"EU, UK and EFTA",1.0,6650.285260692156,6769.011492214351,-0.020818890344727947,0.979605696425056,-0.020394303574943984,0.979605696425056,-0.03267366681593842,0.9683601239521468,-0.03163987604785323,0.9683601239521468,0.22200093231044848,0.21945242980330576,0.9885203071869136,2988.58,,,
2012,CHN,中国,FRA,France,False,5890.383037251003,1406.7403953183737,4483.642641932628,99.31435,93.09835,0.9374108575447556,-0.5680182225907597,0.0007106042740903,2400.95661350695,4651.309880089553,167.66723815692512,2490.741147304629,89.78453379767916,1429.2981425585965,22.55774724022289,11.52918870338237,11.028558536840524,6080.60802264815,190.22498539714803,3.229416222920617,2.846457303312726,False,False,2010,pv,"EU, UK and EFTA",1.0,5890.383037251003,6080.60802264815,0.11426610944536586,1.1290072680563392,0.12900726805633922,1.10598195109328,0.1016992614590766,1.1132129331478262,0.11321293314782621,1.0779910139281619,0.2506406660937797,0.24429728306775544,0.9746913255343376,4300.76,,,
2013,CHN,中国,FRA,France,False,3864.8230137804444,1117.4038156215254,2747.4191981589165,134.44763,117.28163,0.8723220334936361,-0.5680182225907597,0.0007106042740903,2021.466478784199,2969.077701147738,221.6585029888215,2184.555982500869,163.08950371667038,1156.1838701604768,38.7800545389514,17.285312473992462,21.49474206495893,4125.261571308216,260.4385575277729,6.7386929905755375,5.735282112491937,False,False,2010,pv,"EU, UK and EFTA",1.0,3864.8230137804444,4125.261571308216,0.3438757735551051,1.5241016254167927,0.5241016254167927,1.685628889342904,0.3215708764743507,1.4739933256450084,0.4739933256450084,1.5889515596354058,0.3820018465890773,0.36009256471508083,0.9426461362173348,5160.28,,,
2014,CHN,中国,FRA,France,False,2821.354842892847,1106.0311541073695,1715.3236887854785,172.65223999999998,144.88624,0.8391796133082317,-0.5680182225907597,0.0007106042740903,1753.75505172034,1894.950525421588,179.62683663610915,1937.4063790089929,183.6513272886525,1146.6977054530748,40.66655134570532,16.32739961125702,24.3391517344483,3041.648230874665,220.29338798181448,7.808070953455074,6.3666871640977485,False,False,2010,pv,"EU, UK and EFTA",1.0,2821.354842892847,3041.648230874665,0.2699911916191243,1.3698464847540015,0.3698464847540015,2.3090528086661686,0.26267748643388744,1.356258600003178,0.356258600003178,2.155029217743982,0.5232838867195849,0.4883786376920293,0.9332957694409947,5861.41,,,
2015,CHN,中国,FRA,France,False,1857.0719154645608,896.5633469186265,960.5085685459338,219.86211,176.96611,0.8048958958867447,-0.5680182225907597,0.0007106042740903,1528.7603808533122,1086.5327073303083,126.02413878437471,1729.342360768776,200.58197991546376,954.7883258364787,58.22497891785227,35.04706151270213,23.17791740515014,2041.3210331667874,184.24911770222695,9.92148533225412,6.786174392866678,False,False,2010,pv,"EU, UK and EFTA",1.0,1857.0719154645608,2041.3210331667874,0.34178009542378895,1.5192491036013882,0.5192491036013882,3.5080264097343443,0.32887668848551255,1.4900391371346562,0.4900391371346562,3.2110778761072156,0.7949985758277797,0.7277032839016302,0.9153516824151801,6819.54,,,
2016,CHN,中国,FRA,France,False,1571.8381732973867,817.2601261667793,754.5780471306072,291.30835,214.17235,0.735208414039625,-0.5680182225907597,0.0007106042740903,1302.9451945974115,898.6393966915325,144.06134956092535,1551.698844205159,248.75364960774755,876.0020448867365,58.7419187199572,22.091353229498583,36.65056549045862,1774.6414415782692,202.80326828088252,12.902299468617937,9.16515147731238,False,False,2010,pv,"EU, UK and EFTA",1.0,1571.8381732973867,1774.6414415782692,0.1535932667937745,1.181465081464979,0.18146508146497897,4.144610707958085,0.1306406916186068,1.1502723791637302,0.15027237916373015,3.6936141882298643,0.9392630571549101,0.8370569876987874,0.8911848297688705,7319.08,,,
2017,CHN,中国,FRA,France,False,1476.369528004093,723.5106941876445,752.8588338164486,384.35013,254.20964,0.6614012072794148,-0.5680182225907597,0.0007106042740903,1113.1442999079898,952.1222444792066,199.263410662758,1407.7665050232083,294.6222051152185,793.1850218461088,69.6743276584643,20.372831233728338,49.30149642473597,1745.3072663253156,268.93773832122235,18.216153423648603,13.496852033524604,False,False,2010,pv,"EU, UK and EFTA",1.0,1476.369528004093,1745.3072663253156,0.06073694284508979,1.0646644647443775,0.06466446474437748,4.41261974096201,0.01652963498185045,1.0168074560960922,0.016807456096092244,3.755694446534441,1.0,0.8511257862694621,0.8511257862694621,7523.77,,,
2018,CHN,中国,FRA,France,False,1278.8838736497264,642.4103320988781,636.4735415508485,478.49221,304.14615000000003,0.6356344860870359,-0.5680182225907597,0.0007106042740903,982.8919091717436,823.3075690736705,186.834027522822,1271.4155350913634,288.5236259196198,696.6577943089516,54.24746221007344,14.100863194414616,40.14659901565882,1519.9653633826226,241.08148973289545,18.85092889981387,14.609147192514678,False,False,2010,pv,"EU, UK and EFTA",1.0,1278.8838736497264,1519.9653633826226,0.13376437985776346,1.1544203179220445,0.15442031792204447,5.094017884230453,0.1291130262794027,1.1482546302510497,0.14825463025104968,4.312493538041325,1.1544203179220445,0.9773091250099751,0.8465799759736823,8693.45,,,
2019,CHN,中国,FRA,France,False,1165.9275536495015,491.501027367125,674.426526282376,580.10487,376.20887,0.6485187238645316,-0.5680182225907597,0.0007106042740903,881.0518446342522,862.5138541602887,188.08732787791268,1126.7638395236395,245.71199488938728,535.3124876025881,43.81146023546314,15.546050572954115,28.26540966250903,1397.8263417628768,231.89878811337584,19.889639573874312,16.131990987705496,False,False,2010,pv,"EU, UK and EFTA",1.0,1165.9275536495015,1397.8263417628768,0.08832414132947497,1.096881079486163,0.09688107948616298,5.587531835776519,0.08035645058906493,1.0873778222448645,0.08737782224486446,4.6893098318404265,1.2662618045030916,1.0627042680133807,0.8392453000115634,9725.78,,,
2020,CHN,中国,FRA,France,False,1112.9280483932469,407.7778421588363,705.1502062344101,710.6335,457.9075,0.6443652037231569,-0.5680182225907597,0.0007106042740903,785.1213958636927,905.1031864981616,199.95298026375144,1007.7510733193852,222.62967745569267,452.90209474373967,45.12425258490338,23.1950255365994,21.929227048303986,1358.0052812419017,245.07723284865483,22.02094135397855,17.96638880226148,False,False,2010,pv,"EU, UK and EFTA",1.0,1112.9280483932469,1358.0052812419017,0.04545694549404844,1.0476216816826307,0.0476216816826307,5.853619498251434,0.0284878452574836,1.029323200042756,0.029323200042755904,4.826815402101945,1.3265633210840113,1.0938661578506275,0.824586463733044,10882.85,,,
2021,CHN,中国,FRA,France,False,918.0257559627574,455.1665839320531,462.8591720307047,854.92824,549.2222399999999,0.6424191111057461,-0.5680182225907597,0.0007106042740903,706.8610404377391,595.1295233123788,132.27035128167404,908.8593236646448,201.99828322690564,513.9225921409219,58.75600820886881,33.06722177223965,25.688786436629165,1109.0521154533003,191.0263594905429,20.80838780936037,14.408130754780256,False,False,2010,pv,"EU, UK and EFTA",1.0,918.0257559627574,1109.0521154533003,0.17512569003168998,1.2123059088098136,0.2123059088098136,7.09637750565455,0.18332267865772411,1.2244738207697727,0.22447382076977274,5.910309097562156,1.608200552560517,1.3394104737141093,0.8328628364052915,13834.93,,,
2022,CHN,中国,FRA,France,False,1228.3628006623421,381.9439113909412,846.4188892714012,1045.85862,654.1026199999999,0.625421646378934,-0.5680182225907597,0.0007106042740903,630.3878675587093,1105.001452933642,258.5825636622408,822.9725475098162,192.5846799511069,442.0290251303349,60.08511373939371,54.09725834242397,5.987855396969742,1547.0304780639774,318.6676774016345,25.94247214502153,21.050992713456573,False,False,2010,pv,"EU, UK and EFTA",1.0,1228.3628006623421,1547.0304780639774,-0.33804829840980455,0.7473571777554248,-0.25264282224457524,5.303528664913065,-0.39491233685773475,0.7168909282519226,-0.2831090717480774,4.237046975207117,1.2019002262263425,0.9602112178112552,0.7989109219373985,16427.6,,,
2023,CHN,中国,FRA,France,False,977.5888351031306,242.4926485392087,735.0961865639217,1408.5874199999998,799.9514199999999,0.5679103821614423,-0.5680182225907597,0.0007106042740903,532.3005820349636,1013.7193031227742,278.62311655885253,734.0581884863419,201.7576064513784,292.59904858955895,50.10640005035025,47.43448422607623,2.6719158242740235,1306.3183517123337,328.7295166092028,33.62656208880736,28.50105346481983,False,False,2010,pv,"EU, UK and EFTA",1.0,977.5888351031306,1306.3183517123337,0.20415301197984215,1.2565229435468708,0.2565229435468708,6.66400544922177,0.15559624051678778,1.1842675838061343,0.18426758380613428,5.017797383801622,1.5102152101075739,1.1371470188608808,0.7529701801770894,19749.31,,,
2024,CHN,中国,FRA,France,False,1103.9580162409359,140.1711871299395,963.7868291109966,1864.01976,978.62376,0.5250071812543446,-0.5680182225907597,0.0007106042740903,453.99182716551,1389.7357443383678,425.9489152273712,654.6350819416868,200.64325477617683,175.50827135811815,35.33708422817865,33.64879216770583,1.6882920604728184,1565.2440156964863,461.2859994555498,41.78474114679334,38.58379657206176,False,False,2010,pv,"EU, UK and EFTA",1.0,1103.9580162409359,1565.2440156964863,-0.12926618696956993,0.8855308088906294,-0.1144691911093706,5.901182135900917,-0.19821023232564294,0.8345780840638202,-0.16542191593617983,4.187743726793607,1.3373420966054916,0.9490379802997987,0.7096448864570212,25082.83,,,
2010,CHN,中国,IND,India,False,6015.812576430638,2805.928927175792,3209.883649254845,39.73239,39.15239,0.9854023379917494,-0.7017656828234162,1.8905447802897689e-06,3215.1952868175176,3243.1800142299726,33.296364975127744,3248.5467498093426,33.351462991824974,2814.395053443964,8.466126268171891,4.4194665996444895,4.046659668527401,6057.575067673936,41.76249124329964,0.694211974071815,0.5534807567905229,True,False,2010,pv,India,1.0,6015.812576430638,6057.575067673936,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.22082328797369652,0.22082328797369652,1.0,32.0,,,
2011,CHN,中国,IND,India,False,3706.132789258693,2151.008726344194,1555.1240629144968,70.26885,67.62285,0.962344623542295,-0.7017656828234162,1.8905447802897689e-06,2154.9511612990696,1597.5815531088592,42.45749019436244,2213.784935389552,58.83377409048262,2170.0537503879173,19.045024043723014,11.674895912331865,7.370128131391155,3767.635303496776,61.50251423808545,1.6594795096477728,1.1456008893533165,False,False,2010,pv,India,1.0,3706.132789258693,3767.635303496776,0.38393479813866593,1.6232048117288131,0.6232048117288131,1.6232048117288131,0.37802911868106326,1.6077923099541631,0.6077923099541631,1.6077923099541631,0.35844142358068154,0.3550379842629029,0.9905048939830121,481.48,,,
2012,CHN,中国,IND,India,False,3251.391078240262,1372.5155216779797,1878.87555656228,99.31435,93.09835,0.9374108575447556,-0.7017656828234162,1.8905447802897689e-06,1690.4320908262664,1966.0592130463256,87.18365648404551,1768.8715863008133,78.4394954745469,1395.5837513237798,23.068229645800077,13.50320864714253,9.565020998657545,3361.642964370106,110.2518861298456,3.3909143341045547,2.6814263306409654,False,False,2010,pv,India,1.0,3251.391078240262,3361.642964370106,0.12269978893805078,1.139860662736563,0.13986066273656306,1.850227312454383,0.10775786572279566,1.1207719985226758,0.12077199852267584,1.8019686004367168,0.4085732786349128,0.397916631173796,0.9739174145291102,828.87,,,
2013,CHN,中国,IND,India,False,3346.780493359465,898.950319059279,2447.8301743001834,134.44763,117.28163,0.8723220334936361,-0.7017656828234162,1.8905447802897689e-06,1366.7423955983654,2694.090871403838,246.2606971036544,1504.2416954414994,137.49929984313394,939.7611692670488,40.81085020776993,34.914848171861216,5.896002035908715,3633.852040670888,287.0715473114243,8.577543339965656,7.358137098990335,False,False,2010,pv,India,1.0,3346.780493359465,3633.852040670888,-0.029338031883519244,0.9714981561209436,-0.02850184387905641,1.797492422454042,-0.08097501108413763,0.9250907650465244,-0.07490923495347557,1.6669845111678172,0.39692818683410624,0.36810900075730263,0.9273944581596357,1176.25,,,
2014,CHN,中国,IND,India,False,2271.3355416077266,873.4753967382773,1397.860144869449,172.65223999999998,144.88624,0.8391796133082317,-0.7017656828234162,1.8905447802897689e-06,1146.730946908842,1580.882978498468,183.02283362901903,1296.8732541229483,150.1423072141065,918.811619587933,45.33622284965577,40.67205280961961,4.664170040036161,2499.6945980864,228.3590564786748,10.053955142049809,8.057939052874127,False,False,2010,pv,India,1.0,2271.3355416077266,2499.6945980864,0.32133716384614674,1.4734857232897005,0.4734857232897005,2.64857942220745,0.312108866814263,1.4537184036212758,0.4537184036212758,2.423326062436272,0.5848680164713225,0.5351268289395289,0.9149531413396539,3062.68,,,
2015,CHN,中国,IND,India,False,1547.7635728448627,716.7522671039144,831.0113057409485,219.86211,176.96611,0.8048958958867447,-0.7017656828234162,1.8905447802897689e-06,967.8130032399883,967.733035945827,136.72173020487855,1127.0419660755426,159.22896283555428,769.5363636918853,52.78409658797086,49.13124590119066,3.652850686780198,1737.269399637713,189.5058267928494,12.243848486789794,8.833502261174006,False,False,2010,pv,India,1.0,1547.7635728448627,1737.269399637713,0.31856674432642196,1.4674951533023253,0.4674951533023253,3.8867774652257063,0.30500733930950974,1.4388641154950879,0.43886411549508786,3.4868369113835604,0.8582909794932103,0.7699747913997664,0.8971022762634749,4878.87,,,
2016,CHN,中国,IND,India,False,1332.246423912314,562.2462710458705,770.0001528664428,291.30835,214.17235,0.735208414039625,-0.7017656828234162,1.8905447802897689e-06,794.3902454317467,955.519072329334,185.5189194628912,985.7855580375104,191.3953126057636,625.3622418606357,63.11597081476517,60.41108916379769,2.70488165096748,1580.8813141899689,248.63489027765635,18.662830375442702,13.92527059056319,False,False,2010,pv,India,1.0,1332.246423912314,1580.8813141899689,0.13924423129846508,1.161769733484932,0.16176973348493195,4.515540419890508,0.09001947854509895,1.098924621376701,0.098924621376701,3.831770932644485,0.9971364824983481,0.8461442561085927,0.8485741630760104,9012.66,,,
2017,CHN,中国,IND,India,False,1328.4315129609279,476.4738536992916,851.9576592616361,384.35013,254.20964,0.6614012072794148,-0.7017656828234162,1.8905447802897689e-06,653.9725069302505,1138.7005364207553,286.7428771591192,874.0796404028941,220.10713347264368,550.4923024995728,74.01844880028116,72.36376822169855,1.6546805785826135,1689.1928389203276,360.7613259594003,27.15693827191009,21.58507039026806,False,False,2010,pv,India,1.0,1328.4315129609279,1689.1928389203276,0.0028635175016519243,1.0028717407816403,0.0028717407816403195,4.528507881465453,-0.06851338159174625,0.9358797159005318,-0.06412028409946824,3.586076691839236,1.0,0.7918892460177765,0.7918892460177765,17052.37,,,
2018,CHN,中国,IND,India,False,943.7873225135755,482.3787497438093,461.40857276976647,478.49221,304.14615000000003,0.6356344860870359,-0.7017656828234162,1.8905447802897689e-06,560.7741715240533,634.1440418121649,172.73546904239845,770.7086965017755,209.93452497772228,561.9843943993635,79.6056446555542,76.52545113802793,3.0801935175262685,1196.1284362115289,252.34111369795264,26.737073880786625,18.302372252930294,False,False,2010,pv,India,1.0,943.7873225135755,1196.1284362115289,0.2895476256732443,1.4075538855755498,0.40755388557554983,6.3741188644162,0.29189349572660284,1.4122169390692447,0.4122169390692447,5.064318249016769,1.4075538855755498,1.1183194070930764,0.7945126780249658,26025.97,,,
2019,CHN,中国,IND,India,False,736.3417292664178,421.8675791955424,314.4741500708753,580.10487,376.20887,0.6485187238645316,-0.7017656828234162,1.8905447802897689e-06,489.889563790573,426.1586162376629,111.68446616678762,663.8722405870585,173.98267679648552,484.8616093620324,62.99403016648999,60.466044683792354,2.5279854826976376,911.0202255996951,174.67849633327762,23.722476859664265,15.167477507767153,False,False,2010,pv,India,1.0,736.3417292664178,911.0202255996951,0.21980120764355127,1.28172461915723,0.28172461915723,8.16986507395677,0.23835919453169319,1.3129548637892823,0.3129548637892823,6.649221276823389,1.804096467932601,1.4683029048128011,0.8138716143574065,33730.53,,,
2020,CHN,中国,IND,India,False,701.3016128884934,345.5869355555042,355.71467733298897,710.6335,457.9075,0.6443652037231569,-0.7017656828234162,1.8905447802897689e-06,424.8593165644817,484.2240339018842,128.5093565688952,578.348618196227,153.48930163174532,403.792030154923,58.20509459941876,55.94678680557461,2.2583077938441534,888.0160640568071,186.714451168314,26.62398713148283,18.32440624791892,False,False,2010,pv,India,1.0,701.3016128884934,888.0160640568071,0.04758675895339137,1.0499644029529642,0.049964402952964226,8.578067504583295,0.025250988832597132,1.025905118695484,0.025905118695483953,6.821470143232037,1.8942370708224052,1.5063394658429008,0.7952222501848228,37852.28,,,
2021,CHN,中国,IND,India,False,669.6893846335082,399.9436439968381,269.7457406366699,854.92824,549.2222399999999,0.6424191111057461,-0.7017656828234162,1.8905447802897689e-06,373.1681759899517,367.9772851271547,98.2315444904848,509.06239324680337,135.89421725685173,469.0075755795632,69.06393158272513,67.77262243471512,1.291309148010015,836.9848607067179,167.29547607320993,24.98105538357361,14.668224813544366,False,False,2010,pv,India,1.0,669.6893846335082,836.9848607067179,0.045076508700417794,1.0472043143886554,0.047204314388655355,8.982989299916753,0.05746653176177752,1.060970282433783,0.060970282433782996,7.2373771044785125,1.9836532330401515,1.5981814085164963,0.8056758015447689,48003.14,,,
2022,CHN,中国,IND,India,False,679.9035273566287,434.8959062301328,245.0076211264959,1045.85862,654.1026199999999,0.625421646378934,-0.7017656828234162,1.8905447802897689e-06,323.94382355338945,340.5794592955824,95.5718381690865,450.30685886703486,126.3630353136454,523.7421102757139,88.84620404558112,88.83362304378845,0.0125810017926681,864.3215695712963,184.4180422146676,27.124148470248358,14.056676325927688,False,False,2010,pv,India,1.0,679.9035273566287,864.3215695712963,-0.01525206007067026,0.9849770705517124,-0.015022929448287647,8.848038485429381,-0.03266093587582497,0.9683720621734137,-0.03162793782658635,7.008473791390506,1.9538529504703217,1.5476342262923304,0.7920935021848966,61169.58,,,
2023,CHN,中国,IND,India,False,728.3210847847761,357.0288901868286,371.29219459794734,1408.5874199999998,799.9514199999999,0.5679103821614423,-0.7017656828234162,1.8905447802897689e-06,262.85957681794315,552.2730076869647,180.9808130890173,390.98653621244415,128.126959394501,415.8860987009846,58.85720851415595,58.83234684658019,0.0248616675757631,968.159106387949,239.83802160317327,32.93025927898917,24.84904211478354,False,False,2010,pv,India,1.0,728.3210847847761,968.159106387949,-0.07121239334702101,0.9335216864654481,-0.06647831353455191,8.259835808829225,-0.12013762061747002,0.89274744602253,-0.10725255397747002,6.256797077779712,1.8239641014285464,1.3816465028995322,0.7574965438285837,70762.32,,,
2024,CHN,中国,IND,India,False,525.1674202758711,191.5783780055728,333.58904227029853,1864.01976,978.62376,0.5250071812543446,-0.7017656828234162,1.8905447802897689e-06,215.94456851054264,524.3124920955718,190.72344982527324,339.4069364500419,123.46236793949925,237.93184740732383,46.353469401751056,46.35156708143512,0.001902320315942,762.2443395028957,237.0769192270243,45.14311247687212,36.31669491703919,False,False,2010,pv,India,1.0,525.1674202758711,762.2443395028957,0.2789342073886798,1.386836000607555,0.3868360006075551,11.455037658791792,0.21268690809849344,1.2701427301111117,0.2701427301111117,7.947025322122349,2.529539079676918,1.7548882612412817,0.6937581140139659,94937.04,,,
2010,CHN,中国,ITA,Italy,False,6078.874297702456,2717.8350020312737,3361.0392956711794,39.73239,39.15239,0.9854023379917494,-0.5895247210083466,0.000275514728803,2929.3311145239554,3390.3031847376824,29.263889066503,2954.836207810098,25.50509328614271,2727.3440411734136,9.509039142139937,6.003636367223098,3.5054027749168366,6117.6472259111,38.77292820864293,0.6378307283520798,0.481403095924577,True,False,2010,pv,"EU, UK and EFTA",1.0,6078.874297702456,6117.6472259111,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.19048080097739922,0.19048080097739922,1.0,3592.0,,,
2011,CHN,中国,ITA,Italy,False,5733.075804344136,2045.1935420745097,3687.882262269625,70.26885,67.62285,0.962344623542295,-0.5895247210083466,0.000275514728803,2093.107047821177,3772.2811768655065,84.3989145958817,2141.008783941239,47.9017361200622,2065.492711727145,20.29916965263559,14.107931139926176,6.191238512709415,5837.773888592653,104.69808424851728,1.8262114059120624,1.4721402171576023,False,False,2010,pv,"EU, UK and EFTA",1.0,5733.075804344136,5837.773888592653,0.05688528441672447,1.060316399984856,0.06031639998485594,1.060316399984856,0.045748525042936805,1.0479417912820048,0.04794179128200482,1.0479417912820048,0.20196991715858778,0.1996127917810868,0.9883293244327561,13037.0,,,
2012,CHN,中国,ITA,Italy,False,3045.0689972502296,1374.629501078551,1670.4394961716775,99.31435,93.09835,0.9374108575447556,-0.5895247210083466,0.000275514728803,1706.9305322940193,1735.316599110069,64.87710293839177,1773.2248866277853,66.29435433376602,1395.144861929845,20.515360851294457,11.737706459881824,8.777654391412632,3130.4614610399167,85.39246378968623,2.8042866636781536,2.1305626571016085,False,False,2010,pv,"EU, UK and EFTA",1.0,3045.0689972502296,3130.4614610399167,0.46885945674346696,1.882740853990908,0.8827408539909081,1.996301004408053,0.46375767188293826,1.8648285440490255,0.8648285440490255,1.9542317648845489,0.3802570143116325,0.3722436318706854,0.9789264046701321,16654.0,,,
2013,CHN,中国,ITA,Italy,False,2424.2115482721024,1149.3520412137975,1274.8595070583042,134.44763,117.28163,0.8723220334936361,-0.5895247210083466,0.000275514728803,1427.8056267862733,1381.7669318535116,106.90742479520736,1547.5388380324646,119.73321124619132,1183.439710375699,34.08766916190141,9.289910359853003,24.797758802048406,2565.20664222921,140.99509395710876,5.816121701821173,4.409987439891847,False,False,2010,pv,"EU, UK and EFTA",1.0,2424.2115482721024,2565.20664222921,0.20388945194305164,1.2561069595682166,0.2561069595682166,2.5075675850299763,0.18056597273135988,1.2203544967899702,0.2203544967899702,2.384855522046659,0.47764348210147256,0.45426919005482125,0.951063307838281,18027.0,,,
2014,CHN,中国,ITA,Italy,False,2241.319524548639,1099.8973042530051,1141.422220295633,172.65223999999998,144.88624,0.8391796133082317,-0.5895247210083466,0.000275514728803,1232.070231031801,1265.714417358879,124.29219706324602,1366.2333069105068,134.16307587870574,1141.401752238852,41.50444798584671,15.361768141941685,26.14267984390503,2407.1161695977303,165.79664504909272,7.39727839931619,5.545492095254748,False,False,2010,pv,"EU, UK and EFTA",1.0,2241.319524548639,2407.1161695977303,0.07544392066518402,1.081600156390149,0.08160015639014895,2.7121854921272903,0.06162874757493075,1.0656762954061745,0.06567629540617448,2.541483997813642,0.516619264939688,0.4841039075747853,0.9370612759307404,18436.0,,,
