year,target,target_name,iso3,country_name,excluded_target_receiver,TIC,X,B,Q_global,Q_cf,Q_ratio,beta_B,p_beta_B,B_fitted,B_cf,B_deployment_gap,B_cf_fitted,B_fitted_gap,X_cf,equipment_gap_inclusive,equipment_gap_target_origin,equipment_gap_other_origins,TIC_cf,total_deployment_gap,deployment_gap_pct_of_TIC,balance_gap_pct_of_TIC,cf_Q_below_balance_fit_range,annual_cost_interpolated,tfp_start_year,technology,region,alpha,cost_actual,cost_cf,annual_cost_reduction_actual,tfp_growth_factor_actual,tfp_growth_rate_actual,tfp_raw_actual,annual_cost_reduction_cf,tfp_growth_factor_cf,tfp_growth_rate_cf,tfp_raw_cf,tfp_actual,tfp_cf,tfp_multiplier,capacity_weight_MW,B_cf_fixed,TIC_cf_equipment_only,scenario_scope
2017,CHN,中国,BRA,Brazil,False,1975.086885759814,482.7824373512031,1492.3044484086113,384.35013,254.20964,0.6614012072794148,-0.8431480181598846,2.476187582861964e-06,1507.5444881806472,2114.61849864137,622.3140502327587,2136.2138708567004,628.6693826760531,560.2662598747622,77.48382252355908,73.86842700628456,3.615395517274522,2674.8847585161316,699.7978727563178,35.431244964552846,31.50818603067961,False,False,2011,pv,Brazil,1.0,1975.086885759814,2674.8847585161316,0.19731258114163974,1.24581496670556,0.24581496670556002,3.808701079335887,0.13360836873944226,1.1542124414856691,0.15421244148566915,2.886293145442304,1.0,0.7578156135964284,0.7578156135964284,1202.53,,,
2018,CHN,中国,BRA,Brazil,False,1809.6190475909184,434.6277856666826,1374.991261924236,478.49221,304.14615000000003,0.6356344860870359,-0.8431480181598846,2.476187582861964e-06,1253.2751396165838,2014.7686536868537,639.7773917626178,1836.41855455198,583.1434149353961,514.5225855216862,79.89479985500357,76.95020684723016,2.944593007773406,2529.291239208541,719.6721916176214,39.76926483923207,35.35425826857485,False,False,2011,pv,Brazil,1.0,1809.6190475909184,2529.291239208541,0.08377749827711523,1.09143794015054,0.09143794015054008,4.156960860679499,0.05442982874086788,1.0575629714169055,0.05756297141690547,3.0524367552742095,1.09143794015054,0.8014377321011642,0.7342952838808438,2450.44,,,
2019,CHN,中国,BRA,Brazil,False,1495.1628484786252,339.155642352797,1156.007206125828,580.10487,376.20887,0.6485187238645316,-0.8431480181598846,2.476187582861964e-06,1065.4487732773468,1665.4733829151714,509.46617678934354,1535.0047675739972,469.5559942966504,400.9268208490628,61.77117849626579,60.38496146136308,1.3862170349027068,2066.400203764235,571.2373552856093,38.20569484232846,34.07429346627635,False,False,2011,pv,Brazil,1.0,1495.1628484786252,2066.400203764235,0.17376928007633297,1.2103156852996062,0.2103156852996062,5.031234932856949,0.18301215307619245,1.2240084155049373,0.22400841550493733,3.7362082762522175,1.3209844584952914,0.9809665285950165,0.7426026266141065,4662.13,,,
2020,CHN,中国,BRA,Brazil,False,1298.4074341474254,304.6098542145938,993.7975799328316,710.6335,457.9075,0.6443652037231569,-0.8431480181598846,2.476187582861964e-06,897.8798206178218,1439.553610893969,445.75603096113775,1300.613086627334,402.73326600951225,360.7070667355722,56.097212520978445,55.10009635655376,0.9971161644246892,1800.2606776295415,501.8532434821162,38.65144563128974,34.330982651361275,False,False,2011,pv,Brazil,1.0,1298.4074341474254,1800.2606776295415,0.13159463835755714,1.1515359579409643,0.1515359579409643,5.79364793803347,0.12879379592098528,1.1478338828603019,0.14783388286030186,4.288546452905378,1.5211611038385016,1.125986619473209,0.7402152320565467,8378.37,,,
2021,CHN,中国,BRA,Brazil,False,915.5422974243719,376.47712352604833,539.0651738983232,854.92824,549.2222399999999,0.6424191111057461,-0.8431480181598846,2.476187582861964e-06,768.2930901527423,782.8503796191919,243.7852057208687,1115.74363621999,347.4505460672476,448.091489891325,71.6143663652767,70.83211098170092,0.7822553835757731,1230.941869510517,315.3995720861454,34.449481249903585,26.627410487390023,False,False,2011,pv,Brazil,1.0,915.5422974243719,1230.941869510517,0.2948728778455082,1.4181839963048566,0.4181839963048566,8.216458785943699,0.31624242821804227,1.4625066562610414,0.46250665626104137,6.272027733058795,2.1572863332651933,1.6467629258404368,0.7633492598768536,14302.79,,,
2022,CHN,中国,BRA,Brazil,False,779.5200740754374,359.8520544618939,419.6680196135436,1045.85862,654.1026199999999,0.625421646378934,-0.8431480181598846,2.476187582861964e-06,648.2088449663519,623.3935202371972,203.7255006236536,962.8782152249108,314.66937025855884,433.09276006736536,73.24070560547148,72.9872095615897,0.2534960438817819,1056.4862803045623,276.9662062291251,35.53034943424971,26.134734357583486,False,False,2011,pv,Brazil,1.0,779.5200740754374,1056.4862803045623,0.14857011383482321,1.174494830694727,0.17449483069472693,9.650188370707147,0.14172528656883443,1.1651281161508913,0.1651281161508913,7.307715857064939,2.533721646748351,1.918689785531598,0.757261472661745,25061.96,,,
2023,CHN,中国,BRA,Brazil,False,744.3525286826582,228.578901856966,515.7736268256921,1408.5874199999998,799.9514199999999,0.5679103821614423,-0.8431480181598846,2.476187582861964e-06,504.2974670278212,831.0700359359415,315.29640911024944,812.5784108516555,308.28094382383426,286.2879457100857,57.70904385311973,57.70869741760509,0.0003464355146434,1117.357981646027,373.0054529633692,50.1113973003501,42.35847894118872,False,False,2011,pv,Brazil,1.0,744.3525286826582,1117.357981646027,0.04511435505299877,1.0472458197394965,0.047245819739496486,10.106119430921762,-0.057617124307489,0.9455217554791241,-0.05447824452087591,6.909604325714673,2.6534294029406844,1.8141629342357006,0.6837049940824278,37556.61,,,
2024,CHN,中国,BRA,Brazil,False,724.4366073748988,131.86173695884258,592.574870416056,1864.01976,978.62376,0.5250071812543446,-0.8431480181598846,2.476187582861964e-06,398.2022818459343,1020.200072921088,427.6252025050321,685.5606223924653,287.35834054653105,170.61701309805468,38.75527613921211,38.75472159022098,0.0005545489911256,1190.8170860191428,466.38047864424425,64.37836988031869,59.028657325117,False,False,2011,pv,Brazil,1.0,724.4366073748988,1190.8170860191428,0.026756033653847044,1.0274915998239345,0.027491599823934454,10.383952822089551,-0.06574357151402821,0.9383120168197393,-0.0616879831802607,6.4833647702877295,2.726376422247391,1.7022508816623163,0.6243638507771156,53107.46,,,
2010,CHN,中国,CHN,China,True,4291.43290226581,2270.6250354815543,2020.807866784257,39.73239,39.15239,0.9854023379917494,-0.5260812937466695,2.169920417398684e-06,2797.886122193744,2036.5017873049408,15.693920520684287,2819.614958046659,21.728835852914926,2287.6980613560268,17.073025874472478,17.073025874472478,0.0,4324.199848660971,32.766946395156765,0.7635432533002279,0.3657035045892978,True,False,2010,pv,China,1.0,4291.43290226581,4324.199848660971,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3210737851576196,0.3210737851576196,1.0,864.0,,,
2011,CHN,中国,CHN,China,True,4031.162378781087,1732.0867985017794,2299.075580279305,70.26885,67.62285,0.962344623542295,-0.5260812937466695,2.169920417398684e-06,2072.8255542525635,2345.971302934493,46.895722655188365,2115.1063096738385,42.28075542127499,1766.2864880251502,34.19968952337081,34.19968952337081,0.0,4112.257790959643,81.09541217855917,2.0117128648903555,1.163330033591164,False,False,2010,pv,China,1.0,4031.162378781087,4112.257790959643,0.06064886237585221,1.0645646339762234,0.06456463397622336,1.0645646339762234,0.049013011682833674,1.0515390981001385,0.05153909810013846,1.0515390981001385,0.3418037965756819,0.3418037965756819,1.0,2930.0,,,
2012,CHN,中国,CHN,China,True,3275.396668363167,1009.547984993162,2265.848683370002,99.31435,93.09835,0.9374108575447556,-0.5260812937466695,2.169920417398684e-06,1727.9034923500594,2344.2181084455538,78.36942507555159,1787.6668844403507,59.76339209029129,1043.3404098502845,33.792424857122455,33.792424857122455,0.0,3387.55851829584,112.16184993267404,3.424374550296085,2.392669743866952,False,False,2010,pv,China,1.0,3275.396668363167,3387.55851829584,0.18748084036407464,1.2307402085731507,0.2307402085731507,1.310202499659497,0.1762290472783532,1.2139296690373849,0.21392966903738486,1.2764945093365712,0.4206716758886495,0.4206716758886495,1.0,6500.0,,,
2013,CHN,中国,CHN,China,True,2520.850341600838,717.5643894655738,1803.2859521352648,134.44763,117.28163,0.8723220334936361,-0.5260812937466695,2.169920417398684e-06,1473.3914518499791,1937.641390926143,134.35543879087822,1583.167804729361,109.77635287938188,769.2730247434133,51.70863527783956,51.70863527783956,0.0,2706.914415669557,186.0640740687178,7.381004377695815,5.329766570178746,False,False,2010,pv,China,1.0,2520.850341600838,2706.914415669557,0.23036792277724427,1.299322143131735,0.299322143131735,1.702375119794134,0.2009246774484329,1.2514464804229597,0.2514464804229597,1.5974645609884848,0.5465880234704587,0.5465880234704587,1.0,17450.0,,,
2014,CHN,中国,CHN,China,True,2100.065022292831,693.0711175800188,1406.9939047128123,172.65223999999998,144.88624,0.8391796133082317,-0.5260812937466695,2.169920417398684e-06,1291.7417216724657,1542.9459602981678,135.95205558535554,1416.5574310785298,124.81570940606434,757.820985566012,64.7498679859932,64.7498679859932,0.0,2300.7669458641803,200.70192357134877,9.556938544322987,6.473706963459844,False,False,2010,pv,China,1.0,2100.065022292831,2300.7669458641803,0.16692197563810618,1.200367757589047,0.200367757589047,2.04347620512267,0.15004075025582808,1.1765269926775768,0.17652699267757677,1.8794601758487874,0.6561066400582639,0.6561066400582639,1.0,28050.0,,,
2015,CHN,中国,CHN,China,True,1622.5553814943792,590.1313696901666,1032.424011804212,219.86211,176.96611,0.8048958958867447,-0.5260812937466695,2.169920417398684e-06,1137.492739425966,1157.3019114812075,124.87789967699564,1275.0793342486795,137.58659482271378,659.1215964248418,68.99022673467516,68.99022673467516,0.0,1816.423507906049,193.8681264116708,11.948321063353635,7.69637209929825,False,False,2010,pv,China,1.0,1622.5553814943792,1816.423507906049,0.22737850291754846,1.2942948180657254,0.29429481806572544,2.6448606631308853,0.21051390660352576,1.2666467571301565,0.2666467571301565,2.38061213689414,0.8491954243259252,0.8491954243259252,1.0,43180.0,,,
2016,CHN,中国,CHN,China,True,1468.7692152533818,468.76741419462576,1000.0018010587554,291.30835,214.17235,0.735208414039625,-0.5260812937466695,2.169920417398684e-06,980.9800198753308,1175.6545680653137,175.6527670065583,1153.2915644013651,172.31154452603437,548.2881297461128,79.520715551487,79.520715551487,0.0,1723.9426978114266,255.1734825580453,17.37328641613888,11.95918086942311,False,False,2010,pv,China,1.0,1468.7692152533818,1723.9426978114266,0.09478022629918481,1.1047041050724005,0.10470410507240047,2.9217884319052003,0.05091368268033114,1.0536449443546054,0.05364494435460543,2.5083199425077245,0.9381096712615485,0.9381096712615485,1.0,77420.0,,,
2017,CHN,中国,CHN,China,True,1377.8666056804327,401.40400633342114,976.462599347012,384.35013,254.20964,0.6614012072794148,-0.5260812937466695,2.169920417398684e-06,847.8784559352094,1213.68400193753,237.221402590518,1053.8616822029005,205.98322626769084,495.4936339694878,94.08962763606668,94.08962763606668,0.0,1709.177635907018,331.31103022658465,24.045218082847214,17.216572461553397,False,False,2010,pv,China,1.0,1377.8666056804327,1709.177635907018,0.06189032873845146,1.0659734470653337,0.0659734470653337,3.1145488863536026,0.008564705731317623,1.0086386935999039,0.00863869359990388,2.529988549941577,1.0,1.0,1.0,130424.49,,,
2018,CHN,中国,CHN,China,True,1047.2659983319318,367.78615155784,679.4798467740916,478.49221,304.14615000000003,0.6356344860870359,-0.5260812937466695,2.169920417398684e-06,755.5759081129419,862.3934684494353,182.91362167534373,958.9743259758404,203.39841786289844,463.27925606229246,95.49310450445245,95.49310450445245,0.0,1325.6727245117281,278.4067261797962,26.58414639864542,17.465822624498994,False,False,2010,pv,China,1.0,1047.2659983319318,1325.6727245117281,0.23993658456163847,1.3156796915731783,0.3156796915731783,4.097748718187294,0.22437978554041482,1.2892907912369869,0.28929079123698687,3.261890939374693,1.3156796915731783,1.3156796915731783,1.0,174630.06,,,
2019,CHN,中国,CHN,China,True,946.1882546932663,282.48497461032827,663.7032800829377,580.10487,376.20887,0.6485187238645316,-0.5260812937466695,2.169920417398684e-06,682.7804234158286,833.5238063562916,169.82052627335395,857.4821829417573,174.70175952592865,352.2113272984546,69.72635268812633,69.72635268812633,0.0,1185.7351336547463,239.54687896148027,25.31704211855137,17.947858201685893,False,False,2010,pv,China,1.0,946.1882546932663,1185.7351336547463,0.09651582673328496,1.1068262506296198,0.10682625062961981,4.535495849773573,0.10555968171444707,1.1180175798836773,0.11801757988367734,3.646851413884189,1.4562288200534756,1.4562288200534756,1.0,204180.0,,,
2020,CHN,中国,CHN,China,True,765.8158251007978,253.59096118664755,512.2248639141501,710.6335,457.9075,0.6443652037231569,-0.5260812937466695,2.169920417398684e-06,613.6386339579409,645.465000180023,133.24013626587293,773.2585606084823,159.6199266505414,317.2219315703402,63.63097038369264,63.63097038369264,0.0,962.6869317503629,196.8711066495656,25.70736986580986,17.398456900304417,False,False,2010,pv,China,1.0,765.8158251007978,962.6869317503629,0.1906305945965704,1.2355297758031152,0.23552977580311518,5.603740170426702,0.18810963390862045,1.2316933933016374,0.2316933933016374,4.491802792833891,1.7992140675587056,1.7992140675587056,1.0,253010.0,,,
